year,premier_ADJ art_NOUN,premier_ADJ phare_NOUN
1800,1.5091990102078512e-07,6.288328968651058e-09
1801,5.000483449535409e-08,0.0
1802,7.161088433349505e-08,0.0
1803,1.2482170674843474e-07,0.0
1804,1.0134588990240445e-07,0.0
1805,8.528633421711618e-08,0.0
1806,3.1698359492793315e-08,0.0
1807,6.832692145408714e-08,0.0
1808,4.305540546312159e-08,6.798221985349073e-09
1809,6.099382443558454e-08,0.0
1810,5.3822916346035754e-08,1.6380887757350138e-08
1811,3.259199621297171e-08,0.0
1812,2.9339290108509886e-08,0.0
1813,7.189353801173581e-08,0.0
1814,1.5733386149463513e-08,0.0
1815,4.315557688983063e-08,0.0
1816,5.7940098940889584e-08,2.3176038865813098e-09
1817,5.60474440192138e-08,0.0
1818,4.4108355412575406e-08,0.0
1819,6.935203400448842e-08,0.0
1820,6.289235354728362e-08,0.0
1821,6.508582273134778e-08,9.86148829262845e-10
1822,4.912551787583652e-08,0.0
1823,3.261286796174545e-08,0.0
1824,5.9789897477458e-08,1.0947446504872005e-08
1825,5.811592274085342e-08,8.805443041381977e-10
1826,4.580151724553616e-08,8.80798456392995e-09
1827,3.0417001140037314e-08,1.8434546111834038e-09
1828,3.118582486694166e-08,8.255071293206129e-09
1829,4.2865879235076676e-08,2.571952872898464e-09
1830,2.609209004411639e-08,0.0
1831,2.3386808933878456e-08,3.1182412207897414e-09
1832,6.223786208625626e-08,0.0
1833,3.243415902520752e-08,5.791814139399776e-09
1834,5.8807543945604834e-08,2.0535967593104942e-08
1835,3.1764969321557146e-08,3.025235173481633e-09
1836,3.965242673098501e-08,1.008112526790228e-08
1837,2.0177884252348122e-08,4.87052354003481e-09
1838,2.4617431870765927e-08,2.5248647617104325e-09
1839,5.313521023175838e-08,6.9914751765765e-10
1840,3.567025785855549e-08,0.0
1841,2.7608359598474408e-08,6.420548537278137e-09
1842,2.683306021822318e-08,5.366612043644636e-09
1843,2.7171791094904307e-08,1.1813822142769936e-09
1844,4.116421076227894e-08,2.7442805805577564e-09
1845,3.236532108985557e-08,0.0
1846,4.7421458981844467e-08,5.854501328173001e-10
1847,5.447156059545932e-08,4.853901280910122e-09
1848,2.976732055293141e-08,8.045221711050488e-10
1849,3.016589378290746e-08,2.513824481908955e-09
1850,4.480737292311687e-08,1.0183494048021657e-08
1851,3.611685728266423e-08,5.159551008659946e-09
1852,1.3672145193766028e-08,2.6042181744401205e-09
1853,2.7470886232450198e-08,2.388772735173461e-09
1854,2.909572138776184e-08,4.1565315633818045e-09
1855,4.4578271740647324e-08,1.4328730202350926e-08
1856,2.3815070804289462e-08,1.0354378465748937e-09
1857,3.7099469274437524e-08,4.393358121745905e-09
1858,3.0340791934424516e-08,1.468102750479261e-09
1859,2.698851919724632e-08,2.036869339860914e-09
1860,2.0139609091529564e-08,7.323494255473406e-09
1861,1.65058727241707e-08,5.187560159214399e-09
1862,3.2077704131827645e-08,4.066187830886747e-09
1863,3.196557385454213e-08,5.494082799817335e-09
1864,7.192091966423675e-08,1.2466292886870178e-08
1865,4.3302967545066906e-08,9.41368871743009e-10
1866,3.113992252945508e-08,7.784980660119345e-09
1867,2.135237053835226e-08,1.1161466417775046e-08
1868,3.606107934484015e-08,3.457911734727759e-09
1869,3.2719577824913415e-08,3.906815315701806e-09
1870,3.268407811063412e-08,1.834895613228582e-08
1871,2.8677179297886823e-08,4.248470908407853e-09
1872,2.721302727604069e-08,1.1489944995446422e-08
1873,1.9753815583278822e-08,5.387403856360606e-09
1874,2.6885741521986972e-08,5.974609251779839e-09
1875,2.860763526069121e-08,1.1443054281912168e-09
1876,3.1439278513900604e-08,1.813804439976252e-09
1877,2.9068635498674666e-08,1.0514186854493346e-08
1878,3.442280532839348e-08,1.3285995414946683e-08
1879,2.8102896787451925e-08,9.774920428640144e-09
1880,3.7865292457084365e-08,4.492492600149944e-09
1881,3.207353549417036e-08,2.022027167924989e-08
1882,2.1297231533878858e-08,1.0648616211028639e-08
1883,1.8326083373043645e-08,5.0554711528150165e-09
1884,2.772712726084592e-08,1.7164412113856997e-08
1885,4.44748863293043e-08,3.86738152613475e-09
1886,2.2587123060802128e-08,7.744156427236248e-09
1887,4.831404343264012e-08,3.264462256069578e-09
1888,3.7409626507667326e-08,8.876860135842435e-09
1889,4.3855955533800284e-08,5.6386229019267375e-09
1890,3.998175801545045e-08,9.176140736144589e-09
1891,3.56956323388502e-08,7.0116419337296065e-09
1892,3.0088859626076214e-08,3.1342561879199593e-09
1893,5.419406567952478e-08,7.390100087434348e-09
1894,4.7891698606861155e-08,7.561847148451761e-09
1895,5.717683726480516e-08,3.0093072478365457e-09
1896,3.4792471126365854e-08,3.5382172747233653e-09
1897,3.0298910269621615e-08,2.330685422435863e-09
1898,4.922768748194528e-08,9.619203211741478e-09
1899,3.537650172802387e-08,1.6029977345510815e-08
1900,3.6856477869662285e-08,1.4015843596837385e-08
1901,4.19155422592965e-08,6.706486921359556e-09
1902,3.584507146658922e-08,1.178468167495339e-08
1903,4.2661739252380926e-08,4.320176216765503e-09
1904,3.3860139581065596e-08,2.1498500757388683e-09
1905,4.0253920030597357e-08,5.676835002077496e-09
1906,2.5206503495578403e-08,2.572092316910357e-09
1907,2.0571373215982902e-08,2.5714217422034835e-09
1908,2.2592389736786345e-08,7.858222517143076e-09
1909,4.455796759339492e-08,3.300590023513905e-09
1910,3.5271394693836555e-08,1.2825961626106164e-08
1911,3.937076764604086e-08,4.788336838146279e-09
1912,2.604710525044851e-08,4.688478938419394e-09
1913,3.075733978619155e-08,3.181793939432964e-09
1914,3.2144370609721307e-08,1.2054138576189644e-08
1915,5.654765711238241e-08,3.534228465440492e-09
1916,1.977743147030253e-08,0.0
1917,1.97395633172448e-08,7.676496771580332e-09
1918,5.2837331843136326e-08,1.1486376294556067e-09
1919,3.2227470136980685e-08,2.762354567309444e-09
1920,3.558949002169243e-08,6.815008557481406e-09
1921,2.9533715251162107e-08,5.300923255902035e-09
1922,4.57432016709447e-08,1.623145884366295e-08
1923,4.140219722614802e-08,5.307974060286824e-09
1924,5.1566497294430746e-08,1.289162443462999e-09
1925,9.788378663166952e-08,5.499089184013428e-09
1926,1.0365908709175642e-07,1.2260752080273107e-08
1927,8.807887441619755e-08,4.4596899506643695e-09
1928,2.7536759761304097e-07,6.85562484559199e-09
1929,3.353262441052607e-07,1.1140405931087116e-08
1930,1.6490657173129364e-07,6.302162347537887e-09
1931,1.9731267553169118e-07,2.2810713318222042e-09
1932,4.0550285618223825e-07,5.4797681947604815e-09
1933,3.315021330774215e-07,2.064719195615794e-08
1934,1.761292320878738e-07,4.7926320689839486e-09
1935,5.146362083152667e-07,7.180970484910176e-09
1936,2.582564135877874e-07,6.0623572828433225e-09
1937,1.7375742600300725e-07,7.554670666820584e-09
1938,1.6465822649802675e-07,2.5930428915188486e-09
1939,2.2176373803972638e-07,1.5294050470515685e-09
1940,3.245802051576874e-07,2.5357829169792012e-09
1941,3.482772998886219e-07,2.9515025978810172e-09
1942,4.976107379484063e-07,3.034211770724937e-09
1943,4.122593861843882e-07,5.806470415592457e-09
1944,3.6309005047030496e-07,3.2131861615880553e-09
1945,4.0955876778880906e-07,8.714016175304096e-09
1946,1.4199526443547938e-07,2.7842208538686464e-09
1947,2.2053611870020973e-07,8.344609447874518e-09
1948,1.8808366042399882e-07,4.348755133776194e-09
1949,2.414984063836556e-07,3.9268033269479474e-09
1950,2.329144102031222e-07,5.317680518146517e-09
1951,1.7271470698076996e-07,5.3307008807124134e-09
1952,1.0755699808573382e-07,3.1634410646574906e-09
1953,1.3036331125704237e-07,7.541679392097933e-09
1954,1.3095198059254187e-07,5.86352189024808e-09
1955,1.145044152828234e-07,7.508486277174597e-09
1956,3.3750817185485005e-07,2.616342476002842e-09
1957,3.083428143368927e-07,0.0
1958,2.1921444465222706e-07,1.2408365002158916e-08
1959,2.619752692556432e-07,2.325224457422337e-09
1960,1.8617041153135006e-07,4.152500121534786e-09
1961,2.160877516921289e-07,1.181187103682646e-08
1962,2.3338400195749287e-07,5.707760764028791e-09
1963,2.062670988456361e-07,8.405868889838075e-09
1964,1.8251905264943247e-07,4.8671746077921796e-09
1965,2.4022270350698705e-07,1.2038495811328431e-08
1966,2.1602390831709783e-07,4.431259692516676e-09
1967,1.4051456764807568e-07,4.930335695263466e-09
1968,2.034611381040996e-07,4.042274071025531e-09
1969,1.7531184504093744e-07,3.6334062425424918e-09
1970,2.547693656040906e-07,4.1388523719376735e-09
1971,2.1786805026735578e-07,9.249115584530898e-09
1972,1.7699006443772092e-07,4.6171320100540925e-09
1973,3.63871455855147e-07,4.9618833486420044e-09
1974,2.5427583372206186e-07,3.3753431161187564e-09
1975,2.181785467847419e-07,5.711480177694739e-09
1976,1.1427053453472169e-07,6.8562320265641574e-09
1977,2.544646612867574e-07,5.289103655048422e-09
1978,2.417820627043099e-07,5.346532105932056e-09
1979,1.49810518212945e-07,7.607565244427406e-09
1980,2.052339332925257e-07,7.390696055153967e-09
1981,1.6699450128276894e-07,2.5302198114474095e-09
1982,2.0981357373717202e-07,5.586752060970923e-09
1983,1.9640633119877293e-07,8.841442022955448e-09
1984,1.0960125895742578e-07,4.639206796497319e-09
1985,1.588107336747413e-07,4.210890747202711e-09
1986,1.6424890514343815e-07,5.395036861699509e-09
1987,2.2060048177063862e-07,1.099947066762752e-08
1988,1.4991384372775585e-07,4.797243047249822e-09
1989,2.310499370716812e-07,7.134558721588746e-09
1990,2.7134282848395586e-07,2.724325431913144e-09
1991,1.4653662572250425e-07,5.275318515352012e-09
1992,1.4987047824988053e-07,8.815910668147353e-09
1993,1.728232728037682e-07,1.1632335983335906e-08
1994,1.181583532128272e-07,8.967375286772494e-09
1995,2.2503171376309083e-07,7.0491861237087505e-09
1996,1.3505372686850592e-07,6.4057106285986265e-09
1997,1.5391611141168937e-07,1.006927874414032e-08
1998,1.1205103456202181e-07,3.337690568372409e-09
1999,1.096848292192476e-07,5.941261704833778e-09
2000,1.6788520318389288e-07,5.3016377954406835e-09
2001,1.2793138254307834e-07,3.5049695090716426e-09
2002,1.0953053586337802e-07,8.324320788233308e-09
2003,1.1084014900353267e-07,5.416999737661854e-09
2004,1.5372720835182818e-07,6.166707589017051e-09
2005,1.4366960909839577e-07,2.38698731891418e-08
2006,1.1900701524236723e-07,9.471147199846541e-09
2007,9.706584783164551e-08,1.0385647009059085e-08
2008,1.0260429794684e-07,1.9584222410440333e-08
2009,1.3398621589999493e-07,1.2874120214334539e-08
2010,7.369116933331199e-08,1.4643758206034363e-08
2011,8.603936690887437e-08,2.1796640936599943e-08
2012,5.344676867746756e-08,1.974466526388774e-08
2013,4.351035054472874e-08,1.5061274893923837e-08
2014,6.041592082173253e-08,1.1260314791705639e-08
2015,5.5414385413676825e-08,1.573768493301486e-08
2016,6.255446993730374e-08,1.5327916991214607e-08
2017,3.622480312936993e-08,1.3584300795344006e-08
2018,6.324593504469789e-08,1.4456214003644163e-08
