year,premier_ADJ air_NOUN,premier_ADJ fer_NOUN
1898,1.810673611046809e-08,1.0750873968845553e-08
1899,2.7085134135518274e-08,1.6582735185011188e-09
1900,1.3496738504592543e-08,5.19105292084987e-09
1901,1.5089595351014395e-08,5.58873880507349e-09
1902,9.329539141234022e-09,1.718599307309887e-08
1903,2.700110068865058e-08,2.7001101354784396e-09
1904,1.7198801494089366e-08,5.374625189347171e-09
1905,2.0126959654476195e-08,6.192911072844254e-09
1906,2.36632491379396e-08,5.658602919567102e-09
1907,3.39427645434931e-08,7.71426478252124e-09
1908,3.290630568031361e-08,2.9468334439286537e-09
1909,5.005895076237721e-08,2.7504918342913243e-09
1910,3.740905540894346e-08,1.7101282168141552e-08
1911,1.8621309716415624e-08,5.320374141248863e-10
1912,2.2400510502063042e-08,1.5628263128064646e-09
1913,4.295421618394357e-08,4.242391771214216e-09
1914,4.28591582779525e-08,2.678697486047099e-09
1915,1.5314990164938536e-08,2.8273827723523937e-08
1916,8.789969641043172e-09,2.197492410260793e-09
1917,2.1932848870420685e-09,0.0
1918,8.040463406189247e-09,1.2635013924011673e-08
1919,2.1178051312631396e-08,4.603924352863942e-09
1920,3.104614876292544e-08,1.2115570768855832e-08
1921,5.14946840723951e-08,2.2718242842501013e-09
1922,2.8773948279603445e-08,7.37793537375353e-09
1923,3.3971035318103304e-08,6.369568872344189e-09
1924,2.836157442231979e-08,0.0
1925,4.6192346836448905e-08,5.499089184013428e-09
1926,3.7896870752618383e-08,1.2260752413340015e-08
1927,4.7941668412931904e-08,4.4596899506643695e-09
1928,2.8565102283550914e-08,0.0
1929,4.2333544891803854e-08,4.4561625500705304e-09
1930,3.5712252044461934e-08,2.100720708497761e-09
1931,1.8248571542756054e-08,2.2810713318222042e-09
1932,3.06867029564728e-08,1.0959536611565568e-09
1933,1.7205992852709073e-08,1.1470662641954732e-08
1934,2.2765002327673756e-08,2.3963160344919743e-09
1935,2.0346082152400413e-08,1.196828414151696e-09
1936,1.1882220007919386e-07,3.6374143697059935e-09
1937,1.0072894518486919e-08,6.295559185076627e-09
1938,9.075650453382877e-09,0.0
1939,1.2235240376412548e-08,4.588215141154706e-09
1940,1.01431314458722e-08,5.0715658339584024e-09
1941,3.8369532440185594e-08,0.0
1942,9.102635312174812e-09,0.0
1943,8.709705845433291e-09,1.7419411690866582e-08
1944,1.6065930807940276e-08,0.0
1945,1.089252066321933e-08,8.714016175304096e-09
1946,6.542918740137793e-08,5.568441707737293e-09
1947,1.907339353124371e-08,9.536696765621855e-09
1948,2.8266908813634473e-08,4.348755133776194e-09
1949,1.47255123650325e-08,6.8719059331812105e-09
1950,2.446133051670074e-08,2.1270722960764488e-09
1951,3.518262581270193e-08,7.462981121975076e-09
1952,6.326882240337284e-09,3.163441175679793e-09
1953,1.508335811806205e-08,0.0
1954,2.14995790059902e-08,2.9317608341017376e-09
1955,2.5341142073642686e-08,1.8771215692936494e-09
1956,2.8779766569897447e-08,3.488456634670456e-09
1957,3.534015063921814e-08,3.5340151360863103e-09
1958,2.316228225884842e-08,4.1361216673863055e-09
1959,3.875374032791257e-08,6.975672928177801e-09
1960,1.9378332827280076e-08,2.076250060767393e-09
1961,2.570818935510033e-08,4.168895617606694e-09
1962,5.5175021440589944e-08,5.0735651235811474e-09
1963,2.3277792138287623e-08,4.526237162849611e-09
1964,2.068549243006146e-08,3.650380997477498e-09
1965,3.0096239556076654e-08,6.0192477668863376e-09
1966,2.326411452369115e-08,6.092982118843793e-09
1967,2.5637745704187864e-08,3.944268467392931e-09
1968,7.904891569099348e-08,2.245707841908029e-09
1969,3.179230420591317e-08,2.7250546263957176e-09
1970,4.736686776141141e-08,6.438214850135182e-09
1971,4.162101996385559e-08,7.707596338946132e-09
1972,8.823852787331887e-08,3.5911027485013847e-09
1973,2.811733906815661e-08,1.6539611902288698e-09
1974,1.743927158237568e-08,1.1251143350321513e-09
1975,1.6563292959403952e-08,3.998036124386317e-09
1976,2.171140239815017e-08,1.7140580066410394e-09
1977,2.762087475405295e-08,4.7014254711541525e-09
1978,4.45544342531079e-08,8.316828115084718e-09
1979,3.160065631391262e-08,5.851973128301324e-09
1980,5.173487238607777e-08,3.97960553399912e-09
1981,3.415796712147312e-08,8.223214109648325e-09
1982,2.4830009937026887e-08,8.069752865935698e-09
1983,5.368018685114606e-08,5.68378455412244e-09
1984,9.046453453009917e-08,5.799008495621649e-09
1985,5.17338007988144e-08,6.015557940663996e-09
1986,4.495864214248968e-08,5.994485352545098e-09
1987,7.210763969256462e-08,7.332980445085013e-09
1988,1.9188972188999287e-08,7.795520118314414e-09
1989,3.731922948446709e-08,7.683370939481904e-09
1990,4.03200163812123e-08,4.358920779878872e-09
1991,6.740684721506796e-08,8.206051227421796e-09
1992,2.810071492165278e-08,6.0609386398624565e-09
1993,2.326467135604915e-08,3.877445253763767e-09
1994,2.373717028492095e-08,2.637463358823311e-09
1995,4.880205639601343e-08,2.1689803286761844e-09
1996,5.284711224184946e-08,7.473329066698398e-09
1997,2.7810387548399262e-08,4.794894592485832e-09
1998,3.814503424237614e-08,4.7681290027412615e-09
1999,3.564756798080104e-08,5.484241505371301e-09
2000,4.5947528004575133e-08,4.418031274155965e-09
2001,3.8992785694746956e-08,3.5049695090716426e-09
2002,3.461165060114624e-08,5.257465574004527e-09
2003,4.625284466541757e-08,3.75023062604285e-09
2004,5.15360573938306e-08,3.52383291990499e-09
2005,4.8640496297380764e-08,2.702249757291497e-09
2006,4.941467945940303e-08,3.706100981659688e-09
2007,5.392547294813532e-08,3.994479413904628e-09
2008,1.345351007264739e-07,3.83169571072095e-09
2009,4.2436912872645394e-08,3.337734755248789e-09
2010,4.6293173294742473e-08,3.3066551718974324e-09
2011,1.5678285225639854e-08,3.4415748029203996e-09
2012,3.165954887140998e-08,4.085103366691101e-09
2013,2.0081699858565116e-08,5.02042502015243e-09
2014,3.8328378526575335e-08,6.279790909502481e-09
2015,2.637724778875583e-08,4.211493376260478e-09
2016,2.112766767092822e-08,4.556948152156792e-09
2017,3.3960754791673153e-08,3.773417134311785e-09
2018,2.6330960967158035e-08,2.8396134332808742e-09
2019,2.2193593407493495e-08,2.806086474294034e-09
