year,dernier_ADJ air_NOUN,dernier_ADJ fer_NOUN
1903,9.1803746826713e-09,2.7001101354784396e-09
1904,7.524475265086039e-09,1.0749250378694342e-09
1905,0.0,4.1286072338664326e-09
1906,1.0288369267641428e-08,1.0288369045596824e-09
1907,7.199980611716228e-09,4.114274698707732e-09
1908,4.4202499438483756e-09,0.0
1909,6.601180380094718e-09,2.7504918342913243e-09
1910,8.016225794271747e-09,0.0
1911,3.7242617878519013e-09,1.0640748282497725e-09
1912,6.251305251225858e-09,0.0
1913,3.71209285532359e-09,0.0
1914,1.1384464038144415e-08,0.0
1915,2.3561523843085297e-09,4.712304768617059e-09
1916,5.493730803607377e-09,0.0
1917,0.0,2.1932848870420685e-09
1918,0.0,0.0
1919,1.2890987832747669e-08,3.6831393490643904e-09
1920,1.1358347151713133e-08,7.572231730534895e-10
1921,9.087297137000405e-09,0.0
1922,1.1066902949607993e-08,1.4755870969551665e-09
1923,7.431163684401554e-09,1.0615948120573648e-09
1924,6.445812328337297e-09,1.289162443462999e-09
1925,1.4297631523163545e-08,1.0998177923937646e-09
1926,2.229227691330493e-09,1.1146138456652466e-09
1927,1.3379070296082318e-08,0.0
1928,4.570416489713125e-09,0.0
1929,8.912325100141061e-09,0.0
1930,9.453243521306831e-09,2.100720708497761e-09
1931,1.2545892325022123e-08,5.7026783295555106e-09
1932,1.53433514782364e-08,2.1919073223131136e-09
1933,1.1470662641954732e-08,3.4411986593596566e-09
1934,8.38710612072191e-09,3.5944740517379614e-09
1935,1.196828414151696e-09,2.393656828303392e-09
1936,5.941110003959693e-08,0.0
1937,5.0364472592434595e-09,0.0
1938,1.1668692678767911e-08,2.5930428915188486e-09
1939,7.647025235257843e-09,1.5294050470515685e-09
1940,2.5357829169792012e-09,1.0143131667916805e-08
1941,2.066051862925633e-08,1.1806010391524069e-08
1942,1.517105907566929e-08,0.0
1943,2.9032352077962287e-09,0.0
1944,9.639558484764166e-09,0.0
1945,1.3071024262956144e-08,0.0
1946,2.9234318077442367e-08,0.0
1947,5.960435700558264e-09,1.1920870957027319e-09
1948,2.5005342907391537e-08,2.174377566888097e-09
1949,3.9268033269479474e-09,0.0
1950,4.2541445921528975e-09,0.0
1951,5.330700769690111e-09,1.0661401761424827e-09
1952,1.0544803918932644e-09,1.0544803918932644e-09
1953,6.464296653518886e-09,4.3095309543161875e-09
1954,2.9317608341017376e-09,9.772536113672459e-10
1955,7.508486277174597e-09,0.0
1956,1.2209598665435806e-08,0.0
1957,8.835037590415595e-09,0.0
1958,7.445019101215422e-09,8.272243445794913e-10
1959,9.300897163555533e-09,0.0
1960,8.997083189576927e-09,1.3841666701708277e-09
1961,1.4591134855912458e-08,6.948159270159238e-10
1962,9.512934440181198e-09,1.9025869768540815e-09
1963,8.405868889838075e-09,6.466053248388448e-10
1964,7.909158661334459e-09,0.0
1965,4.377634699181954e-09,1.0944086747954884e-09
1966,6.0929824519107e-09,0.0
1967,1.0846738618397467e-08,9.860671168482327e-10
1968,1.7516522399230183e-08,4.940557296606585e-09
1969,5.904285060864822e-09,4.541757636644661e-09
1970,1.1956685419534097e-08,9.197450023812337e-10
1971,4.1107179882260425e-09,5.138397485282553e-10
1972,2.7189777540570503e-08,0.0
1973,1.4334330167287135e-08,2.7566018356850464e-09
1974,7.313243344242437e-09,1.6876715580593782e-09
1975,9.709515857991846e-09,1.1422960355389478e-09
1976,2.285410749536254e-09,2.285410749536254e-09
1977,6.464460078348111e-09,1.7630346071939584e-09
1978,1.3663360221016774e-08,1.7821774056514528e-09
1979,7.0223681314374176e-09,1.1703946700691858e-09
1980,1.3075846183596695e-08,0.0
1981,1.2018544159886346e-08,0.0
1982,8.690503094932467e-09,4.345251713999687e-09
1983,2.0209011353244932e-08,1.0736036948344463e-08
1984,1.739702604197646e-08,1.1598016991243298e-09
1985,1.0828004270990732e-08,3.609334831011779e-09
1986,2.3378494251602433e-08,1.1988970927134801e-09
1987,1.7110287242605438e-08,2.4443267410134695e-09
1988,7.195864681897035e-09,1.798966087207532e-09
1989,7.683370939481904e-09,0.0
1990,1.525622306264296e-08,1.6345953479657283e-09
1991,2.8721180100887977e-08,0.0
1992,1.3223866057732181e-08,0.0
1993,1.550978012687665e-08,1.1078414852150331e-09
1994,1.2132331528302842e-08,1.0549853213248639e-09
1995,1.6809596992128917e-08,1.626735190995987e-09
1996,1.6548085346457242e-08,0.0
1997,9.58978851883785e-09,2.876936688878118e-09
1998,1.3827574862901315e-08,2.86087753487152e-09
1999,1.2339543442596579e-08,0.0
2000,1.723032228007071e-08,4.859834756842929e-09
2001,1.4896120059670892e-08,1.3143635069212678e-09
2002,1.4896152755738967e-08,1.3143663935011318e-09
2003,2.2084691242429955e-08,8.333845835650777e-10
2004,1.4976289902657314e-08,8.809582507929292e-10
2005,1.6663873836364473e-08,1.8014998381943315e-09
2006,1.2353670086895363e-08,4.1178899179428186e-10
2007,1.198343807518043e-08,2.3966877371606188e-09
2008,3.448526086913262e-08,0.0
2009,2.0980047477081598e-08,4.76819250749827e-10
2010,1.9839930587295385e-08,2.3618964561933353e-09
2011,9.55992973672437e-09,1.529588788962144e-09
2012,9.531907707582832e-09,3.404252713057332e-10
2013,1.1993237514218436e-08,1.6734750252211938e-09
2014,1.515811653973742e-08,1.0827225782605865e-09
2015,1.3521109745728843e-08,1.7732603163622684e-09
2016,1.2013772199281902e-08,2.278474076078396e-09
2017,1.2578056513001812e-08,2.264050280587071e-09
2018,8.776987137082415e-09,1.8070267504555204e-09
2019,9.693753355577428e-09,1.2754939326953263e-09
