year,premier_ADJ are_NOUN,premier_ADJ phare_NOUN
1861,4.715963730639317e-10,5.187560159214399e-09
1862,6.325180823552046e-09,4.066187830886747e-09
1863,2.4973103585068657e-09,5.494082799817335e-09
1864,2.3973640850272204e-09,1.2466292886870178e-08
1865,4.706844358715045e-10,9.41368871743009e-10
1866,0.0,7.784980660119345e-09
1867,1.94112459439566e-09,1.1161466417775046e-08
1868,9.87974813071446e-10,3.457911734727759e-09
1869,4.883519366671862e-09,3.906815315701806e-09
1870,1.1468097582678638e-09,1.834895613228582e-08
1871,1.0621177271019633e-09,4.248470908407853e-09
1872,1.8142017887967654e-09,1.1489944995446422e-08
1873,5.986004469882289e-10,5.387403856360606e-09
1874,0.0,5.974609251779839e-09
1875,1.716458086775674e-09,1.1443054281912168e-09
1876,5.441413541973361e-09,1.813804439976252e-09
1877,0.0,1.0514186854493346e-08
1878,6.039088673581716e-10,1.3285995414946683e-08
1879,0.0,9.774920428640144e-09
1880,6.417846254436199e-10,4.492492600149944e-09
1881,2.7890030285249168e-09,2.022027167924989e-08
1882,6.655385131892899e-10,1.0648616211028639e-08
1883,6.319338941018771e-10,5.0554711528150165e-09
1884,0.0,1.7164412113856997e-08
1885,0.0,3.86738152613475e-09
1886,1.2906927748801422e-09,7.744156427236248e-09
1887,1.3057849246322917e-09,3.264462256069578e-09
1888,1.9021844099853524e-09,8.876860135842435e-09
1889,2.5060546970934183e-09,5.6386229019267375e-09
1890,1.3108772956016423e-09,9.176140736144589e-09
1891,2.5496880162734215e-09,7.0116419337296065e-09
1892,0.0,3.1342561879199593e-09
1893,1.2316833108982905e-09,7.390100087434348e-09
1894,2.520615716150587e-09,7.561847148451761e-09
1895,1.8055843487019274e-09,3.0093072478365457e-09
1896,5.89702897624278e-10,3.5382172747233653e-09
1897,2.9133566670225264e-09,2.330685422435863e-09
1898,1.13167097914868e-09,9.619203211741478e-09
1899,2.2110313580014918e-09,1.6029977345510815e-08
1900,0.0,1.4015843596837385e-08
1901,2.794369402536745e-09,6.706486921359556e-09
1902,0.0,1.178468167495339e-08
1903,1.6200660812870638e-09,4.320176216765503e-09
1904,0.0,2.1498500757388683e-09
1905,0.0,5.676835002077496e-09
1906,3.0865106026567446e-09,2.572092316910357e-09
1907,5.142843373384665e-10,2.5714217422034835e-09
1908,4.911389073214423e-10,7.858222517143076e-09
1909,1.1001967115120692e-09,3.300590023513905e-09
1910,1.068830135508847e-09,1.2825961626106164e-08
1911,5.320374141248863e-10,4.788336838146279e-09
1912,1.0418842455450772e-09,4.688478938419394e-09
1913,1.590896969716482e-09,3.181793939432964e-09
1914,1.3393487430235496e-09,1.2054138576189644e-08
1915,0.0,3.534228465440492e-09
1916,0.0,0.0
1917,0.0,7.676496771580332e-09
1918,2.2972752589112133e-09,1.1486376294556067e-09
1919,9.207848372660976e-10,2.762354567309444e-09
1920,0.0,6.815008557481406e-09
1921,3.7863738810983705e-09,5.300923255902035e-09
1922,1.4755870969551665e-09,1.623145884366295e-08
1923,2.1231896241147297e-09,5.307974060286824e-09
1924,1.289162443462999e-09,1.289162443462999e-09
1925,3.299453377181294e-09,5.499089184013428e-09
1926,1.1146138456652466e-09,1.2260752080273107e-08
1927,2.2298449753321847e-09,4.4596899506643695e-09
1928,2.2852082448565625e-09,6.85562484559199e-09
1929,0.0,1.1140405931087116e-08
1930,2.100720708497761e-09,6.302162347537887e-09
1931,1.1405356659111021e-09,2.2810713318222042e-09
1932,0.0,5.4797681947604815e-09
1933,1.1470662197865522e-09,2.064719195615794e-08
1934,0.0,4.7926320689839486e-09
1935,0.0,7.180970484910176e-09
1936,2.424942913137329e-09,6.0623572828433225e-09
1937,0.0,7.554670666820584e-09
1938,1.2965214457594243e-09,2.5930428915188486e-09
1939,1.5294050470515685e-09,1.5294050470515685e-09
1940,1.0143131667916805e-08,2.5357829169792012e-09
1941,0.0,2.9515025978810172e-09
1942,3.034211770724937e-09,3.034211770724937e-09
1943,0.0,5.806470415592457e-09
1944,0.0,3.2131861615880553e-09
1945,2.178504043826024e-09,8.714016175304096e-09
1946,0.0,2.7842208538686464e-09
1947,0.0,8.344609447874518e-09
1948,3.152847583010043e-08,4.348755133776194e-09
1949,9.817008317369869e-10,3.9268033269479474e-09
1950,4.2541445921528975e-09,5.317680518146517e-09
1951,1.3859822622919182e-08,5.3307008807124134e-09
1952,1.0544804140977249e-08,3.1634410646574906e-09
1953,2.1547654771580937e-09,7.541679392097933e-09
1954,9.772536113672459e-10,5.86352189024808e-09
1955,6.569925492527773e-09,7.508486277174597e-09
1956,8.72114158667614e-10,2.616342476002842e-09
1957,0.0,0.0
1958,8.272243445794913e-10,1.2408365002158916e-08
1959,2.325224457422337e-09,2.325224457422337e-09
1960,1.3841666701708277e-09,4.152500121534786e-09
1961,2.08444772553662e-09,1.181187103682646e-08
1962,6.341956404476434e-10,5.707760764028791e-09
1963,6.466053248388448e-10,8.405868889838075e-09
1964,1.2167936658258327e-09,4.8671746077921796e-09
1965,1.0944086747954884e-09,1.2038495811328431e-08
1966,1.1078149508847446e-09,4.431259692516676e-09
1967,9.860671168482327e-10,4.930335695263466e-09
1968,0.0,4.042274071025531e-09
1969,9.083515606356229e-10,3.6334062425424918e-09
1970,9.197450023812337e-10,4.1388523719376735e-09
1971,5.138397485282553e-10,9.249115584530898e-09
1972,2.0520587451500205e-09,4.6171320100540925e-09
1973,5.513203782392395e-10,4.9618833486420044e-09
1974,1.1251143350321513e-09,3.3753431161187564e-09
1975,0.0,5.711480177694739e-09
1976,0.0,6.8562320265641574e-09
1977,5.876781838942691e-10,5.289103655048422e-09
1978,2.3762365408686037e-09,5.346532105932056e-09
1979,0.0,7.607565244427406e-09
1980,0.0,7.390696055153967e-09
1981,0.0,2.5302198114474095e-09
1982,6.207502289967692e-10,5.586752060970923e-09
1983,1.2630632095778083e-09,8.841442022955448e-09
1984,0.0,4.639206796497319e-09
1985,6.015558051686298e-10,4.210890747202711e-09
1986,0.0,5.395036861699509e-09
1987,0.0,1.099947066762752e-08
1988,1.798966087207532e-09,4.797243047249822e-09
1989,5.488122178931576e-10,7.134558721588746e-09
1990,0.0,2.724325431913144e-09
1991,0.0,5.275318515352012e-09
1992,0.0,8.815910668147353e-09
1993,0.0,1.1632335983335906e-08
1994,0.0,8.967375286772494e-09
1995,0.0,7.0491861237087505e-09
1996,0.0,6.4057106285986265e-09
1997,0.0,1.006927874414032e-08
1998,0.0,3.337690568372409e-09
1999,0.0,5.941261704833778e-09
2000,8.836062992401139e-10,5.3016377954406835e-09
2001,4.3812117822561447e-10,3.5049695090716426e-09
2002,0.0,8.324320788233308e-09
2003,0.0,5.416999737661854e-09
2004,0.0,6.166707589017051e-09
2005,9.007499190971657e-10,2.38698731891418e-08
2006,2.4707338397433887e-09,9.471147199846541e-09
2007,0.0,1.0385647009059085e-08
2008,0.0,1.9584222410440333e-08
2009,0.0,1.2874120214334539e-08
2010,0.0,1.4643758206034363e-08
2011,0.0,2.1796640936599943e-08
2012,0.0,1.974466526388774e-08
2013,2.789125042035323e-10,1.5061274893923837e-08
2014,0.0,1.1260314791705639e-08
2015,0.0,1.573768493301486e-08
2016,2.0713400439298368e-10,1.5327916991214607e-08
2017,0.0,1.3584300795344006e-08
2018,0.0,1.4456214003644163e-08
2019,2.55098775436835e-10,1.3010037491767434e-08
