year,en_PRON allai_VERB,en_PRON balaie_VERB
1800,6.288328968651058e-09,1.2576657937302116e-08
1801,4.7623651688866175e-09,1.904946067554647e-08
1802,0.0,0.0
1803,0.0,0.0
1804,9.887403784603066e-09,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,5.693910232196231e-09,0.0
1808,2.2660739951163578e-09,9.064295980465431e-09
1809,0.0,0.0
1810,1.1700633351097167e-08,0.0
1811,0.0,0.0
1812,2.6672082320544632e-09,2.6672082320544632e-09
1813,2.8757416448144113e-09,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,1.0898113522728181e-08,0.0
1818,1.1921177378582115e-09,0.0
1819,1.035105001712111e-09,0.0
1820,1.3053129244156025e-08,1.6613073583471305e-08
1821,9.86148829262845e-10,0.0
1822,1.604098542884458e-08,0.0
1823,2.075364236020505e-08,0.0
1824,2.3579115548955087e-08,0.0
1825,1.2063456722444243e-07,0.0
1826,2.3781558056157337e-08,4.403992281964975e-09
1827,1.1982455028203276e-08,1.8434546111834038e-09
1828,5.503380862137419e-09,9.172301251858528e-10
1829,1.714635211591542e-09,2.571952872898464e-09
1830,2.0873671680021744e-09,2.0873671680021744e-09
1831,0.0,1.5591206103948707e-09
1832,4.058990921151917e-09,0.0
1833,6.950177322551099e-09,1.1583628500844156e-09
1834,0.0,4.667265685043276e-09
1835,3.025235173481633e-09,0.0
1836,2.688300027031687e-09,2.016224964762614e-09
1837,2.0873671680021744e-09,0.0
1838,5.617824072601252e-08,1.2624323808552163e-09
1839,1.2584655095793096e-08,0.0
1840,6.369688665408546e-10,5.732719632334238e-09
1841,1.926164561183441e-09,1.1556987367100646e-08
1842,3.3541325272778977e-09,1.341653010911159e-09
1843,2.3627644285539873e-09,5.906911071384968e-10
1844,1.6465684371524958e-09,3.841992946007622e-09
1845,1.1160455892778032e-09,2.7901139176833567e-09
1846,5.269050973311096e-09,0.0
1847,1.6179670936367074e-09,4.853901280910122e-09
1848,4.02261068899179e-09,0.0
1849,2.513824481908955e-09,1.6758829879393033e-09
1850,5.838536765168101e-08,1.0183494048021657e-08
1851,5.159551008659946e-09,6.449438760824933e-10
1852,3.2552727180501506e-09,0.0
1853,7.166318205520383e-09,1.7915795513800958e-09
1854,1.0910895298366086e-08,1.558699391779328e-09
1855,5.837630823180007e-09,1.0613874223963649e-09
1856,1.6049286344355096e-08,5.177189232874468e-10
1857,6.8341128311999455e-09,0.0
1858,7.829881631948865e-09,0.0
1859,3.5645213447565993e-09,0.0
1860,3.204028820036342e-09,9.154367819341758e-10
1861,4.715963619617014e-09,4.715963730639317e-10
1862,5.421583626485926e-09,0.0
1863,4.495158911765884e-09,0.0
1864,4.315255264231155e-09,1.4384183844029508e-09
1865,8.001635798393636e-09,4.706844358715045e-10
1866,7.784980660119345e-09,2.432806400776144e-09
1867,4.85281148598915e-09,4.85281148598915e-10
1868,2.4699371437009177e-09,4.93987406535723e-10
1869,5.860222973552709e-09,0.0
1870,4.587239033071455e-09,5.734048791339319e-10
1871,1.4869648623516696e-08,0.0
1872,7.256807155187062e-09,0.0
1873,2.9930022904522957e-09,5.9860045809045914e-09
1874,6.572069999322139e-09,0.0
1875,6.293679799540541e-09,1.716458086775674e-09
1876,1.0882827083946722e-08,6.04601479992084e-10
1877,1.4843558382438005e-08,4.329371083855449e-09
1878,8.4547240319921e-09,6.039088673581716e-10
1879,1.1607718342077078e-08,4.27652757650776e-09
1880,3.2089231272180996e-09,0.0
1881,4.183504653809678e-09,0.0
1882,9.983077475794744e-09,0.0
1883,1.3902545781263598e-08,0.0
1884,1.7164412113856997e-08,3.9610181801208455e-09
1885,1.160214413431504e-08,0.0
1886,9.034849313138693e-09,6.453463874400711e-10
1887,1.5016526688782506e-08,6.528924623161458e-10
1888,1.268122939990235e-08,0.0
1889,6.265136853755848e-09,1.2530273485467092e-09
1890,2.2940351840361473e-08,2.6217545912032847e-09
1891,5.736798147637501e-09,0.0
1892,1.191017329205124e-08,1.2537024751679837e-09
1893,8.621783287310336e-09,3.695050043717174e-09
1894,8.192000855444803e-09,5.041231432301174e-09
1895,9.027921521465032e-09,1.2037228991346183e-09
1896,8.255840455717589e-09,0.0
1897,2.9133566670225264e-09,5.826713556089658e-10
1898,7.355861253444118e-09,0.0
1899,8.291367592505594e-09,2.2110313580014918e-09
1900,9.863001082521805e-09,5.191053142894475e-10
1901,7.824234593556412e-09,1.1177477832191585e-09
1902,3.928227076954727e-09,0.0
1903,2.7001101354784396e-09,0.0
1904,7.524475265086039e-09,3.2247751136083025e-09
1905,7.2250627702885595e-09,0.0
1906,4.115347618238729e-09,5.144184522798412e-10
1907,1.131425531042396e-08,0.0
1908,2.4556945366072114e-09,0.0
1909,2.2003934230241384e-09,4.400786846048277e-09
1910,2.137660271017694e-09,3.206490406526541e-09
1911,6.384448969498635e-09,1.0640748282497725e-09
1912,4.688478938419394e-09,5.209421227725386e-10
1913,4.772690687104841e-09,1.060597942803554e-09
1914,6.696743715117748e-10,2.0090231700464756e-09
1915,5.890381071793627e-09,2.3561523843085297e-09
1916,1.0987462051303964e-09,0.0
1917,7.676496771580332e-09,0.0
1918,3.44591288836682e-09,0.0
1919,1.2890987832747669e-08,0.0
1920,5.300562211374427e-09,3.028892692213958e-09
1921,1.1359120755116692e-08,3.7863738810983705e-09
1922,7.377935595798135e-09,7.377935484775833e-10
1923,2.1231896241147297e-09,0.0
1924,1.0313299547703991e-08,1.289162443462999e-09
1925,1.3197813508725176e-08,1.0998177923937646e-09
1926,7.802296586589819e-09,1.1146138456652466e-09
1927,7.804457524684949e-09,1.1149224876660924e-09
1928,1.5996457491951332e-08,2.2852082448565625e-09
1929,8.912325100141061e-09,0.0
1930,1.1553964007759987e-08,2.100720708497761e-09
1931,6.843213995466613e-09,5.7026783295555106e-09
1932,3.287861094491973e-09,2.1919073223131136e-09
