year,en_ADP an_NOUN,en_ADP bancs_NOUN
1913,2.2484676126532932e-07,4.3749665223913325e-07
1914,2.276892898667171e-07,4.915410158901068e-07
1915,2.0969756231448144e-07,3.3692978718136146e-07
1916,2.64797828997132e-07,2.4172416601686564e-07
1917,2.0836206238161736e-07,1.6668964519794827e-07
1918,2.2857889092620098e-07,3.101321510712296e-07
1919,2.1822600482224175e-07,6.776976420042047e-07
1920,2.4761197181533134e-07,5.111256200507341e-07
1921,2.1203692424087706e-07,7.375855943791976e-07
1922,2.0363102271048206e-07,5.858080953657918e-07
1923,2.2081171513477216e-07,8.163664233507006e-07
1924,1.8950688063235077e-07,1.2053668569933507e-06
1925,2.2106337516092367e-07,7.885693662501581e-07
1926,2.5859040508890985e-07,5.049200808571186e-07
1927,1.4493992472885964e-07,5.18438980634528e-07
1928,2.1252436988028478e-07,9.152258826361503e-07
1929,2.5511530887811773e-07,6.071521738704178e-07
1930,2.951512604321138e-07,4.169930605257832e-07
1931,1.8704785009759917e-07,7.15115845650871e-07
1932,1.5233756045507363e-07,7.518241886828037e-07
1933,1.5944220788099983e-07,9.29123643800267e-07
1934,2.0009239420915037e-07,8.015676939976402e-07
1935,1.4242258306040867e-07,7.025382728897966e-07
1936,1.624711774006471e-07,1.6162244946826831e-06
1937,2.5434058437134865e-07,7.063617317726312e-07
1938,1.8540257140653438e-07,8.466284953101422e-07
1939,1.8199920415185034e-07,9.77289801085135e-07
1940,2.3329202702981888e-07,7.024118531262502e-07
1941,2.6858673107810205e-07,1.3222731922724051e-06
1942,5.006449512734434e-07,9.072293210010685e-07
1943,3.251623377220625e-07,1.074197029993229e-06
1944,1.670856821789357e-07,2.355265451114974e-06
1945,1.7645882843808636e-07,8.082250246843614e-07
1946,1.767980171152317e-07,9.897904647004907e-07
1947,1.2874540833429649e-07,5.304787578097603e-07
1948,1.7829895648802108e-07,7.371140213763283e-07
1949,1.7277934827308883e-07,5.742949724663049e-07
1950,2.0845308923433947e-07,8.359394314538804e-07
1951,1.7697927001680824e-07,8.102665560727473e-07
1952,1.7609822067221614e-07,1.3634431752507226e-06
1953,1.8100030263479283e-07,9.405551395502698e-07
1954,1.3192924086524727e-07,1.052502170750813e-06
1955,1.9052783706285936e-07,1.0333553746022517e-06
1956,1.7965551646348388e-07,1.7093437918447307e-06
1957,2.31477991108342e-07,1.5699862387918984e-06
1958,2.556123281927114e-07,8.048892823353526e-07
1959,2.1082034362684965e-07,1.107581852011208e-06
1960,1.986279155596904e-07,1.7315925333605264e-06
1961,2.0913959231094736e-07,1.010957134894852e-06
1962,2.416285432849108e-07,8.491879839311878e-07
1963,2.133797532000159e-07,8.205421409002156e-07
1964,2.293656092833274e-07,7.763143798911187e-07
1965,2.1450410364609596e-07,8.695076871845231e-07
1966,2.0549968060556978e-07,7.560836934317194e-07
1967,1.9770645359740158e-07,9.096469284486375e-07
1968,1.8280062505371397e-07,5.183093776395253e-07
1969,1.630491064108508e-07,5.386525003814313e-07
1970,1.692330778291229e-07,6.369234029079962e-07
1971,1.6905328026339816e-07,6.597702508770453e-07
1972,1.8468528922843674e-07,7.915816695458489e-07
1973,1.3783009528145485e-07,5.546282864088425e-07
1974,2.3852424302361896e-07,5.985608027003764e-07
1975,2.2560346923938823e-07,3.855249133266625e-07
1976,1.5255116581069927e-07,4.776508717441175e-07
1977,1.4280580318271063e-07,4.7249326939891034e-07
1978,1.188118274875194e-07,5.471284794111853e-07
1979,1.281582141521298e-07,4.377276070499647e-07
1980,1.5804718556111652e-07,1.1194061926289578e-06
1981,1.1449244580186146e-07,4.579697758799739e-07
1982,1.3904804907483026e-07,5.903334567847196e-07
1983,1.3388469954911386e-07,5.146982857695548e-07
1984,1.786094572242547e-07,5.509057814379048e-07
1985,1.0527226579348792e-07,6.605082489841152e-07
1986,1.0190625043815515e-07,3.590696735500387e-07
1987,1.1305011188289527e-07,4.7053291041265766e-07
1988,2.4645836249614916e-07,7.351774797825783e-07
1989,1.053719477228654e-07,3.55081510861055e-07
1990,1.0897301572221352e-07,3.7922609408269636e-07
1991,1.1781545167233176e-07,2.649382224717556e-07
1992,1.4160556649489564e-07,2.1158186314096383e-07
1993,1.0801454858322401e-07,2.69759397042435e-07
1994,9.283870938681105e-08,1.6088526422208815e-07
1995,1.1441371272624679e-07,1.5996229763004521e-07
1996,1.2117468917161034e-07,2.268689200946028e-07
1997,7.719779804293836e-08,2.378267680569479e-07
1998,8.201181977973704e-08,3.299545312529517e-07
1999,8.27206416420534e-08,3.0346134849423834e-07
2000,8.350079627739149e-08,1.572819172679374e-07
2001,1.0339659703428872e-07,1.3713193425246573e-07
2002,1.0602556049787992e-07,2.9178934823903546e-07
2003,8.500522735710447e-08,1.0125622651457888e-07
2004,1.0263163519041996e-07,7.091713882800832e-08
2005,9.097574116267992e-08,6.710586575309208e-08
2006,7.782812000423078e-08,8.318137645346724e-08
2007,7.869124660220272e-08,8.907689164061594e-08
2008,7.705965823778804e-08,8.898049230765537e-08
2009,6.53242375747709e-08,5.960240656577298e-08
2010,8.077686158847186e-08,3.637320489247031e-08
2011,3.7474924913238894e-08,6.65371118202529e-08
2012,3.6765930244708755e-08,6.60425030218903e-08
2013,2.8727987766430374e-08,5.996619023562744e-08
2014,3.3131311125145224e-08,8.272000684428349e-08
2015,2.1722439139115757e-08,5.563604332792238e-08
2016,2.7548822750800284e-08,5.3440572855834034e-08
2017,2.440142932158551e-08,4.528100561174142e-08
2018,2.0135440093049795e-08,5.395265390006898e-08
2019,4.28565950505444e-08,7.678472968564165e-08
