year,bon_ADJ or_NOUN,bon_ADJ bord_NOUN
1908,4.7640472899956876e-08,9.331639461152008e-09
1909,5.4459736276157855e-08,1.320236009405562e-08
1910,4.11499598840237e-08,4.809735720812114e-09
1911,5.320374063533251e-08,1.0640748282497725e-09
1912,4.151908689631334e-07,5.209421227725386e-10
1913,1.0234770431161166e-07,5.30298971401777e-10
1914,3.6162417338392316e-08,3.3483718020477227e-09
1915,4.9479201069679846e-08,1.1780762143587253e-08
1916,1.538244731591476e-07,8.789969641043172e-09
1917,9.869782291449525e-08,0.0
1918,3.101321777165822e-08,2.067547733020092e-08
1919,2.5781975665495338e-08,3.6831393490643904e-09
1920,3.48322650722821e-08,3.786115865267448e-09
1921,2.574734203619755e-08,0.0
1922,3.32007097370024e-08,1.4755870969551665e-09
1923,3.927900982247934e-08,1.0615948120573648e-09
1924,2.4494086647841584e-08,2.578324886925998e-09
1925,4.8391983309414854e-08,8.798542339150117e-09
1926,6.57622145627812e-08,2.229227691330493e-09
1927,2.4528294062520217e-08,1.1149224876660924e-09
1928,2.5137291359556002e-08,3.4278122562625413e-09
1929,3.119313873867213e-08,1.1140406375176326e-09
1930,3.676261073337628e-08,5.2518016602221e-09
1931,2.737285598186645e-08,1.1405356659111021e-09
1932,2.5206933651489294e-08,3.287861094491973e-09
1933,9.405943046658649e-08,1.1470662197865522e-09
1934,2.036868629318178e-08,2.3963160344919743e-09
1935,2.6330225111337313e-08,2.0346082152400413e-08
1936,3.516167268458048e-08,1.2124714565686645e-09
1937,2.895957251780601e-08,1.2591118148108649e-09
1938,3.5006078036303734e-08,2.5930428915188486e-09
1939,4.129393715857077e-08,0.0
1940,2.7893612530860423e-08,2.5357829169792012e-09
1941,2.3612020783048138e-08,5.9030051957620344e-09
1942,4.8547388331598995e-08,1.2136847082899749e-08
1943,2.9032351633873077e-08,2.0322646676618206e-08
1944,2.5705489292704442e-08,1.927911696952833e-08
1945,3.0499055725385915e-08,0.0
1946,2.645009899993056e-08,5.568441707737293e-09
1947,3.0994263822137214e-08,4.7683483828109274e-09
1948,3.913879709216417e-08,6.523132700664291e-09
1949,3.337782672474532e-08,6.8719057111366055e-09
1950,2.5524867552917385e-08,6.381216888229346e-09
1951,2.2388943254902927e-08,2.1322803522849654e-09
1952,3.1634410646574906e-08,0.0
1953,4.3095308654983455e-08,1.0773827163745864e-08
1954,4.593092128857279e-08,0.0
1955,7.790054246115119e-08,1.8771215692936494e-09
1956,3.575668117150599e-08,9.593255967388359e-09
1957,3.268964121616591e-08,8.835037590415595e-09
1958,2.9780077070995503e-08,4.1361216673863055e-09
1959,1.7826719656000023e-08,6.975672928177801e-09
1960,2.8375417571169237e-08,3.460416619915918e-09
1961,5.072156383789661e-08,3.47407969059077e-09
1962,3.6783347923119436e-08,8.8787386332001e-09
1963,3.2330266463986845e-08,2.5864212993553792e-09
1964,3.102823953327061e-08,6.6923653285755336e-09
1965,3.1190647065137966e-08,2.73602163147757e-09
1966,3.212663202134536e-08,2.215629901769489e-09
1967,2.8102911997507363e-08,8.381570104631919e-09
1968,3.5482184301827147e-08,5.838840522187638e-09
1969,2.8613074576355757e-08,3.1792304344691047e-09
1970,4.1388524607555155e-08,6.438214850135182e-09
1971,4.419021948365298e-08,1.2332153964678128e-08
1972,2.7702792948502974e-08,8.721249500354133e-09
1973,5.788864143596584e-08,9.37244681864513e-09
1974,2.700274492895005e-08,1.1251143128276908e-08
1975,1.6563292959403952e-08,2.1703623787061588e-08
1976,2.7424929827102318e-08,1.0284348483935446e-08
1977,1.704266772151186e-08,1.1753563455840776e-08
1978,2.5544542481270582e-08,1.1881182260253809e-08
1979,3.3356247541860284e-08,4.681578680276743e-09
1980,1.989802811408481e-08,1.3075846183596695e-08
1981,1.3916208629893845e-08,7.590659656386833e-09
1982,1.8001756529884005e-08,1.1173503899897241e-08
1983,2.273513821648976e-08,8.209910973278056e-09
1984,7.248760880429472e-08,1.0438215625185876e-08
1985,3.549179083961462e-08,9.02333674446254e-09
1986,1.3787316177626963e-08,1.019062523255343e-08
1987,1.7110287964250404e-08,1.8332450224534114e-08
1988,1.798966131616453e-08,9.594486094499644e-09
1989,6.3113404280557e-08,1.7013178421620978e-08
1990,1.4166492867673242e-08,2.179460345530515e-08
1991,2.0515127652220855e-08,1.0550637696837839e-08
1992,1.652983172562017e-08,2.7549720726938176e-08
1993,1.606370148010683e-08,1.2186256448387667e-08
1994,1.8462243289718572e-08,1.318731612798274e-08
1995,1.3013881527967897e-08,1.626735190995987e-08
1996,1.1209993822092201e-08,1.4412848692302305e-08
1997,1.5343662340683295e-08,8.630809844589749e-09
1998,1.1920323395031573e-08,1.621164003040576e-08
1999,1.8737825513426287e-08,1.2339542720951613e-08
2000,1.899753598877396e-08,9.277866475088103e-09
2001,1.9277331730904734e-08,6.133696661692056e-09
2002,1.8401129509015846e-08,8.762443215459825e-09
2003,1.2084076850271686e-08,1.2500768420409258e-08
2004,3.567880924038036e-08,1.4535810777260849e-08
2005,1.8465372453313478e-08,1.306087415997581e-08
2006,1.647156044892739e-08,1.4000825387938676e-08
2007,9.586750421286538e-09,1.1583990655594789e-08
2008,1.4049550939310151e-08,9.79211112195344e-09
2009,2.86091541568112e-08,1.5735034608610476e-08
2010,5.668551850135373e-09,9.447585824773341e-09
2011,1.2236710311697152e-08,6.883149605840799e-09
2012,1.2936160587173617e-08,7.829781267787439e-09
2013,2.0081699858565116e-08,9.483025031897796e-09
2014,1.3858849179371191e-08,7.57905826986871e-09
2015,2.1722438958704515e-08,6.428068743957738e-09
2016,2.2991875070488277e-08,8.906762438698479e-09
2017,1.106868996458843e-08,9.559323110863716e-09
2018,1.4456214003644163e-08,6.195520096952123e-09
2019,1.6836519733942623e-08,4.846876677788714e-09
