year,en_ADP îles_NOUN,en_ADP iles_NOUN,en_ADP bile_NOUN
1800,8.803660733747165e-08,3.144164484325529e-08,4.4018303668735825e-08
1801,6.191074675143682e-08,7.143547975374531e-09,8.096020565062645e-08
1802,7.384872446891677e-08,8.951360541686881e-09,8.056224487518193e-08
1803,8.191424427650418e-08,9.751695895232615e-09,5.460949736857401e-08
1804,2.175228814849106e-07,1.9774807569206132e-08,7.415552971679062e-08
1805,3.1271653710973624e-08,2.2743021688143017e-08,2.55858996212055e-08
1806,4.8988376022407465e-08,8.645007376628655e-09,3.458002950651462e-08
1807,3.4163463169534225e-08,8.540865792383556e-09,2.562259560079383e-08
1808,4.985362878073829e-08,2.4926814390369145e-08,4.5321479902327155e-09
1809,4.51806094758922e-08,2.25903047379461e-08,2.259030518203531e-09
1810,4.914266327205041e-08,1.8721014072298203e-08,5.3822915901946544e-08
1811,5.0141537144554604e-08,7.521230305229665e-09,1.178326058948187e-07
1812,2.6672083208723052e-08,8.00162469616339e-09,2.6672083208723052e-08
1813,8.052076339026826e-08,8.627224934443234e-09,8.339650747757332e-08
1814,3.1466772298927026e-08,3.1466771410748606e-09,3.776012391654149e-08
1815,3.776112933451259e-08,0.0,1.0788894400093341e-07
1816,1.0660977523002657e-07,2.3176038865813098e-09,5.3304887615013286e-08
1817,1.1053801074467628e-07,2.3353101674672416e-08,3.580808893843823e-08
1818,1.3947777688372298e-07,2.0266001987678806e-08,6.079800130009971e-08
1819,3.622867339458935e-08,8.280840235741493e-09,5.072014630513877e-08
1820,7.238553223487543e-08,3.5599443393152796e-09,9.493184904840746e-09
1821,3.254291058851777e-08,3.94459531705138e-09,2.5639868894700157e-08
1822,7.118187284049782e-08,1.4035862250239006e-08,7.017931125119503e-09
1823,6.81905376609393e-08,6.917880712720148e-09,2.4706716672540097e-08
1824,3.621078548121659e-08,1.6000114122505238e-08,1.8526447931321854e-08
1825,4.57883047033647e-08,2.641632912414593e-09,1.2327619813845558e-08
1826,5.813269510213104e-08,8.807984452907647e-09,3.435113882233054e-08
1827,6.728609491801762e-08,5.530363889061363e-09,1.6591091167583727e-08
1828,6.420610532131832e-08,2.7516904310687096e-09,1.6510142586412258e-08
1829,3.3435387791769244e-08,2.5719527840806222e-08,1.8860987438529264e-08
1830,4.174734158368665e-08,9.39315203396518e-09,6.262101504006523e-09
1831,3.897801548191637e-08,4.677361609140007e-09,1.2472964883158966e-08
1832,3.3824925083081325e-08,8.117981509236927e-09,1.2176972319366541e-08
1833,9.730248251571538e-08,1.3900354645102198e-08,1.6217079235048004e-08
1834,7.560969805808782e-08,6.534171870242744e-09,5.600718555598405e-09
1835,5.974839467626225e-08,1.1344631900556124e-08,4.235329242874286e-08
1836,7.123995260371885e-08,1.0753199664037538e-08,2.755507466645213e-08
1837,4.87052354003481e-08,6.262101726051128e-09,6.262101948095733e-09
1838,6.56464820281144e-08,1.3255539776935166e-08,2.019891809368346e-08
1839,4.894032556990169e-08,1.1885507911202353e-08,9.088918062616358e-09
1840,4.58617570586739e-08,1.4013315285943406e-08,1.2102408852854296e-08
1841,4.751206006403663e-08,7.704658244733764e-09,5.521671653241356e-08
1842,3.7566284305512454e-08,4.695785538189057e-09,4.22620693996123e-08
1843,3.1306630177141415e-08,4.13483786099178e-09,5.31621990873532e-09
1844,3.0735943568060975e-08,4.9397050894128824e-09,3.567564732520623e-08
1845,4.910600637231255e-08,5.580227946389016e-09,2.6785095030845696e-08
1846,4.0981507964943376e-08,1.1709002656346001e-08,1.3465353276842507e-08
1847,5.9325458323655766e-08,6.47186837454683e-09,1.0786447290911383e-08
1848,9.171552761699786e-08,1.126331028444838e-08,1.528592186161859e-08
1849,6.452149392544015e-08,1.0893238977516262e-08,1.0893239199560867e-08
1850,2.1045888587423178e-08,8.146795238417326e-09,1.2899092460827433e-08
1851,4.9660677348128957e-08,7.739326290945314e-09,2.0638204034639784e-08
1852,3.906327350478023e-08,1.1718982229069752e-08,3.906327261660181e-09
1853,3.762317035693741e-08,4.180352286553557e-09,5.3747388761848924e-09
1854,2.961528799971802e-08,9.352196128631363e-09,5.7152309551611324e-09
1855,5.094659627502551e-08,3.714855978387277e-09,1.963566731433275e-08
1856,7.869327589560271e-08,1.7084724746041502e-08,6.782117623060913e-08
1857,3.7099468386259105e-08,7.810414537345878e-09,9.763017949637742e-09
1858,2.397901255335455e-08,4.893675908945738e-09,1.3702292633865909e-08
1859,4.430190969628711e-08,2.5460866748261424e-09,6.619825576592575e-09
1860,3.4786598490654796e-08,3.661747072225552e-09,6.865775947773045e-09
1861,2.452301117727984e-08,3.3011746669586728e-09,1.744906619194353e-08
1862,4.472806480748659e-08,5.421583626485926e-09,1.581295272501393e-08
1863,2.6970951694238465e-08,2.996772441310469e-09,1.1487627737949424e-08
1864,3.931677028390368e-08,6.712619238236073e-09,7.671564716815737e-09
1865,3.435996376310868e-08,5.648213063924601e-09,2.023943146411966e-08
1866,3.259960479340407e-08,5.352174370365503e-09,2.6760870852626795e-08
1867,3.542552207136396e-08,3.396968040192405e-09,8.73506067478047e-09
1868,3.210918109175509e-08,4.939873954334928e-09,1.6301584082611953e-08
1869,2.8812763730456936e-08,1.953407657850903e-09,2.24641887314192e-08
1870,4.529898589566983e-08,2.2936195165357276e-09,8.027668307875047e-09
1871,3.186353225714811e-08,3.18635318130589e-09,2.1242354542039266e-09
1872,2.6003558417642125e-08,5.442605366390296e-09,2.9027228620748247e-08
1873,3.4718826924518e-08,1.1972008717719973e-08,1.7958013742713774e-08
1874,4.182226476245887e-08,6.5720701658555924e-09,1.7326366119618797e-08
1875,2.2313955128083762e-08,2.860763514966891e-09,1.2587359599081083e-08
1876,5.683254045152353e-08,3.02300739996042e-09,1.209202959984168e-08
1877,5.3807898581226254e-08,4.9478527941460015e-09,5.44263798474276e-08
1878,3.8650167510922984e-08,8.454724254036705e-09,1.4493812372506909e-08
1879,4.093248051617593e-08,6.10932526790009e-10,1.0996785704264767e-08
1880,4.2357786611546544e-08,6.417846032391594e-09,3.2089231272180996e-09
1881,4.6018548971460405e-08,6.972507571312292e-10,1.5339516323820135e-08
1882,5.856738738430067e-08,8.652000671460769e-09,7.320923423037584e-09
1883,5.308244865886991e-08,3.791603475633565e-09,3.349249766415596e-08
1884,3.762967182296961e-08,5.941527270181268e-09,1.0562715146988921e-08
1885,5.4787903991382336e-08,3.222817901438191e-09,5.80107206715752e-09
1886,2.774989482645651e-08,1.1616235306988187e-08,1.4197620856748472e-08
1887,4.7661149693567495e-08,3.264462256069578e-09,9.793386546164129e-09
1888,3.550744054336974e-08,6.340614699951175e-09,1.2047167707862627e-08
1889,5.137412273370501e-08,5.638623234993645e-09,1.50363277384713e-08
1890,4.5880703680722945e-08,3.2771931834929546e-09,9.831579994568074e-09
1891,3.7607897240832244e-08,5.736798147637501e-09,2.5496880162734215e-09
1892,4.5133290882404253e-08,1.2537024751679837e-09,1.191017329205124e-08
1893,4.495644034818724e-08,8.621783287310336e-09,9.23762488724833e-09
1894,4.663139208105349e-08,6.301539512421073e-09,0.0
1895,4.1528441130367355e-08,4.213030146971164e-09,7.824199066419624e-09
1896,4.2458609073037223e-08,7.076434771491336e-09,1.2973464080801023e-08
