year,en_ADP arts_NOUN,en_ADP barre_NOUN
1862,5.0149648683772696e-08,3.623424902343686e-07
1863,3.9457503930862003e-08,3.396342265205021e-07
1864,1.726102105692462e-08,2.1336539646199526e-07
1865,3.4830647810402127e-08,3.840785041120398e-07
1866,2.7733993435141713e-08,2.2138539179650252e-07
1867,1.5043715606566366e-08,3.003890185482305e-07
1868,1.778354707937524e-08,2.69717133960512e-07
1869,1.12320943657096e-08,2.1780495274015266e-07
1870,2.5803219116937726e-08,2.8727583867294015e-07
1871,1.1683294776076991e-08,2.3154166228778195e-07
1872,1.8746751706544273e-08,2.0984266768664384e-07
1873,5.566984079274917e-08,2.7894779464077146e-07
1874,2.031367180022059e-08,3.0709492193636834e-07
1875,1.3731665304828056e-08,3.7704865007981425e-07
1876,6.16693476285235e-08,3.1922957077767933e-07
1877,2.1028374708187414e-08,2.0657284949265886e-07
1878,2.5364172762110115e-08,2.560573477694561e-07
1879,1.7717042943843353e-08,2.3459809028736345e-07
1880,2.7596738449986447e-08,2.400274468072894e-07
1881,1.2550513517339823e-08,2.5658826530161605e-07
1882,2.5290463057103807e-08,2.3227293866057153e-07
1883,2.7805092117638708e-08,3.039602063381608e-07
1884,1.914492120391742e-08,3.162212749430182e-07
1885,3.931837805337679e-08,2.0174839221454022e-07
1886,4.130216729736347e-08,1.9747599822039774e-07
1887,4.178511875396751e-08,2.1545450579196768e-07
1888,2.1558089979833994e-08,1.8958438374738762e-07
1889,2.6940088715399213e-08,2.111351022904273e-07
1890,4.194807196045147e-08,2.942919650195108e-07
1891,5.0993758771156195e-08,2.1672347827461635e-07
1892,4.701384459515623e-08,2.2127848353648005e-07
1893,2.5249507429325746e-08,2.081544749898967e-07
1894,2.9617235108858608e-08,2.2496494977986004e-07
1895,4.6343330728504384e-08,3.3102378438343294e-07
1896,5.071444997284402e-08,2.2880472272390762e-07
1897,2.4472196047398143e-08,2.039349737970042e-07
1898,3.734514275599565e-08,2.3821674233204249e-07
1899,3.59292577911674e-08,2.277362227687263e-07
1900,3.9971108201086736e-08,2.5591893404453003e-07
1901,3.297355899434251e-08,4.2194977822873625e-07
1902,3.731815834129293e-08,3.005093844876683e-07
1903,4.104167294904926e-08,2.91611883085352e-07
1904,5.159640092955442e-08,3.0205393386495416e-07
1905,2.3223415412942927e-08,2.570058086348581e-07
1906,5.452835516450705e-08,3.6986685358897375e-07
1907,2.2114226339020604e-08,2.5971360173571156e-07
1908,5.549869519505535e-08,2.9370107768045273e-07
1909,3.6306490647231016e-08,2.6844799094760674e-07
1910,3.42025641142385e-08,2.378147030412947e-07
1911,5.32037401912433e-08,2.516536881103093e-07
1912,6.355493675780366e-08,2.958951199616422e-07
1913,2.0681660051202755e-08,3.1234608854902035e-07
1914,5.0895253012051e-08,2.5380657575624355e-07
1915,1.8849218963445935e-08,2.1676602557363367e-07
1916,4.944358011904626e-08,1.5602195446717815e-07
1917,3.728584374584898e-08,2.1932848426331475e-07
1918,6.776962369059447e-08,1.389851576050205e-07
1919,2.1178050757519884e-08,1.445632165086863e-07
1920,4.46761680983343e-08,1.7567577970112325e-07
1921,4.240738515903786e-08,1.7265864471482928e-07
1922,3.32007097370024e-08,1.7928383044818474e-07
1923,3.6094222277682775e-08,1.592392209204263e-07
1924,2.707241186783449e-08,1.6114530865252163e-07
1925,3.849362140151413e-08,1.627730341624556e-07
1926,3.566764272822098e-08,6.252983553167724e-07
1927,4.682674314970825e-08,1.9399651307594468e-07
1928,3.8848539829494655e-08,1.5996457136679965e-07
1929,3.3421218015305953e-08,1.9941327877859294e-07
1930,5.566909955234678e-08,1.7330945922822139e-07
1931,2.3951248984133144e-08,2.3152874462084583e-07
1932,4.7126008873021874e-08,2.2795836684963433e-07
1933,5.850037565480193e-08,2.1220725443527044e-07
1934,5.990790441501304e-08,1.4737344145032694e-07
1935,6.582556189016486e-08,1.2327332399308943e-07
1936,5.698615890281644e-08,1.260970350358548e-07
1937,5.791914281516597e-08,1.6368453259474336e-07
1938,3.889564470505036e-08,2.541181913784385e-07
1939,3.8235125288110794e-08,1.6211693321110943e-07
1940,3.803674530900025e-08,1.7750480196809804e-07
1941,7.378756183840096e-08,1.2101160962174617e-07
1942,5.158160121254696e-08,1.5474479653221351e-07
1943,2.6129116870166058e-08,2.1193616817072325e-07
1944,3.855823393905666e-08,1.5423293575622665e-07
1945,2.6142048525912287e-08,1.5031677946808486e-07
1946,4.315542145860718e-08,2.2552188738700352e-07
1947,3.457052732969146e-08,9.775114051535638e-08
1948,2.3918153901902883e-08,1.1198044802540608e-07
1949,5.203014352694879e-08,1.3351130689898127e-07
1950,1.0103593162114066e-07,8.508288829034427e-08
1951,5.01085888338082e-08,2.526752211906569e-07
1952,3.796129288691219e-08,1.254831687447222e-07
1953,5.279175385730639e-08,1.3898237227749632e-07
1954,3.811289239763482e-08,2.5213142862412496e-07
1955,3.566531070475776e-08,1.4266123571360367e-07
1956,3.7500909488841216e-08,1.3604980608761252e-07
1957,3.003912851795576e-08,1.6609871522632602e-07
1958,4.880623505343351e-08,1.6461764573705295e-07
1959,4.960478516835565e-08,1.2711225849670882e-07
1960,7.543708591128961e-08,1.363404180665384e-07
1961,4.446822099435366e-08,1.3132020626471785e-07
1962,5.77118033362467e-08,1.1732619498161512e-07
1963,8.082566393952106e-08,2.1855260001757415e-07
1964,7.848319272252269e-08,2.1841445629888767e-07
1965,7.058936013493167e-08,1.351594676179957e-07
1966,6.979234279391733e-08,1.9331370992858865e-07
1967,7.543413310662217e-08,1.193141230260153e-07
1968,7.051523109868896e-08,9.387058952370353e-08
1969,1.2626086995370933e-07,1.6622833243218338e-07
1970,1.3106366436588246e-07,1.3014391697652172e-07
1971,1.3051529534902073e-07,1.3719521518851252e-07
1972,1.1132418914483466e-07,1.0516801296489575e-07
1973,1.334195335322974e-07,1.5822894283701316e-07
1974,1.5020276666888321e-07,2.407744545962487e-07
1975,1.1765649432504688e-07,1.3593323444638372e-07
1976,1.2512623959182179e-07,1.2226946921600756e-07
1977,1.569100801512846e-07,1.710143493482974e-07
1978,1.657425026113657e-07,1.4495043387796613e-07
1979,2.0598946381955585e-07,1.223062469080105e-07
1980,2.0523393451377103e-07,1.4440283280237054e-07
1981,1.5371085165805098e-07,1.1069711547406769e-07
1982,3.1720337467788795e-07,1.7132705920630542e-07
1983,2.1408921646592916e-07,1.6798740887224994e-07
1984,2.696539020963229e-07,1.432355105634997e-07
1985,3.326603521536242e-07,1.1970961111273937e-07
1986,4.5797868297725586e-07,1.0969908714741905e-07
1987,2.7804215485538464e-07,1.1671659905232445e-07
1988,4.17360150439805e-07,1.4391729052931623e-07
1989,3.605696310415851e-07,1.212874991551871e-07
1990,3.639698877844211e-07,1.122422119692601e-07
1991,4.185086017738371e-07,1.3833057721512887e-07
1992,3.4051454278483106e-07,1.124028585763881e-07
1993,4.5975422180433156e-07,1.5343604786721698e-07
1994,3.6502492362089356e-07,1.2237829594141658e-07
1995,5.232664950227672e-07,1.3664576670180395e-07
1996,3.9501881499148794e-07,9.555184732334965e-08
1997,4.909971869082597e-07,1.3329807302397967e-07
1998,3.4425893347123093e-07,1.416134409737424e-07
1999,5.246590891738734e-07,1.192822480788891e-07
2000,3.892285849182997e-07,1.2723930353786272e-07
2001,6.361519561681739e-07,1.292457483259568e-07
2002,5.555388691291796e-07,9.726311844815427e-08
2003,4.6169506306981134e-07,1.0500645686306598e-07
2004,3.9731216042171447e-07,1.1011977818498053e-07
2005,5.17480829742567e-07,1.256546084960064e-07
2006,5.270899150477959e-07,9.512325505056651e-08
2007,4.841309169112407e-07,1.102476332448532e-07
2008,4.849223698144556e-07,1.3368359930154838e-07
2009,4.0481954499682615e-07,1.1968162993980513e-07
2010,3.80265337884822e-07,1.2045671837768168e-07
2011,5.74360592808798e-07,1.2313189756696374e-07
2012,4.54808154914943e-07,1.5455307789125072e-07
2013,3.7932100527271473e-07,1.4363993727783964e-07
2014,3.6596023633705954e-07,1.4291937588950532e-07
2015,3.6396168223706837e-07,1.3676270782525535e-07
2016,3.5005647902597303e-07,1.4582234086901735e-07
2017,4.857645619082973e-07,1.1571812308375229e-07
2018,4.0451583177558703e-07,1.4352954735841195e-07
2019,3.499955180119585e-07,1.0892717483557135e-07
