year,ton_DET ail_NOUN,ton_DET bail_NOUN
1864,4.794727948009836e-10,4.794727948009836e-10
1865,1.4120533631256649e-09,1.882737743486018e-09
1866,4.865612912574591e-10,0.0
1867,2.426405742994575e-09,9.7056229719783e-10
1868,0.0,7.903798504571569e-09
1869,4.883519144627257e-10,2.9301114867763545e-09
1870,5.734048791339319e-10,8.601073631098188e-09
1871,1.0621177271019633e-09,0.0
1872,0.0,6.047339295989218e-10
1873,5.986004469882289e-10,0.0
1874,0.0,0.0
1875,5.721527140956084e-10,1.716458086775674e-09
1876,4.232210137899983e-09,0.0
1877,2.4739263970730008e-09,3.0924081073635534e-09
1878,4.8312708278430705e-09,0.0
1879,6.10932526790009e-10,1.3440515367335593e-08
1880,0.0,3.8507077526617195e-09
1881,2.7890030285249168e-09,2.091752326904839e-09
1882,0.0,6.655385131892899e-10
1883,1.2638677882037541e-09,2.5277355764075082e-09
1884,1.3203393933736152e-09,5.941527270181268e-09
1885,3.2228177904158883e-09,1.2891271383708158e-09
1886,0.0,1.2906927748801422e-09
1887,0.0,0.0
1888,1.268122939990235e-09,0.0
1889,1.2530273485467092e-09,1.628935564212952e-08
1890,0.0,3.2771931834929546e-09
1891,1.2748440081367107e-09,1.2748440081367107e-09
1892,0.0,6.268512375839919e-10
1893,0.0,0.0
1894,1.2603078580752936e-09,0.0
1895,0.0,6.018614495673091e-10
1896,2.9485144326102386e-09,0.0
1897,5.826713556089658e-10,3.4960281336537946e-09
1898,5.6583548957434e-10,0.0
1899,1.1055156790007459e-09,1.1055156790007459e-09
1900,0.0,6.2292638824956725e-09
1901,1.1177477832191585e-09,2.235495566438317e-09
1902,4.910283846193408e-10,0.0
1903,1.0800440541913758e-09,0.0
1904,5.374625189347171e-10,5.374625189347171e-10
1905,0.0,3.6125313851442797e-09
1906,0.0,0.0
1907,0.0,2.5714217422034835e-09
1908,0.0,1.4734167219643268e-09
1909,1.6502950672681038e-09,2.2003934230241384e-09
1910,2.137660271017694e-09,0.0
1911,3.7242617878519013e-09,1.5961122423746588e-09
1912,1.5628263128064646e-09,0.0
1913,5.30298971401777e-10,5.30298971401777e-10
1914,0.0,5.357394972094198e-09
1915,0.0,0.0
1916,0.0,5.493730803607377e-09
1917,1.0966424435210342e-09,1.0966424435210342e-09
1918,1.1486376294556067e-09,0.0
1919,1.8415696745321952e-09,0.0
1920,7.572231730534895e-10,0.0
1921,1.5145494858259667e-09,0.0
1922,2.21338064543275e-09,7.377935484775833e-10
1923,1.0615948120573648e-09,0.0
1924,1.289162443462999e-09,5.156649773851996e-09
1925,0.0,5.499089184013428e-09
1926,1.1146138456652466e-09,5.57306911730393e-09
1927,0.0,2.2298449753321847e-09
1928,0.0,0.0
1929,1.1140406375176326e-09,1.1140406375176326e-09
1930,1.0503603542488804e-09,0.0
1931,3.4216069977333063e-09,0.0
1932,1.0959536611565568e-09,0.0
1933,2.2941324395731044e-09,1.261772819560747e-08
1934,1.1981580172459871e-09,3.5944740517379614e-09
1935,0.0,0.0
1936,0.0,2.424942913137329e-09
1937,0.0,2.5182236296217297e-09
1938,0.0,6.482607339819424e-09
1939,1.5294050470515685e-09,0.0
1940,2.5357829169792012e-09,0.0
1941,0.0,0.0
1942,0.0,0.0
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,3.2131861615880553e-09,0.0
1945,2.178504043826024e-09,2.178504043826024e-09
1946,1.3921104269343232e-09,1.3921104269343232e-09
1947,1.1920870957027319e-09,3.5762612871081956e-09
1948,2.174377566888097e-09,7.610321262063735e-09
1949,9.817008317369869e-10,2.945102384188658e-09
1950,2.1270722960764488e-09,4.2541445921528975e-09
1951,2.1322803522849654e-09,1.0661401761424827e-09
1952,2.1089607837865287e-09,3.1634410646574906e-09
1953,0.0,2.1547654771580937e-09
1954,2.9317608341017376e-09,3.9090144454689835e-09
1955,2.815682353940474e-09,6.569925492527773e-09
1956,3.488456634670456e-09,3.488456634670456e-09
1957,4.417518850718949e-09,8.835037701437898e-10
1958,8.272243445794913e-10,1.6544486891589827e-09
1959,0.0,1.5501495642666896e-09
1960,1.3841666701708277e-09,4.152500121534786e-09
1961,0.0,1.3896318540318475e-09
1962,1.9025869768540815e-09,0.0
1963,1.2932106496776896e-09,1.2932106496776896e-09
1964,2.433587276140514e-09,3.041984220075733e-09
1965,1.0944086747954884e-09,1.0944086747954884e-09
1966,5.539074754423723e-10,2.769537488234164e-09
1967,9.860671168482327e-10,1.479100675272349e-09
1968,1.7965663401398047e-09,2.245707841908029e-09
1969,3.1792304344691047e-09,2.2708788183223305e-09
1970,2.7592350626548523e-09,9.197450023812337e-10
1971,2.0553589941130213e-09,5.138397485282553e-10
1972,2.5650733759263744e-09,5.130146973897354e-09
1973,5.513203782392395e-10,5.513203782392395e-10
1974,1.6876715580593782e-09,4.500457340128605e-09
1975,0.0,1.7134440533084216e-09
1976,0.0,5.713526873840635e-10
1977,1.1753563677885381e-09,1.7630346071939584e-09
1978,0.0,5.940591352171509e-09
1979,1.7555920051037788e-09,3.511183899185255e-09
1980,0.0,1.1370301367108482e-09
1981,0.0,1.2651099057237047e-09
1982,8.069752976958e-09,0.0
1983,6.315316047889041e-10,1.89459470334441e-09
1984,0.0,5.799008495621649e-10
1985,6.015558051686298e-10,0.0
1986,1.7983456945813714e-09,2.3977941854269602e-09
1987,6.110816852533674e-10,6.110816852533674e-10
1988,2.99827696004229e-09,1.1993107618124554e-09
1989,5.488122178931576e-10,5.488121956886971e-09
1990,1.089730194969718e-09,0.0
1991,5.861465202094962e-10,0.0
1992,5.509944167592096e-10,1.1019888335184191e-09
1993,1.661762283333701e-09,1.661762283333701e-09
1994,5.274926606624319e-10,4.2199412852994556e-09
1995,0.0,5.422450821690461e-10
1996,2.135236876199542e-09,1.067618438099771e-09
1997,9.58978896292706e-10,4.79489448146353e-10
1998,1.43043876743576e-09,1.43043876743576e-09
1999,1.3710603485872497e-09,3.199140841125825e-09
2000,4.4180314962005696e-10,3.534425085938153e-09
2001,1.3143635069212678e-09,3.066848330846028e-09
2002,1.752488598683044e-09,0.0
2003,0.0,1.2500769308587678e-09
2004,1.7619165015858584e-09,3.0833539332864035e-09
2005,0.0,9.007499190971657e-10
2006,0.0,2.4707338397433887e-09
2007,0.0,1.5977918155218873e-09
2008,4.257439678578834e-10,2.1287198670449925e-09
2009,9.53638501499654e-10,5.245011536203492e-09
2010,4.723793023408973e-10,9.447585824773341e-09
2011,7.64794394481072e-10,1.1471915639660324e-09
2012,0.0,6.808505315092361e-09
2013,0.0,8.08846234434668e-09
2014,1.7323561474213989e-09,1.2126493101338731e-08
2015,4.433150790905671e-10,1.2191164702746171e-08
2016,8.285360175719347e-10,7.663958190295972e-09
2017,2.515611330355938e-10,1.106868996458843e-08
2018,7.744400121190154e-10,9.035133807788753e-09
2019,1.02039510174734e-09,1.1989642778598153e-08
