year,en_ADP enquêtes_NOUN,en_ADP banquette_NOUN
1800,1.2576657937302116e-08,0.0
1801,0.0,0.0
1802,1.5664880947952042e-08,0.0
1803,5.851017670366332e-09,7.801356893821776e-09
1804,1.2359254952798437e-08,9.887403784603066e-09
1805,1.1371510844071508e-08,2.842877711017877e-09
1806,1.729001475325731e-08,1.152667650217154e-08
1807,2.562259560079383e-08,2.2775640928784924e-08
1808,1.5862517965814504e-08,0.0
1809,2.4849335034105025e-08,0.0
1810,9.360507036149102e-09,2.3401267590372754e-09
1811,1.2535383842049441e-08,0.0
1812,2.400487275622254e-08,0.0
1813,1.4378708002027452e-08,0.0
1814,0.0,0.0
1815,0.0,1.3486118000116676e-08
1816,1.1588019432906549e-08,0.0
1817,2.1796227045456362e-08,0.0
1818,0.0,0.0
1819,2.173720581311045e-08,1.035105001712111e-09
1820,1.3053129244156025e-08,0.0
1821,9.861488514673056e-09,2.9584463767662328e-09
1822,2.606660132187244e-08,0.0
1823,8.894418535021487e-09,3.9530747564242574e-09
1824,3.3684450784221553e-09,0.0
1825,2.0252519661312363e-08,8.805443041381977e-10
1826,3.170874318669803e-08,6.1655889282974385e-09
1827,1.843454577876713e-08,8.295545583791863e-09
1828,9.172301140836225e-09,9.172301251858528e-10
1829,4.029392641768936e-08,3.429270423183084e-09
1830,1.982998831806526e-08,2.0873671680021744e-09
1831,3.1182413096075834e-08,4.677361609140007e-09
1832,2.705993873419743e-09,0.0
1833,0.0,0.0
1834,1.5868701908061666e-08,0.0
1835,1.5126175867408165e-09,0.0
1836,8.064899859050456e-09,6.720750067579218e-10
1837,6.957890930081589e-10,0.0
1838,4.418513555037862e-09,1.8936485712828244e-09
1839,4.194885327990505e-09,0.0
1840,6.369688665408546e-10,2.5478754661634184e-09
1841,1.2841097074556274e-09,6.420548537278137e-10
1842,8.720745015011744e-09,2.0124795163667386e-09
1843,2.953455480181333e-09,0.0
1844,3.2931368743049916e-09,0.0
1845,8.37034175305007e-09,2.7901139176833567e-09
1846,1.2879903366069811e-08,1.7563503984519002e-09
1847,7.550513103637968e-09,1.0786447290911383e-09
1848,4.02261068899179e-09,1.6090443422100975e-09
1849,8.379414939696517e-10,2.513824481908955e-09
1850,9.504594444820214e-09,2.0366988096043315e-09
1851,8.384270167027807e-09,0.0
1852,3.2552727180501506e-09,0.0
1853,1.2541057081705276e-08,1.1943863675867306e-09
1854,7.273930180407007e-09,2.0782657816909023e-09
1855,0.0,1.5920811335945473e-09
1856,9.318940286107136e-09,1.5531567143511893e-09
1857,8.786716299002961e-09,2.4407544874094356e-09
1858,1.468102750479261e-09,2.936205500958522e-09
1859,2.5460866748261424e-09,1.018434669930457e-09
1860,1.9224172476128842e-08,1.373155145145688e-09
1861,1.8863854922557266e-09,6.13075279431996e-09
1862,1.0843167252971853e-08,4.517986262886353e-10
1863,1.6981711148389422e-08,4.495158911765884e-09
1864,4.794727948009836e-10,0.0
1865,8.943004559114343e-09,5.177528628053096e-09
1866,4.379051787850585e-09,9.731225825149181e-10
1867,3.396968040192405e-09,1.94112459439566e-09
1868,5.9278488784286765e-09,2.4699371437009177e-09
1869,2.9301114867763545e-09,5.860222973552709e-09
1870,1.0894692703544706e-08,8.601073631098188e-09
1871,5.3105884134652115e-09,1.0621177271019633e-09
1872,3.628403577593531e-09,6.047339295989218e-10
1873,7.781805422268917e-09,1.1972008939764578e-09
1874,1.4339061493728877e-08,6.572069999322139e-09
1875,5.721527251978387e-09,5.149374260327022e-09
1876,9.673623679873344e-09,5.441413541973361e-09
1877,3.0924081073635534e-09,2.4739263970730008e-09
1878,5.435179861734696e-09,6.039088673581716e-10
1879,2.443730107160036e-09,3.665595160740054e-09
1880,1.2835692508872398e-09,3.2089231272180996e-09
