year,en_ADP bélier_NOUN
1953,1.0773827385790469e-09
1954,1.172704333640695e-08
1955,5.631364707880948e-09
1956,9.593255967388359e-09
1957,1.325255621908994e-08
1958,8.272243612328367e-09
1959,4.650448692800069e-09
1960,1.453374998128254e-08
1961,1.320150300188061e-08
1962,1.268391242037481e-08
1963,7.759263453976928e-09
1964,1.2167936436213722e-08
1965,1.4774516721161035e-08
1966,4.431259803538978e-09
1967,1.3311905799895385e-08
1968,1.7516522010652125e-08
1969,2.270878904364615e-08
1970,7.81783243697376e-09
1971,8.221435976452085e-09
1972,8.20823486957778e-09
1973,9.372446596600525e-09
1974,1.7439272692598706e-08
1975,6.8537762132336866e-09
1976,1.0855700782741451e-08
1977,1.1753563899929986e-08
1978,2.1386128867817433e-08
1979,1.1703946589669556e-08
1980,3.2973873465014236e-08
1981,1.3283654176632353e-08
1982,2.110550756384555e-08
1983,1.5788290674834116e-08
1984,1.9716629218180515e-08
1985,3.18824584510935e-08
1986,1.0790074167488228e-08
1987,5.6830598005319644e-08
1988,1.3792073705332086e-08
1989,1.1525056908823217e-08
1990,6.102489119585996e-08
1991,7.033758464558559e-09
1992,1.597883825255053e-08
1993,3.655876901209609e-08
1994,1.4242302004419116e-08
1995,2.76544991351102e-08
1996,1.2811421701286463e-08
1997,3.308477181107605e-08
1998,1.4304388007424507e-08
1999,7.723639844359198e-08
2000,1.3695897305154858e-08
2001,1.8401089318942354e-08
2002,1.8839252380331573e-08
2003,1.6667691671301554e-08
2004,6.607186797680242e-09
2005,1.4411999149643862e-08
2006,1.235366997587306e-08
2007,6.111553663146196e-08
2008,2.5970382289131066e-08
2009,3.2423709050988236e-08
2010,3.1177034121032676e-08
2011,9.024573954796722e-08
2012,5.685101869823406e-08
2013,4.127905017803357e-08
2014,6.258136622805388e-08
2015,1.0528732863335222e-07
2016,1.1972345670407947e-07
2017,1.2678681060585006e-07
2018,1.8250970001965072e-07
2019,1.415798192572204e-07
