year,son_DET oeuf_NOUN,son_DET boeuf_NOUN
1863,4.994620828036034e-10,2.4973103585068657e-09
1864,2.8768367688059016e-09,2.3973640850272204e-09
1865,2.3534221238463715e-09,2.3534221238463715e-09
1866,9.731225825149181e-10,4.379051787850585e-09
1867,3.396968040192405e-09,2.426405742994575e-09
1868,3.457911734727759e-09,1.4819622196071691e-09
1869,3.4184632902167778e-09,0.0
1870,4.587239033071455e-09,3.4404292748035914e-09
1871,2.1242354542039266e-09,1.0621177271019633e-09
1872,1.2094678591978436e-09,0.0
1873,4.190203295451056e-09,1.1972008939764578e-09
1874,8.364453130127458e-09,2.9873046258899194e-09
1875,1.1443054281912168e-09,0.0
1876,5.441413541973361e-09,1.813804439976252e-09
1877,1.4843558382438005e-08,4.329371083855449e-09
1878,4.831270938865373e-09,6.039088673581716e-10
1879,6.720257683667796e-09,2.443730107160036e-09
1880,3.2089231272180996e-09,2.5671385017744797e-09
1881,2.7890030285249168e-09,2.091752326904839e-09
1882,7.986462158271479e-09,1.9966155395678697e-09
1883,4.423537092179686e-09,1.8958017378167824e-09
1884,1.9805090900604227e-09,5.281357573494461e-09
1885,2.5782542767416317e-09,2.5782542767416317e-09
1886,5.162771099520569e-09,6.453463874400711e-10
1887,2.6115698492645834e-09,9.140494583448344e-09
1888,3.804368819970705e-09,4.4384300679212174e-09
1889,2.5060546970934183e-09,6.265136742733546e-10
1890,3.9326319978272295e-09,1.3108772956016423e-09
1891,3.1871101313640793e-09,1.2748440081367107e-09
1892,8.775916882086676e-09,1.2537024751679837e-09
1893,1.847525021858587e-09,1.2316833108982905e-09
1894,8.192000855444803e-09,1.8904617871129403e-09
1895,6.018614495673091e-10,1.2037228991346183e-09
1896,5.307326134129653e-09,0.0
1897,3.4960281336537946e-09,1.7480140668268973e-09
1898,3.3950129374460403e-09,1.13167097914868e-09
1899,6.080336234504102e-09,1.1055156790007459e-09
1900,4.671947717582725e-09,5.19105292084987e-09
1901,4.470991132876634e-09,5.588738916095792e-10
1902,7.365425602756659e-09,4.910283846193408e-10
1903,5.940242076007962e-09,3.2401321625741275e-09
1904,3.2247751136083025e-09,1.0749250378694342e-09
1905,3.6125313851442797e-09,1.0321518084666081e-09
1906,4.115347618238729e-09,1.5432553013283723e-09
1907,2.5714217422034835e-09,3.599990305858114e-09
1908,2.9468334439286537e-09,1.4734167219643268e-09
1909,4.950885035270858e-09,3.850688656825696e-09
1910,4.275320542035388e-09,1.068830135508847e-09
1911,4.788336838146279e-09,3.1922244847493175e-09
1912,3.646594803896619e-09,2.6047106693738442e-09
1913,7.42418571064718e-09,5.302989602995467e-09
1914,7.366418142140674e-09,2.678697486047099e-09
1915,1.295883844676382e-08,2.3561523843085297e-09
1916,6.592477230782379e-09,2.197492410260793e-09
1917,6.57985488317081e-09,3.289927441585405e-09
1918,1.1486376294556067e-09,1.1486376294556067e-09
1919,9.207848705727883e-09,9.207848372660976e-10
1920,4.543339038320937e-09,1.514446346106979e-09
1921,5.300923255902035e-09,3.0290989716519334e-09
1922,8.853522359686394e-09,0.0
1923,7.431163684401554e-09,2.1231896241147297e-09
1924,1.804827398643738e-08,5.156649773851996e-09
1925,1.8696901804560184e-08,5.499089184013428e-09
1926,4.458455382660986e-09,4.458455382660986e-09
1927,1.8953683067479687e-08,3.3447675740205796e-09
1928,9.14083297942625e-09,0.0
1929,3.342121912552898e-09,3.342121912552898e-09
1930,3.1510811737689437e-09,8.402882833991043e-09
1931,1.1405356659111021e-09,3.4216069977333063e-09
1932,1.0959536611565568e-09,1.0959536611565568e-09
1933,6.882397318719313e-09,1.1470662197865522e-09
1934,2.3963160344919743e-09,4.7926320689839486e-09
1935,3.590485242455088e-09,3.590485242455088e-09
1936,4.849885826274658e-09,0.0
1937,3.777335333410292e-09,2.5182236296217297e-09
1938,7.779128452511941e-09,5.186085783037697e-09
1939,4.588215141154706e-09,1.5294050470515685e-09
1940,2.5357829169792012e-09,0.0
1941,2.9515025978810172e-09,8.854508237732261e-09
1942,1.2136847082899749e-08,0.0
1943,8.709705845433291e-09,2.9032352077962287e-09
1944,3.2131861615880553e-09,3.2131861615880553e-09
1945,6.535512131478072e-09,6.535512131478072e-09
1946,2.7842208538686464e-09,2.7842208538686464e-09
1947,5.960435700558264e-09,7.152522574216391e-09
1948,6.523132700664291e-09,1.0871887834440486e-09
1949,1.9634016634739737e-09,3.9268033269479474e-09
1950,4.2541445921528975e-09,5.317680518146517e-09
1951,1.3859822622919182e-08,3.1984206394497505e-09
1952,1.0544804140977249e-08,9.490323193972472e-09
1953,5.386913581872932e-09,9.69644453618912e-09
1954,3.9090144454689835e-09,4.886268278880834e-09
1955,4.6928039232341234e-09,1.8771215692936494e-09
1956,1.0465369904011368e-08,4.360570571293465e-09
1957,7.068030161150318e-09,0.0
1958,4.9633461784992505e-09,4.9633461784992505e-09
1959,6.975672928177801e-09,4.650448914844674e-09
1960,3.460416619915918e-09,2.7683333403416555e-09
1961,3.47407969059077e-09,2.08444772553662e-09
1962,7.610347907416326e-09,3.805173953708163e-09
1963,2.5864212993553792e-09,1.939815863494232e-09
1964,5.475571551727398e-09,6.083968440151466e-09
1965,1.6416130677043839e-09,9.302473458205895e-09
1966,4.431259803538978e-09,3.3234448526542337e-09
1967,4.437302081328198e-09,3.944268467392931e-09
1968,4.042274071025531e-09,2.6948494546985557e-09
1969,1.8167031212712459e-09,2.7250546263957176e-09
1970,8.7375777724219e-09,5.518470125309705e-09
1971,6.679916619845017e-09,5.652237344833111e-09
1972,5.130146973897354e-09,3.0780880067027283e-09
1973,7.718485406371656e-09,8.269805285010534e-09
1974,4.500457340128605e-09,3.3753431161187564e-09
1975,7.4249242310031605e-09,5.711480177694739e-09
1976,9.712995741040231e-09,7.998937512354587e-09
1977,7.639816779203557e-09,9.990529292736028e-09
1978,7.72276909088987e-09,4.752473081737207e-09
1979,7.607565244427406e-09,4.681578680276743e-09
1980,8.527726080842513e-09,1.6486936260662333e-08
1981,1.3916208629893845e-08,8.223214109648325e-09
1982,1.1173503899897241e-08,9.932003663948308e-09
1983,8.209910973278056e-09,1.136756910824488e-08
1984,9.278413592994639e-09,9.278413592994639e-09
1985,8.421781494405423e-09,1.3234227935754461e-08
1986,1.4386765556650971e-08,1.8582904104391673e-08
1987,4.888653482026939e-09,1.099947066762752e-08
1988,1.4991384134077634e-08,1.8589316752581908e-08
1989,1.2622680678475717e-08,1.9757239400064464e-08
1990,1.5801088437683575e-08,2.5063794595325817e-08
1991,1.641210189973208e-08,1.1136783939491579e-08
1992,1.3774860363469088e-08,1.2672871640972971e-08
1993,1.550978012687665e-08,9.416652346772025e-09
1994,1.476979427650349e-08,1.2132331583813993e-08
1995,1.138714633697191e-08,8.675921314704738e-09
1996,2.028474987980644e-08,1.3879040139386234e-08
1997,2.013855748828064e-08,1.4384683666435194e-08
1998,1.8118891276230897e-08,1.144351013948608e-08
1999,1.0968483010742602e-08,8.683382013430219e-09
2000,5.3016377954406835e-09,7.068850393920911e-09
2001,9.638665865452367e-09,1.3581756164171566e-08
2002,5.6955880012310445e-09,4.81934359086722e-09
2003,5.8336921959778465e-09,5.000307723435071e-09
2004,1.1452457648886138e-08,1.1011977996133737e-08
2005,7.205999352777326e-09,1.3511248786457486e-09
2006,8.64756888319107e-09,4.941467679486777e-09
2007,6.391167151065247e-09,7.190063211481856e-09
2008,1.0217855006544596e-08,8.089135583588813e-09
2009,5.721831008997924e-09,9.53638501499654e-09
2010,4.2514138876015295e-09,2.8342759250676863e-09
2011,9.55992973672437e-09,5.7359579308524644e-09
2012,9.531907707582832e-09,9.872333173177594e-09
2013,1.1156499724052082e-08,7.530637446961919e-09
2014,6.9294245896855955e-09,5.846701789380404e-09
2015,4.43315073539452e-09,8.201329393386914e-09
2016,6.006886099640951e-09,6.006886099640951e-09
2017,6.037467414898856e-09,4.25138324544605e-08
2018,5.937373259712331e-09,9.809573597863164e-09
2019,4.846876677788714e-09,1.0714148679369373e-08
