year,en_ADP enquête_NOUN,en_ADP banquette_NOUN
1800,1.2576657937302116e-08,0.0
1801,2.3811825844433088e-09,0.0
1802,1.7902721083373763e-08,0.0
1803,1.3652374342143503e-08,7.801356893821776e-09
1804,2.2246657849223084e-08,9.887403784603066e-09
1805,1.1371510844071508e-08,2.842877711017877e-09
1806,2.0171682990621775e-08,1.152667650217154e-08
1807,2.021338092461633e-07,2.2775640928784924e-08
1808,2.4926814390369145e-08,0.0
1809,4.292158095609011e-08,0.0
1810,6.31834211617388e-08,2.3401267590372754e-09
1811,4.26203050629681e-08,0.0
1812,4.000812259263853e-08,0.0
1813,2.300593315851529e-08,0.0
1814,3.1466771410748606e-09,0.0
1815,1.8880564667256294e-08,1.3486118000116676e-08
1816,1.1588019432906549e-08,0.0
1817,6.227493631882908e-09,0.0
1818,4.768470951432846e-09,0.0
1819,1.0351049795076506e-08,1.035105001712111e-09
1820,2.1359666035891678e-08,0.0
1821,6.903041693817613e-09,2.9584463767662328e-09
1822,1.804610860745015e-08,0.0
1823,1.4824030003524058e-08,3.9530747564242574e-09
1824,1.51580028528997e-08,0.0
1825,2.3774695989686734e-08,8.805443041381977e-10
1826,2.7304752237000685e-08,6.1655889282974385e-09
1827,2.5808365222701468e-08,8.295545583791863e-09
1828,2.384798314380987e-08,9.172301251858528e-10
1829,3.0006116702452346e-08,3.429270423183084e-09
1830,5.322786122974321e-08,2.0873671680021744e-09
1831,4.053713453799901e-08,4.677361609140007e-09
1832,2.1647950987357945e-08,0.0
1833,1.9692167896323554e-08,0.0
1834,1.8669061851994684e-09,0.0
1835,2.0420337421001022e-08,0.0
1836,1.5457725766054864e-08,6.720750067579218e-10
1837,2.365682938432201e-08,0.0
1838,1.830527018853445e-08,1.8936485712828244e-09
1839,2.866504900111977e-08,0.0
1840,2.293087852933695e-08,2.5478754661634184e-09
1841,1.219904177673925e-08,6.420548537278137e-10
1842,3.3541325272778977e-09,2.0124795163667386e-09
1843,1.2404512972352677e-08,0.0
1844,6.586273748609983e-09,0.0
1845,1.785672942844485e-08,2.7901139176833567e-09
1846,2.3418005534736608e-08,1.7563503984519002e-09
1847,3.775256551818984e-09,1.0786447290911383e-09
1848,1.448139919091318e-08,1.6090443422100975e-09
1849,9.217356655710773e-09,2.513824481908955e-09
1850,3.59816780814981e-08,2.0366988096043315e-09
1851,8.384270167027807e-09,0.0
1852,2.148479971708639e-08,0.0
1853,1.3138249599364826e-08,1.1943863675867306e-09
1854,2.8056588163849483e-08,2.0782657816909023e-09
1855,8.491099379170919e-09,1.5920811335945473e-09
1856,8.28350277259915e-09,1.5531567143511893e-09
1857,1.0739319655783675e-08,2.4407544874094356e-09
1858,1.8106600663259087e-08,2.936205500958522e-09
1859,5.092173349652285e-09,1.018434669930457e-09
1860,1.0985241161165504e-08,1.373155145145688e-09
1861,5.187560270236702e-09,6.13075279431996e-09
1862,5.873382280530137e-09,4.517986262886353e-10
1863,1.39849385405455e-08,4.495158911765884e-09
1864,1.582260189536555e-08,0.0
1865,5.177528628053096e-09,5.177528628053096e-09
1866,6.325297008391573e-09,9.731225825149181e-10
1867,4.85281148598915e-09,1.94112459439566e-09
1868,1.1855697756857353e-08,2.4699371437009177e-09
1869,9.278686263769487e-09,5.860222973552709e-09
1870,1.0321287824410774e-08,8.601073631098188e-09
1871,9.55905954391767e-09,1.0621177271019633e-09
1872,6.047339518033823e-09,6.047339295989218e-10
1873,1.496501056408306e-08,1.1972008939764578e-09
1874,5.974609251779839e-09,6.572069999322139e-09
1875,9.726596139625343e-09,5.149374260327022e-09
1876,1.0882827083946722e-08,5.441413541973361e-09
1877,1.5462040536817767e-08,2.4739263970730008e-09
1878,6.039088784604019e-09,6.039088673581716e-10
1879,1.5884245696540233e-08,3.665595160740054e-09
1880,4.492492600149944e-09,3.2089231272180996e-09
1881,9.761510710859511e-09,2.7890030285249168e-09
1882,3.8601232432711186e-08,3.9932310791357395e-09
1883,1.9589950994713945e-08,5.687405213450347e-09
1884,1.5183903023796574e-08,4.621187876807653e-09
1885,9.023890079618013e-09,0.0
1886,3.2267319927115068e-09,1.2906927748801422e-09
1887,4.570247291724172e-09,6.528924623161458e-10
1888,1.2047167707862627e-08,3.804368819970705e-09
1889,7.518164035769104e-09,1.8795409673089125e-09
1890,1.8352281472289178e-08,0.0
1891,2.2309770031370135e-08,0.0
1892,6.8953633913793055e-09,0.0
1893,1.539604177480669e-08,5.542574843531156e-09
1894,1.3233232287745977e-08,1.8904617871129403e-09
1895,1.2639090662958097e-08,6.018614495673091e-10
1896,1.7101383809059456e-08,2.948514543632541e-09
1897,5.2440420894583895e-09,4.078699600285063e-09
1898,7.921697076085366e-09,2.8291773368493978e-09
1899,1.9899282222013426e-08,2.2110313580014918e-09
1900,1.557315876254961e-08,0.0
1901,1.4530721514915967e-08,1.676621730339889e-09
1902,1.7185992740031963e-08,1.9641135384773634e-09
1903,7.560307935250421e-09,2.1600881083827517e-09
1904,1.4511488011237361e-08,5.374625189347171e-10
1905,1.2385822145688508e-08,5.160759042333041e-10
1906,1.6461390472954918e-08,1.5432553013283723e-09
1907,2.7257069490360664e-08,7.71426478252124e-09
1908,2.1118972570732808e-08,8.349361202419914e-09
1909,1.980354014108343e-08,1.6502950117569526e-09
1910,1.6032451699565797e-08,1.6032452032632705e-09
1911,1.59611229788581e-08,4.25629931299909e-09
1912,1.6670147373609723e-08,8.856016364688912e-09
1913,1.6439267336298968e-08,1.590896969716482e-09
1914,1.4063162190325329e-08,4.018046340092951e-09
1915,2.3561523843085297e-09,0.0
1916,6.592477230782379e-09,0.0
1917,7.676496771580332e-09,1.0966424435210342e-09
1918,1.378365155346728e-08,1.9526840588923733e-08
1919,1.2890987943769971e-08,0.0
1920,1.1358347151713133e-08,0.0
1921,1.817459427400081e-08,8.330022005509363e-09
1922,7.377935484775833e-09,3.6889677978990676e-09
1923,1.8047111804975202e-08,6.369568872344189e-09
1924,1.2891624656674594e-08,9.02413699321869e-09
1925,9.898360131543882e-09,1.0998177923937646e-09
1926,1.0031524610987219e-08,2.229227691330493e-09
1927,7.804457524684949e-09,6.689535148041159e-09
1928,2.2852082448565625e-09,1.1426041224282812e-09
1929,3.342121912552898e-09,3.342121912552898e-09
1930,2.100720708497761e-09,1.0503603542488804e-09
1931,1.9389105432310316e-08,0.0
1932,7.671675850140502e-09,3.287861094491973e-09
1933,9.176529758292418e-09,3.4411986593596566e-09
1934,1.0783422155213884e-08,4.7926320689839486e-09
1935,9.574627313213568e-09,5.98414207075848e-09
1936,6.0623572828433225e-09,1.33371855781661e-08
1937,6.295558963032022e-09,7.554670666820584e-09
1938,5.186085783037697e-09,1.2965214457594243e-09
1939,1.5294050470515685e-09,9.176430282309411e-09
1940,1.2678914806940611e-08,0.0
1941,1.4757512545315876e-08,0.0
1942,3.034211770724937e-09,3.034211770724937e-09
1943,1.7419411690866582e-08,0.0
1944,6.4263723231761105e-09,9.639558484764166e-09
1945,0.0,0.0
1946,1.2528993842408909e-08,6.960552134671616e-09
1947,3.5762612871081956e-09,0.0
1948,8.697510267552389e-09,5.435944139264848e-09
1949,2.945102384188658e-09,3.9268033269479474e-09
1950,8.508289184305795e-09,2.1270722960764488e-09
1951,1.0661401761424827e-08,7.462981344019681e-09
1952,1.7926166773207797e-08,7.381362632230548e-09
1953,1.8315507332999914e-08,4.3095309543161875e-09
1954,4.886268278880834e-09,6.840775057526116e-09
1955,1.0324168187025862e-08,1.220129064449793e-08
1956,7.849027205963921e-09,9.593255967388359e-09
1957,1.4136060599856393e-08,7.068030161150318e-09
1958,9.926692356998501e-09,9.099467845885556e-09
1959,1.0075972611822692e-08,8.525822714489095e-09
1960,8.304999854491513e-09,1.3841666479663672e-08
1961,1.042223907177231e-08,1.250668635321972e-08
1962,2.156265105357491e-08,8.244543714397423e-09
1963,3.0390449712314194e-08,6.466053470433053e-09
1964,1.8251904876365188e-08,3.041984220075733e-09
1965,1.2585699593614663e-08,6.0192477668863376e-09
1966,1.0524242255449678e-08,4.985167390003653e-09
1967,1.7256174156266013e-08,5.916402479044791e-09
1968,9.881114926280077e-09,4.042274071025531e-09
1969,1.1808570538063279e-08,4.541757636644661e-09
1970,1.3796174702651598e-08,3.219107425067591e-09
1971,1.1304474023532407e-08,7.707596338946132e-09
1972,1.7955513298417713e-08,2.0520587451500205e-09
1973,1.4885650156948316e-08,4.9618833486420044e-09
1974,1.63141580800108e-08,7.313243344242437e-09
1975,1.6563292515314743e-08,6.8537762132336866e-09
1976,1.828328588526773e-08,5.713526984862938e-09
1977,1.7630344850694257e-08,4.7014254711541525e-09
1978,1.841583241457556e-08,5.940591130126904e-09
1979,1.1703946811714161e-08,6.437170796402825e-09
1980,1.762396628635088e-08,7.95921106799824e-09
1981,2.4669642939567638e-08,4.427884725544118e-09
1982,2.4830009381915374e-08,5.586751949948621e-09
