year,en_ADP arrières_NOUN,en_ADP barrières_NOUN
1864,4.794728170054441e-09,1.1986819536957682e-08
1865,4.706844358715045e-10,7.0602665935837194e-09
1866,0.0,4.865612801552288e-09
1867,2.426405742994575e-09,7.76449837758264e-09
1868,8.397785578040384e-09,8.89177353968762e-09
1869,3.4184632902167778e-09,4.883519366671862e-09
1870,4.013834153937523e-09,8.027668307875047e-09
1871,2.2304472935275044e-08,4.248470908407853e-09
1872,9.071008832961525e-09,3.628403577593531e-09
1873,1.4366410283628284e-08,1.2570609442263958e-08
1874,6.572069999322139e-09,1.4339061493728877e-08
1875,6.293679799540541e-09,9.7265964171811e-09
1876,6.04601479992084e-09,1.0278225381910033e-08
1877,6.184816214727107e-09,8.658742167710898e-09
1878,7.2469061862534545e-09,2.4760263173106978e-08
1879,4.27652757650776e-09,3.665595160740054e-09
1880,4.492492600149944e-09,3.2089231272180996e-09
1881,2.7890030285249168e-09,9.064259565150223e-09
1882,1.9966155395678697e-09,4.6587693702804245e-09
1883,5.0554711528150165e-09,3.159669414998234e-09
1884,1.3203393933736152e-09,1.0562715146988921e-08
1885,5.156508553483263e-09,2.5782542767416317e-09
1886,2.5813855497602844e-09,6.453463874400711e-10
1887,1.3057849246322917e-09,0.0
1888,6.340614699951175e-10,6.340614699951175e-09
1889,3.132568426877924e-09,3.759081934617825e-09
1890,6.554386478008212e-10,1.0487018364813139e-08
1891,2.5496880162734215e-09,5.736798147637501e-09
1892,2.5074049503359674e-09,1.0656471260972467e-08
1893,5.542574843531156e-09,1.847525021858587e-09
1894,5.041231432301174e-09,8.192000855444803e-09
1895,3.611168697403855e-09,1.3240951446391591e-08
1896,4.1279202278587945e-09,1.179405795248556e-09
1897,5.826713556089658e-10,1.1070755867592652e-08
1898,6.224190496340043e-09,3.3950129374460403e-09
1899,7.185851913504848e-09,5.527578395003729e-09
1900,2.595526460424935e-09,7.26747462209687e-09
1901,3.353243460679778e-09,9.500856101851696e-09
1902,4.910283735171106e-09,6.874397495693074e-09
1903,7.560307935250421e-09,9.1803746826713e-09
1904,3.2247751136083025e-09,1.0749250378694342e-08
1905,2.580379465655369e-09,7.2250627702885595e-09
1906,4.115347618238729e-09,4.115347618238729e-09
1907,0.0,5.65712765521198e-09
1908,5.40252820258047e-09,3.437972351250096e-09
1909,1.1001967115120692e-09,4.950885035270858e-09
1910,0.0,2.67207544979442e-09
1911,4.25629931299909e-09,0.0
1912,5.2094213387476884e-09,2.6047106693738442e-09
1913,6.363587878865928e-09,4.772690687104841e-09
1914,6.696743715117748e-10,4.68772043404897e-09
1915,4.712304768617059e-09,1.5314990164938536e-08
1916,0.0,2.197492410260793e-09
1917,1.0966424435210342e-09,1.0966424435210342e-09
1918,3.44591288836682e-09,2.2972752589112133e-09
1919,4.603924352863942e-09,3.6831393490643904e-09
1920,1.514446346106979e-09,4.543339038320937e-09
1921,3.0290989716519334e-09,8.330022005509363e-09
1922,2.2133805899215986e-09,7.377935484775833e-10
1923,2.1231896241147297e-09,4.246379248229459e-09
1924,1.289162443462999e-09,1.0313299547703991e-08
1925,0.0,4.399271169575059e-09
1926,1.1146138456652466e-09,0.0
1927,3.3447675740205796e-09,0.0
1928,1.1426041224282812e-09,6.8556245125250825e-09
1929,1.1140406375176326e-09,6.684243825105796e-09
1930,2.100720708497761e-09,3.1510811737689437e-09
1931,2.2810713318222042e-09,2.2810713318222042e-09
1932,5.4797681947604815e-09,3.287861094491973e-09
1933,2.2941324395731044e-09,3.4411986593596566e-09
1934,2.3963160344919743e-09,4.7926320689839486e-09
1935,3.590485242455088e-09,0.0
1936,6.0623572828433225e-09,8.487299751891442e-09
1937,1.2591118148108649e-09,5.0364472592434595e-09
1938,1.2965214457594243e-09,1.2965214457594243e-09
1939,1.5294050470515685e-09,1.5294050470515685e-09
1940,2.5357829169792012e-09,2.5357829169792012e-09
1941,0.0,8.854508237732261e-09
1942,1.517105907566929e-08,9.102635090130207e-09
1943,5.806470415592457e-09,1.1612940831184915e-08
1944,0.0,6.4263723231761105e-09
1945,8.714016175304096e-09,4.357008087652048e-09
1946,5.568441707737293e-09,9.744772988540262e-09
1947,2.3841741914054637e-09,1.0728784083369192e-08
1948,1.0871887834440486e-09,4.348755133776194e-09
1949,1.9634016634739737e-09,1.9634016634739737e-09
1950,0.0,1.0635361480382244e-09
1951,0.0,6.396841278899501e-09
1952,1.0544803918932644e-09,7.381362632230548e-09
1953,1.0773827385790469e-09,3.232148326759443e-09
1954,9.772536113672459e-10,8.795282724349818e-09
1955,4.6928039232341234e-09,1.5016972554349195e-08
1956,2.616342476002842e-09,7.849027205963921e-09
1957,1.7670075402875796e-09,2.6505113659425206e-09
1958,2.4816730892496253e-09,3.3088973783179654e-09
1959,3.8753737996444215e-09,5.425523585955716e-09
1960,2.7683333403416555e-09,2.7683333403416555e-09
1961,2.779263708063695e-09,8.33779090214648e-09
1962,3.805173953708163e-09,4.43936931660005e-09
1963,3.2330267352165265e-09,3.879631726988464e-09
1964,3.041984220075733e-09,3.6503808864551957e-09
1965,3.2832261354087677e-09,3.2832261354087677e-09
1966,2.769537488234164e-09,2.769537488234164e-09
1967,3.944268467392931e-09,3.451234853457663e-09
1968,2.245707841908029e-09,7.186265360559219e-09
1969,2.2708788183223305e-09,4.541757636644661e-09
1970,2.7592350626548523e-09,3.6789800095249348e-09
1971,2.569198631618974e-09,7.193756701440179e-09
1972,0.0,3.5911027485013847e-09
1973,2.205281512956958e-09,2.205281512956958e-09
1974,3.3753431161187564e-09,5.625571564138454e-09
1975,5.140332159925265e-09,9.138368284311582e-09
1976,4.570821499072508e-09,3.9994687561772935e-09
1977,1.7630346071939584e-09,3.526069214387917e-09
1978,3.5643548113029055e-09,5.940591130126904e-09
1979,2.925986564150662e-09,4.096381456264453e-09
1980,3.97960553399912e-09,3.97960553399912e-09
1981,3.795329828193417e-09,6.325549417596221e-09
1982,6.2075020679230875e-09,8.690503427999374e-09
1983,1.89459470334441e-09,3.157658134966823e-09
1984,2.8995041922996734e-09,5.219107812592938e-09
1985,2.4062232206745193e-09,8.421781494405423e-09
1986,1.1988970927134801e-09,2.3977941854269602e-09
1987,6.721898593298192e-09,4.277571630240118e-09
1988,0.0,6.596209356501959e-09
1989,5.488122178931576e-10,6.036934507847036e-09
1990,3.2691906959314565e-09,1.0352437129768077e-08
1991,1.1722930404189924e-09,7.6199047072123e-09
1992,3.30596661157756e-09,7.713921945651236e-09
1993,3.877445031719162e-09,8.308811416668505e-09
1994,1.0549853213248639e-09,3.6924485691258724e-09
1995,2.1689803286761844e-09,2.2232049090575856e-08
1996,4.270473752399084e-09,8.007138063703678e-09
1997,1.438468344439059e-09,9.110299181713799e-09
1998,6.198567881199324e-09,7.152193948201102e-09
1999,4.570201106446348e-09,4.113180906983871e-09
2000,3.5344251969604557e-09,6.627047355323157e-09
2001,2.190605918883648e-09,2.3220422917802352e-08
2002,6.571832411594869e-09,3.9430991805033955e-09
2003,1.6667691671301554e-09,7.083769126836614e-09
2004,3.0833537945085254e-09,6.166707589017051e-09
2005,2.251874686720612e-09,4.954124666056714e-09
2006,2.8825228870488218e-09,8.235780057930242e-09
2007,5.592271090648637e-09,9.18730247434496e-09
2008,4.6831836186811415e-09,8.089135583588813e-09
2009,2.860915504498962e-09,6.675469510497578e-09
2010,2.8342759250676863e-09,7.463592766043803e-08
2011,3.4415748029203996e-09,8.030340836739924e-09
2012,2.7234021704458655e-09,5.7872298064864935e-09
2013,5.020424964641279e-09,7.2517249982695375e-09
2014,4.547434873103384e-09,6.063246349441442e-09
2015,4.211493376260478e-09,5.319781060109108e-09
2016,4.556948152156792e-09,7.45682449121432e-09
2017,3.773417134311785e-09,4.779661555431858e-09
2018,6.453666934191915e-09,6.195520096952123e-09
2019,4.08158040698936e-09,5.612172948588068e-09
