year,en_ADP art_NOUN,en_ADP bars_NOUN
1945,1.4225631375097691e-06,4.357008087652048e-09
1946,1.3238969991391514e-06,0.0
1947,1.391165618258583e-06,4.7683483828109274e-09
1948,1.3133240273077718e-06,4.348755133776194e-09
1949,1.2585404540743639e-06,2.9451024952109606e-09
1950,1.1039505167786956e-06,3.190608444114673e-09
1951,1.1610266525963198e-06,2.1322803522849654e-09
1952,1.1198581582050338e-06,0.0
1953,1.0515255262077972e-06,1.0773827163745864e-08
1954,1.300724580488577e-06,8.795282724349818e-09
1955,1.2773812763100523e-06,7.508486277174597e-09
1956,1.3317183018557444e-06,6.104799332717903e-09
1957,1.03369938386777e-06,6.184526224473075e-09
1958,1.0174859284006743e-06,2.4816730892496253e-09
1959,1.1137824067475321e-06,6.975672928177801e-09
1960,1.0035208433123444e-06,1.038124963770315e-08
1961,1.0102623697605395e-06,3.47407969059077e-09
1962,1.0527647802405227e-06,1.6489087428794846e-08
1963,1.2725192561902077e-06,2.2631185814248056e-08
1964,1.0665196583659053e-06,2.4335873760605864e-08
1965,1.329159285745618e-06,3.720989383282358e-08
1966,1.118893070639615e-06,6.092982296479477e-08
1967,1.0669246464090065e-06,7.691323844483122e-08
1968,1.8221673983020992e-06,3.727875252934609e-08
1969,1.1640525485745457e-06,3.860493957841271e-08
1970,1.3313308500073617e-06,9.197449846176653e-08
1971,1.4998982180713938e-06,6.988220513370891e-08
1972,1.1804468265097512e-06,5.2327496280479835e-08
1973,1.2057376821417165e-06,2.7566019022984278e-08
1974,9.659106261494799e-07,3.994155761688489e-08
1975,1.1057425517435604e-06,4.6262989883416594e-08
1976,1.086712789089006e-06,4.627956684544188e-08
1977,1.1935744268498638e-06,2.8796231177352638e-08
1978,1.2011875334394517e-06,4.3366316759829715e-08
1979,1.1095341534428371e-06,3.452664221192947e-08
1980,1.4355005859556513e-06,1.989802811408481e-08
1981,1.0557342129402514e-06,2.3404533033843933e-08
1982,1.0844506803664444e-06,2.9175261317959666e-08
1983,1.2851667960944724e-06,1.64198213914446e-08
1984,1.1731394771175019e-06,2.3196033815953143e-08
1985,1.1537839981201614e-06,1.9249785432329247e-08
1986,1.330775774022186e-06,1.9182353483415682e-08
1987,1.3517126618012298e-06,2.3832185669370176e-08
1988,1.2676715250847792e-06,2.4585871061244546e-08
1989,1.3648960042189628e-06,9.329808037250586e-09
1990,1.3212978799970188e-06,8.717841559757744e-09
1991,1.3698244174520369e-06,1.2309077312977479e-08
1992,1.3493852826229613e-06,1.2121876835635703e-08
1993,1.5487623485910262e-06,8.308811416668505e-09
1994,1.4384725339766646e-06,1.002236071911966e-08
1995,1.3306693880110743e-06,1.4640617607142303e-08
1996,1.4834557653387037e-06,1.4412848692302305e-08
1997,1.4499760467856504e-06,1.1987236092636522e-08
1998,1.420425721931906e-06,1.7642078020685403e-08
1999,1.4492107993646641e-06,2.3765046486268204e-08
2000,1.4049340499866503e-06,9.277866475088103e-09
2001,1.5636544645758477e-06,1.5334240544007116e-08
2002,1.7196294628263331e-06,1.0953053575235572e-08
2003,1.5580125136693823e-06,1.3750845795357236e-08
2004,1.553569848766756e-06,1.2333415899679068e-08
2005,1.5398320449833136e-06,1.5763123362155795e-08
2006,1.6945116705358032e-06,1.4824403926638752e-08
2007,1.7495819939483681e-06,1.078509459517818e-08
2008,1.8762536164729227e-06,2.5118893631770334e-08
2009,1.4280737055116788e-06,2.2887324035991696e-08
2010,1.3184106713026722e-06,4.2514137987836875e-08
2011,1.4022505183675094e-06,5.6977182943951377e-08
2012,1.1901267917835412e-06,5.651059564737437e-08
2013,1.1544188609491357e-06,3.7932100127591184e-08
2014,1.065832080371365e-06,4.374199347179086e-08
2015,1.3982158009184786e-06,4.056332941759777e-08
2016,1.0690185696660137e-06,3.9769727344651784e-08
2017,1.122214264626109e-06,3.270294846036137e-08
2018,1.205803044967979e-06,4.181975887806999e-08
2019,1.2114640455251902e-06,5.152995130597304e-08
