year,un_DET avare_ADJ,un_DET bavard_NOUN
1800,0.0,7.860411344040585e-08
1801,0.0,1.0953440221506128e-07
1802,0.0,8.503792514602537e-08
1803,0.0,2.9255089017965474e-08
1804,0.0,1.3347995064805218e-07
1805,5.685755510853596e-08,1.1087222762107274e-07
1806,0.0,1.729001475325731e-08
1807,2.8469551160981155e-09,5.978605877032805e-08
1808,0.0,1.359644414833383e-07
1809,1.8072244145628247e-08,1.1069249583606222e-07
1810,0.0,5.8503169864110305e-08
1811,0.0,1.7298830101708518e-07
1812,0.0,2.85391281718006e-07
1813,0.0,2.559410106073301e-07
1814,0.0,3.776012569289833e-08
1815,2.6972236000233352e-08,8.90083740046066e-08
1816,0.0,3.012885052555703e-08
1817,0.0,1.2143612782011814e-07
1818,2.384235475716423e-09,1.0609848022369306e-07
1819,1.035105001712111e-09,7.142224589529178e-08
1820,3.5599443393152796e-09,1.1035827629513051e-07
1821,0.0,2.0018821245137985e-07
1822,2.7069162911175226e-08,2.0652768739637395e-07
1823,9.882686891060644e-10,9.981513571233336e-08
1824,5.052667617633233e-09,1.2968513551925298e-07
1825,0.0,8.629333869691891e-08
1826,8.807984341885344e-10,3.963592787314951e-08
1827,4.608636583469661e-09,8.111200255900286e-08
1828,9.172301251858528e-10,8.163347775536067e-08
1829,1.714635211591542e-09,1.6460498192261142e-07
1830,1.0436835840010872e-09,1.3672254661756256e-07
1831,3.1182412207897414e-09,1.7150327380477393e-07
1832,2.705993873419743e-09,1.4477066789808646e-07
1833,1.853380560135065e-08,7.992703388026712e-08
1834,6.534171426153534e-09,1.549532095967976e-07
1835,1.285724948729694e-08,1.1420262779893164e-07
1836,9.409050427677812e-09,8.535352707950139e-08
1837,7.653680356156656e-09,1.1758835594122274e-07
1838,3.787297142565649e-09,5.807188796502771e-08
1839,5.5931801412612e-09,5.033862060521699e-08
1840,2.5478754661634184e-09,8.471686196998007e-08
1841,1.0272877659645019e-08,4.36597287212237e-08
1842,2.0124795163667386e-09,7.647422428647133e-08
1843,1.7720733769266417e-09,1.0041748588207611e-07
1844,2.195424508855126e-09,5.269018665821079e-08
1845,6.138250796539069e-09,6.194053048247383e-08
1846,1.7563503984519002e-09,5.386141066487937e-08
1847,3.235934187273415e-09,6.148274778183804e-08
1848,8.045221711050488e-10,5.390298685181705e-08
1849,5.865590679832167e-09,8.630797454500794e-08
1850,0.0,7.196335793935305e-08
1851,2.579775504329973e-09,4.7725847496238316e-08
1852,3.2552727180501506e-09,6.250123552042908e-08
1853,1.7915795513800958e-09,6.449686340559424e-08
1854,0.0,6.962190512993516e-08
1855,3.714855978387277e-09,7.588920425405377e-08
1856,6.212626857404757e-09,9.733115946541915e-08
1857,7.322263684272912e-09,8.981976939992364e-08
1858,4.404308473482388e-09,5.774537714664518e-08
1859,0.0,1.237398117304167e-07
1860,0.0,1.1442959491070326e-07
1861,4.715963730639317e-10,8.771692333597869e-08
1862,9.035972525772706e-10,8.584174090997543e-08
1863,1.4983863039219614e-09,8.191178235694707e-08
1864,2.3973640850272204e-09,6.42493542812872e-08
1865,0.0,7.342677421640076e-08
1866,3.8924903300596725e-09,9.098696307496823e-08
1867,0.0,8.298307818677131e-08
1868,1.4819622196071691e-09,6.915823802522425e-08
1869,3.906815315701806e-09,9.425192004641758e-08
1870,2.8670243956696595e-09,8.54373247705098e-08
1871,1.0621177271019633e-09,5.523012180930209e-08
1872,1.8142017887967654e-09,7.135860080609291e-08
1873,5.986004469882289e-10,7.422645337262779e-08
1874,1.7923826867161097e-09,7.468261342680194e-08
1875,5.721527140956084e-10,8.982797339296411e-08
1876,2.418405919968336e-09,6.408775798938393e-08
1877,1.2369631985365004e-09,1.4472469478388206e-07
1878,1.8117265465633636e-09,1.5158112631752374e-07
1879,1.832797580370027e-09,1.1913184350120787e-07
1880,0.0,1.3670013054856156e-07
1881,6.972507571312292e-10,9.203710249483521e-08
1882,1.9966155395678697e-09,9.916524046360564e-08
1883,0.0,8.973460963179747e-08
1884,2.6406787867472303e-09,6.205595148855991e-08
1885,6.445635691854079e-10,4.5119449509911647e-08
1886,6.453463874400711e-10,5.679048298290468e-08
1887,0.0,5.4842965280244016e-08
1888,0.0,9.00367294054405e-08
1889,0.0,7.956723413471423e-08
1890,0.0,6.161123278225489e-08
1891,0.0,6.24673552884758e-08
1892,1.8805537127519756e-09,4.701384148653176e-08
1893,0.0,6.281584719047828e-08
1894,0.0,6.994708745544642e-08
1895,6.018614495673091e-10,5.8982421169417876e-08
1896,1.179405795248556e-09,5.838058547702474e-08
1897,0.0,6.467651880726066e-08
1898,1.13167097914868e-09,7.865113216265485e-08
1899,5.527578395003729e-10,8.014988672755408e-08
1900,5.191053142894475e-10,6.904100380289435e-08
1901,2.235495566438317e-09,8.830207726129302e-08
1902,0.0,6.432471871820056e-08
1903,0.0,6.696273224804372e-08
1904,5.374625189347171e-10,5.8045952044949445e-08
1905,0.0,6.554163878291774e-08
1906,0.0,5.967253863259359e-08
1907,0.0,7.097123794208571e-08
1908,0.0,6.925058526618955e-08
1909,0.0,7.371317689575108e-08
1910,0.0,7.802459789374439e-08
1911,2.128149656499545e-09,5.1607629503180874e-08
1912,5.209421227725386e-10,7.918320599209494e-08
1913,0.0,6.15146795723831e-08
1914,6.696743715117748e-10,9.911180764987648e-08
1915,0.0,4.358881866561859e-08
1916,0.0,4.504859507648007e-08
1917,0.0,7.2378403381812e-08
1918,0.0,5.513460710204754e-08
1919,1.8415696745321952e-09,6.813807806871353e-08
1920,2.2716695191604686e-09,7.269342594540262e-08
1921,7.572747429129834e-10,6.815472819443613e-08
1922,0.0,1.0476668610426287e-07
1923,4.246379248229459e-09,8.386599237297787e-08
1924,1.289162443462999e-09,1.1086797158110784e-07
1925,7.698724324711748e-09,8.24863319870417e-08
1926,4.458455382660986e-09,1.181490661972262e-07
1927,0.0,1.415951595973297e-07
1928,2.2852082448565625e-09,7.998228512828831e-08
1929,2.2280812750352652e-09,1.1586022341525393e-07
1930,0.0,7.24748669966857e-08
1931,1.1405356659111021e-09,9.124285682560185e-08
1932,1.0959536611565568e-09,6.794912676966192e-08
1933,0.0,7.570637361453691e-08
1934,0.0,1.0184342968955207e-07
1935,0.0,9.81399308486175e-08
1936,1.2124714565686645e-09,7.759817455266216e-08
1937,0.0,8.8137825371426e-08
1938,0.0,9.464606409714804e-08
1939,0.0,5.505858258203489e-08
1940,0.0,9.128818589942966e-08
1941,5.9030051957620344e-09,7.673907065353092e-08
1942,0.0,1.0619741419581885e-07
1943,0.0,1.0451646659248581e-07
1944,0.0,6.42637232317611e-08
1945,2.178504043826024e-09,1.1763921570207003e-07
1946,0.0,1.1136883681928111e-07
1947,0.0,1.1563244628476355e-07
1948,0.0,7.93647836339062e-08
1949,0.0,8.442627486004994e-08
1950,0.0,9.890886532026855e-08
1951,0.0,1.1407699851417874e-07
1952,1.0544803918932644e-09,7.275914870596978e-08
1953,0.0,8.942276741308319e-08
1954,1.9545072227344917e-09,1.1824768830770438e-07
1955,0.0,1.051188096568012e-07
1956,8.72114158667614e-10,9.854889815308354e-08
1957,0.0,8.39328613833068e-08
1958,1.6544486891589827e-09,9.182190474632534e-08
1959,7.750747821333448e-10,8.293299913475494e-08
1960,2.7683333403416555e-09,1.1142542000186495e-07
1961,0.0,7.990382860922907e-08
1962,6.341956404476434e-10,1.0400808775345993e-07
1963,0.0,9.052474525539367e-08
1964,6.083968329129164e-10,9.551830604248579e-08
1965,1.6416130677043839e-09,7.770301335696672e-08
1966,2.769537488234164e-09,8.973301246495424e-08
1967,4.930335584241163e-10,1.0994648325102219e-07
1968,1.3474247273492779e-09,1.0240427880670033e-07
1969,9.083515606356229e-10,7.266812707129588e-08
1970,3.219107425067591e-09,8.277705201842345e-08
1971,5.138397485282553e-10,7.450675987286104e-08
1972,0.0,7.849124833425591e-08
1973,1.102640756478479e-09,7.553089265144308e-08
1974,5.625571675160757e-10,5.45680457486597e-08
1975,1.1422960355389478e-09,6.05416885512966e-08
1976,1.142705374768127e-09,6.799096707865715e-08
1977,5.876781838942691e-10,6.817067221831508e-08
1978,0.0,8.376233839868519e-08
1979,5.851973350345929e-10,8.134242945878611e-08
1980,1.7055452605774235e-09,7.731804818611465e-08
1981,1.2651099057237047e-09,5.503228156511497e-08
1982,1.2415004579935385e-09,6.642027194914135e-08
1983,6.315316047889041e-10,6.378468986323327e-08
1984,5.799008495621649e-10,6.668859653391479e-08
1985,6.015558051686298e-10,9.143648127540871e-08
1986,0.0,8.512169064056607e-08
1987,6.110816852533674e-10,7.699628962187788e-08
1988,0.0,8.455140898533386e-08
1989,5.488122178931576e-10,7.848014915712298e-08
1990,1.089730194969718e-09,8.227462888754644e-08
1991,0.0,9.612802842617896e-08
1992,0.0,8.154717678898749e-08
1993,5.539207426075166e-10,8.807339568761563e-08
1994,1.0549853213248639e-09,9.125623229300217e-08
1995,1.0844901643380922e-09,7.537206947461073e-08
1996,0.0,8.807852136527572e-08
1997,0.0,7.767729104379839e-08
1998,0.0,9.631621333827667e-08
1999,4.570201161957499e-10,8.500574449898934e-08
2000,0.0,5.875982056480211e-08
2001,1.3143635069212678e-09,7.623308168058784e-08
2002,1.3143663935011318e-09,8.806254964133231e-08
2003,2.083461403401543e-09,7.958823000642212e-08
2004,4.404791253964646e-10,8.325055667057768e-08
2005,0.0,9.0525368645622e-08
2006,8.235779835885637e-10,8.071064300230191e-08
2007,3.994479469415779e-10,8.628075764960386e-08
2008,0.0,8.770325585216732e-08
2009,0.0,8.5827462248389e-08
2010,9.447586046817946e-10,9.872727257942415e-08
2011,3.82397197240536e-10,1.0133525529809617e-07
2012,1.0212758416727752e-09,1.2255309789210855e-07
2013,5.578250084070646e-10,1.2746302113786356e-07
2014,1.9489005964601347e-09,1.5721131330082017e-07
2015,2.881548111233201e-09,1.3587606506604288e-07
2016,1.86420612280358e-09,1.387797839424998e-07
2017,5.031222660711876e-10,1.2628369017164687e-07
2018,7.744400121190154e-10,1.3191294279124577e-07
2019,1.2754939326953263e-09,1.2805959109796206e-07
