year,ton_DET an_NOUN,ton_DET banc_NOUN
1800,0.0,0.0
1801,0.0,2.3811825844433088e-09
1802,0.0,0.0
1803,1.950339223455444e-09,0.0
1804,7.4155526164076946e-09,0.0
1805,2.842877711017877e-09,5.685755422035754e-09
1806,0.0,0.0
1807,5.693910232196231e-09,2.8469551160981155e-09
1808,0.0,0.0
1809,0.0,6.7770917766551975e-09
1810,2.3401267590372754e-09,0.0
1811,2.5070767684098882e-09,2.5070767684098882e-09
1812,0.0,0.0
1813,2.8757416448144113e-09,0.0
1814,0.0,1.5733386149463513e-08
1815,0.0,5.394447111228828e-09
1816,6.952811659743929e-09,0.0
1817,0.0,0.0
1818,1.1921177378582115e-09,1.1921177378582115e-09
1819,1.035105001712111e-09,1.035105001712111e-09
1820,1.1866481131050932e-09,1.1866481131050932e-09
1821,1.97229765852569e-09,1.1833785507064931e-08
1822,3.0076847679083585e-09,0.0
1823,1.9765373782121287e-09,0.0
1824,2.5263338088166165e-09,4.210556348027694e-09
1825,0.0,2.641632912414593e-09
1826,8.807984341885344e-10,0.0
1827,0.0,0.0
1828,2.7516903755575584e-09,1.8344602503717056e-09
1829,0.0,1.714635211591542e-09
1830,2.0873671680021744e-09,3.1310507520032616e-09
1831,0.0,1.5591206103948707e-09
1832,1.3529969367098715e-09,9.470978667991403e-09
1833,1.1583628500844156e-09,2.89590715851773e-08
1834,9.334530925997342e-10,2.240287422239362e-08
1835,2.2689263801112247e-09,5.294161553592858e-09
1836,1.3441500135158435e-09,0.0
1837,2.087367279024477e-09,3.478945576063097e-09
1838,1.8936485712828244e-09,5.049729523420865e-09
1839,2.7965900706306e-09,2.0974426639952526e-09
1840,6.369688665408546e-10,5.095750932326837e-09
1841,6.420548537278137e-10,5.1364388298225094e-09
1842,2.683306021822318e-09,3.3541325272778977e-09
1843,2.3627644285539873e-09,1.063243981747064e-08
1844,2.1954245643662773e-09,1.097712254427563e-09
1845,1.2834524554250493e-08,2.7901139176833567e-09
1846,1.1709002656346001e-09,4.0981511517657054e-09
1847,5.393223645455691e-10,2.6966118227278457e-09
1848,1.6090443422100975e-09,4.02261068899179e-09
1849,1.6758829879393033e-09,1.005529792763582e-08
1850,1.3577992064028876e-09,3.394498016007219e-09
1851,1.9348316282474798e-09,2.579775504329973e-09
1852,1.3021090872200602e-09,1.9531636308300904e-09
1853,1.1943863675867306e-09,9.555090940693844e-09
1854,5.195664454227256e-10,2.0782657816909023e-09
1855,2.653468555990912e-09,9.021793090369101e-09
1856,1.5531567143511893e-09,9.836659486950339e-09
1857,9.763018171682347e-10,1.3180074809326925e-08
1858,9.787352039936081e-10,2.300027723833864e-08
1859,1.018434669930457e-09,5.601390462572908e-09
1860,2.746310290291376e-09,5.034902272882391e-09
1861,1.8863854922557266e-09,3.772770984511453e-09
1862,0.0,4.066187830886747e-09
1863,1.9978483867255648e-09,4.495158911765884e-09
1864,1.9178911792039344e-09,2.3973640850272204e-09
1865,1.882737743486018e-09,9.88437331983505e-09
1866,0.0,4.865612912574591e-10
1867,1.94112459439566e-09,1.455843445796745e-09
1868,2.4699371437009177e-09,3.951899252285784e-09
1869,4.883519144627257e-10,4.8835191446272574e-09
1870,2.8670243956696595e-09,1.7202146374017957e-09
1871,4.248470908407853e-09,0.0
1872,2.4189357183956872e-09,1.5723081503438152e-08
1873,1.1972008939764578e-09,1.1972008939764578e-09
1874,5.974609140757536e-10,5.377148060148329e-09
1875,1.716458086775674e-09,1.1443054281912168e-09
1876,6.04601479992084e-10,1.209202959984168e-08
1877,0.0,3.0924081073635534e-09
1878,6.039088673581716e-10,4.831270938865373e-09
1879,1.221865053580018e-09,1.221865053580018e-09
1880,0.0,1.9253538763308597e-09
1881,6.972507571312292e-10,4.183504542787375e-09
1882,1.9966155395678697e-09,2.6621540527571597e-09
1883,1.2638677882037541e-09,6.319338829996468e-09
1884,6.601696966868076e-10,5.281357573494461e-09
1885,1.2891271383708158e-09,7.090199094506033e-09
1886,1.936039106809062e-09,1.097088819790315e-08
1887,3.917354773896875e-09,9.140494583448344e-09
1888,0.0,4.4384300679212174e-09
1889,1.8795409673089125e-09,1.8795409673089125e-09
1890,0.0,7.209825181320184e-09
1891,6.374220040683554e-10,6.3742202627281586e-09
1892,6.268512375839919e-10,1.8805537127519756e-09
1893,6.158416554491453e-10,5.542574843531156e-09
1894,0.0,6.9316934414587195e-09
1895,1.2037228991346183e-09,4.213029924926559e-09
1896,0.0,5.89702897624278e-10
1897,5.826713556089658e-10,1.1653427112179315e-09
1898,5.6583548957434e-10,6.224190496340043e-09
1899,1.1055156790007459e-09,4.4220627160029835e-09
1900,0.0,2.595526460424935e-09
1901,5.588738916095792e-10,4.470991132876634e-09
1902,4.910283846193408e-10,3.928227132465878e-09
1903,1.6200660812870638e-09,1.0800440541913758e-09
1904,1.0749250378694342e-09,1.6123875568041512e-09
1905,5.160759042333041e-10,3.096455536422127e-09
1906,1.5432553013283723e-09,4.115347562727578e-09
1907,1.5428529565042481e-09,3.599990305858114e-09
1908,4.911389073214423e-10,7.858222517143076e-09
1909,2.2003934230241384e-09,3.3005901345362076e-09
1910,2.137660271017694e-09,1.6032452032632705e-09
1911,1.5961122423746588e-09,2.6601871816467337e-09
1912,1.0418842455450772e-09,6.251305584292766e-09
1913,5.833288740930698e-09,5.30298971401777e-10
1914,2.678697486047099e-09,2.678697486047099e-09
1915,3.534228465440492e-09,1.1780761921542648e-09
1916,0.0,1.0987462051303964e-09
1917,1.0966424435210342e-09,1.096642476827725e-08
1918,2.2972752589112133e-09,6.89182577673364e-09
1919,0.0,4.603924186330488e-09
1920,1.514446346106979e-09,3.028892692213958e-09
1921,1.5145494858259667e-09,1.0601846123226011e-08
1922,7.377935484775833e-10,7.377935595798135e-09
1923,0.0,6.369568872344189e-09
1924,0.0,5.156649773851996e-09
1925,0.0,3.299453377181294e-09
1926,3.3438415369957397e-09,7.802296586589819e-09
1927,2.2298449753321847e-09,8.919379901328739e-09
1928,0.0,4.570416489713125e-09
1929,1.1140406375176326e-09,4.4561625500705304e-09
1930,0.0,1.0503603542488804e-09
1931,1.1405356659111021e-09,1.1405356659111021e-08
1932,0.0,6.575722188983946e-09
1933,1.1470662197865522e-09,3.4411986593596566e-09
1934,1.1981580172459871e-09,7.188948103475923e-09
1935,0.0,2.393656828303392e-09
1936,1.2124714565686645e-09,3.6374143697059935e-09
1937,0.0,1.2591118148108649e-09
1938,2.5930428915188486e-09,1.2965214457594243e-09
1939,0.0,3.058810094103137e-09
1940,0.0,2.5357829169792012e-09
1941,2.9515025978810172e-09,5.9030051957620344e-09
1942,0.0,1.517105907566929e-08
1943,0.0,0.0
1944,0.0,2.8918675454292497e-08
1945,0.0,4.357008087652048e-09
1946,2.7842208538686464e-09,2.7842208538686464e-09
1947,1.1920870957027319e-09,5.960435700558264e-09
1948,0.0,4.348755133776194e-09
1949,9.817008317369869e-10,2.945102384188658e-09
1950,0.0,6.381216888229346e-09
1951,0.0,1.0661401539380222e-08
1952,1.0544803918932644e-09,4.2179215675730575e-09
1953,0.0,5.386913581872932e-09
1954,9.772536113672459e-10,1.172704333640695e-08
1955,0.0,2.815682353940474e-09
1956,0.0,1.744228317335228e-09
1957,1.7670075402875796e-09,1.7670075402875796e-09
1958,3.3088973783179654e-09,4.9633461784992505e-09
1959,5.425523585955716e-09,2.325224457422337e-09
1960,6.920833350854139e-10,2.145458388724819e-08
1961,1.3896318540318475e-09,1.042223907177231e-08
1962,2.5367825617905737e-09,3.170978146727066e-09
1963,6.466053248388448e-10,5.1728423766661535e-09
1964,6.083968329129164e-10,1.2167936658258327e-09
1965,1.0944086747954884e-09,7.660860390501512e-09
1966,3.3234448526542337e-09,3.8773522170743036e-09
1967,1.9721342336964653e-09,5.916402479044791e-09
1968,1.7965663401398047e-09,1.0330256650092906e-08
1969,9.083515606356229e-10,4.995933444718048e-09
1970,4.5987250119061684e-10,4.598724956395017e-09
1971,1.0276794970565106e-09,7.707596338946132e-09
1972,1.0260293725750103e-09,5.130146973897354e-09
1973,1.102640756478479e-09,3.859242703185828e-09
1974,1.1251143350321513e-09,6.1881286761433785e-09
1975,3.4268881066168433e-09,2.2845920710778955e-09
1976,1.142705374768127e-09,2.856763492431469e-09
1977,1.7630345516828072e-09,5.876781727920388e-09
1978,1.1881182704343018e-09,5.346532105932056e-09
1979,0.0,4.096381456264453e-09
1980,1.1370301367108482e-09,2.8425752862659692e-09
1981,1.897664858585557e-09,3.1627747087981106e-09
1982,1.8622506869903077e-09,7.449002858983533e-09
1983,6.315316047889041e-10,6.315316269933646e-09
1984,1.7397025486864948e-09,2.3196033982486597e-09
1985,6.015558051686298e-10,7.820225356169885e-09
1986,1.1988970927134801e-09,8.991728250862252e-09
1987,2.4443267965246207e-09,3.0554083707556856e-09
1988,2.99827696004229e-09,1.7989661427186832e-09
1989,1.6464366536794728e-09,7.683370939481904e-09
1990,0.0,1.634595292454577e-09
1991,1.1722930404189924e-09,8.20605094986604e-09
1992,5.509944167592096e-10,3.305966445044106e-09
1993,1.6617622278225497e-09,1.661762283333701e-09
1994,1.0549853213248639e-09,8.439882459576609e-09
1995,1.0844901643380922e-09,7.591431483433553e-09
1996,0.0,6.4057106285986265e-09
1997,1.438468344439059e-09,6.233362714880286e-09
1998,1.43043876743576e-09,3.814503379828693e-09
1999,2.7421207526856506e-09,4.570201106446348e-09
2000,4.4180314962005696e-10,5.3016375733960786e-09
2001,3.0668482198237257e-09,6.1336963841363e-09
2002,4.38122149670761e-10,4.381221607729913e-09
2003,8.333845835650777e-10,5.000307723435071e-09
2004,4.404791253964646e-10,2.642874807889939e-09
2005,9.007499190971657e-10,8.557123898356167e-09
2006,0.0,6.1768350434476815e-09
2007,0.0,7.1900631282151295e-09
2008,8.514879357157668e-10,1.1069342775726909e-08
2009,9.53638501499654e-10,5.721831008997924e-09
2010,0.0,1.1337103700270745e-08
2011,1.1471915639660324e-09,9.942326933964907e-09
2012,3.404252713057332e-10,1.6680838738070136e-08
2013,0.0,1.4782362500742607e-08
2014,3.248167693148396e-09,1.234303721731056e-08
2015,2.2165753954528356e-10,4.987294506542117e-08
2016,6.214020409345267e-10,1.9263462075480575e-08
2017,7.54683426862357e-10,1.6854596524007448e-08
2018,2.5814667070633845e-10,1.987729447705533e-08
2019,0.0,5.6121730707126005e-08
