year,mon_DET art_NOUN,mon_DET bar_NOUN
1901,1.8666387813226493e-07,0.0
1902,1.58111137738004e-07,0.0
1903,1.8684762626008933e-07,0.0
1904,2.6335663871890347e-07,0.0
1905,2.8590605971601235e-07,0.0
1906,2.2274319366744066e-07,0.0
1907,2.437707724567417e-07,2.057137349353866e-09
1908,2.971390353767589e-07,4.911389073214423e-10
1909,2.9870340279014584e-07,5.500983557560346e-10
1910,2.581224720632491e-07,3.2064905175488434e-09
1911,2.5803814596159214e-07,0.0
1912,2.8599722057265353e-07,0.0
1913,2.7893726706196276e-07,0.0
1914,2.6586072987555553e-07,0.0
1915,1.5786220675106932e-07,1.1780761921542648e-09
1916,1.6481193565454078e-07,2.197492410260793e-09
1917,1.4037023632340606e-07,0.0
1918,2.51551639074421e-07,0.0
1919,2.64265241689543e-07,0.0
1920,2.536697554234024e-07,7.572231730534895e-10
1921,3.7030735988707875e-07,0.0
1922,3.6373221234953235e-07,2.2133805899215986e-09
1923,4.235763229054612e-07,6.369568872344189e-09
1924,4.4733937354379805e-07,0.0
1925,3.629398790394589e-07,0.0
1926,3.722810362205564e-07,4.458455493683289e-09
1927,3.9245271787891056e-07,3.344767462998277e-09
1928,3.1535873912247325e-07,3.4278123672848437e-09
1929,3.364402623162732e-07,0.0
1930,2.804462209127223e-07,5.2518016602221e-09
1931,3.0110140603056834e-07,0.0
1932,2.88235798784342e-07,1.0959536611565568e-09
1933,2.1794257887286506e-07,5.735331098932761e-09
1934,2.3963160522555427e-07,8.38710612072191e-09
1935,1.9987034249879798e-07,2.393656828303392e-09
1936,3.0311786458625534e-07,6.0623572828433225e-09
1937,2.568588080009704e-07,7.554670999887492e-09
1938,3.020894894234516e-07,6.4826072287971215e-09
1939,2.278813466816132e-07,3.058810094103137e-09
1940,2.053984160532707e-07,0.0
1941,1.8299316550951517e-07,0.0
1942,4.3996070075991156e-07,0.0
1943,3.8613026998035593e-07,0.0
1944,4.177142063355177e-07,3.2131861615880553e-09
1945,2.614204905881934e-07,6.535512131478072e-09
1946,4.5661221825810117e-07,0.0
1947,3.623944859754147e-07,2.3841741914054637e-09
1948,3.652954343458248e-07,4.348755133776194e-09
1949,3.0236385217818906e-07,8.835307596655184e-09
1950,3.254420715137485e-07,2.8715476663165873e-08
1951,2.2495557194801563e-07,1.1727541826545007e-08
1952,3.026358683655417e-07,1.3708244650523227e-08
1953,2.6503616012973907e-07,4.30953106533849e-09
1954,3.11743910685891e-07,1.9545072227344917e-09
1955,2.9189238981430776e-07,6.569925492527773e-09
1956,2.607621301109475e-07,8.72114114258693e-09
1957,2.791871915874822e-07,4.4175189062301e-09
1958,3.788687443773142e-07,1.8198935525237658e-08
1959,3.115800715214334e-07,1.3176270963199954e-08
1960,3.820300129575571e-07,1.245750003153745e-08
1961,3.1544643341874234e-07,6.948159436692691e-09
1962,2.9743776686075307e-07,4.4393695941558065e-09
1963,3.4787365787991575e-07,1.0992290300215757e-08
1964,2.7864575669056535e-07,1.1559539714323108e-08
1965,3.3105863650462197e-07,9.3024736802505e-09
1966,2.547974329303315e-07,8.308612131635584e-09
1967,3.32797643665117e-07,1.2325838516513699e-08
1968,4.486924316537966e-07,1.167768146070891e-08
1969,3.024810566465419e-07,9.083515273289322e-09
1970,3.021362200428257e-07,8.277704743875347e-09
1971,3.858936494793852e-07,6.6799168418896215e-09
1972,3.175560800983135e-07,8.721249444842982e-09
1973,2.651851085389012e-07,9.372446596600525e-09
1974,1.9576989629399577e-07,5.063014618666983e-09
1975,2.2103428554132165e-07,6.8537762132336866e-09
1976,2.3768272416901937e-07,9.14164316467847e-09
1977,2.4917554330983194e-07,1.2928919657095861e-08
1978,3.1485134366349143e-07,7.128709622605811e-09
1979,2.633388045403251e-07,6.43717057435822e-09
1980,2.9051119554424076e-07,1.8760996756128634e-08
1981,2.0178503468137876e-07,6.958104536991527e-09
1982,2.5388684132821027e-07,6.828252407942159e-09
1983,2.1787839887821292e-07,1.5156757848799884e-08
1984,2.783523997962334e-07,2.3775934110403796e-08
1985,2.5927055524732623e-07,1.0226448687866707e-08
1986,2.9372979781783215e-07,1.5585661983230636e-08
1987,2.9454136196704894e-07,2.261002229886344e-08
1988,2.968294241512126e-07,1.0194141530917022e-08
1989,2.612346099439833e-07,8.232183157375061e-09
1990,2.1522171467225348e-07,1.1442167435760098e-08
1991,2.9776243160029026e-07,5.8614650910726596e-09
1992,3.0910786819049463e-07,1.1570882918476855e-08
1993,2.6975940770057605e-07,1.4401939474328884e-08
1994,2.600538779873318e-07,1.0549853435293244e-08
1995,2.808829542289004e-07,1.7894087989134277e-08
1996,2.717088918302579e-07,9.60856638698715e-09
1997,2.3111391556085437e-07,1.0069278411073412e-08
1998,2.884718135476305e-07,1.3350762273489636e-08
1999,2.4084960426051794e-07,5.941261538300324e-09
2000,2.845212327962088e-07,2.0764748032142677e-08
2001,2.655014377239695e-07,9.200544492937723e-09
2002,2.7251198098099394e-07,1.0514931481075962e-08
2003,3.4043759544744034e-07,1.7084384795751362e-08
2004,3.1274018574833917e-07,1.7178685862706544e-08
2005,2.9904896070576115e-07,1.3060873493841996e-08
2006,3.6731578312299007e-07,1.5647981577160408e-08
2007,2.9319479377676316e-07,2.476577201648844e-08
2008,3.039811904415046e-07,2.59703815674861e-08
2009,3.037338682787549e-07,2.9085974073694842e-08
2010,2.8909613192240613e-07,5.243410106103852e-08
2011,2.9826981240432815e-07,6.653711112636351e-08
2012,3.516593185537431e-07,7.489356024237281e-08
2013,4.144639937919692e-07,6.777574040883749e-08
2014,4.592909359502073e-07,9.073215452570782e-08
2015,3.936637762436135e-07,8.511649483844419e-08
2016,4.3870981514260166e-07,8.823908692612292e-08
2017,3.5470120884895096e-07,1.4213203738955293e-07
2018,4.210372130941664e-07,1.3423626976649672e-07
2019,4.497391330460232e-07,1.2015152001110252e-07
