year,en_ADP arts_NOUN,en_ADP bars_NOUN
1800,5.345079756580162e-08,0.0
1801,6.42919282256571e-08,1.1905912700171939e-08
1802,9.398928568771225e-08,0.0
1803,7.80135707145746e-08,0.0
1804,6.921182560404304e-08,0.0
1805,2.558589917711629e-08,0.0
1806,4.8988375134229045e-08,0.0
1807,4.27043254092041e-08,0.0
1808,4.5321479902327155e-09,0.0
1809,1.581321384946932e-08,0.0
1810,5.616304221689461e-08,2.3401267590372754e-09
1811,3.7606150637969904e-08,0.0
1812,5.06769564090348e-08,0.0
1813,4.3136123117903935e-08,0.0
1814,9.440030979135372e-09,0.0
1815,2.6972236000233352e-08,0.0
1816,8.57513455798653e-08,2.3176038865813098e-09
1817,2.1796228488746294e-08,0.0
1818,4.4108355412575406e-08,0.0
1819,9.212434237682032e-08,2.070210003424222e-09
1820,3.44127952800477e-08,0.0
1821,7.001656854299654e-08,0.0
1822,3.308453244699194e-08,0.0
1823,6.32491954366543e-08,0.0
1824,3.1158117863583357e-08,8.421112696055388e-10
1825,4.3146671568905504e-08,0.0
1826,8.807984186454121e-08,0.0
1827,3.686909327837995e-08,0.0
1828,3.3937512911030865e-08,0.0
1829,3.686465693819585e-08,0.0
1830,3.131050774207722e-08,0.0
1831,3.741889442743229e-08,0.0
1832,5.276688019861808e-08,1.3529969367098715e-09
1833,4.51761508202253e-08,0.0
1834,2.4269779741459274e-08,0.0
1835,3.932805725526123e-08,0.0
1836,6.922372786100084e-08,0.0
1837,3.89641890974346e-08,0.0
1838,4.102905393210676e-08,0.0
1839,2.8665047335785232e-08,6.9914751765765e-10
1840,5.8601136720959346e-08,0.0
1841,3.2102741354123054e-08,0.0
1842,4.9641161403712886e-08,0.0
1843,4.075768533784441e-08,0.0
1844,5.1592476069117765e-08,5.488561272137815e-10
1845,1.3392547348889394e-08,0.0
1846,3.981060747726417e-08,0.0
1847,1.5101026207275936e-08,5.393223645455691e-10
1848,2.735375304041554e-08,8.045221711050488e-10
1849,3.26797175986826e-08,0.0
1850,3.6660578572877967e-08,0.0
1851,2.3217978650791338e-08,0.0
1852,4.9480144648228475e-08,6.510545436100301e-10
1853,2.926246556178569e-08,5.971931837933653e-10
1854,4.0006617019194834e-08,5.195664454227256e-10
1855,1.0083180512765466e-08,0.0
1856,2.0708756043319454e-08,5.177189232874468e-10
1857,1.3668224996266076e-08,1.4644527812635033e-09
1858,4.8447393652395476e-08,1.468102750479261e-09
1859,3.5645212559387573e-08,0.0
1860,3.249800525906288e-08,4.577183909670879e-10
1861,3.301174633651982e-08,0.0
1862,5.0149648683772696e-08,9.035972525772706e-10
1863,3.9457503930862003e-08,0.0
1864,1.726102105692462e-08,0.0
1865,3.4830647810402127e-08,4.706844358715045e-10
1866,2.7733993435141713e-08,0.0
1867,1.5043715606566366e-08,0.0
1868,1.778354707937524e-08,0.0
1869,1.12320943657096e-08,0.0
1870,2.5803219116937726e-08,5.734048791339319e-10
1871,1.1683294776076991e-08,1.0621177271019633e-09
1872,1.8746751706544273e-08,6.047339295989218e-10
1873,5.566984079274917e-08,0.0
1874,2.031367180022059e-08,3.584765484454522e-09
1875,1.3731665304828056e-08,0.0
1876,6.16693476285235e-08,0.0
1877,2.1028374708187414e-08,0.0
1878,2.5364172762110115e-08,0.0
1879,1.7717042943843353e-08,0.0
1880,2.7596738449986447e-08,0.0
1881,1.2550513517339823e-08,0.0
1882,2.5290463057103807e-08,0.0
1883,2.7805092117638708e-08,0.0
1884,1.914492120391742e-08,0.0
1885,3.931837805337679e-08,0.0
1886,4.130216729736347e-08,6.453463874400711e-10
1887,4.178511875396751e-08,0.0
1888,2.1558089979833994e-08,0.0
1889,2.6940088715399213e-08,6.265136742733546e-10
1890,4.194807196045147e-08,0.0
1891,5.0993758771156195e-08,2.549687905251119e-09
1892,4.701384459515623e-08,0.0
1893,2.5249507429325746e-08,6.158416554491453e-10
1894,2.9617235108858608e-08,0.0
1895,4.6343330728504384e-08,0.0
1896,5.071444997284402e-08,0.0
1897,2.4472196047398143e-08,0.0
1898,3.734514275599565e-08,0.0
1899,3.59292577911674e-08,0.0
1900,3.9971108201086736e-08,5.191053142894475e-10
1901,3.297355899434251e-08,5.588738916095792e-10
1902,3.731815834129293e-08,2.9461704187383475e-09
1903,4.104167294904926e-08,5.400220270956879e-10
1904,5.159640092955442e-08,8.061937784020756e-09
1905,2.3223415412942927e-08,4.6446830825885854e-09
1906,5.452835516450705e-08,5.144184522798412e-10
1907,2.2114226339020604e-08,5.142843373384665e-10
1908,5.549869519505535e-08,0.0
1909,3.6306490647231016e-08,1.1001967115120692e-09
1910,3.42025641142385e-08,5.344150677544235e-10
1911,5.32037401912433e-08,1.0640748282497725e-09
1912,6.355493675780366e-08,1.0418842455450772e-09
1913,2.0681660051202755e-08,4.242391771214216e-09
1914,5.0895253012051e-08,4.68772043404897e-09
1915,1.8849218963445935e-08,3.062998121805549e-08
1916,4.944358011904626e-08,1.648119329900055e-08
1917,3.728584374584898e-08,8.773139548168274e-09
