year,bien_ADV aux_ADP,bien_ADV beaux_ADJ
1865,2.0766597117471974e-06,4.6597758540656287e-08
1866,2.1471948912221706e-06,2.432806489593986e-08
1867,2.0920469978591427e-06,2.8631587767335986e-08
1868,2.1730506887251977e-06,4.989272639477349e-08
1869,2.150213504137355e-06,3.369628132077196e-08
1870,2.1783650936413324e-06,1.77755516972411e-08
1871,2.387640734013985e-06,1.3807530230280918e-08
1872,2.288917812620639e-06,3.5679303067581714e-08
1873,2.1974622086418094e-06,3.6514627765882324e-08
1874,2.321135752936243e-06,2.3898437007119355e-08
1875,2.4419477995252237e-06,3.432916173551348e-08
1876,2.2642325347987935e-06,5.38095328295185e-08
1877,2.4374360236834036e-06,3.7727378554563984e-08
1878,2.388459506619256e-06,3.563062378475479e-08
1879,2.306881242475356e-06,2.3215435684953434e-08
1880,2.3861553017923143e-06,3.3372799634889816e-08
1881,2.4522310013708193e-06,1.8128519130300447e-08
1882,2.3819623038434656e-06,4.791877472598571e-08
1883,2.4310497792612296e-06,1.4534479397809719e-08
1884,2.4459286578348838e-06,2.8387297845711146e-08
1885,2.507996896383702e-06,3.222817923642651e-08
1886,2.48329297392047e-06,1.2906927970846027e-08
1887,2.575007783889305e-06,3.0685946228459215e-08
1888,2.6307209282094846e-06,4.1213995549682636e-08
1889,2.64075515588047e-06,4.197641673142627e-08
1890,2.6820548555406276e-06,2.6217545467943637e-08
1891,2.8958081657037837e-06,1.6572972327821844e-08
1892,2.8145620944997063e-06,3.07157106416156e-08
1893,2.952344857476419e-06,3.7566341148931315e-08
1894,2.966764668599353e-06,2.2685540557176864e-08
1895,2.862453129637288e-06,3.009307292245467e-08
1896,2.7993196454190183e-06,4.3048309805726603e-08
1897,2.826538775480003e-06,3.903898004864459e-08
1898,3.002888888659072e-06,2.6594268121016285e-08
1899,2.6532375159149524e-06,2.1557555740514545e-08
1900,2.937097860922222e-06,2.3359739587114348e-08
1901,2.9843865831935545e-06,2.235495522029396e-08
1902,3.038974682567641e-06,2.0623192042990013e-08
1903,2.926379465861828e-06,3.834156458992766e-08
1904,3.02967623611039e-06,1.1824175416563776e-08
1905,2.9927241484983824e-06,2.735202270232051e-08
1906,3.0278670237748884e-06,2.983626978814158e-08
1907,2.9540492505475413e-06,2.2114226339020604e-08
1908,2.8682511583610903e-06,1.4243028090277221e-08
1909,3.0172893730195938e-06,2.1453835763463047e-08
1910,2.9002706014580326e-06,2.8858414324872683e-08
1911,2.87513012153795e-06,1.8621308939259507e-08
1912,2.84226030089485e-06,1.77120316191548e-08
1913,3.075733957302873e-06,2.4393753017548647e-08
1914,2.7001269700122066e-06,1.1384464038144415e-08
1915,2.7555201995710377e-06,4.712304768617059e-09
1916,2.8973936423426494e-06,2.8567401111345703e-08
1917,2.914875722126453e-06,2.1932848426331475e-08
1918,2.9003099371038843e-06,1.2635013924011673e-08
1919,2.8176016257930314e-06,3.9593746947730324e-08
1920,2.951655915239826e-06,2.3473917920568965e-08
1921,2.96927419185522e-06,2.3475516641724425e-08
1922,3.0065086775721284e-06,1.623145884366295e-08
1923,2.5499507501081098e-06,3.92790080461225e-08
1924,2.7755668270401657e-06,3.609654797287476e-08
1925,2.5383794763911283e-06,3.959344141435395e-08
1926,2.8043684778822353e-06,2.452150482668003e-08
1927,2.7036869596486213e-06,2.3413372574054847e-08
1928,2.5925687623384874e-06,3.313552099371009e-08
1929,2.708232841541758e-06,4.0105462062456354e-08
1930,2.642706704136799e-06,3.676261073337628e-08
1931,2.75211255029717e-06,1.3686427990933225e-08
1932,2.7453638722363394e-06,7.6716757391182e-09
1933,2.7644296096696053e-06,2.6382522833046096e-08
1934,2.906731424445752e-06,2.516131836216573e-08
1935,2.9310328955034493e-06,2.39365673948555e-08
1936,2.800809170366847e-06,3.516167046413443e-08
1937,2.7776006845670054e-06,2.2664012888640173e-08
1938,2.9431037091853796e-06,2.9819993585533666e-08
1939,2.7697524274117313e-06,1.5294050470515685e-08
1940,2.6575005449558375e-06,2.028626333583361e-08
1941,2.626837385832914e-06,2.3612020783048138e-08
1942,2.6822431209438946e-06,1.8205270180260413e-08
1943,2.9438804176606936e-06,2.0322646676618206e-08
1944,2.7504872832651017e-06,2.8918675454292497e-08
1945,2.544492645029095e-06,3.485606470121638e-08
1946,2.483524895069422e-06,2.227376683094917e-08
1947,2.5868289412755985e-06,2.7418003867296648e-08
1948,2.8169060897198506e-06,2.3918154123947488e-08
1949,2.637830220919568e-06,1.3743811422273211e-08
1950,2.859848791558761e-06,8.508289184305795e-09
1951,2.808213139360305e-06,2.1322803078760444e-08
1952,2.912474883487448e-06,9.490323193972472e-09
1953,2.9498739877453772e-06,2.2625037843226892e-08
1954,2.828172000590712e-06,2.5408594339637602e-08
1955,2.8691802071989514e-06,1.407841132561316e-08
1956,2.949490180981229e-06,2.1802854632824165e-08
1957,2.815726475091651e-06,3.0922631566454584e-08
1958,2.987107109220233e-06,1.0753916868111446e-08
1959,2.9344330414460273e-06,1.705164542897819e-08
1960,2.6742100089904852e-06,1.2457499920515147e-08
1961,2.932818006229354e-06,2.292892631317045e-08
1962,2.8107551770517603e-06,1.6489087428794846e-08
1963,2.8437702894734684e-06,2.651081842941494e-08
1964,2.768205604297691e-06,1.7643507765896516e-08
1965,2.725624881350086e-06,2.2982582947861374e-08
1966,2.745719257291057e-06,1.4401594583546284e-08
1967,2.759508788585663e-06,2.021437595089992e-08
1968,2.6503844310354907e-06,1.8414805680322388e-08
1969,2.5847143660939764e-06,1.090021850558287e-08
1970,2.616674464661628e-06,2.115413444414571e-08
1971,2.640622369654011e-06,2.1067429134546956e-08
1972,2.6630591491993982e-06,2.1033601527165047e-08
1973,2.6860329853661824e-06,1.7642252103655665e-08
1974,2.6175785023951903e-06,6.750685843659454e-09
1975,2.6381326279079076e-06,1.8847885030481848e-08
1976,2.679644012459903e-06,1.2569759455516305e-08
1977,2.52995459959493e-06,3.0559267116814226e-08
1978,2.499206857464742e-06,2.9108898402796513e-08
1979,2.584231424407335e-06,1.9311512389208474e-08
1980,2.5475160327914637e-06,2.1603572264439208e-08
1981,2.680767920537619e-06,1.5181318924195608e-08
1982,2.7908929496334167e-06,1.4277254933858785e-08
1983,2.634749762364663e-06,2.0209011353244932e-08
1984,2.5040119453478837e-06,8.69851302098823e-09
1985,2.611353693282581e-06,1.564045071233977e-08
1986,2.472725327606895e-06,1.1389522214244607e-08
1987,2.6899815566139296e-06,2.1998941002188133e-08
1988,2.628889205880114e-06,1.3792074149421296e-08
1989,2.5036813440237893e-06,2.2501300045441042e-08
1990,2.5695837848616065e-06,2.179460345530515e-08
1991,2.48819196713157e-06,1.8756689534882298e-08
1992,2.524105411794153e-06,1.1570882918476855e-08
1993,2.4843345727276755e-06,1.883330469354405e-08
1994,2.614253617139184e-06,1.7407257801860254e-08
1995,2.5035456019395497e-06,2.0063068539855067e-08
1996,2.5425333660678007e-06,1.1209993822092201e-08
1997,2.483275920894812e-06,1.5343662784772505e-08
1998,2.5175722839776427e-06,1.954932926651054e-08
1999,2.4007267711567692e-06,1.0511462811280126e-08
2000,2.4241737719421508e-06,1.1045078629479121e-08
2001,2.477575208104099e-06,1.6648605327684862e-08
2002,2.3860131932451623e-06,1.5334276071143904e-08
2003,2.3630620944459224e-06,2.0417921575699438e-08
2004,2.4768141884123906e-06,1.0571499231559756e-08
2005,2.4883215701265726e-06,1.5312748402607212e-08
2006,2.459203869875637e-06,1.3589036729211301e-08
2007,2.3303794023377122e-06,2.0371845016464718e-08
2008,2.418651547486661e-06,1.6178270362265934e-08
2009,2.2977919797995128e-06,1.1443662017995848e-08
2010,2.2523045117850415e-06,1.2281861583307574e-08
2011,2.400689709247672e-06,1.4913490858914358e-08
2012,2.1514877062145388e-06,1.5659562535574878e-08
2013,2.030204086622689e-06,2.0639525644128298e-08
2014,1.8765747427096358e-06,2.2953719258644867e-08
2015,1.9051465187658323e-06,2.6377247774878043e-08
2016,1.927174707816448e-06,2.2991875209266155e-08
2017,1.753381070557225e-06,1.6854595330517697e-08
2018,1.7368107592119486e-06,2.9428720182966828e-08
2019,1.7563551182320225e-06,3.316284108434431e-08
