year,en_ADP honneur_NOUN,en_ADP bonheur_NOUN
1926,3.494314341878635e-06,6.910605776511147e-08
1927,3.4428805975039722e-06,9.588333527155157e-08
1928,3.34782998834271e-06,6.055801549109674e-08
1929,3.3265253023273544e-06,5.3473951044935575e-08
1930,3.689915956783807e-06,7.667630907981504e-08
1931,3.38625045515073e-06,4.5621426636444085e-08
1932,3.1245638183463598e-06,4.493409921924041e-08
1933,3.1177260098047554e-06,5.6206243215228824e-08
1934,3.2110635856952285e-06,5.99079026386562e-08
1935,3.4073705137416255e-06,6.702239119249498e-08
1936,3.227599108868162e-06,4.001155939903356e-08
1937,3.0495687042275677e-06,4.280980192561401e-08
1938,3.2426000871055294e-06,3.1116513810047763e-08
1939,3.1597508041159017e-06,4.282334131744392e-08
1940,3.1291560844692867e-06,3.803674530900025e-08
1941,3.417839934627409e-06,3.836953510472085e-08
1942,3.091861799475737e-06,3.6410540360520827e-08
1943,3.3532367069710745e-06,5.8064703267746154e-08
1944,3.2356783776776865e-06,7.390327994016843e-08
1945,2.9213738343969453e-06,6.317661416233022e-08
1946,2.962410917461966e-06,7.238973864787113e-08
1947,2.8145175292593194e-06,7.510148947176276e-08
1948,2.940845661214553e-06,4.67491183542279e-08
1949,2.6015072762675118e-06,7.951776836989666e-08
1950,2.79497294286557e-06,6.912985250906445e-08
1951,2.7836920253321296e-06,1.0021717855579482e-07
1952,2.4200323878176278e-06,5.166953798152463e-08
1953,2.552319756432553e-06,3.2321481602259894e-08
1954,2.365931095482665e-06,3.9090146231046674e-08
1955,2.5707179247547174e-06,4.974372203037092e-08
1956,2.4052908429439412e-06,4.273359266449006e-08
1957,2.4234509510279167e-06,6.007825703591152e-08
1958,2.1375476535467897e-06,6.121459961150322e-08
1959,2.2849203560326714e-06,5.348016074435691e-08
1960,2.3129425699153217e-06,4.9137916846575536e-08
1961,2.405452733000857e-06,6.600751589758147e-08
1962,2.340181936233421e-06,7.800606316443748e-08
1963,2.1603084405796835e-06,6.918677142309093e-08
1964,2.0356958430056693e-06,8.15251758323754e-08
1965,2.367753268117667e-06,6.019247678068496e-08
1966,2.1995665520080365e-06,7.2561876063304e-08
1967,2.1708267468056874e-06,7.592716855242543e-08
1968,2.322062073289999e-06,5.659183821560276e-08
1969,1.9525016341503942e-06,5.5409444144061126e-08
1970,1.9195078948541777e-06,5.978342665358127e-08
1971,1.8729458588495618e-06,7.142372804302966e-08
1972,1.7878561493489542e-06,4.2580218462262565e-08
1973,1.5900079688435653e-06,5.623467913551394e-08
1974,1.5790980114616104e-06,5.6818272753389465e-08
1975,1.4969789390306687e-06,4.11226563912237e-08
1976,1.403242208652955e-06,5.1421743085811045e-08
1977,1.6296315834551933e-06,5.230335986539103e-08
1978,1.4726725794389495e-06,4.811879095178995e-08
1979,1.3869176882508327e-06,6.612730063526584e-08
1980,1.2928032901982078e-06,4.43441763309238e-08
1981,1.373276859339967e-06,4.99718417756867e-08
1982,1.2744002333420212e-06,5.648827183790672e-08
1983,1.1917001074834843e-06,5.3048656467602484e-08
1984,1.1650207625280018e-06,4.755186822080759e-08
1985,1.2446189430193044e-06,4.090579608373446e-08
1986,1.1377533155609854e-06,4.675698678235918e-08
1987,1.0736705462477403e-06,6.049708867195136e-08
1988,1.0793796718644444e-06,5.816657017154725e-08
1989,1.0235347644993453e-06,4.225854088879544e-08
1990,1.0913647656707326e-06,6.374921884821916e-08
1991,9.806230991671328e-07,5.978694161967724e-08
1992,1.018788680084981e-06,5.840540900914348e-08
1993,1.0142289283976424e-06,9.139692025428303e-08
1994,9.684765700512799e-07,3.9034457444131476e-08
1995,9.353727818961488e-07,5.368226396740283e-08
1996,7.948419238346105e-07,6.032043842196799e-08
1997,7.523189538005681e-07,4.4592519121700036e-08
1998,8.210718647205795e-07,7.438281679483794e-08
1999,7.85617601195554e-07,4.7530093305603316e-08
2000,8.142432079694117e-07,6.096883709005851e-08
2001,7.491872224818508e-07,6.878502850637958e-08
2002,7.246540576488769e-07,6.48420810378525e-08
2003,6.975428732403088e-07,7.208776670042383e-08
2004,6.611591629734903e-07,6.739330765670459e-08
2005,6.498910920527123e-07,5.4044996034008363e-08
2006,6.839815114290104e-07,6.094477100759832e-08
2007,6.227393214430776e-07,7.38978727099493e-08
2008,5.905068860556639e-07,5.960415450090295e-08
2009,6.117591055954108e-07,6.723151346754719e-08
2010,4.3789560777440784e-07,7.558068998436696e-08
2011,4.561998423469049e-07,7.418505276746146e-08
2012,4.364252106370259e-07,7.217016101401796e-08
2013,4.688519084083964e-07,6.63811784984425e-08
2014,5.859694738319376e-07,8.72674438545662e-08
2015,8.123748784782947e-07,9.28745091943739e-08
2016,9.113896339840721e-07,8.430354028754472e-08
2017,4.0928995304057025e-07,7.647458721837808e-08
2018,4.450448614079505e-07,7.563697518309098e-08
2019,6.624915158681688e-07,1.1887602996418778e-07
