year,son_DET aisé_ADJ,son_DET baiser_NOUN
1872,1.2094678591978436e-09,7.075386898591773e-08
1873,1.7958012854535355e-09,6.285304382513957e-08
1874,2.3898436563030145e-09,8.66318310421832e-08
1875,5.721527140956084e-10,8.353429836738258e-08
1876,1.209202959984168e-09,5.683253734289906e-08
1877,6.184815992682502e-10,7.421778946969937e-08
1878,1.8117265465633636e-09,7.548860514461353e-08
1879,0.0,1.0996785704264767e-07
1880,0.0,9.177519810776857e-08
1881,2.091752326904839e-09,8.715634636224934e-08
1882,1.3310770263785798e-09,1.078172404689326e-07
1883,1.2638677882037541e-09,1.522960717537103e-07
1884,6.601696966868076e-10,1.7164412469128365e-07
1885,6.445635691854079e-10,1.308464065985504e-07
1886,2.5813855497602844e-09,1.0454611354404619e-07
1887,6.528924623161458e-10,1.5669419428654408e-07
1888,6.340614699951175e-10,1.9212063229190335e-07
1889,6.265136742733546e-10,1.3971254730904548e-07
1890,1.3108772956016423e-09,1.540280853973286e-07
1891,6.374220040683554e-10,1.3895800066165975e-07
1892,6.268512375839919e-10,1.6172761618804543e-07
1893,0.0,1.4410694904043453e-07
1894,6.301539290376468e-10,1.6447017703313804e-07
1895,1.2037228991346183e-09,1.6852120054977604e-07
1896,1.7691086373616827e-09,1.674756164860014e-07
1897,2.9133566670225264e-09,1.590692733088872e-07
1898,5.6583548957434e-10,1.6352645948458644e-07
1899,1.1055156790007459e-09,1.4095325262530878e-07
1900,5.191053142894475e-10,2.0400839240153346e-07
1901,5.588738916095792e-10,1.2407000316017047e-07
1902,9.820567692386817e-10,1.492726278140566e-07
1903,0.0,1.6902690092024386e-07
1904,0.0,1.950988988141944e-07
1905,0.0,1.501780912960271e-07
1906,1.5432553013283723e-09,1.7901761628635882e-07
1907,5.142843373384665e-10,1.8205666219017758e-07
1908,4.911389073214423e-10,2.352555430462644e-07
1909,5.500983557560346e-10,1.6777999700678947e-07
1910,5.344150677544235e-10,1.8330436457603128e-07
1911,5.320374141248863e-10,1.777004960956674e-07
1912,0.0,1.9847895238456204e-07
1913,1.060597942803554e-09,1.8242284838265732e-07
1914,0.0,1.7746370417626167e-07
1915,0.0,2.0851948967504086e-07
1916,0.0,1.450345021858368e-07
1917,0.0,1.6888293075112415e-07
1918,1.1486376294556067e-09,2.2168705626768315e-07
1919,9.207848372660976e-10,1.8968167392330315e-07
1920,1.514446346106979e-09,2.657853421794698e-07
1921,7.572747429129834e-10,2.6656070506447804e-07
1922,7.377935484775833e-10,2.397829028666365e-07
1923,3.1847844361720945e-09,2.66460290276882e-07
1924,0.0,2.59121657464334e-07
1925,0.0,2.7715407746597975e-07
1926,0.0,1.7945282326792267e-07
1927,0.0,2.575470841037486e-07
1928,2.2852082448565625e-09,1.9652791571900252e-07
1929,3.342121912552898e-09,1.8938690438119465e-07
1930,0.0,2.037699085022382e-07
1931,1.1405356659111021e-09,1.6537767688618032e-07
1932,0.0,1.643930485073497e-07
1933,0.0,1.6403046387836184e-07
1934,0.0,1.4377895674044794e-07
1935,0.0,1.711464614473357e-07
1936,0.0,1.2609702748633822e-07
1937,0.0,1.347249671823647e-07
1938,0.0,2.0225733976531046e-07
1939,1.5294050470515685e-09,1.804698008811556e-07
1940,0.0,1.0143131645712344e-07
1941,0.0,1.1510859865282441e-07
1942,0.0,1.1226583751522412e-07
1943,2.9032352077962287e-09,1.6548440884278648e-07
1944,0.0,1.9279117147164015e-07
1945,2.178504043826024e-09,1.6338779840197049e-07
1946,0.0,1.5730847824357852e-07
1947,1.1920870957027319e-09,1.5854758395050794e-07
1948,0.0,1.978683563663708e-07
1949,1.9634016634739737e-09,1.580538304679635e-07
1950,0.0,1.8505529109091867e-07
1951,0.0,1.3539980869836654e-07
1952,1.0544803918932644e-09,1.581720567855882e-07
1953,0.0,1.3467284531998303e-07
1954,0.0,2.1988206988510228e-07
1955,0.0,1.501697317607409e-07
1956,0.0,1.796555171296177e-07
1957,0.0,1.546131569440945e-07
1958,0.0,1.5799984787179255e-07
1959,0.0,1.24787039368357e-07
1960,6.920833350854139e-10,1.5848708123655797e-07
1961,6.948159270159238e-10,1.7092471882307336e-07
1962,6.341956404476434e-10,1.2747333055784793e-07
1963,6.466053248388448e-10,1.4095996458962645e-07
1964,0.0,1.4236485235130658e-07
1965,0.0,1.231209765251151e-07
1966,5.539074754423723e-10,1.628488002225481e-07
1967,0.0,1.6270107838778358e-07
1968,1.3474247273492779e-09,2.0840170122937707e-07
1969,0.0,1.3579856350531827e-07
1970,0.0,1.3014392141741382e-07
1971,1.541519245584766e-09,1.7110863659297593e-07
1972,0.0,1.0568102615238217e-07
1973,0.0,1.1908520125558653e-07
1974,5.625571675160757e-10,9.450960147816545e-08
1975,0.0,1.0566238639597714e-07
1976,0.0,8.341749069273874e-08
1977,0.0,8.403797835399018e-08
1978,0.0,1.009900549853171e-07
1979,0.0,1.11187491214082e-07
1980,0.0,9.607904383202026e-08
1981,0.0,1.0690178964267716e-07
1982,1.2415004579935385e-09,9.621628738187837e-08
1983,0.0,1.1872794081213556e-07
1984,0.0,1.0554195295497948e-07
1985,6.015558051686298e-10,1.1549871370419851e-07
1986,0.0,1.210886066971284e-07
1987,0.0,1.0449496645748013e-07
1988,0.0,1.1513383624262019e-07
1989,0.0,8.451708444212613e-08
1990,0.0,7.464651563537927e-08
1991,0.0,8.909427151593263e-08
1992,1.1019888335184191e-09,1.2838169816120626e-07
1993,0.0,1.2352432676721037e-07
1994,0.0,1.0708101338963161e-07
1995,0.0,9.001268086450409e-08
1996,0.0,1.0462661048649124e-07
1997,0.0,1.0404921102491471e-07
1998,0.0,9.059445460479765e-08
1999,0.0,1.0282952445095361e-07
2000,0.0,9.675488676919031e-08
2001,0.0,9.507229226102254e-08
2002,0.0,1.1829298340870764e-07
2003,0.0,9.708930193141896e-08
2004,0.0,9.60244523895426e-08
2005,0.0,1.1889899198536114e-07
2006,0.0,1.284781685484404e-07
2007,0.0,1.062930984119248e-06
2008,0.0,1.025191473047471e-06
2009,0.0,1.3474911497723951e-06
2010,0.0,1.7114302579557261e-06
2011,3.82397197240536e-10,1.5548269516330038e-06
2012,0.0,1.7181263132215463e-06
2013,0.0,2.0257415371816023e-06
2014,2.1654451842767486e-10,2.417719656477857e-06
2015,4.433150790905671e-10,2.635064873857118e-06
2016,8.285360175719347e-10,2.75695364848616e-06
2017,0.0,2.7689334842762037e-06
2018,0.0,2.914475800253058e-06
2019,0.0,2.610425781313097e-06
