year,mon_DET baiser_NOUN
1873,1.3169209722718733e-08
1874,2.150859329530519e-08
1875,2.0597497707441903e-08
1876,6.106474970124509e-08
1877,2.3502301549349625e-08
1878,2.7175898753561967e-08
1879,2.5048234486568788e-08
1880,3.7223510052086795e-08
1881,4.183504487276224e-08
1882,5.324308105514319e-08
1883,4.486730631469982e-08
1884,3.762967182296961e-08
1885,3.287274141783314e-08
1886,4.1302170350476786e-08
1887,6.006610764330844e-08
1888,5.579740891548113e-08
1889,4.510898499177074e-08
1890,3.998175834851736e-08
1891,5.8005401815108826e-08
1892,6.01777179198848e-08
1893,5.04990151917184e-08
1894,7.87692435721965e-08
1895,6.439917732414813e-08
1896,6.840553301579178e-08
1897,5.5936448806193084e-08
1898,5.488604370995631e-08
1899,8.236091986191241e-08
1900,6.540727071069341e-08
1901,6.594712065322028e-08
1902,6.039649003142245e-08
1903,6.642270822254659e-08
1904,7.25574400561868e-08
1905,6.657379425512033e-08
1906,6.584556011546283e-08
1907,5.965698424148513e-08
1908,7.759994602452025e-08
1909,6.436151078759167e-08
1910,7.428369208639651e-08
1911,7.44852393097517e-08
1912,6.303399491258688e-08
1913,7.901454557313059e-08
1914,2.745664939851622e-08
1915,6.12599633242894e-08
1916,2.4172415624690302e-08
1917,4.605898329401725e-08
1918,7.351281094969409e-08
1919,7.458357265122117e-08
1920,1.0449680054591681e-07
1921,7.421292202991481e-08
1922,8.632184744783444e-08
1923,1.157138358465204e-07
1924,9.281969237662224e-08
1925,9.348450991097934e-08
1926,1.3486826855313439e-07
1927,9.030872494264486e-08
1928,7.312666472358842e-08
1929,8.578113042112534e-08
1930,7.037414473387571e-08
1931,5.930785551555573e-08
1932,7.342889585260082e-08
1933,4.932384900513398e-08
1934,3.9539216345474415e-08
1935,5.6250936353308134e-08
1936,3.152425742669607e-08
1937,5.5400920739856474e-08
1938,5.3157377832846464e-08
1939,5.352917842316174e-08
1940,3.296517858686343e-08
1941,7.673907109762013e-08
1942,4.247896612241675e-08
1943,7.838735260889962e-08
1944,1.0282196072353145e-07
1945,7.189063477852642e-08
1946,1.1415305678497134e-07
1947,5.364392041684596e-08
1948,8.045197308348406e-08
1949,6.77373575008744e-08
1950,5.9558022513783726e-08
1951,3.1984205950408295e-08
1952,3.9015772834716245e-08
1953,6.248819872656242e-08
1954,1.074978994708431e-07
1955,4.974372291854934e-08
1956,4.7966279836941794e-08
1957,4.947621268236446e-08
1958,4.632456179765043e-08
1959,4.2629113572445476e-08
1960,5.53666663627439e-08
1961,5.4890457290568406e-08
1962,6.405375962970083e-08
1963,4.2029346225547215e-08
1964,5.353892040815822e-08
1965,5.581484163741379e-08
1966,4.818994936428567e-08
1967,6.064312696452134e-08
1968,1.226156554068325e-07
1969,5.223021637412728e-08
1970,6.530189589071256e-08
1971,7.553444580921109e-08
1972,5.6944628568089684e-08
1973,5.182411655368924e-08
1974,3.6566217165301396e-08
1975,4.1693804408993174e-08
1976,3.7137926289787515e-08
1977,4.2900508478993515e-08
1978,5.1089084518451955e-08
1979,3.979342011461995e-08
1980,3.752199551065871e-08
1981,3.036263751532431e-08
1982,2.7313009187679427e-08
1983,2.9681984869966982e-08
1984,3.943325621591498e-08
1985,4.3312019637475885e-08
1986,4.495863947795442e-08
1987,3.4831657114153813e-08
1988,2.1587593712624198e-08
1989,3.347754606863873e-08
1990,3.051244612528592e-08
1991,2.6962739596569918e-08
1992,3.801861470087431e-08
1993,3.655876756880616e-08
1994,3.323203712213285e-08
1995,2.9281234659173094e-08
1996,3.469759923824256e-08
1997,4.6989966584476406e-08
1998,3.528415759568304e-08
1999,2.5593126506961994e-08
2000,2.96008102473877e-08
2001,3.461157260797876e-08
2002,3.417352623102943e-08
2003,2.2084691853052618e-08
2004,3.6559765881349904e-08
2005,3.017512173464354e-08
2006,3.9119953720856415e-08
2007,7.070228358330155e-08
2008,6.215861914071752e-08
2009,6.770833582692148e-08
2010,1.110091396583357e-07
2011,1.0745361311848001e-07
2012,1.4195733744060135e-07
2013,1.8268768897655718e-07
2014,2.568218082643625e-07
2015,2.730820831686742e-07
2016,3.4156396111484355e-07
2017,4.286601829051051e-07
2018,4.868646215072658e-07
2019,4.908100379452662e-07
