year,ton_DET office_NOUN,ton beau - fils
1894,1.764431090123253e-08,0.0
1895,2.2870734639468537e-08,1.328391507904314e-09
1896,1.0614651768658945e-08,0.0
1897,6.409385022720926e-09,1.2883683009334845e-09
1898,1.0185038590293516e-08,0.0
1899,9.39688327150634e-09,0.0
1900,1.5054054003371675e-08,0.0
1901,4.470991132876634e-09,0.0
1902,9.329539363278627e-09,1.0814305007045277e-09
1903,2.1060859722865644e-08,0.0
1904,2.2573425795258117e-08,0.0
1905,6.708986699521802e-09,1.7093688686742325e-09
1906,7.716276506641861e-09,0.0
1907,5.142843484406967e-09,0.0
1908,1.8663278034125597e-08,5.424864446545996e-10
1909,1.1552065692921332e-08,0.0
1910,1.175713115753041e-08,5.898358468314768e-10
1911,1.1172785363555704e-08,0.0
1912,1.3023552902780011e-08,2.299088697199636e-09
1913,3.71209285532359e-09,2.3404400639748246e-09
1914,1.2054139020278853e-08,1.4773187118066744e-09
1915,8.246533234057551e-09,0.0
1916,3.2962386153911893e-09,0.0
1917,3.289927441585405e-09,0.0
1918,5.743188147278033e-09,0.0
1919,1.1049418269237776e-08,0.0
1920,1.3630017114962811e-08,1.4183740404405398e-08
1921,9.087297137000405e-09,8.356959568800448e-10
1922,8.853522359686394e-09,0.0
1923,1.3800733000834953e-08,0.0
1924,1.4180787211159895e-08,1.424905637925633e-09
1925,2.969508017258704e-08,1.2185186193391928e-09
1926,1.114613823460786e-08,0.0
1927,1.2264147031260109e-08,2.4685360422438407e-09
1928,5.713020723163709e-09,0.0
1929,1.893869061575515e-08,2.4685253841028043e-09
1930,1.8906487042613662e-08,0.0
1931,1.2545892325022123e-08,0.0
1932,1.2055489939655217e-08,7.277292102259025e-09
1933,9.176529758292418e-09,0.0
1934,9.585264137967897e-09,1.3274176202671129e-09
1935,1.4361940969820353e-08,2.6527477992033255e-09
1936,1.2124714565686645e-08,0.0
1937,3.777335333410292e-09,0.0
1938,6.482607339819424e-09,2.8688222908357375e-09
1939,1.8352860564618823e-08,3.388435088069741e-09
1940,7.607348528892999e-09,0.0
1941,1.4757512545315876e-08,3.2809635008845817e-09
1942,9.102635090130207e-09,0.0
1943,1.4516175816936538e-08,0.0
1944,9.639558484764166e-09,0.0
1945,3.267756198965799e-08,0.0
1946,1.2528993842408909e-08,0.0
1947,1.6689218895749036e-08,3.950348492764988e-09
1948,2.174377655705939e-08,1.2032065344058651e-09
1949,1.1780409536754632e-08,2.163214940509306e-09
1950,2.4461330738745346e-08,0.0
1951,1.7058242818279723e-08,1.1799059507211496e-09
1952,4.217921456550755e-09,2.3360564593843947e-09
1953,1.723812381726475e-08,0.0
1954,8.795282724349818e-09,0.0
1955,6.569925492527773e-09,1.0387826154811819e-09
1956,6.104799332717903e-09,0.0
1957,9.718541527092839e-09,0.0
1958,5.790570245522986e-09,9.148918289625385e-10
1959,9.300897829689347e-09,0.0
1960,1.038124963770315e-08,2.2960096046631406e-09
1961,2.014966149488373e-08,0.0
1962,1.52206956482992e-08,1.3988515901175447e-09
1963,1.681173777967615e-08,0.0
1964,2.8594651924063186e-08,2.01339389604982e-09
1965,1.9152151253809535e-08,1.2067726817832636e-09
1966,1.4401594028434772e-08,0.0
1967,1.824224149515885e-08,1.08637732143535e-09
1968,1.392338955241712e-08,1.976373731338299e-09
1969,1.4987801222332564e-08,1.4978221996031493e-09
1970,1.1956685419534097e-08,5.057877450198589e-10
1971,1.6956711590410123e-08,1.133266480657369e-09
1972,1.487742551375959e-08,5.65300417587622e-10
1973,9.37244681864513e-09,6.093281434971232e-10
1974,1.0688586016271984e-08,0.0
1975,1.3707552426467373e-08,1.2631133916585213e-09
1976,1.7140580510499603e-08,1.2622736189626949e-09
1977,8.815172591880582e-09,6.494660920175477e-10
1978,1.128712323605896e-08,1.3086939310014145e-09
1979,1.6385525825057812e-08,0.0
1980,1.3075846183596695e-08,1.878500244245629e-09
1981,1.138598904049104e-08,6.962825871426048e-10
1982,1.2415004135846175e-08,6.818714481937604e-10
1983,9.472973849788957e-09,2.082579442230781e-09
1984,1.5077421977593986e-08,1.2736263155233019e-09
1985,1.6242006850575308e-08,2.6433655264668232e-09
1986,1.3187867686781374e-08,9.216961416314007e-09
1987,1.2832715334809564e-08,0.0
1988,2.0388283061834045e-08,1.3171627122332552e-09
1989,1.15250561316671e-08,0.0
1990,1.0352437129768077e-08,1.1939991217957413e-09
1991,1.6998249918742658e-08,1.2859849851665217e-09
1992,1.1019888113139586e-08,1.2070071608860644e-09
1993,1.717154241021035e-08,0.0
1994,1.4242301560329906e-08,5.77337011531398e-10
1995,1.0844901865425527e-08,3.5573148871037574e-09
1996,1.4412848692302305e-08,2.3334127963181572e-09
1997,6.233362714880286e-09,3.140544158064529e-09
1998,1.2873949017944142e-08,1.5607680148299607e-09
1999,1.0054442611817649e-08,4.985142854074809e-10
2000,1.546311012567969e-08,9.63470525583432e-10
2001,9.20054432640427e-09,3.821973404427581e-09
2002,1.62105191492401e-08,1.909338465111432e-09
2003,1.2500768420409258e-08,9.075864504382025e-10
2004,1.1011977996133737e-08,1.4389960334426632e-09
2005,1.4862373665103235e-08,3.923948277417821e-09
2006,1.0294724350767837e-08,1.3462255754603802e-09
2007,2.0371844655642235e-08,2.61781440968889e-09
2008,1.6178271167177627e-08,4.183954294134651e-09
2009,1.1443662017995848e-08,4.172557410697664e-09
2010,1.3226620521056276e-08,6.7299217310079484e-09
2011,1.7590270573464295e-08,1.0071423584001593e-08
2012,2.144679278615058e-08,3.749565102850738e-09
2013,2.5381037327409928e-08,5.236330702373948e-09
2014,2.2953718439855386e-08,4.55079485206511e-09
2015,2.8593822420930337e-08,9.070241224762299e-09
2016,2.38204105329487e-08,4.35572733437084e-09
2017,1.9621769098421282e-08,1.087717713121883e-08
2018,2.942872079358949e-08,6.016487086313305e-09
2019,2.653027308952005e-08,6.231502647224829e-09
