year,en_ADP are_NOUN,en_ADP bar_NOUN
1884,2.3105939384038265e-08,7.922036360241691e-09
1885,3.7384687345820566e-08,1.6114089174124047e-08
1886,2.8395241713496944e-08,1.355227396970804e-08
1887,5.4842967500690065e-08,9.79338704576449e-09
1888,2.980088953385973e-08,2.0924028731883482e-08
1889,3.5084767091575486e-08,8.144677599020156e-09
1890,5.112421624930974e-08,1.9663159989136147e-09
1891,3.250852154135231e-08,1.0198752065093686e-08
1892,3.19694137829174e-08,6.8953636134239105e-09
1893,1.9091091374434654e-08,1.29326747089209e-08
1894,4.6631390526741257e-08,4.4110775032635274e-09
1895,2.5278181325916194e-08,9.629783193076946e-09
1896,2.7716035688740703e-08,1.47425724961181e-08
1897,2.3306854779470143e-08,6.992056045262984e-09
1898,3.112095303681173e-08,1.584339370808152e-08
1899,2.984892333302014e-08,1.7688250864011934e-08
1900,1.8168686111152965e-08,6.22926377147337e-09
1901,2.514932445629725e-08,1.3412973398629902e-08
1902,2.1114220150053598e-08,7.365425824801264e-09
1903,2.8081145186931167e-08,7.020286352243943e-09
1904,3.6009990544982884e-08,2.0961037350275546e-08
1905,3.3028859480754846e-08,1.3934049469810361e-08
1906,2.777859631208912e-08,1.1831624346925196e-08
1907,1.851423608867364e-08,1.6971383742792057e-08
1908,2.2101251717643322e-08,8.840500331785961e-09
1909,2.53045246978445e-08,1.6502951005747946e-08
1910,2.618633831996675e-08,1.870452770447173e-08
1911,1.54290848985994e-08,1.4365010514438836e-08
1912,1.8753916974922902e-08,1.1981668768257236e-08
1913,2.969674284258872e-08,9.015082513830208e-09
1914,2.678697441638178e-08,2.5447625340291324e-08
1915,1.0602685840410686e-08,1.2958838002674611e-08
1916,3.40611328031315e-08,8.789969418998567e-09
1917,2.52227767560953e-08,4.3865698851064394e-09
1918,4.020231614276781e-08,1.378365155346728e-08
1919,2.4861191438851904e-08,1.749491218561161e-08
1920,3.028892692213958e-08,1.590168663412328e-08
1921,1.5145495135815423e-08,1.1359121254717053e-08
1922,1.6231458566107193e-08,2.0658220023506146e-08
1923,1.8047112249064412e-08,1.4862327368803108e-08
1924,1.6759112098085893e-08,1.9337436318878076e-08
1925,1.0998178145982251e-08,2.5295809003011982e-08
1926,1.560459372829115e-08,1.5604593617268847e-08
1927,1.5608915049369898e-08,3.5677519605314956e-08
1928,2.8565102283550914e-08,2.627989537096198e-08
1929,1.2254446790649354e-08,2.2280812750352652e-08
1930,2.2057568216382606e-08,1.470504518152893e-08
1931,1.1405356659111021e-08,7.983749661377715e-09
1932,2.4110979879310435e-08,1.753525902259412e-08
1933,9.176529758292418e-09,1.9500125958415992e-08
1934,1.4377896206951846e-08,1.0783422155213884e-08
1935,1.555876849579363e-08,1.196828414151696e-08
1936,8.487299751891442e-09,1.576212849130343e-08
1937,8.813782481631449e-09,1.76275650742852e-08
1938,2.593042824905467e-08,1.426173557028676e-08
1939,1.988226472349197e-08,1.2235240376412548e-08
1940,7.607348528892999e-09,1.2678914584896006e-08
1941,1.4757512545315876e-08,2.3612020783048138e-08
1942,6.068423541449874e-09,6.068423541449874e-09
1943,8.709705845433291e-09,1.4516175816936538e-08
1944,6.4263723231761105e-09,1.927911696952833e-08
1945,4.357008087652048e-09,2.178504132643866e-08
1946,1.8097434661967782e-08,2.5057988572996237e-08
1947,1.4305045148432782e-08,2.8610090296865565e-08
1948,6.523132700664291e-09,2.717971980814582e-08
1949,4.908504269707237e-09,2.4542521348536184e-08
1950,3.190608444114673e-09,2.1270723182809093e-08
1951,1.2793681780642885e-08,3.6248766654978226e-08
1952,1.1599284199803606e-08,2.2144087452602434e-08
1953,5.386913581872932e-09,2.477980221016196e-08
1954,8.795282724349818e-09,2.2476833949625075e-08
1955,1.0324168187025862e-08,2.4402580844906652e-08
1956,1.22095984433912e-08,2.1802854632824165e-08
1957,7.951533653738352e-09,2.738861626383482e-08
1958,9.099467845885556e-09,2.316228081555849e-08
1959,5.425523585955716e-09,2.7127616819555556e-08
1960,4.844583401109048e-09,2.9067499629498172e-08
1961,6.25334317660986e-09,2.779263796881537e-08
1962,5.7077609305622445e-09,3.107558699255719e-08
1963,7.1126584622049904e-09,3.620989952324294e-08
1964,1.3384730601639916e-08,3.163663453431553e-08
1965,8.755269065297e-09,3.9398710960369954e-08
1966,3.046491048319666e-08,4.818994980837488e-08
1967,1.2818872185960117e-08,4.930335562036703e-08
1968,8.982831700699023e-09,4.5363301559575575e-08
1969,4.541757636644661e-09,4.269252240618471e-08
1970,1.241655755990223e-08,3.816941651635375e-08
1971,4.624557625731995e-09,3.031654594032318e-08
1972,1.0773308800615666e-08,5.540558722927358e-08
1973,8.269805840122046e-09,3.859242658776907e-08
1974,8.438357568252286e-09,4.219178917352906e-08
1975,3.998036124386317e-09,3.8838065208324224e-08
1976,5.713526873840635e-09,3.028169176522155e-08
1977,5.876781727920388e-09,4.0549793745014995e-08
1978,5.346532105932056e-09,5.0495025494257106e-08
1979,3.511183899185255e-09,4.506019335437372e-08
1980,6.253665585376211e-09,4.207011672363592e-08
1981,5.060439622894819e-09,4.3013736572561356e-08
1982,5.586751949948621e-09,4.22110151276911e-08
1983,3.78918940668882e-09,4.357568172963511e-08
1984,1.7397025486864948e-09,4.6392066188616354e-08
1985,3.007779025843149e-09,3.0077789925364584e-08
1986,5.3950369172106605e-09,4.5558088190844614e-08
1987,4.277571852284723e-09,4.9497617782279235e-08
1988,4.797243047249822e-09,4.197587677445824e-08
1989,3.292873196336643e-09,3.951447813399511e-08
1990,4.90378582185258e-09,5.557624005447792e-08
1991,2.9307326565586322e-09,4.161640332345229e-08
1992,1.65298330578878e-09,4.242657120068216e-08
1993,2.2156829704300662e-09,4.929894537042401e-08
1994,8.439882570598911e-09,4.536436981616987e-08
1995,3.795715741716776e-09,3.524593150672217e-08
1996,2.135236876199542e-09,3.79004556627649e-08
1997,3.835915585170824e-09,5.6579754659225046e-08
1998,1.43043876743576e-09,5.864799090815609e-08
1999,2.2851006253876704e-08,5.5756454120370336e-08
2000,4.859834423776022e-09,4.9040148830670205e-08
2001,3.5049693702937645e-09,3.7678421271891693e-08
2002,3.9430991805033955e-09,6.396583707157788e-08
2003,6.667076501987168e-09,7.375453758839967e-08
2004,1.761916529341434e-09,8.281007418675657e-08
2005,4.9541245550344115e-09,6.215174352952602e-08
2006,1.6471559671771274e-09,7.741632757074512e-08
2007,7.589511019645556e-09,6.590891454827386e-08
2008,2.5544638071473003e-09,1.1111917269657212e-07
2009,1.430457752249481e-09,1.0251614002143583e-07
2010,7.085689812669216e-09,1.3793475739376504e-07
2011,5.735957819830162e-09,2.523821440725271e-07
2012,3.063827413996023e-09,2.508934258405038e-07
2013,2.2313000336282585e-09,1.6288490911620102e-07
2014,2.3819897165822113e-09,1.8298012327555568e-07
2015,2.881548027966474e-09,1.6247498046961795e-07
2016,1.86420612280358e-09,1.6094311772185677e-07
2017,2.515611413622665e-09,1.4666013692377078e-07
2018,3.0977600484760615e-09,1.6650459722100663e-07
2019,3.826481576041374e-09,1.8571190718574826e-07
