year,en_ADP heure_NOUN,en_ADP beurre_NOUN
1867,1.2801716593457968e-06,1.567458127738064e-07
1868,1.0823264346981887e-06,2.252582618211818e-07
1869,1.321968625234149e-06,1.0597236865805826e-07
1870,1.2884407851743163e-06,1.0206606759766146e-07
1871,1.8204698335466674e-06,7.116188527334089e-08
1872,1.5892408100626199e-06,1.8565332027264958e-07
1873,1.4647753232566174e-06,1.436641099417102e-07
1874,1.4828980283709825e-06,2.2882753114572552e-07
1875,1.3571462886829977e-06,2.6776746153700515e-07
1876,1.0320546834918787e-06,2.3095776668924373e-07
1877,1.2784014415956335e-06,2.1213918444118463e-07
1878,1.082808580576966e-06,2.2163455071222415e-07
1879,1.071575638889044e-06,1.6617364906323928e-07
1880,1.0550938895903528e-06,2.1178892950501904e-07
1881,1.0758578810055042e-06,2.440377784296288e-07
1882,1.0795034768307232e-06,2.6155663590543554e-07
1883,1.0900860161200399e-06,1.9021210562186752e-07
1884,1.2067902162016253e-06,2.8453314371290617e-07
1885,1.0693310059650685e-06,2.1850705422821193e-07
1886,9.660835758040776e-07,2.1619104018100188e-07
1887,9.780328582564835e-07,2.55933855441981e-07
1888,9.827953135754797e-07,2.4221148464675935e-07
1889,9.228546673512028e-07,3.0135308293210983e-07
1890,8.854976272232307e-07,1.5927159324746754e-07
1891,1.043459860738949e-06,2.562436520747724e-07
1892,9.208444566866092e-07,2.8960528197785607e-07
1893,8.788060199549363e-07,2.389465691976511e-07
1894,9.004899652609311e-07,2.1299203467606276e-07
1895,9.635801916374476e-07,3.256070328916394e-07
1896,8.804263984529825e-07,2.8010887831442233e-07
1897,8.862431286615902e-07,3.152252077143203e-07
1898,9.132584750659589e-07,3.191312032413407e-07
1899,9.336079642707773e-07,2.8853958156105364e-07
1900,9.349086553811503e-07,2.746067195857904e-07
1901,8.338398629348376e-07,3.8059312146287994e-07
1902,6.506126055683126e-07,4.070625436725095e-07
1903,8.213734759010549e-07,4.352577605004626e-07
1904,7.330988864850951e-07,4.6866730940564594e-07
1905,7.219902045108029e-07,4.675647744534217e-07
1906,7.520797566940018e-07,4.6246219653767184e-07
1907,6.881124363644631e-07,3.743990077964554e-07
1908,7.735437748124241e-07,3.909465817741875e-07
1909,7.442830565196346e-07,4.598822158641269e-07
1910,7.711609555371979e-07,4.542528131423751e-07
1911,8.512598697052454e-07,4.245658544732578e-07
1912,7.933948609206709e-07,4.355076157480653e-07
1913,8.044635251280852e-07,3.3833075008260494e-07
1914,8.692373398844211e-07,2.812632260429382e-07
1915,1.3430068293018849e-06,1.4490336752714938e-07
1916,1.1657697314149118e-06,2.9995771910762414e-07
1917,1.1777939334933762e-06,3.476356482678966e-07
1918,1.2049208635289688e-06,4.5256322778186586e-07
1919,9.907645335260895e-07,3.931751280106255e-07
1920,8.98066673471476e-07,3.748254755464586e-07
1921,8.451186204183614e-07,2.809489387800568e-07
1922,8.705964091859641e-07,2.855261129752762e-07
1923,7.781490012348513e-07,4.0871401552067255e-07
1924,6.961477083677892e-07,3.893270559274242e-07
1925,8.303624099426088e-07,3.0244990512073855e-07
1926,8.036365670704981e-07,3.2546725492466066e-07
1927,9.16466262879112e-07,3.8687809933435346e-07
1928,8.055359330683132e-07,2.1252436965824018e-07
1929,7.742582397440856e-07,2.5511531021038536e-07
1930,7.972234925546218e-07,2.7309368988426286e-07
1931,7.219590543172671e-07,2.9083659569550946e-07
1932,7.244253765747999e-07,2.465895647674188e-07
1933,7.857403829802934e-07,2.3514857616646623e-07
1934,7.344708592427196e-07,2.5041501316991344e-07
1935,6.893731665513769e-07,2.07051314760065e-07
1936,6.911087098160351e-07,2.897806723467511e-07
1937,7.453941748281068e-07,2.5182237095577875e-07
1938,8.271806564152939e-07,2.8523470518848626e-07
1939,7.279967917384056e-07,2.125872953229191e-07
1940,7.176265626185341e-07,5.629437964671524e-07
1941,8.824992505651608e-07,3.128592709344957e-07
1942,7.464161058123864e-07,3.914133230864536e-07
1943,9.783902896742802e-07,2.9612999696837505e-07
1944,7.96870153862983e-07,2.0243072640369064e-07
1945,9.476492550675175e-07,2.5052796104318986e-07
1946,8.310899488606083e-07,2.505798875063192e-07
1947,1.0085057056130609e-06,2.598749802018574e-07
1948,7.816887546141515e-07,2.5766374278646254e-07
1949,7.647449251635408e-07,3.1708935921415105e-07
1950,6.498206062133249e-07,2.6588404011818056e-07
1951,6.642053449468222e-07,2.0363277997148543e-07
1952,6.769764127056987e-07,1.9191543287888635e-07
1953,6.625903665735677e-07,2.1978607378514425e-07
1954,6.058972417122277e-07,1.8958719749662123e-07
1955,6.128801715021837e-07,1.4172267981393816e-07
1956,6.72400005896634e-07,1.718064908118322e-07
1957,5.88413513469277e-07,1.8111826705080603e-07
1958,5.707847776648123e-07,1.5634540773135086e-07
1959,5.968075811324525e-07,2.038446638152891e-07
1960,5.813499797113764e-07,2.0831708980040275e-07
1961,5.405668161984067e-07,2.2720480785665131e-07
1962,6.544898951688083e-07,1.5791471241755062e-07
1963,5.599601990979863e-07,1.868689452066974e-07
1964,6.090052124818612e-07,1.9712057053311582e-07
1965,5.537708034353273e-07,1.6087807352960226e-07
1966,6.203763973644527e-07,2.093770206101908e-07
1967,6.611580261051131e-07,2.0658106336668425e-07
1968,6.027480026205012e-07,2.0211371065670392e-07
1969,5.718073339266994e-07,1.6759086918227695e-07
1970,5.173565682525805e-07,1.5635664851743059e-07
1971,5.025352720622323e-07,1.2897378098841727e-07
1972,5.57133944312227e-07,1.8365925313901243e-07
1973,4.4987743308411154e-07,1.2790633263648488e-07
1974,4.348567017586902e-07,1.7720550715694117e-07
1975,4.1408230799788726e-07,1.2850830444222083e-07
1976,4.0794580513647816e-07,1.296970566500022e-07
1977,4.4310934299574e-07,1.1577260039530302e-07
1978,4.425740485203278e-07,1.0930688176813419e-07
1979,4.125641339669528e-07,1.3810657151225314e-07
1980,3.78631028752352e-07,1.159770732783727e-07
1981,4.0989561966853216e-07,1.0816689410830804e-07
1982,4.438364271663886e-07,8.876727974893583e-08
1983,4.1049554511118913e-07,9.094055286595903e-08
1984,4.494231689022854e-07,9.858314342636731e-08
1985,4.156750605943671e-07,8.241314475299077e-08
1986,4.2500900576669665e-07,7.732886331268674e-08
1987,4.033139191506052e-07,9.288441304988737e-08
1988,4.1376222270628205e-07,6.716140177331908e-08
1989,4.390497849726671e-07,1.9647477245143818e-07
1990,3.873990976899222e-07,9.099247222366103e-08
1991,3.727891737526079e-07,7.209602159718997e-08
1992,3.906550318788504e-07,6.942529751086113e-08
1993,4.1045527154892625e-07,7.588714368012006e-08
1994,4.383464045076835e-07,8.756378377938745e-08
1995,4.1264851802225166e-07,1.3068105886304693e-07
1996,4.270473823453358e-07,7.419948389042474e-08
1997,4.003736933100299e-07,8.534912154800622e-08
1998,4.2627075913515e-07,8.43958858354199e-08
1999,4.1177511889145535e-07,9.094700459399974e-08
2000,3.998318618414487e-07,8.217538294275073e-08
2001,3.85984748163537e-07,6.221321058319518e-08
2002,4.333028016390017e-07,6.528019724783007e-08
2003,3.7710651668021455e-07,5.5003383181428944e-08
2004,4.739555379273952e-07,7.928624512487659e-08
2005,4.2110059439437464e-07,6.305249655724765e-08
2006,4.348491700056911e-07,6.712160427468916e-08
2007,5.112933649797924e-07,8.548185803647357e-08
2008,5.951900448053493e-07,9.025772129689358e-08
2009,6.155736400614842e-07,6.723151102505653e-08
2010,6.783366757190379e-07,9.164158143448731e-08
2011,8.102996389425243e-07,7.915622290965985e-08
2012,8.936163453654444e-07,8.238291826501154e-08
2013,9.817720183491474e-07,8.506831505883383e-08
2014,9.857106988420128e-07,7.579058092233026e-08
2015,1.0404604608993395e-06,8.711140964123842e-08
2016,1.074611191143049e-06,8.140366247744169e-08
2017,9.174434580927482e-07,6.21355980001681e-08
2018,1.0718249541241676e-06,7.176477367920597e-08
2019,1.0527926406211918e-06,9.056006433638686e-08
