year,en_ADP arrières_NOUN,en_ADP barrière_NOUN
1800,3.144164484325529e-09,6.288328968651058e-09
1801,2.3811825844433088e-09,7.143547975374531e-09
1802,2.2378401354217203e-09,4.475680270843441e-09
1803,3.900678446910888e-09,1.950339223455444e-09
1804,4.943701892301533e-09,4.943701892301533e-09
1805,8.528632911009026e-09,8.528633133053631e-09
1806,2.881669125542885e-09,1.4408345627714425e-08
1807,0.0,1.4234775136401367e-08
1808,2.2660739951163578e-09,0.0
1809,1.3554183553310395e-08,0.0
1810,0.0,1.1700633351097167e-08
1811,0.0,0.0
1812,5.3344164641089264e-09,0.0
1813,0.0,2.8757416448144113e-09
1814,0.0,1.5733386149463513e-08
1815,0.0,2.697223555614414e-09
1816,4.6352077731626196e-09,2.3176038865813098e-09
1817,1.556873407970727e-09,1.556873407970727e-09
1818,4.768470951432846e-09,1.1921176934492905e-08
1819,1.035105001712111e-09,9.315945348475907e-09
1820,1.1866481131050932e-09,5.933240565525466e-09
1821,1.1833785507064931e-08,9.861488514673056e-09
1822,4.010246357211145e-09,5.012807946513931e-09
1823,4.941343334508019e-09,2.964806067318193e-09
1824,9.263223965660927e-09,0.0
1825,2.641632912414593e-09,2.641632912414593e-09
1826,7.0463874735082754e-09,8.807984341885344e-10
1827,9.217273166939322e-09,0.0
1828,1.8344602503717056e-09,1.5592912128159497e-08
1829,8.57317605795771e-10,1.714635211591542e-09
1830,5.218417697960831e-09,1.0436835395921662e-08
1831,6.236482441579483e-09,9.354723218280014e-09
1832,5.411987746839486e-09,1.3529969367098715e-09
1833,5.791814139399776e-09,2.3167257001688313e-09
1834,1.120143711119681e-08,1.5868701908061666e-08
1835,6.050470346963266e-09,6.050470346963266e-09
1836,1.008112526790228e-08,4.704525213838906e-09
1837,1.6003149028165353e-08,6.957891152126194e-09
1838,1.4517972601879592e-08,1.8936485712828244e-09
1839,4.194885327990505e-09,6.9914749545318955e-09
1840,5.095750932326837e-09,1.3376346252869098e-08
1841,1.8619591202195807e-08,2.5682194149112547e-09
1842,0.0,4.024959032733477e-09
1843,2.3627644285539873e-09,5.906911071384968e-10
1844,1.097712254427563e-09,1.097712254427563e-09
1845,1.674068439427856e-09,5.580227946389016e-10
1846,9.367202125076801e-09,1.1709002656346001e-09
1847,9.168480197274675e-09,5.393223645455691e-10
1848,2.413566457803995e-09,8.04522137798358e-09
1849,4.1897072478036534e-09,1.2569122853633985e-08
1850,1.425689166723032e-08,8.146795238417326e-09
1851,6.449438760824933e-10,3.8696632564949596e-09
1852,1.9531636308300904e-09,5.859491114534876e-09
1853,1.7915795513800958e-09,1.7915795513800958e-09
1854,1.558699391779328e-09,4.67609800880453e-09
1855,6.368324534378189e-09,2.1227748447927297e-09
1856,0.0,3.1063134287023786e-09
1857,1.9526036343364694e-09,1.3180074920349227e-08
1858,0.0,9.787352039936081e-10
1859,0.0,5.601390684617513e-09
1860,4.577183909670879e-10,1.2358396972445007e-08
1861,8.488735048217677e-09,1.4619487842537637e-08
1862,1.3553959066214816e-09,3.6143890103090826e-09
1863,1.9978483312144135e-09,1.6981710260211003e-08
1864,4.794728170054441e-09,4.794728170054441e-09
1865,4.706844358715045e-10,4.706844358715045e-10
1866,0.0,2.919367858567057e-09
1867,2.426405742994575e-09,1.747012134956094e-08
1868,8.397785578040384e-09,9.385760946223343e-09
1869,3.4184632902167778e-09,2.9301114867763545e-09
1870,4.013834153937523e-09,1.204150246181257e-08
1871,2.2304472935275044e-08,3.18635318130589e-09
1872,9.071008832961525e-09,2.4189357183956872e-09
1873,1.4366410283628284e-08,1.7958012854535355e-09
1874,6.572069999322139e-09,4.182226565063729e-09
1875,6.293679799540541e-09,1.1443053948845261e-08
1876,6.04601479992084e-09,1.6928841217733748e-08
1877,6.184816214727107e-09,8.040260901509555e-09
1878,7.2469061862534545e-09,1.2682086381055058e-08
1879,4.27652757650776e-09,6.720257683667796e-09
1880,4.492492600149944e-09,9.626769825743509e-09
1881,2.7890030285249168e-09,4.880755410940907e-09
1882,1.9966155395678697e-09,1.1314154724217929e-08
1883,5.0554711528150165e-09,1.0742875922176154e-08
1884,1.3203393933736152e-09,2.706695756415911e-08
1885,5.156508553483263e-09,1.0957580620640783e-08
1886,2.5813855497602844e-09,9.034849313138693e-09
1887,1.3057849246322917e-09,1.1752063988623718e-08
1888,6.340614699951175e-10,5.07249175996094e-09
1889,3.132568426877924e-09,1.3783300722991498e-08
1890,6.554386478008212e-10,7.209825181320184e-09
1891,2.5496880162734215e-09,9.561329950003028e-09
1892,2.5074049503359674e-09,1.567128071755519e-08
1893,5.542574843531156e-09,7.3900996988562895e-09
1894,5.041231432301174e-09,1.1342770278588432e-08
1895,3.611168697403855e-09,1.2639090662958097e-08
1896,4.1279202278587945e-09,2.0639602027472392e-08
1897,5.826713556089658e-10,6.992056267307589e-09
1898,6.224190496340043e-09,7.921697076085366e-09
1899,7.185851913504848e-09,2.7637891975018647e-09
1900,2.595526460424935e-09,8.824790675987515e-09
1901,3.353243460679778e-09,1.2854099229464566e-08
1902,4.910283735171106e-09,4.419255517085219e-09
1903,7.560307935250421e-09,6.480264325148255e-09
1904,3.2247751136083025e-09,1.827372564378038e-08
1905,2.580379465655369e-09,9.805441791854719e-09
1906,4.115347618238729e-09,4.629766015007419e-09
1907,0.0,7.714264949054694e-09
1908,5.40252820258047e-09,7.858222517143076e-09
1909,1.1001967115120692e-09,1.5952851484257735e-08
1910,0.0,6.412981035097687e-09
1911,4.25629931299909e-09,8.51259862599818e-09
1912,5.2094213387476884e-09,7.814131730565776e-09
1913,6.363587878865928e-09,6.893886794756554e-09
1914,6.696743715117748e-10,1.8081208197351373e-08
1915,4.712304768617059e-09,3.5342285764627945e-09
1916,0.0,1.538244731591476e-08
1917,1.0966424435210342e-09,7.676497326691845e-09
1918,3.44591288836682e-09,2.756730310693456e-08
1919,4.603924352863942e-09,2.4861190439651182e-08
1920,1.514446346106979e-09,4.543339038320937e-09
1921,3.0290989716519334e-09,8.330022005509363e-09
1922,2.2133805899215986e-09,8.853522359686394e-09
1923,2.1231896241147297e-09,6.369568872344189e-09
1924,1.289162443462999e-09,9.02413699321869e-09
1925,0.0,5.499089184013428e-09
1926,1.1146138456652466e-09,1.5604593173179637e-08
1927,3.3447675740205796e-09,8.919380012351041e-09
1928,1.1426041224282812e-09,6.8556245125250825e-09
1929,1.1140406375176326e-09,6.684243825105796e-09
1930,2.100720708497761e-09,1.1553964007759987e-08
1931,2.2810713318222042e-09,1.2545892325022123e-08
1932,5.4797681947604815e-09,0.0
1933,2.2941324395731044e-09,4.588264879146209e-09
1934,2.3963160344919743e-09,7.188948103475923e-09
1935,3.590485242455088e-09,8.377798899061872e-09
1936,6.0623572828433225e-09,2.9099314957647948e-08
1937,1.2591118148108649e-09,1.76275650742852e-08
1938,1.2965214457594243e-09,5.186085783037697e-09
1939,1.5294050470515685e-09,1.5294050470515685e-09
1940,2.5357829169792012e-09,0.0
1941,0.0,8.854508237732261e-09
1942,1.517105907566929e-08,1.2136847082899749e-08
1943,5.806470415592457e-09,2.6129116870166058e-08
1944,0.0,6.4263723231761105e-09
1945,8.714016175304096e-09,2.832055256973831e-08
1946,5.568441707737293e-09,1.9489545977080525e-08
1947,2.3841741914054637e-09,1.7881307101674793e-08
1948,1.0871887834440486e-09,1.522064252412747e-08
1949,1.9634016634739737e-09,2.1597418964347526e-08
1950,0.0,1.0635361036293034e-08
1951,0.0,9.595261585282344e-09
1952,1.0544803918932644e-09,7.381362632230548e-09
1953,1.0773827385790469e-09,6.464296653518886e-09
1954,9.772536113672459e-10,1.3681550115052232e-08
1955,4.6928039232341234e-09,1.3139850985055546e-08
1956,2.616342476002842e-09,1.9186511934776718e-08
1957,1.7670075402875796e-09,1.3252556385623393e-08
1958,2.4816730892496253e-09,4.9633461784992505e-09
1959,3.8753737996444215e-09,9.300897829689347e-09
1960,2.7683333403416555e-09,2.7683333403416555e-09
1961,2.779263708063695e-09,9.03260666262895e-09
1962,3.805173953708163e-09,1.3952304200870458e-08
1963,3.2330267352165265e-09,1.0345685197421517e-08
1964,3.041984220075733e-09,8.517555549758526e-09
