year,en_ADP ours_NOUN,en_ADP bourse_NOUN
1917,1.4256352209862655e-08,1.1218652220534864e-06
1918,3.44591288836682e-08,1.5609984984621406e-06
1919,2.4861190051073123e-08,1.4437906727948757e-06
1920,3.028892692213958e-08,1.6605904393784954e-06
1921,1.9689142760626055e-08,1.5213649496859105e-06
1922,3.39385017866789e-08,1.36639369063829e-06
1923,2.3355085865262026e-08,1.4151059031242141e-06
1924,1.5469948877466777e-08,1.6230554846785594e-06
1925,2.3096173862313663e-08,2.135846193240809e-06
1926,3.901148470930593e-08,1.9773248958188105e-06
1927,3.567751882815884e-08,1.509605025873384e-06
1928,3.999114284169991e-08,2.191514759886104e-06
1929,4.233354289340241e-08,2.336143284153991e-06
1930,2.4158287814657342e-08,1.6984326789426518e-06
1931,3.649714130915527e-08,2.0712127337674247e-06
1932,2.8494794523936662e-08,1.8609292542492994e-06
1933,2.2941325283909464e-08,1.8467765823260152e-06
1934,2.6359476379411717e-08,2.0560390723289856e-06
1935,2.6330224223158893e-08,2.1171895321359102e-06
1936,2.182448666232517e-08,2.0575640533593287e-06
1937,3.7773354000236736e-08,2.5484422695454256e-06
1938,3.759912203804561e-08,1.97330567353049e-06
1939,2.141167065872196e-08,2.3751659607995634e-06
1940,2.7893612752905028e-08,2.581426976178136e-06
1941,5.017554371988808e-08,1.9096221288705806e-06
1942,3.6410540360520827e-08,2.0359561148097782e-06
1943,4.6451763546784264e-08,1.7796831475180852e-06
1944,2.2492303131116387e-08,1.4877052159079085e-06
1945,5.2284098384092204e-08,1.7820162807602458e-06
1946,5.0115975369635635e-08,2.174476495753197e-06
1947,3.695470129905232e-08,1.8501191529907146e-06
1948,2.9354096486855497e-08,1.975421994870885e-06
1949,4.515823803785679e-08,2.575001211368999e-06
1950,3.509669310730601e-08,2.8056082470584442e-06
1951,5.6505429890663095e-08,2.3241855848787907e-06
1952,4.007025466989944e-08,2.868186697924102e-06
1953,2.9089333830611963e-08,3.040374139118285e-06
1954,3.4203876397853605e-08,1.8929402294531883e-06
1955,4.223523353275027e-08,2.2365903582510782e-06
1956,4.0117249966442614e-08,2.2535429504699778e-06
1957,3.8874166108371355e-08,2.260886136085105e-06
1958,2.978007690446205e-08,2.195453401299119e-06
1959,4.882971238462375e-08,2.1516075623395636e-06
1960,4.8445834510690844e-08,2.0167308418805874e-06
1961,5.002674752230263e-08,2.096259660966382e-06
1962,3.805173998117084e-08,3.066970089449228e-06
1963,4.9142006020019835e-08,2.229495217775934e-06
1964,3.1636634645337836e-08,1.6487554459487797e-06
1965,4.322914171073222e-08,1.4183536141132436e-06
1966,3.268053949678773e-08,1.3387943376130806e-06
1967,3.401931691904281e-08,1.2089183023533678e-06
1968,3.2338194566605694e-08,1.024941067129248e-06
1969,4.0421643338062196e-08,1.2771422941426636e-06
1970,3.724967356788511e-08,1.7153243945244867e-06
1971,4.007949916395859e-08,1.799980612560148e-06
1972,3.693705891150145e-08,1.55546053193234e-06
1973,4.2451670623222526e-08,1.6853863638033317e-06
1974,3.1503201824989446e-08,1.5942869859841835e-06
1975,3.826691807873317e-08,1.611779671506497e-06
1976,2.6853577084207103e-08,1.7197715997951946e-06
1977,3.526069036752233e-08,1.5214988113854133e-06
1978,4.514849416548117e-08,1.3479202127797407e-06
1979,5.851973416959311e-08,1.3588281895238197e-06
1980,7.049586514540351e-08,1.1830798314349522e-06
1981,4.427884547908434e-08,1.5630433249924636e-06
1982,1.8622506203769262e-08,1.6251241312659204e-06
1983,2.7787390166622572e-08,1.463890299646664e-06
1984,4.929157376709625e-08,1.4474325054081305e-06
1985,6.075713410158556e-08,1.8521903601964596e-06
1986,6.174320077434459e-08,2.2850978389499232e-06
1987,5.1330862782528186e-08,2.5402665393414736e-06
1988,4.3774843305754985e-08,2.102391725600228e-06
1989,4.9941913382589576e-08,2.1096340976356487e-06
1990,3.541623094793778e-08,1.8280224329814132e-06
1991,4.10302547493302e-08,1.509327290705187e-06
1992,4.35285585353995e-08,1.6959608402089543e-06
1993,4.4313660296779744e-08,1.3620910763734173e-06
1994,4.905681882938495e-08,1.4906942986669947e-06
1995,3.795715536325517e-08,1.5643770669981905e-06
1996,5.12456845846998e-08,1.448224413280741e-06
1997,4.603098802125061e-08,1.606289679045858e-06
1998,5.626392507451783e-08,2.060785510238361e-06
1999,4.341691162146333e-08,2.108233754682942e-06
2000,4.064589020913445e-08,2.683954118509746e-06
2001,6.703253985218538e-08,2.556875186243701e-06
2002,7.448076794203118e-08,2.3400103588144816e-06
2003,4.50027677345588e-08,2.2676394308973613e-06
2004,4.6250306695583276e-08,1.6601658159309807e-06
2005,4.683899590407492e-08,1.5524424386015312e-06
2006,3.006059756671675e-08,2.0313550557204962e-06
2007,5.1528783739929196e-08,1.900972796065048e-06
2008,5.875266850807748e-08,2.131700021834604e-06
2009,5.0066023105088675e-08,2.103726570723552e-06
2010,6.660548362846797e-08,2.2404951307564147e-06
2011,5.0858826483590747e-08,2.3700978601937095e-06
2012,6.87659067466484e-08,1.8883389769630554e-06
2013,6.972812371941473e-08,1.995618941652566e-06
2014,7.968838292016223e-08,1.6803854427926979e-06
2015,8.156997584329861e-08,2.030826298238253e-06
2016,7.063269463758459e-08,1.6566577447640896e-06
2017,6.46512111901476e-08,1.851238387473586e-06
2018,7.202292034991231e-08,1.5248723879146553e-06
2019,6.709097905011063e-08,1.6762540049342078e-06
