year,en_ADP office_NOUN,en beau - fils
1800,9.432493186523061e-08,0.0
1801,2.3811825622388483e-07,0.0
1802,3.289624999069929e-07,0.0
1803,3.90067853572873e-08,0.0
1804,1.8291696335381857e-07,0.0
1805,1.9047281041295605e-07,0.0
1806,6.051504897186533e-08,0.0
1807,5.978605699397121e-08,0.0
1808,1.1783584596969376e-07,0.0
1809,9.03612189517844e-08,0.0
1810,4.212228077449254e-08,0.0
1811,8.524060746140094e-08,0.0
1812,4.800974906515876e-08,0.0
1813,3.738464116054274e-08,0.0
1814,1.6362720600682223e-07,0.0
1815,6.47333635583891e-08,0.0
1816,1.6454987417091615e-07,0.0
1817,7.472992002988121e-08,0.0
1818,1.692807221065351e-07,0.0
1819,7.03871378959775e-08,0.0
1820,7.831877724129299e-08,0.0
1821,9.66425890425171e-08,0.0
1822,1.4737655362750957e-07,0.0
1823,4.3483821210443807e-07,0.0
1824,1.3557990818924281e-07,0.0
1825,1.4969252504215547e-07,0.0
1826,1.1362299801032094e-07,0.0
1827,1.1060727861389452e-07,0.0
1828,1.4217066279798019e-07,0.0
1829,1.6203302699580036e-07,0.0
1830,8.453836675137438e-08,0.0
1831,1.5435293732046773e-07,0.0
1832,9.335678741173581e-08,0.0
1833,1.5522061858064262e-07,0.0
1834,8.121041616959701e-08,0.0
1835,1.694131768203988e-07,0.0
1836,1.8011609981272159e-07,0.0
1837,1.704683256775752e-07,7.590987838312913e-10
1838,2.051452554496791e-07,6.882243108741193e-10
1839,1.901681283555945e-07,0.0
1840,1.1401742483485577e-07,0.0
1841,1.585875537557513e-07,0.0
1842,1.8716059768664195e-07,0.0
1843,7.797122947295065e-08,0.0
1844,1.125155080217155e-07,0.0
1845,1.389476693702818e-07,0.0
1846,1.094791741707013e-07,0.0
1847,1.0570718611546681e-07,0.0
1848,9.412909207640041e-08,0.0
1849,1.3239476004400785e-07,0.0
1850,1.31706518580188e-07,0.0
1851,7.610337449115434e-08,0.0
1852,8.138182039374442e-08,0.0
1853,1.2839653606988577e-07,0.0
1854,1.912004563564551e-07,0.0
1855,1.1622192275240195e-07,0.0
1856,1.3408920773727573e-07,0.0
1857,1.3375335422560752e-07,0.0
1858,1.424059754562279e-07,3.216592769916815e-09
1859,1.6193111185280884e-07,0.0
1860,1.1397187904549355e-07,0.0
1861,1.3393337339184797e-07,0.0
1862,1.0165469177536579e-07,0.0
1863,1.1337789429521905e-07,0.0
1864,1.0548401263577034e-07,0.0
1865,1.0966947683321848e-07,0.0
1866,1.1434190128056798e-07,0.0
1867,1.4412849935752092e-07,0.0
1868,1.017614081888496e-07,8.114867000585946e-09
1869,9.864708516715837e-08,0.0
1870,1.932374371627077e-07,1.256657666814931e-09
1871,1.8480848495983082e-07,0.0
1872,1.0461896948754656e-07,0.0
1873,1.496501063069644e-07,0.0
1874,1.487677678824184e-07,0.0
1875,1.3331157810991812e-07,0.0
1876,2.2309794256436533e-07,0.0
1877,1.1132668475966057e-07,0.0
1878,1.672827614207506e-07,0.0
1879,1.5028939981398537e-07,0.0
1880,1.2129729043408588e-07,0.0
1881,1.2062437804161164e-07,0.0
1882,1.597292396127159e-07,0.0
1883,1.346019216086347e-07,6.966609511493971e-10
1884,1.4919835678028903e-07,0.0
1885,1.3922573682823014e-07,0.0
1886,1.1551700085377092e-07,0.0
1887,1.0772725922425508e-07,0.0
1888,2.5045426821357353e-07,0.0
1889,1.2029062163021464e-07,0.0
1890,1.3108773089243186e-07,0.0
1891,1.3959541922403673e-07,4.919045171192238e-09
1892,1.4480264098892803e-07,0.0
1893,1.0654060395021148e-07,6.792941764643956e-10
1894,1.0901662794715605e-07,0.0
1895,1.2518718683907082e-07,0.0
1896,1.2324790521489604e-07,0.0
1897,1.4508516066324972e-07,0.0
1898,6.95977642184431e-08,0.0
1899,1.0115468462856825e-07,0.0
1900,1.245852753184451e-07,0.0
1901,9.947955392775043e-08,0.0
1902,7.807351165567411e-08,0.0
1903,1.274452010591176e-07,0.0
1904,8.276922969230327e-08,5.93522675451652e-10
1905,1.0785986237493717e-07,0.0
1906,1.219171728017443e-07,1.1351314332941342e-09
1907,9.51426049056181e-08,0.0
1908,1.1197967086928884e-07,1.0849728893091992e-09
1909,1.969352121378165e-07,0.0
1910,1.1489923967822335e-07,0.0
1911,1.042793327243885e-07,0.0
1912,7.709943083966664e-08,0.0
1913,9.386291743851416e-08,1.7553301034922697e-09
1914,1.0446920395423831e-07,2.954637423613349e-09
1915,3.6520361734737605e-08,0.0
1916,8.570220355608171e-08,0.0
1917,5.592876561877347e-08,0.0
1918,5.398596858441351e-08,0.0
1919,9.484083562938395e-08,0.0
1920,7.345064823027769e-08,8.343376545205672e-10
1921,7.875657503930711e-08,8.356959568800448e-10
1922,9.074860507496396e-08,4.886332227727053e-09
1923,1.1040586045396594e-07,0.0
1924,1.1344629680110074e-07,0.0
1925,1.583737621047021e-07,0.0
1926,9.47421785468805e-08,0.0
1927,6.466550317441033e-08,0.0
1928,9.026572644899034e-08,1.2651650838080286e-09
1929,1.1363214613702155e-07,0.0
1930,8.612954616182833e-08,0.0
1931,1.7906409599532935e-07,0.0
1932,8.986820088097147e-08,1.2128820170431709e-09
1933,9.405942691387281e-08,0.0
1934,1.2341027755269351e-07,0.0
1935,1.0532089866899241e-07,0.0
1936,7.517323208361404e-08,0.0
1937,8.687871844159645e-08,0.0
1938,7.908780652599035e-08,0.0
1939,8.870549095263414e-08,1.6942175440348706e-09
1940,8.87524000958706e-08,2.8146149855245994e-09
1941,2.7153825143955146e-07,0.0
1942,9.709477910568864e-08,3.3643954289175326e-09
1943,1.3354882399951862e-07,0.0
1944,1.2210107236398926e-07,0.0
1945,9.367567344042982e-08,0.0
1946,9.744773254993788e-08,0.0
1947,1.3589793557144958e-07,0.0
1948,8.697510534005914e-08,0.0
1949,7.460926099156495e-08,0.0
1950,1.0209946932349112e-07,3.528829228827135e-09
1951,1.1087858009517504e-07,0.0
1952,8.857635513948026e-08,0.0
1953,9.050015048472915e-08,1.1908261043913626e-09
1954,6.156697551773505e-08,1.0806723294010112e-09
1955,7.3207744755166e-08,1.0387826154811819e-09
1956,9.331621608765772e-08,0.0
1957,1.4931213865310156e-07,0.0
1958,8.768577863804694e-08,0.0
1959,9.3008975188269e-08,0.0
1960,6.713208300368478e-08,0.0
1961,1.0839128705697476e-07,0.0
1962,9.703193448729053e-08,0.0
1963,6.401392660393412e-08,7.132183177382956e-10
1964,1.076862377047405e-07,0.0
1965,9.521355170960533e-08,0.0
1966,8.640956483674245e-08,1.222114964782861e-09
1967,7.888536757150177e-08,1.6295660376641763e-09
1968,7.096437126818955e-08,0.0
1969,8.811009877263132e-08,0.0
1970,8.369679349584658e-08,1.0115754900397178e-09
1971,8.940811824231787e-08,0.0
1972,6.82309515553925e-08,5.65300417587622e-10
1973,6.39531645418856e-08,0.0
1974,1.0688586193907668e-07,1.24385801658633e-09
1975,7.938957757858134e-08,0.0
1976,9.427319369592624e-08,0.0
1977,8.051190913960227e-08,1.2989321840350954e-09
1978,1.0455440602186172e-07,1.9630408409909705e-09
1979,6.788289219628041e-08,0.0
1980,6.083111347976455e-08,3.130833592379645e-09
1981,7.147870828561054e-08,0.0
1982,7.324852724366337e-08,0.0
1983,6.315316092297962e-08,0.0
1984,5.21910745732157e-08,1.9104393622626503e-09
1985,4.6319795998783775e-08,0.0
1986,6.354154447052451e-08,0.0
1987,6.966331334012921e-08,0.0
1988,6.236416094651531e-08,0.0
1989,6.0918156741252e-08,0.0
1990,5.993516172253521e-08,5.969995608978707e-10
1991,7.268216783984371e-08,6.429924925832609e-10
1992,7.65882246511751e-08,0.0
1993,6.093128135375991e-08,6.066071533972206e-10
1994,7.648643496338536e-08,5.77337011531398e-10
1995,8.730146028312902e-08,5.928857960135758e-10
1996,9.555184909970649e-08,1.7500596527497692e-09
1997,6.856699297230762e-08,1.5702721345434156e-09
1998,6.341611991089735e-08,1.0405120098866405e-09
1999,4.0217771335449015e-08,4.985142854074809e-10
2000,4.771473882669852e-08,9.63470525583432e-10
2001,6.615629555284386e-08,0.0
2002,5.914649126026461e-08,4.77334616277858e-10
2003,5.2086535085038577e-08,4.5379322521910126e-10
2004,5.682180859167829e-08,1.4389960334426632e-09
2005,7.115924027800702e-08,4.904935346772277e-10
2006,6.753339487630683e-08,0.0
2007,6.111553751964038e-08,0.0
2008,4.5554604533037946e-08,4.6488379812359426e-10
2009,4.529782948736738e-08,0.0
2010,3.259417180601076e-08,5.176862827305229e-10
2011,3.518054247919622e-08,4.19642653959329e-10
2012,3.5404228881930067e-08,7.499130205701476e-10
2013,3.7932100571680394e-08,9.240583298542049e-10
2014,2.7934243140848025e-08,2.1556396667676836e-09
2015,3.125371383916331e-08,7.354249431656967e-10
2016,2.796309050978607e-08,1.1462439886145148e-09
2017,3.798572967284031e-08,0.0
2018,2.1942467398616827e-08,2.291995038206096e-09
2019,3.137714998935337e-08,8.497503811710772e-10
