year,en_ADP eaux_NOUN,en_ADP beau_NOUN
1874,2.0014940327328645e-07,3.9014197561471065e-07
1875,1.8080025182554138e-07,3.993625958820246e-07
1876,2.0919211096703805e-07,3.7062070123994317e-07
1877,2.739873469215226e-07,3.265582881883944e-07
1878,3.7261177632252895e-07,3.919368620763919e-07
1879,2.736977664508089e-07,3.757235067514131e-07
1880,2.182067788680797e-07,3.176833998086437e-07
1881,3.221298540134754e-07,3.988274193122976e-07
1882,2.555667919512672e-07,3.440833986623204e-07
1883,2.622525638873441e-07,3.7916034223428596e-07
1884,3.9082045955041167e-07,3.6177298401440794e-07
1885,3.5322082769795315e-07,2.9649925181729486e-07
1886,3.0331280659323667e-07,3.5042310031485613e-07
1887,3.597437401858805e-07,3.486445858680298e-07
1888,3.322482216017164e-07,3.309800811202024e-07
1889,4.0096875753015127e-07,3.364378322601169e-07
1890,3.742554722241387e-07,3.493488121009136e-07
1891,3.2189812004812524e-07,3.607808607419827e-07
1892,4.0557275227115497e-07,3.115450546431475e-07
1893,3.9044360389262067e-07,3.165426116780168e-07
1894,3.8124313794796194e-07,3.182277250601828e-07
1895,3.334312401737094e-07,3.244033113247724e-07
1896,3.6915402534809516e-07,2.683148130344648e-07
1897,4.07287282677693e-07,1.8703750725990176e-07
1898,3.825047872885179e-07,2.1162246799377726e-07
1899,4.151211463465643e-07,2.3271105220601385e-07
1900,4.324147226952846e-07,2.419030789013732e-07
1901,4.7057182750442905e-07,2.2857941717191466e-07
1902,4.4094348128354e-07,1.8757284170334287e-07
1903,5.346217943902332e-07,2.0952855184219743e-07
1904,5.213386184976798e-07,2.569070955971142e-07
1905,4.391805981107666e-07,2.3223415368534006e-07
1906,5.267645146744826e-07,1.8724831551963916e-07
1907,4.386845383619331e-07,2.3811365501558157e-07
1908,3.934022714258134e-07,2.617770316071244e-07
1909,3.850688519158041e-07,2.596464221404915e-07
1910,3.7141846476185236e-07,2.709484423490949e-07
1911,3.963678709695273e-07,2.442051600937134e-07
1912,3.1725375282398716e-07,2.7349461184655866e-07
1913,3.855273434938411e-07,2.4871021775396684e-07
1914,6.375300076744139e-07,2.524672320092236e-07
1915,3.4399825743491874e-07,1.590402831652682e-07
1916,3.8016619030578624e-07,1.604169510560638e-07
1917,5.658675235054034e-07,2.193284860396716e-07
1918,5.099950879383641e-07,2.2972752677929975e-07
1919,5.672034761872169e-07,1.399592939321792e-07
1920,5.550446107172036e-07,2.1050803722388878e-07
1921,5.141895541571628e-07,2.430851910872889e-07
1922,3.5782986773646996e-07,1.8739955720548096e-07
1923,3.184784369558713e-07,2.5372115830535336e-07
1924,3.5709799539596077e-07,1.7661525564260927e-07
1925,4.685223924383308e-07,2.309617370688244e-07
1926,5.04920076971338e-07,2.964872845012678e-07
1927,4.4819885358649003e-07,3.3447674896436297e-07
1928,4.490434277748534e-07,2.753675985012194e-07
1929,5.926696364788597e-07,2.3506258117755863e-07
1930,4.516549390043423e-07,2.1322315468808029e-07
1931,4.7218176835173153e-07,2.3266928206311377e-07
1932,4.679722247491469e-07,2.312462279441263e-07
1933,4.347380988534155e-07,2.0532485400792666e-07
1934,3.9898663040105475e-07,1.7373290894795446e-07
1935,3.8896924436926383e-07,1.3404478238498996e-07
1936,3.297922255285357e-07,1.1760973128716046e-07
1937,5.099403077579723e-07,1.4605696874170349e-07
1938,5.108294457434326e-07,1.905886497510778e-07
1939,4.7411555925691573e-07,1.6823455872838622e-07
1940,5.629437884735466e-07,1.6736167651743017e-07
1941,3.423743151209635e-07,1.8594465700516594e-07
1942,3.1859223770247524e-07,2.0936060707299475e-07
1943,3.367752867688978e-07,2.2064587490433496e-07
1944,3.630900380358071e-07,2.088571005032236e-07
1945,4.095587566865788e-07,1.459597709363436e-07
1946,3.3828283996228947e-07,1.0719250553847814e-07
1947,3.564340396167154e-07,1.6689218806931194e-07
1948,5.196762407067013e-07,1.2393951620559562e-07
1949,5.438622689979411e-07,1.3940152221447732e-07
1950,4.7008297099360163e-07,1.4889506605442193e-07
1951,5.458637639677022e-07,1.1834155977386018e-07
1952,6.516689001756504e-07,1.5395413077712305e-07
1953,7.175369067802251e-07,1.3790499253651944e-07
1954,7.163268911369869e-07,1.6320134932357178e-07
1955,4.814816754183937e-07,1.5016973042847326e-07
1956,8.729862583933823e-07,1.0901426827913951e-07
1957,6.458412817877957e-07,7.598132190089757e-08
1958,6.047010234766503e-07,1.1250251219507845e-07
1959,5.844063851734305e-07,9.610927631520383e-08
1960,6.637078948656949e-07,1.3011167354637365e-07
1961,7.205240937224744e-07,1.3340466331612788e-07
1962,6.836629276030237e-07,1.8201415558083411e-07
1963,5.72892338901454e-07,9.957722291176196e-08
1964,5.883197442546617e-07,1.4297325268142203e-07
1965,5.198441286324851e-07,1.4008431747924988e-07
1966,5.971122352121938e-07,1.0635023395266785e-07
1967,7.913188326824638e-07,1.5136130526727243e-07
1968,6.777546541769652e-07,1.783092098417427e-07
1969,5.250271744028367e-07,1.1990240356141157e-07
1970,5.509272362758111e-07,1.4623945654435033e-07
1971,6.433273935790851e-07,1.3308449486881813e-07
1972,7.284808272167709e-07,1.2927969805787143e-07
1973,6.505580549820422e-07,9.758370911328029e-08
1974,5.63682276411015e-07,8.438357679274588e-08
1975,5.87711319610662e-07,7.767613308118371e-08
1976,5.667818649968126e-07,8.798831152567743e-08
1977,5.782753529359752e-07,7.404745155925596e-08
1978,5.500987743101149e-07,1.0990093768370457e-07
1979,6.636137994675551e-07,1.0123913951609609e-07
1980,6.861976715732965e-07,9.096241404549232e-08
1981,6.490014068383232e-07,5.8827609450418095e-08
1982,6.275784931730755e-07,6.579952094298847e-08
1983,6.384784345669914e-07,6.946847719291327e-08
1984,7.463324180889686e-07,6.320919104796374e-08
1985,6.719378427000322e-07,6.617114145512915e-08
1986,5.940534943960074e-07,7.792830780672944e-08
1987,6.99077462140707e-07,7.149655945060118e-08
1988,6.02053999987362e-07,7.315795524931445e-08
1989,7.617513873015014e-07,8.232183290601824e-08
1990,6.631008142576889e-07,8.227462844345723e-08
1991,7.725411350634204e-07,9.143886059437278e-08
1992,6.650502832883376e-07,6.50173441751889e-08
1993,6.586117771156808e-07,6.425480347793666e-08
1994,4.821282986178232e-07,8.809127627351643e-08
1995,5.341113797907582e-07,8.67592164222053e-08
1996,7.377243234074626e-07,8.380804494834138e-08
1997,7.37934247041494e-07,7.144392899505192e-08
1998,5.55010232661246e-07,7.772050913956718e-08
1999,5.242020931217617e-07,7.586533845582721e-08
2000,6.794932208009641e-07,6.582867140281223e-08
2001,7.084419569869382e-07,8.368114590151521e-08
2002,5.450239475290886e-07,6.790892975727658e-08
2003,6.746248262246013e-07,8.083830815852622e-08
2004,5.347416616174883e-07,1.0307211883997525e-07
2005,6.38631713734128e-07,8.422011832376342e-08
2006,5.793871101777981e-07,9.306431036915086e-08
2007,7.118162305141951e-07,6.750670067390274e-08
2008,7.625074589512337e-07,7.450519778906539e-08
2009,5.407130330148391e-07,6.246332429071799e-08
2010,5.777198657241911e-07,6.755024140048249e-08
2011,6.412800903077276e-07,5.200601804755678e-08
2012,6.423824953083468e-07,6.808505315092361e-08
2013,5.645189153913321e-07,7.921114941744634e-08
2014,4.993516751206073e-07,8.18538314906192e-08
2015,5.153537759872151e-07,1.1792181187075812e-07
2016,5.056141048065399e-07,1.4768654743591014e-07
2017,6.065138782318513e-07,5.307939920928817e-08
2018,6.172287043693103e-07,1.277826027212825e-07
2019,6.140227624129579e-07,9.617223611924075e-08
