year,un_DET aisé_ADJ,un_DET baiser_NOUN
1912,4.167536982180309e-09,1.9285277659264466e-06
1913,1.060597942803554e-09,1.778622753079162e-06
1914,0.0,1.6688285171539974e-06
1915,0.0,1.2711442423096742e-06
1916,1.0987462051303964e-09,1.2613606585887283e-06
1917,0.0,1.5857449398026802e-06
1918,2.2972752589112133e-09,1.806806977810993e-06
1919,7.366278698128781e-09,1.7504120251032873e-06
1920,7.572231730534895e-10,2.0800919884322866e-06
1921,2.2718242842501013e-09,2.0650883101325235e-06
1922,2.2133805899215986e-09,2.2908490819872895e-06
1923,2.1231896241147297e-09,2.403450565680032e-06
1924,0.0,2.410733728197556e-06
1925,1.0998177923937646e-09,2.546078164300525e-06
1926,0.0,2.3908466388888883e-06
1927,0.0,2.8274433532260446e-06
1928,0.0,2.128671468426546e-06
1929,2.2280812750352652e-09,2.260388455965767e-06
1930,1.0503603542488804e-09,2.028245830842934e-06
1931,3.4216069977333063e-09,1.9708456093781024e-06
1932,8.767629289252454e-09,1.788596392771069e-06
1933,1.1470662197865522e-09,1.5370687194149468e-06
1934,5.990790086229936e-09,1.5360386100837786e-06
1935,0.0,1.8287538381400736e-06
1936,3.6374143697059935e-09,1.505889514419323e-06
1937,1.2591118148108649e-09,1.6481773883469941e-06
1938,3.8895642262559704e-09,1.7295595853283885e-06
1939,0.0,1.7129336242760473e-06
1940,0.0,1.0777077434909188e-06
1941,0.0,1.6557929214400247e-06
1942,0.0,1.9601008318659296e-06
1943,0.0,1.9190384534795157e-06
1944,0.0,2.1367687992324136e-06
1945,2.178504043826024e-09,1.8844060321043798e-06
1946,1.3921104269343232e-09,2.1215762444626307e-06
1947,1.1920870957027319e-09,1.9085314022504463e-06
1948,3.2615663503321457e-09,2.133064356257819e-06
1949,1.9634016634739737e-09,1.7444823328105485e-06
1950,3.190608444114673e-09,1.9079838153857054e-06
1951,0.0,1.7889832264472716e-06
1952,0.0,1.8516675623914125e-06
1953,3.232148326759443e-09,1.7184254730295834e-06
1954,9.772536113672459e-10,1.919326052757242e-06
1955,3.754243138587299e-09,1.4416293439012406e-06
1956,0.0,1.822718559196801e-06
1957,6.184526224473075e-09,1.7166478372132588e-06
1958,8.272243445794913e-10,1.9820295591443937e-06
1959,0.0,1.8384774307378393e-06
1960,1.3841666701708277e-09,2.087323338173519e-06
1961,3.47407969059077e-09,1.8169436657444749e-06
1962,6.976152100435229e-09,1.7307198589833206e-06
1963,2.5864212993553792e-09,2.044566073777787e-06
1964,1.8251904432275978e-09,1.847701142310143e-06
1965,5.472043373977442e-10,1.6448962156800917e-06
1966,3.323444963676536e-09,1.9325831743799426e-06
1967,1.9721342336964653e-09,1.9179005334990507e-06
1968,1.7965663401398047e-09,2.265470087081667e-06
1969,1.3625273131978588e-09,1.5659980334703505e-06
1970,1.3796175035718505e-09,1.561726989507406e-06
1971,2.0553589941130213e-09,1.9988366233292254e-06
1972,5.130146862875051e-10,1.4297719559408506e-06
1973,5.513203782392395e-10,1.5977264737898622e-06
1974,5.625571675160757e-10,1.163930733127927e-06
1975,1.7134440533084216e-09,1.2142607204168598e-06
1976,5.713526873840635e-10,1.3209673568326252e-06
1977,0.0,1.305820930497248e-06
1978,0.0,1.5178211185684631e-06
1979,5.851973350345929e-10,1.5086387534779533e-06
1980,3.97960553399912e-09,1.4326580100032515e-06
1981,9.488323904349727e-09,1.5415364345017224e-06
1982,0.0,1.4823515570583368e-06
1983,6.315316047889041e-10,1.5567253655035529e-06
1984,1.739702604197646e-09,1.572691076034971e-06
1985,1.8046674155058895e-09,1.5754746272023112e-06
1986,1.1988970927134801e-09,1.7395997247149353e-06
1987,2.4443267410134695e-09,1.4824841301219749e-06
1988,0.0,1.363616370042564e-06
1989,2.1952488715726304e-09,1.4236188832228436e-06
1990,0.0,1.4259119041071244e-06
1991,0.0,1.4003040718080229e-06
1992,1.65298330578878e-09,1.6733700363147364e-06
1993,1.661762283333701e-09,1.6030466127858745e-06
1994,5.274926606624319e-10,1.5977752241269627e-06
1995,1.0844901643380922e-09,1.6679459093893456e-06
1996,1.067618438099771e-09,1.7199333157691399e-06
1997,9.58978896292706e-10,1.6235512347861913e-06
1998,2.3840645013706308e-09,1.5863566318330413e-06
1999,1.3710603763428253e-09,1.6210503943625554e-06
2000,4.4180314962005696e-10,1.65146013841877e-06
2001,8.762423564512289e-10,1.6109716298728927e-06
2002,1.3143663935011318e-09,1.7410974351150799e-06
2003,2.083461403401543e-09,1.832612660734867e-06
2004,4.404791253964646e-10,1.913000872377779e-06
2005,4.5037495954858286e-10,1.8487891964014125e-06
2006,0.0,1.9057594471405537e-06
2007,3.994479469415779e-10,4.695111101682414e-06
2008,2.128719839289417e-09,4.947144788047808e-06
2009,9.53638501499654e-10,6.239179896283531e-06
2010,1.4171379625338432e-09,8.009663588381954e-06
2011,7.64794394481072e-10,7.958068096058923e-06
2012,1.702126356528666e-09,9.665354014032346e-06
2013,1.3945625210176615e-09,1.1018996076472831e-05
2014,6.496335552830246e-10,1.2751657493481616e-05
2015,2.4382329072425435e-09,1.3424910662251932e-05
2016,2.899876117012923e-09,1.4654316601081518e-05
2017,1.2578056374223934e-09,1.5273283054284548e-05
2018,7.744400121190154e-10,1.6429229447112448e-05
2019,2.2958890344426663e-09,1.5767910610975377e-05
