year,certain_ADJ honneur_NOUN,certain_ADJ bonheur_NOUN
1939,1.5294050470515685e-08,2.2941076593951948e-08
1940,0.0,2.2822046474857416e-08
1941,2.6563522936839945e-08,3.246652724442356e-08
1942,3.034211815133858e-08,4.247896612241675e-08
1943,8.709705845433291e-09,1.7419411690866582e-08
1944,3.2131861615880553e-09,3.855823393905666e-08
1945,1.089252066321933e-08,5.446259976338297e-08
1946,6.960552134671616e-09,4.454753366189834e-08
1947,4.7683483828109274e-09,6.556479092978407e-08
1948,9.784699273041042e-09,3.8051606310318675e-08
1949,1.570721330779179e-08,3.9268034157657894e-08
1950,2.1270722072586068e-08,5.211327192000681e-08
1951,1.8124383771578323e-08,5.010858927789741e-08
1952,3.1634410646574906e-09,5.5887461769543734e-08
1953,3.232148326759443e-09,3.98631598841348e-08
1954,5.863521668203475e-09,5.0817188679275205e-08
1955,4.6928039232341234e-09,4.411235821066839e-08
1956,4.360570571293465e-09,6.976912914069544e-08
1957,1.0602045463770082e-08,5.03597163969971e-08
1958,2.1507833736222892e-08,5.7905705119765116e-08
1959,9.300897829689347e-09,6.355612924835441e-08
1960,6.2287499602575735e-09,6.713208478004162e-08
1961,1.876002997391879e-08,7.22608533010316e-08
1962,9.512934440181198e-09,8.054284705849568e-08
1963,8.405868889838075e-09,8.341208967976854e-08
1964,1.520992043424485e-08,8.21335746081786e-08
1965,7.660860390501512e-09,9.138312151435457e-08
1966,5.539074976468328e-09,8.973301390824417e-08
1967,1.035370456037299e-08,7.148986469474039e-08
1968,6.737123747768692e-09,9.207402484889826e-08
1969,4.087581828571274e-09,7.58473532869175e-08
1970,5.978342709767048e-09,8.691590380749403e-08
1971,1.1304474689666222e-08,9.711570925219348e-08
1972,6.669190977248718e-09,9.593374983296599e-08
1973,7.718485406371656e-09,8.931390027555608e-08
1974,6.750686232237513e-09,1.0126029081902743e-07
1975,2.8557400888473694e-09,1.056623801787282e-07
1976,4.570821499072508e-09,9.255913369088375e-08
1977,4.11374712072643e-09,1.0636975389388681e-07
1978,1.128712323605896e-08,1.1049500159288073e-07
1979,9.948355028654987e-09,1.0767630698182984e-07
1980,3.411090521154847e-09,9.778459286735597e-08
1981,5.060439622894819e-09,1.0563667984797576e-07
1982,3.1037510339615437e-09,9.373328424544525e-08
1983,6.315316269933646e-09,9.915046206288025e-08
1984,5.219107812592938e-09,1.2177918051747838e-07
1985,1.8046674155058895e-09,9.083492358286094e-08
1986,6.593933843390687e-09,1.0430404984163033e-07
1987,1.8332451112712533e-09,1.1427227519789085e-07
1988,4.797243047249822e-09,9.894313990344017e-08
1989,6.036934507847036e-09,1.0153026153147948e-07
1990,2.179460389939436e-09,1.1060761551107134e-07
1991,1.2895223555631219e-08,9.905875941740305e-08
1992,4.4079553340736766e-09,1.0579093157048192e-07
1993,7.200969598386564e-09,1.0635278613335686e-07
1994,7.384897138251745e-09,1.0127858729447325e-07
1995,9.21816667442954e-09,1.165826901683431e-07
1996,4.804283193493575e-09,1.1263374233294599e-07
1997,5.753873377756236e-09,1.0165176433929446e-07
1998,2.3840645013706308e-09,8.487270264367908e-08
1999,7.769341614505265e-09,9.551720125955399e-08
2000,3.5344251969604557e-09,9.233686171228328e-08
2001,8.324302136486494e-09,1.051490841064151e-07
2002,7.886198361006791e-09,8.368132853320276e-08
2003,6.667076668520622e-09,9.4589147181523e-08
2004,4.404791198453495e-09,9.602445061318576e-08
2005,4.503749373441224e-09,9.412836732280994e-08
2006,6.1768350434476815e-09,8.894642178347567e-08
2007,5.192823504529542e-09,8.588131095166318e-08
2008,7.663391698997657e-09,9.579239446111387e-08
2009,4.76819250749827e-09,1.029929563856058e-07
2010,4.2514138876015295e-09,1.0108917081197433e-07
2011,5.353560705856353e-09,1.0018806761991073e-07
2012,3.063827413996023e-09,7.863823725529073e-08
2013,1.0877587719448911e-08,8.590505018446493e-08
2014,1.1260315346817151e-08,1.0220901458524168e-07
2015,5.984753581600444e-09,7.248201683296429e-08
2016,6.8354220061905835e-09,7.187549755371947e-08
2017,5.7859059765519305e-09,7.421053282996581e-08
2018,6.711813327342497e-09,6.169705102365697e-08
2019,5.101975730781305e-09,6.224409787591867e-08
