year,en_ADP heures_NOUN,en_ADP beurre_NOUN
1875,1.4532679415424354e-07,2.6776746153700515e-07
1876,8.343500224050615e-08,2.3095776668924373e-07
1877,1.700824441286386e-07,2.1213918444118463e-07
1878,1.1232704988373143e-07,2.2163455071222415e-07
1879,1.2218650780049245e-07,1.6617364906323928e-07
1880,1.1295409496625552e-07,2.1178892950501904e-07
1881,1.2480788313951052e-07,2.440377784296288e-07
1882,1.7104340099827198e-07,2.6155663590543554e-07
1883,1.3776158258593796e-07,1.9021210562186752e-07
1884,1.7098395233006158e-07,2.8453314371290617e-07
1885,1.4824962091264382e-07,2.1850705422821193e-07
1886,1.4068551479340385e-07,2.1619104018100188e-07
1887,1.3645452018318238e-07,2.55933855441981e-07
1888,1.9085250180239655e-07,2.4221148464675935e-07
1889,1.3344741489618173e-07,3.0135308293210983e-07
1890,1.2125615000968537e-07,1.5927159324746754e-07
1891,2.2182285530636392e-07,2.562436520747724e-07
1892,2.43218277296009e-07,2.8960528197785607e-07
1893,2.543426096401902e-07,2.389465691976511e-07
1894,1.7140187513753347e-07,2.1299203467606276e-07
1895,2.0824406687935948e-07,3.256070328916394e-07
1896,2.358811637126479e-07,2.8010887831442233e-07
1897,2.2957251466504403e-07,3.152252077143203e-07
1898,2.3029503870564128e-07,3.191312032413407e-07
1899,2.4763550143802604e-07,2.8853958156105364e-07
1900,1.801295408387915e-07,2.746067195857904e-07
1901,1.8275175883708528e-07,3.8059312146287994e-07
1902,2.9412601298961505e-07,4.070625436725095e-07
1903,3.558745240717087e-07,4.352577605004626e-07
1904,2.7410589176213307e-07,4.6866730940564594e-07
1905,3.5557629340932095e-07,4.675647744534217e-07
1906,2.1759900792339693e-07,4.6246219653767184e-07
1907,3.4817050575952635e-07,3.743990077964554e-07
1908,2.4998970094003425e-07,3.909465817741875e-07
1909,3.2565822583041637e-07,4.598822158641269e-07
1910,2.859120546983007e-07,4.542528131423751e-07
1911,2.883642767903538e-07,4.245658544732578e-07
1912,2.495312715344866e-07,4.355076157480653e-07
1913,2.858311398679092e-07,3.3833075008260494e-07
1914,2.7925421319796584e-07,2.812632260429382e-07
1915,4.4295665047044963e-07,1.4490336752714938e-07
1916,3.197351345907151e-07,2.9995771910762414e-07
1917,2.1823184259694983e-07,3.476356482678966e-07
1918,2.848621258877415e-07,4.5256322778186586e-07
1919,3.305617664040028e-07,3.931751280106255e-07
1920,3.346926442659992e-07,3.748254755464586e-07
1921,3.475891103832396e-07,2.809489387800568e-07
1922,3.4528737297145895e-07,2.855261129752762e-07
1923,2.9087697273055824e-07,4.0871401552067255e-07
1924,4.086645007950196e-07,3.893270559274242e-07
1925,4.597238498771361e-07,3.0244990512073855e-07
1926,3.9680253172136304e-07,3.2546725492466066e-07
1927,3.3559167589292116e-07,3.8687809933435346e-07
1928,3.8277238179063033e-07,2.1252436965824018e-07
1929,4.1219503943423774e-07,2.5511531021038536e-07
1930,4.49554222514692e-07,2.7309368988426286e-07
1931,3.4900390133429937e-07,2.9083659569550946e-07
1932,3.6604853570487705e-07,2.465895647674188e-07
1933,5.769743001149408e-07,2.3514857616646623e-07
1934,4.0737372231092195e-07,2.5041501316991344e-07
1935,4.727472351362394e-07,2.07051314760065e-07
1936,3.649539133121493e-07,2.897806723467511e-07
1937,5.703776484455858e-07,2.5182237095577875e-07
1938,1.1357528015842888e-06,2.8523470518848626e-07
1939,9.772897771043176e-07,2.125872953229191e-07
1940,5.375859757350554e-07,5.629437964671524e-07
1941,6.906515856996975e-07,3.128592709344957e-07
1942,4.763712411204324e-07,3.914133230864536e-07
1943,1.1380681721462338e-06,2.9612999696837505e-07
1944,5.719471527498854e-07,2.0243072640369064e-07
1945,3.986662360233595e-07,2.5052796104318986e-07
1946,5.053361018525493e-07,2.505798875063192e-07
1947,5.662413649076825e-07,2.598749802018574e-07
1948,7.044983243442715e-07,2.5766374278646254e-07
1949,5.428805867069286e-07,3.1708935921415105e-07
1950,5.23259794604769e-07,2.6588404011818056e-07
1951,7.825468806288427e-07,2.0363277997148543e-07
1952,6.85412260281737e-07,1.9191543287888635e-07
1953,6.076438856528199e-07,2.1978607378514425e-07
1954,5.765796364798348e-07,1.8958719749662123e-07
1955,5.434266885373518e-07,1.4172267981393816e-07
1956,7.491460394248861e-07,1.718064908118322e-07
1957,6.246371455631561e-07,1.8111826705080603e-07
1958,7.213396298055841e-07,1.5634540773135086e-07
1959,6.735399598056802e-07,2.038446638152891e-07
1960,7.529866465905144e-07,2.0831708980040275e-07
1961,6.468736488685067e-07,2.2720480785665131e-07
1962,6.881022462934538e-07,1.5791471241755062e-07
1963,7.979109604150381e-07,1.868689452066974e-07
1964,6.990479715085485e-07,1.9712057053311582e-07
1965,7.343482333332929e-07,1.6087807352960226e-07
1966,7.045703158681249e-07,2.093770206101908e-07
1967,7.124334864272441e-07,2.0658106336668425e-07
1968,6.171205306770844e-07,2.0211371065670392e-07
1969,6.290334333414194e-07,1.6759086918227695e-07
1970,5.592049334701699e-07,1.5635664851743059e-07
1971,7.27083262042072e-07,1.2897378098841727e-07
1972,7.243767350395558e-07,1.8365925313901243e-07
1973,7.167165150256949e-07,1.2790633263648488e-07
1974,7.538265918149989e-07,1.7720550715694117e-07
1975,7.693363541783071e-07,1.2850830444222083e-07
1976,7.073346193209318e-07,1.296970566500022e-07
1977,6.006071284758718e-07,1.1577260039530302e-07
1978,6.2435613878975e-07,1.0930688176813419e-07
1979,6.577618201220048e-07,1.3810657151225314e-07
1980,6.276406492311537e-07,1.159770732783727e-07
1981,6.331874908838131e-07,1.0816689410830804e-07
1982,5.661242175047931e-07,8.876727974893583e-08
1983,6.024811343152692e-07,9.094055286595903e-08
1984,5.648234111532702e-07,9.858314342636731e-08
1985,5.883215683510912e-07,8.241314475299077e-08
1986,5.748711422448594e-07,7.732886331268674e-08
1987,4.961983375295631e-07,9.288441304988737e-08
1988,4.947156913015505e-07,6.716140177331908e-08
1989,4.5880701859957185e-07,1.9647477245143818e-07
1990,6.418510689609747e-07,9.099247222366103e-08
1991,4.6305575285288114e-07,7.209602159718997e-08
1992,4.0553190494563296e-07,6.942529751086113e-08
1993,5.661070279217029e-07,7.588714368012006e-08
1994,4.810732976423537e-07,8.756378377938745e-08
1995,4.86393832321852e-07,1.3068105886304693e-07
1996,4.772254502682927e-07,7.419948389042474e-08
1997,5.451794908850616e-07,8.534912154800622e-08
1998,4.853955570816026e-07,8.43958858354199e-08
1999,5.662479103385465e-07,9.094700459399974e-08
2000,5.959924749276979e-07,8.217538294275073e-08
2001,5.301266372548241e-07,6.221321058319518e-08
2002,5.827024718296769e-07,6.528019724783007e-08
2003,5.196153052833274e-07,5.5003383181428944e-08
2004,4.880508651661231e-07,7.928624512487659e-08
2005,4.945117098031915e-07,6.305249655724765e-08
2006,4.019060617643788e-07,6.712160427468916e-08
2007,4.401916489094049e-07,8.548185803647357e-08
2008,4.83645155369139e-07,9.025772129689358e-08
2009,4.47256469415791e-07,6.723151102505653e-08
2010,5.79137041878397e-07,9.164158143448731e-08
2011,5.487399934167581e-07,7.915622290965985e-08
2012,4.806804834722733e-07,8.238291826501154e-08
2013,4.897703488326854e-07,8.506831505883383e-08
2014,3.9627646375439696e-07,7.579058092233026e-08
2015,4.300156328795879e-07,8.711140964123842e-08
2016,4.3829555695928946e-07,8.140366247744169e-08
2017,5.066441348677841e-07,6.21355980001681e-08
2018,4.837668885482316e-07,7.176477367920597e-08
2019,4.7422863724833064e-07,9.056006433638686e-08
