year,en_ADP iles_NOUN,en_ADP bile_NOUN
1844,4.9397050894128824e-09,3.567564732520623e-08
1845,5.580227946389016e-09,2.6785095030845696e-08
1846,1.1709002656346001e-08,1.3465353276842507e-08
1847,6.47186837454683e-09,1.0786447290911383e-08
1848,1.126331028444838e-08,1.528592186161859e-08
1849,1.0893238977516262e-08,1.0893239199560867e-08
1850,8.146795238417326e-09,1.2899092460827433e-08
1851,7.739326290945314e-09,2.0638204034639784e-08
1852,1.1718982229069752e-08,3.906327261660181e-09
1853,4.180352286553557e-09,5.3747388761848924e-09
1854,9.352196128631363e-09,5.7152309551611324e-09
1855,3.714855978387277e-09,1.963566731433275e-08
1856,1.7084724746041502e-08,6.782117623060913e-08
1857,7.810414537345878e-09,9.763017949637742e-09
1858,4.893675908945738e-09,1.3702292633865909e-08
1859,2.5460866748261424e-09,6.619825576592575e-09
1860,3.661747072225552e-09,6.865775947773045e-09
1861,3.3011746669586728e-09,1.744906619194353e-08
1862,5.421583626485926e-09,1.581295272501393e-08
1863,2.996772441310469e-09,1.1487627737949424e-08
1864,6.712619238236073e-09,7.671564716815737e-09
1865,5.648213063924601e-09,2.023943146411966e-08
1866,5.352174370365503e-09,2.6760870852626795e-08
1867,3.396968040192405e-09,8.73506067478047e-09
1868,4.939873954334928e-09,1.6301584082611953e-08
1869,1.953407657850903e-09,2.24641887314192e-08
1870,2.2936195165357276e-09,8.027668307875047e-09
1871,3.18635318130589e-09,2.1242354542039266e-09
1872,5.442605366390296e-09,2.9027228620748247e-08
1873,1.1972008717719973e-08,1.7958013742713774e-08
1874,6.5720701658555924e-09,1.7326366119618797e-08
1875,2.860763514966891e-09,1.2587359599081083e-08
1876,3.02300739996042e-09,1.209202959984168e-08
1877,4.9478527941460015e-09,5.44263798474276e-08
1878,8.454724254036705e-09,1.4493812372506909e-08
1879,6.10932526790009e-10,1.0996785704264767e-08
1880,6.417846032391594e-09,3.2089231272180996e-09
1881,6.972507571312292e-10,1.5339516323820135e-08
1882,8.652000671460769e-09,7.320923423037584e-09
1883,3.791603475633565e-09,3.349249766415596e-08
1884,5.941527270181268e-09,1.0562715146988921e-08
1885,3.222817901438191e-09,5.80107206715752e-09
1886,1.1616235306988187e-08,1.4197620856748472e-08
1887,3.264462256069578e-09,9.793386546164129e-09
1888,6.340614699951175e-09,1.2047167707862627e-08
1889,5.638623234993645e-09,1.50363277384713e-08
1890,3.2771931834929546e-09,9.831579994568074e-09
1891,5.736798147637501e-09,2.5496880162734215e-09
1892,1.2537024751679837e-09,1.191017329205124e-08
1893,8.621783287310336e-09,9.23762488724833e-09
1894,6.301539512421073e-09,0.0
1895,4.213030146971164e-09,7.824199066419624e-09
1896,7.076434771491336e-09,1.2973464080801023e-08
1897,4.661370844871726e-09,6.992056267307589e-09
1898,4.526683805572418e-09,1.1316709347397591e-08
1899,5.527578395003729e-09,7.185851913504848e-09
1900,2.07642125715779e-09,1.1939421895590385e-08
1901,7.265360812969135e-09,3.912117296778206e-09
1902,3.928227187977029e-09,4.419255628107521e-09
1903,4.860198243861191e-09,3.7801539676252105e-09
1904,5.912087708281888e-09,1.0749250378694342e-08
1905,5.676834835544042e-09,1.8062657147766004e-08
1906,3.0865107691901983e-09,9.259531807970234e-09
1907,3.08570607954195e-09,8.228549397415463e-09
1908,3.929111258571538e-09,7.367083831866239e-09
1909,7.151278569317299e-09,2.7504917454734823e-08
1910,3.740905585303267e-09,1.3894791983659616e-08
1911,3.1922244847493175e-09,1.649316061502759e-08
1912,6.251305251225858e-09,1.0418842677495377e-08
1913,6.893886572711949e-09,3.606033160963307e-08
1914,6.696743715117748e-10,2.4108278040557707e-08
1915,2.3561523843085297e-09,9.071186468645465e-08
1916,0.0,1.911818401367782e-07
1917,2.1932848870420685e-09,8.444146715191891e-08
1918,1.1486376294556067e-09,1.504715356759334e-07
1919,4.603924241841639e-09,1.5653341733923298e-08
1920,1.514446346106979e-09,4.0132828615924154e-08
1921,4.543648624011354e-09,3.483463828501954e-08
1922,5.902348387820666e-09,1.8444838545406128e-08
1923,4.246379248229459e-09,1.4862327368803108e-08
1924,3.867487330388997e-09,2.836157442231979e-08
1925,2.1996355847875293e-09,1.9796720707176974e-08
1926,8.916910765321973e-09,2.7865345586519652e-08
1927,5.574612549352764e-09,2.8987985345452216e-08
1928,3.4278123672848437e-09,2.8565102283550914e-08
1929,2.2280812750352652e-09,1.3368487650211591e-08
1930,4.201441416995522e-09,2.2057568216382606e-08
1931,2.2810713318222042e-09,1.9389105432310316e-08
1932,3.2878609834696704e-09,1.8631212128639163e-08
1933,4.588264879146209e-09,4.7029715233293246e-08
1934,1.1981580172459871e-09,3.5944740517379614e-08
1935,3.590485242455088e-09,3.4708023122220766e-08
1936,8.487300195980652e-09,3.394919900756577e-08
1937,6.295558963032022e-09,4.658713592675667e-08
1938,3.8895642262559704e-09,3.3709557811789637e-08
1939,7.647025235257843e-09,4.129393715857077e-08
1940,2.5357829169792012e-09,5.0715658339584024e-09
1941,2.9515025978810172e-09,8.854508237732261e-09
1942,0.0,6.068423541449874e-09
1943,5.806470415592457e-09,5.806470415592457e-09
1944,6.4263723231761105e-09,3.2131861615880553e-09
1945,0.0,6.535512131478072e-09
1946,6.960552134671616e-09,5.568441707737293e-09
1947,4.7683483828109274e-09,7.152522574216391e-09
1948,3.2615663503321457e-09,1.4133454406817236e-08
1949,0.0,7.853606653895895e-09
1950,3.190608444114673e-09,1.0635361036293034e-08
1951,2.1322803522849654e-09,1.8124383771578323e-08
1952,7.381362521208246e-09,3.1634410646574906e-09
1953,1.0773827385790469e-08,8.619061908632375e-09
1954,2.9317608341017376e-09,1.07497895029951e-08
1955,2.815682353940474e-09,1.407841132561316e-08
1956,3.488456634670456e-09,6.104799332717903e-09
1957,5.301022620862739e-09,5.301022731885041e-09
1958,1.6544486891589827e-09,1.6544486891589827e-09
1959,2.325224457422337e-09,6.200598257066758e-09
1960,4.152500121534786e-09,4.844583401109048e-09
1961,5.558527305105088e-09,6.25334317660986e-09
1962,1.2683912808952869e-09,1.2049716779927166e-08
1963,3.2330265131719216e-09,9.69907976156037e-09
1964,3.650380997477498e-09,4.867174663303331e-09
1965,3.2832260243864653e-09,4.924839203113152e-09
1966,5.539074976468328e-09,1.163205709531212e-08
1967,3.944268467392931e-09,4.930335695263466e-09
1968,5.838840522187638e-09,4.940557296606585e-09
1969,2.725054681906869e-09,3.1792304344691047e-09
1970,1.8394900047624674e-09,1.5175793066646293e-08
1971,2.0553589941130213e-09,5.138397263237948e-09
1972,5.130146751852749e-09,3.5911027485013847e-09
1973,4.961883570686609e-09,2.205281512956958e-09
1974,4.500457340128605e-09,3.3753431161187564e-09
1975,2.8557400888473694e-09,3.998036124386317e-09
1976,3.9994687561772935e-09,2.285410749536254e-09
1977,2.9383909194713453e-09,8.22749424145286e-09
1978,5.940591352171509e-10,7.72276909088987e-09
1979,2.3407893401383717e-09,2.925986564150662e-09
1980,2.2740603289328476e-09,7.390696055153967e-09
1981,3.162774819820413e-09,6.325549417596221e-09
1982,1.2415004579935385e-09,2.483000915987077e-09
1983,4.4207211225000265e-09,3.78918940668882e-09
1984,4.639206796497319e-09,6.378909400694965e-09
1985,1.2031116103372597e-09,1.8046674155058895e-09
1986,1.1988970927134801e-09,2.997242676272549e-09
1987,1.8332450557601021e-09,6.110816741511371e-09
1988,1.7989661427186832e-09,2.398621523624911e-09
1989,1.6464366536794728e-09,0.0
1990,2.724325487424295e-09,3.2691906959314565e-09
1991,1.1722930404189924e-09,4.68917216167597e-09
1992,1.65298330578878e-09,3.30596661157756e-09
1993,1.6617622278225497e-09,1.0524494165053966e-08
1994,2.637463358823311e-09,3.6924485691258724e-09
1995,1.6267352465071383e-09,5.4224509327127635e-09
1996,2.135236876199542e-09,6.939520069693117e-09
1997,2.3974471297094624e-09,1.917957792585412e-09
1998,4.768129224785866e-10,9.059445638115449e-09
1999,1.8280804925385752e-09,3.1991407301035224e-09
2000,1.3254094488601709e-09,6.185244316725402e-09
2001,3.06684819206815e-09,3.943090742808408e-09
2002,8.76244299341522e-10,1.0076809608960957e-08
2003,2.500153750695233e-09,4.583615265119079e-09
2004,8.809582507929292e-10,9.250062049659391e-09
2005,9.007499190971657e-10,5.404499514582994e-09
2006,1.6471559671771274e-09,4.941467679486777e-09
2007,7.988958938831558e-10,4.7933754743212376e-09
2008,8.514879357157668e-10,5.5346713878634546e-09
2009,4.76819250749827e-10,7.1522885392028e-09
2010,1.8895172648747405e-09,6.140930874920514e-09
2011,3.82397197240536e-10,5.353560705856353e-09
2012,1.0212758139171996e-09,5.446804340891731e-09
2013,1.1156500168141292e-09,5.578249862026041e-09
2014,4.330890368553497e-10,6.712880029624557e-09
2015,0.0,8.644644111654998e-09
2016,6.214020409345267e-10,6.421154274960372e-09
2017,2.515611330355938e-10,6.5405894034142875e-09
2018,5.162933414126769e-10,7.228107001822082e-09
2019,2.55098775436835e-10,8.673358031785483e-09
