year,en_ADP aile_NOUN,en_ADP belles_NOUN
1967,1.1684895140362528e-07,7.444806593426279e-08
1968,9.701458125732643e-08,8.893003289323076e-08
1969,6.131372826123638e-08,6.085955606138782e-08
1970,6.71413845632074e-08,5.6104445200766406e-08
1971,7.810363944482646e-08,7.450676076103946e-08
1972,9.593374838967605e-08,6.515286798958186e-08
1973,6.781240702302682e-08,4.85161943952761e-08
1974,5.1755259189434355e-08,4.837991474104797e-08
1975,7.996072115545871e-08,6.453972467568292e-08
1976,8.341749418994127e-08,4.113739193734034e-08
1977,4.995264557550172e-08,5.994317442414854e-08
1978,4.633661299102698e-08,4.871284886576177e-08
1979,5.0326971035019596e-08,5.5008550381430155e-08
1980,8.641429039002446e-08,6.139962671625199e-08
1981,6.894849136074299e-08,5.566483496366459e-08
1982,5.338451991576676e-08,4.407326503752529e-08
1983,3.9786492656013195e-08,4.483874516125752e-08
1984,7.074790064898195e-08,6.726850010352337e-08
1985,6.857735967980005e-08,4.451512836123328e-08
1986,7.553051878383954e-08,4.016305288345734e-08
1987,5.621951615353282e-08,5.2553025486901106e-08
1988,6.836071220206463e-08,5.157036309100249e-08
1989,7.463846340982627e-08,5.707646977270997e-08
1990,7.900544174432866e-08,5.067245512080376e-08
1991,7.150987269000098e-08,4.865016178801085e-08
1992,8.044518184924243e-08,4.0773585840980786e-08
1993,6.702441002204296e-08,6.813225006396806e-08
1994,7.27939867273264e-08,4.6946847298556804e-08
1995,5.4224509327127635e-08,4.9886546449329217e-08
1996,8.167281206894472e-08,5.978663075723034e-08
1997,5.226434973693017e-08,2.9728346229163094e-08
1998,6.1508868220983e-08,4.24363495454827e-08
1999,4.4787972358628636e-08,4.067478975855465e-08
2000,3.5786055674336126e-08,4.241310413988231e-08
2001,5.301266403634486e-08,2.9792240119341784e-08
2002,5.0384047600715576e-08,4.0745359086713506e-08
2003,6.125376650345515e-08,3.875238441253259e-08
2004,8.633390669032792e-08,4.184551594121899e-08
2005,5.5396121467765624e-08,4.143449716664804e-08
2006,6.547444897364585e-08,5.7238670692072446e-08
2007,5.592271179466479e-08,6.031663968286693e-08
2008,4.810906906183021e-08,4.512885931617916e-08
2009,4.0529637646002925e-08,5.245011847065939e-08
2010,2.6925620677520357e-08,6.377120920220136e-08
2011,5.0858826372568444e-08,4.321088187264621e-08
2012,4.5276559695883734e-08,4.663826158601836e-08
2013,4.2952524315076346e-08,4.406817510904659e-08
2014,3.486366653704387e-08,5.3919585241146706e-08
2015,2.925879433179901e-08,5.563604350833362e-08
2016,3.5419916305512444e-08,6.876848629433496e-08
2017,2.238894164507954e-08,4.779661699760851e-08
2018,2.555652095503902e-08,4.2336053440727994e-08
2019,1.9387507654844427e-08,5.0509558091604845e-08
