year,en_ADP aile_NOUN,en_ADP belles_NOUN
1800,1.1318992676478956e-07,1.1318991832709457e-07
1801,1.6668278135512082e-07,2.4288061695187935e-07
1802,1.857407312400028e-07,1.6112448975036386e-07
1803,1.4432510653250574e-07,1.891828975697507e-07
1804,2.1257918803030407e-07,2.026917798048089e-07
1805,1.9331568079650197e-07,1.5635826855486812e-07
1806,2.8528523543513984e-07,9.509508380745046e-08
1807,9.96434317279693e-08,1.4519470425966574e-07
1808,2.2660739151803e-07,1.155697759713803e-07
1809,1.445779496123123e-07,1.2876473931555665e-07
1810,1.5444837231370911e-07,1.4508785284306214e-07
1811,1.3287507272252697e-07,1.6295998506166143e-07
1812,1.8137016155606034e-07,1.7603573887470247e-07
1813,1.1215392348162823e-07,1.207811497483391e-07
1814,1.1328037530233814e-07,1.4160046646338742e-07
1815,1.7801675156192687e-07,1.7531952778426785e-07
1816,2.2712518621403888e-07,9.733936146005817e-08
1817,9.02986592166144e-08,2.6622536286602383e-07
1818,1.7881766112282094e-07,1.7524131123991538e-07
1819,2.701624062240171e-07,2.7430282223406266e-07
1820,6.645229433388522e-08,1.6613073050564253e-07
1821,9.565643921405353e-08,2.3075882971124173e-07
1822,3.559093784133438e-07,1.2632276025215106e-07
1823,8.993244904331732e-08,1.3638108065094912e-07
1824,1.1873769167891624e-07,1.7515914851884418e-07
1825,1.8139213153745004e-07,1.549758024133041e-07
1826,1.735172965311449e-07,1.5502052974625258e-07
1827,1.4839809026057083e-07,3.2444802355868774e-07
1828,1.5317743340403922e-07,2.40314278698861e-07
1829,9.773420650560638e-08,1.2859764542128005e-07
1830,1.1480519557238722e-07,2.5257143509982427e-07
1831,3.196197297938852e-07,3.5547950094638736e-07
1832,2.1106752612354285e-07,1.5018265742128278e-07
1833,8.571885423691583e-08,2.3630602186131e-07
1834,1.577535688745968e-07,2.389639894850859e-07
1835,9.075705520444899e-08,3.168933915276284e-07
1836,9.140220419423528e-08,2.0767118014131114e-07
1837,7.931995860133156e-08,1.9134199646941852e-07
1838,5.996553742448896e-08,1.8115905220383866e-07
1839,1.4122779212755177e-07,1.873715300693135e-07
1840,7.962110792902877e-08,1.0637380398748064e-07
1841,2.587481109372902e-07,2.2792947618199833e-07
1842,1.0263645577879288e-07,1.8581894778435526e-07
1843,1.3940310239490827e-07,2.421833542598506e-07
1844,8.94635450721104e-08,2.8595403023246035e-07
1845,9.318980787043074e-08,3.1360880825559434e-07
1846,6.557041487553761e-08,2.3827820427868573e-07
1847,7.928039025273392e-08,1.5532484098912391e-07
1848,1.1102405750307298e-07,3.3950834676943487e-07
1849,8.211826862947191e-08,2.30433910397565e-07
1850,7.535785417900343e-08,2.2675246214021172e-07
1851,1.2060450416129243e-07,2.399191316726501e-07
1852,1.2370036017728125e-07,2.2396275767277984e-07
1853,1.0510599857127545e-07,3.421916858759033e-07
1854,8.884586311097564e-08,3.79803083205843e-07
1855,8.756445879498642e-08,1.7937447083227198e-07
1856,4.918329715719594e-08,2.257254489990146e-07
1857,9.177237469959465e-08,2.0258262622974144e-07
1858,6.459652546197958e-08,1.967257787782728e-07
1859,7.485494712966556e-08,1.812813650303724e-07
1860,1.0527523386372195e-07,2.847008469808454e-07
1861,1.0752397328062102e-07,3.131399820555103e-07
1862,1.9156261488184612e-07,2.783079438295477e-07
1863,1.2286767453462133e-07,2.2675578065234347e-07
1864,1.0164823471825457e-07,2.8864263290628855e-07
1865,1.0919878867809985e-07,3.6101496747598105e-07
1866,1.0266443128958969e-07,2.3306286500712758e-07
1867,1.4073152954097168e-07,3.2659421123071297e-07
1868,1.4276235482668653e-07,2.6082534532179125e-07
1869,1.0108884396231588e-07,2.808023414901939e-07
1870,1.4048419272327806e-07,3.0849181120728986e-07
1871,1.5188283208900089e-07,2.984550870888114e-07
1872,1.5662608721100924e-07,3.725161031864488e-07
1873,2.1370035430123835e-07,3.7113227335794363e-07
1874,1.1949218076123813e-07,2.9932793060849505e-07
1875,1.8766609422016245e-07,3.2097768132288707e-07
1876,1.4873196030329439e-07,3.452274497384167e-07
1877,9.339071826985901e-08,2.7955368542276204e-07
1878,1.425224924744839e-07,3.5751404409145593e-07
1879,9.408360746032685e-08,3.3479102512501413e-07
1880,1.2964049678210188e-07,3.5490690430961536e-07
1881,9.691785241017215e-08,4.2253395715619035e-07
1882,7.8533544112247e-08,4.918329445935399e-07
1883,9.9845554324407e-08,3.450358972978407e-07
1884,1.313737740815668e-07,3.6837468275763285e-07
1885,1.289127151693492e-07,4.196108784881858e-07
1886,1.2261581527894805e-07,3.4332429166283873e-07
1887,9.662808686528024e-08,3.904297014578617e-07
1888,1.3885945993052928e-07,3.233713590233833e-07
1889,1.0963989405254893e-07,2.781720653821651e-07
1890,7.73417605515192e-08,2.8904845505994814e-07
1891,1.1409854216992699e-07,3.8819000192091835e-07
1892,9.277397960971712e-08,3.196941325001035e-07
1893,1.0530892247118118e-07,2.284772482319397e-07
1894,1.600590944228486e-07,3.509957398062369e-07
1895,1.5648397222456367e-07,2.3231851620231225e-07
1896,1.0378771264640818e-07,3.7858924617495404e-07
1897,1.0196748501112296e-07,2.6336744918253885e-07
1898,1.324055053375517e-07,2.3651923108936046e-07
1899,9.839089365470954e-08,2.3381656077958723e-07
1900,9.863000993703963e-08,2.0660391708560155e-07
1901,9.389081379040931e-08,2.6099412064883865e-07
1902,9.967876374306073e-08,1.9101003800869876e-07
1903,8.046328003885606e-08,2.2356911744125796e-07
1904,1.5425174382244222e-07,2.04235762524263e-07
1905,1.0682771423020654e-07,2.0694643088070563e-07
1906,1.7593111012459417e-07,2.2582969422257904e-07
1907,2.0211374973655438e-07,1.9337091705651233e-07
1908,2.3967578255401634e-07,2.0971631409238967e-07
1909,1.5402754571791633e-07,1.68330092975566e-07
1910,9.298822134518048e-08,1.811667056372812e-07
1911,1.3088120431881123e-07,1.2290064743680773e-07
1912,1.2085857115096132e-07,1.8441351024023334e-07
1913,1.34695939346674e-07,1.7711985833557264e-07
1914,1.6005217062797783e-07,1.921965484541488e-07
1915,1.366568368466048e-07,1.5432797617620508e-07
1916,2.1755174572923863e-07,1.60416941952235e-07
1917,1.052776754661977e-07,9.979445891872274e-08
1918,1.3898515494048524e-07,1.975656704900075e-07
1919,8.010828267401848e-08,1.0496947155935743e-07
1920,1.3099961071461053e-07,1.3251405794889592e-07
1921,9.011569268579933e-08,1.3252307518030193e-07
1922,1.8813735075395854e-07,1.3649180097274893e-07
1923,1.1465223792583856e-07,1.59239216035445e-07
1924,7.219309772210636e-08,1.2375959368426948e-07
1925,6.488924952918751e-08,1.319781373076978e-07
1926,7.133528756586571e-08,1.5493132732302684e-07
1927,5.3516278963883224e-08,1.2933101345424802e-07
1928,8.226749592665783e-08,1.4168290496385794e-07
1929,8.578112797863469e-08,1.4036912321380157e-07
1930,8.82302675364599e-08,1.2709359964446776e-07
1931,9.238338805062085e-08,1.0378874737426713e-07
1932,9.644391951724174e-08,1.4576184037551343e-07
1933,7.45593045081705e-08,1.2617728550878837e-07
1934,8.746553348260022e-08,1.3059922032709892e-07
1935,9.454944205344873e-08,1.2087967160567814e-07
1936,8.608547119592913e-08,1.0669748595759643e-07
1937,6.673292496373051e-08,1.0954272511298768e-07
1938,5.8343465170196396e-08,8.81634558691502e-08
1939,1.9729324751693866e-07,1.4223467204033113e-07
1940,1.3693227352007398e-07,1.6736167451902872e-07
1941,7.378756272657938e-08,1.5938113806512888e-07
1942,1.3957373834472264e-07,1.5474480141719482e-07
1943,1.0451646836884265e-07,1.3645205854118103e-07
1944,6.105053707017305e-08,1.3174063262511027e-07
1945,1.590307974197458e-07,1.1110370934375169e-07
1946,7.9350293447078e-08,6.96055186821809e-08
1947,9.298279657343755e-08,1.1920870934822858e-07
1948,1.1198044624904924e-07,8.153916053466048e-08
1949,7.657266642979721e-08,5.98837510690231e-08
1950,6.487570480828708e-08,7.976520932650999e-08
1951,5.970384897580061e-08,8.315893440524746e-08
1952,1.2759212530966124e-07,7.381362965297456e-08
1953,7.110726230052933e-08,1.0127397587211817e-07
1954,5.0817189567453624e-08,8.59983160239608e-08
1955,9.761032160326977e-08,7.133062140951552e-08
1956,7.761816078755146e-08,7.761816167572988e-08
1957,1.1043797076837336e-07,7.244730826361234e-08
1958,7.114129463303698e-08,8.768577774986852e-08
1959,7.053180439697826e-08,7.440718086115794e-08
1960,7.543708591128961e-08,8.85866637823085e-08
1961,6.53126956962069e-08,5.697490479406042e-08
1962,6.659054357927019e-08,6.278536934800627e-08
1963,6.983337463850603e-08,7.047997918618876e-08
1964,5.1713729298796807e-08,3.650380953068577e-08
1965,7.770301435616744e-08,1.1819613598973433e-07
1966,8.530175277243757e-08,5.4836840845950974e-08
