year,bien_ADV à_ADP,bien_ADV bas_ADJ,bien_ADV a_ADP
1880,1.6187092647612644e-05,4.293539177524508e-07,4.2999568572454905e-08
1881,1.6879046491169447e-05,4.0161643255487434e-07,1.5339516323820135e-08
1882,1.7338609467287824e-05,3.680428051211493e-07,1.7304001564966143e-08
1883,1.6930772218870516e-05,3.715771299539483e-07,2.4013488364449387e-08
1884,1.71281033658488e-05,3.6375351442075043e-07,2.1125430293977843e-08
1885,1.6276518934432715e-05,3.4032956364171696e-07,2.1270597838629612e-08
1886,1.647053072417748e-05,3.439696172335971e-07,2.0005738787798322e-08
1887,1.7063997745481174e-05,3.8585943684665835e-07,1.697520485288706e-08
1888,1.6560416625566177e-05,3.316141601317213e-07,1.7119659467823567e-08
1889,1.7269850104639772e-05,3.0761822245040094e-07,1.7542383268231987e-08
1890,1.7241969317183248e-05,3.4934879522552365e-07,1.9663160266691904e-08
1891,1.6991758499784737e-05,3.410207796150644e-07,1.7847816335958555e-08
1892,1.6942535793873503e-05,2.7393397772357275e-07,2.193979398157353e-08
1893,1.688884221096032e-05,3.356337003879162e-07,1.1700991342511458e-08
1894,1.6835821824656705e-05,3.283101932538557e-07,1.5753848447985774e-08
1895,1.7286062998778107e-05,2.5940229875232035e-07,3.250051938685772e-08
1896,1.7487050087083844e-05,2.818779876179178e-07,3.184395658273331e-08
1897,1.753899007894688e-05,3.053197872304736e-07,1.5732126934508983e-08
1898,1.783117394893452e-05,2.727327057527873e-07,1.9804241913057297e-08
1899,1.7066950547928172e-05,3.548705365119531e-07,1.7688250864011934e-08
1900,1.698460664556478e-05,3.0679123597110447e-07,2.4397949438537125e-08
1901,1.7015474966797228e-05,2.6937721031572437e-07,2.1796081606240136e-08
1902,1.7139346411454426e-05,2.509154910512734e-07,2.7497588928060424e-08
1903,1.6978292933345074e-05,2.640707634782302e-07,1.9980814780495848e-08
1904,1.7001552691908728e-05,2.9291706482581503e-07,2.203596238814498e-08
1905,1.7396919332668404e-05,2.7197199869988253e-07,2.373949126166508e-08
1906,1.6736604919742604e-05,2.4897852313188196e-07,2.674975946304059e-08
1907,1.663966978071585e-05,3.14742010232294e-07,1.4399961556499363e-08
1908,1.7233572279451437e-05,3.103997983089357e-07,2.5048084717482766e-08
1909,1.702334301967312e-05,3.317093160148943e-07,2.6954819265512242e-08
1910,1.7087922529412936e-05,3.479042050003045e-07,2.1911018222020573e-08
1911,1.699327567905584e-05,2.3462850151645398e-07,3.192224318215864e-08
1912,1.7012928026360896e-05,2.682851913959894e-07,3.0214643398362995e-08
1913,1.716312581834245e-05,2.8742203994625015e-07,1.9090762581885912e-08
1914,1.6636721213103556e-05,3.1608630024493323e-07,1.1384464038144415e-08
1915,1.5675482160304455e-05,3.0040942533560155e-07,2.5917676671483036e-08
1916,1.5991152594097002e-05,3.647837445441837e-07,1.4283700888739759e-08
1917,1.619850641532139e-05,2.939001717550127e-07,2.7416061421092763e-08
1918,1.5864982742641587e-05,3.583749332847219e-07,1.4932289182922887e-08
1919,1.5320938842933174e-05,3.637100007836125e-07,1.9336481860143806e-08
1920,1.6499136251013624e-05,2.7184310624761565e-07,1.4387239843927091e-08
1921,1.656917059733587e-05,2.854925753581483e-07,2.1960966989365005e-08
1922,1.6973678427234518e-05,3.2610475386718463e-07,3.541409182572508e-08
1923,1.6793368175171963e-05,2.9406174917312455e-07,3.1847844805810155e-08
1924,1.719613837281031e-05,3.0810983275841863e-07,4.2542360634278964e-08
1925,1.765097552208772e-05,3.2774570968285843e-07,2.639562701745035e-08
1926,1.725422241349861e-05,3.555618093287194e-07,3.0094573277850145e-08
1927,1.7682670772956044e-05,3.556602621301863e-07,3.010290661187298e-08
1928,1.7052224393410143e-05,3.233569714211626e-07,2.7422499715434867e-08
1929,1.752163109358662e-05,3.275279425452027e-07,3.3421218459395163e-08
1930,1.7235363316103758e-05,2.930505331733002e-07,3.046045016219523e-08
1931,1.679895069628401e-05,2.486367804976908e-07,3.877821441733431e-08
1932,1.677795383159264e-05,2.564531484949839e-07,2.6302887090601246e-08
1933,1.723581621604353e-05,2.328544468355176e-07,2.982372193649496e-08
1934,1.7160019552875383e-05,2.815671393818775e-07,2.2765002327673756e-08
1935,1.7368374585657875e-05,2.7527053703124693e-07,1.795242710045386e-08
1936,1.7149196196442063e-05,2.267321690396784e-07,2.7886843945168494e-08
1937,1.663916319216696e-05,2.807819328154437e-07,1.8886676889096066e-08
1938,1.6283013309248417e-05,2.5800775915740815e-07,3.889564348380503e-08
1939,1.635545687861395e-05,2.5235183898075775e-07,2.2941075705773528e-08
1940,1.601854101807021e-05,2.5864986241685983e-07,1.7750480196809804e-08
1941,1.6150621462429626e-05,2.449747285027115e-07,2.3612020783048138e-08
1942,1.7565052829127126e-05,3.0948959306442703e-07,2.730790527039062e-08
1943,1.7596508257611276e-05,2.816138078287622e-07,2.0322646676618206e-08
1944,1.7470092885218946e-05,2.4098895323731995e-07,2.8918675454292497e-08
1945,1.6580594106585522e-05,3.376681263489445e-07,1.742803235060819e-08
1946,1.6936415050849973e-05,2.6867732572100067e-07,3.897909017780421e-08
1947,1.783958333589908e-05,3.063663882585388e-07,2.7418002979118228e-08
1948,1.675140532597652e-05,3.0767441216994484e-07,2.609253058061256e-08
1949,1.550694631191618e-05,2.2873629745845392e-07,3.534122994253153e-08
1950,1.6275294498768744e-05,2.743923346315569e-07,3.7223763849070224e-08
1951,1.687593240262686e-05,2.40947684915227e-07,2.7719644912771457e-08
1952,1.5971159285754766e-05,2.6045665890706005e-07,3.1634411978842536e-08
1953,1.6071318725607853e-05,2.3271466886853887e-07,3.555362992901934e-08
1954,1.6570312581620783e-05,2.677674899587146e-07,2.6385847284871033e-08
1955,1.625587211151469e-05,2.5904276412802574e-07,2.9095384324051565e-08
1956,1.622568393599977e-05,2.686111599814467e-07,2.9651881838788086e-08
1957,1.6061214296314574e-05,2.014388655879884e-07,7.244731109468106e-08
1958,1.589097963972108e-05,2.001882961621959e-07,3.0607300027796214e-08
1959,1.5844853862745367e-05,2.2787197906382062e-07,2.325224279786653e-08
1960,1.5897153701871503e-05,2.4984208835121535e-07,3.322000041716677e-08
1961,1.5929350666965547e-05,2.487441008725e-07,2.4318557112490424e-08
1962,1.6501137025670687e-05,2.38457573686901e-07,2.1562651775219877e-08
1963,1.641536871943572e-05,2.3730414966394164e-07,3.491668587596308e-08
1964,1.6152936595403844e-05,2.464007309299632e-07,3.3461825144076585e-08
1965,1.629355605814453e-05,2.7086613840765494e-07,3.228505696117878e-08
1966,1.6005155856646525e-05,2.3430285978065513e-07,3.2680540162921545e-08
1967,1.661276573372561e-05,2.317257781214721e-07,3.4512350532978076e-08
1968,1.6641593376220953e-05,2.3804504678537342e-07,3.907531842539669e-08
1969,1.4869714689780267e-05,1.7894525683459506e-07,2.4525492525739878e-08
1970,1.531835329160458e-05,2.234980343018833e-07,2.989171266065682e-08
1971,1.5665431533307128e-05,2.682243405160989e-07,2.8261186280076345e-08
1972,1.5524337769079466e-05,2.544552728522831e-07,2.9241837729010456e-08
1973,1.5548888939065364e-05,2.46440208684362e-07,2.3155455330936547e-08
1974,1.4013861928674487e-05,2.002703496373215e-07,3.037808671280118e-08
1975,1.4476888637204866e-05,2.1018246343373903e-07,2.6843956835165272e-08
1976,1.4716331577346864e-05,1.6397822832914244e-07,2.9710338855792884e-08
1977,1.4936428300416082e-05,1.7571578325714654e-07,3.584836871795005e-08
1978,1.5623755416527274e-05,2.1029693186846998e-07,3.1485134499575906e-08
1979,1.555981276624152e-05,2.1827860052781034e-07,3.5697038214266286e-08
1980,1.559891637725741e-05,1.8704145077208523e-07,3.354238953257038e-08
1981,1.5512144898366387e-05,2.1570123465153301e-07,4.42788459786847e-08
1982,1.5538619265953457e-05,1.93053324437642e-07,3.289976202580647e-08
1983,1.5431474906790754e-05,1.894594845452957e-07,2.6524326512955554e-08
1984,1.5029869885552216e-05,2.0702459835320042e-07,2.145633226646737e-08
1985,1.53414776207228e-05,1.882869611335991e-07,5.4741576938077685e-08
1986,1.6083204229744297e-05,2.164009202942907e-07,2.3378493418935165e-08
1987,1.565285708693409e-05,2.1082318824028334e-07,2.261002274295265e-08
1988,1.5424935071450818e-05,1.8289489389644586e-07,3.358070177483796e-08
1989,1.539582869725109e-05,1.9208427204375766e-07,2.1403676830900054e-08
1990,1.541477820410364e-05,1.8470926477220928e-07,2.3429198581226274e-08
1991,1.5651285224294043e-05,2.063235768900995e-07,1.3481369909307261e-08
1992,1.569066830597876e-05,1.9174605370153586e-07,1.8182815697542765e-08
1993,1.5784524805440014e-05,1.8944089674732822e-07,1.772546370792938e-08
1994,1.551566947455285e-05,1.9306231990867673e-07,1.7407257524304498e-08
1995,1.5980505338575313e-05,1.783986363079748e-07,2.0605313344468357e-08
1996,1.5679044395255914e-05,1.9697560560416605e-07,2.2419987644184403e-08
1997,1.5838974150028662e-05,1.7117773154495808e-07,1.9179578258921026e-08
1998,1.5530274367847596e-05,2.0884405671495188e-07,1.668845261981744e-08
1999,1.5710979710092943e-05,1.8509314259063103e-07,1.5081663667926293e-08
2000,1.6002552683858084e-05,1.8202290164026635e-07,9.71966962470816e-09
2001,1.576403741410104e-05,1.9145895180372463e-07,1.9715452825863622e-08
2002,1.575487164018341e-05,1.721819984368267e-07,1.5772397388147397e-08
2003,1.579972155241194e-05,1.9959560404458898e-07,1.2917461100769856e-08
2004,1.5742284062980616e-05,1.9248938087912393e-07,1.1892936441215696e-08
2005,1.573249844000202e-05,1.8240186250295665e-07,9.007498746882447e-09
2006,1.6616921840295618e-05,1.890111462898858e-07,1.0706514064207084e-08
2007,1.6280300428661576e-05,2.2848422531751567e-07,1.3181782609894555e-08
2008,1.6243834636497922e-05,2.439512911678321e-07,1.6604015051768783e-08
2009,1.5864729704162528e-05,2.3173416252575407e-07,1.3827758715834193e-08
2010,1.662066600260914e-05,2.777590282221354e-07,1.03923450400778e-08
2011,1.6925281840940443e-05,2.952106399334298e-07,1.070712138395713e-08
2012,1.7391646593978294e-05,3.9965925680007786e-07,9.531907818605134e-09
2013,1.7106540752820365e-05,4.0386530031355505e-07,1.0598674937689623e-08
2014,1.7620876462842716e-05,4.4456589876062935e-07,1.0610681555611734e-08
2015,1.7543750118420576e-05,5.231117938819807e-07,5.98475341506699e-09
2016,1.8042821210428883e-05,6.276160320339841e-07,9.32103016992869e-09
2017,1.661863080926196e-05,3.871525962040323e-07,8.049956035094397e-09
2018,1.7566365329457767e-05,5.415917030404671e-07,6.453666767658461e-09
2019,1.747962249964985e-05,4.553513122118602e-07,7.908062371608793e-09
