year,en_ADP arts_NOUN,en_ADP bar_NOUN
1800,5.345079756580162e-08,1.8864986905953174e-08
1801,6.42919282256571e-08,1.6668278313147766e-08
1802,9.398928568771225e-08,8.951360541686881e-09
1803,7.80135707145746e-08,1.950339179046523e-08
1804,6.921182560404304e-08,4.943701892301533e-09
1805,2.558589917711629e-08,1.1371510844071508e-08
1806,4.8988375134229045e-08,1.729001475325731e-08
1807,4.27043254092041e-08,3.701041606518629e-08
1808,4.5321479902327155e-09,2.039466551195801e-08
1809,1.581321384946932e-08,1.1295152813062259e-08
1810,5.616304221689461e-08,4.446240886579744e-08
1811,3.7606150637969904e-08,2.5070766795920463e-08
1812,5.06769564090348e-08,1.3336041604361526e-08
1813,4.3136123117903935e-08,5.751483289628823e-09
1814,9.440030979135372e-09,1.8880062846449164e-08
1815,2.6972236000233352e-08,2.1577788444915313e-08
1816,8.57513455798653e-08,1.3905623319487859e-08
1817,2.1796228488746294e-08,2.0239354192597148e-08
1818,4.4108355412575406e-08,9.536941902865692e-09
1819,9.212434237682032e-08,4.864993563558073e-08
1820,3.44127952800477e-08,1.7799721696576398e-08
1821,7.001656854299654e-08,7.88919063410276e-09
1822,3.308453244699194e-08,9.023054303725075e-09
1823,6.32491954366543e-08,2.3718448982634754e-08
1824,3.1158117863583357e-08,2.6105449357771704e-08
1825,4.3146671568905504e-08,7.484626962650509e-08
1826,8.807984186454121e-08,2.6423951915433008e-08
1827,3.686909327837995e-08,1.3825909750408982e-08
1828,3.3937512911030865e-08,1.1006761280185628e-08
1829,3.686465693819585e-08,1.2002446703185399e-08
1830,3.131050774207722e-08,1.461157017601522e-08
1831,3.741889442743229e-08,1.2472964439069756e-08
1832,5.276688019861808e-08,8.11798162025923e-09
1833,4.51761508202253e-08,8.108540172635514e-09
1834,2.4269779741459274e-08,1.4935249481595747e-08
1835,3.932805725526123e-08,3.403389570166837e-08
1836,6.922372786100084e-08,1.0753200108126748e-08
1837,3.89641890974346e-08,2.0177884252348122e-08
1838,4.102905393210676e-08,3.7241755457273484e-08
1839,2.8665047335785232e-08,2.0974424863595686e-08
1840,5.8601136720959346e-08,1.528725279698051e-08
1841,3.2102741354123054e-08,8.346713098461578e-09
1842,4.9641161403712886e-08,7.379091560011375e-09
1843,4.075768533784441e-08,5.906910960362666e-09
1844,5.1592476069117765e-08,1.3721403568922597e-08
1845,1.3392547348889394e-08,3.9061596734946136e-09
1846,3.981060747726417e-08,1.1123552967617911e-08
1847,1.5101026207275936e-08,7.011190739092399e-09
1848,2.735375304041554e-08,5.63165514222419e-09
1849,3.26797175986826e-08,1.4245005841573288e-08
1850,3.6660578572877967e-08,8.82569484161877e-09
1851,2.3217978650791338e-08,1.7413484876271923e-08
1852,4.9480144648228475e-08,1.2370036106545967e-08
1853,2.926246556178569e-08,1.7318602552052198e-08
1854,4.0006617019194834e-08,1.1950028078189234e-08
1855,1.0083180512765466e-08,7.960405667972736e-09
1856,2.0708756043319454e-08,1.9673318418789165e-08
1857,1.3668224996266076e-08,1.4644526924456613e-08
1858,4.8447393652395476e-08,1.4191660291373864e-08
1859,3.5645212559387573e-08,6.110608241627347e-09
1860,3.249800525906288e-08,1.2816114725033856e-08
1861,3.301174633651982e-08,1.7449065525809715e-08
1862,5.0149648683772696e-08,8.132375661773494e-09
1863,3.9457503930862003e-08,1.0988165932701577e-08
1864,1.726102105692462e-08,9.109982990196386e-09
1865,3.4830647810402127e-08,1.1296426682960714e-08
1866,2.7733993435141713e-08,1.3623716599298064e-08
1867,1.5043715606566366e-08,2.1837651686951176e-08
1868,1.778354707937524e-08,1.7289559117728004e-08
1869,1.12320943657096e-08,1.5627261706896434e-08
1870,2.5803219116937726e-08,9.17447851023212e-09
1871,1.1683294776076991e-08,5.310588635509816e-09
1872,1.8746751706544273e-08,7.861541306830588e-09
1873,5.566984079274917e-08,1.735941301816979e-08
1874,2.031367180022059e-08,8.364452908082853e-09
1875,1.3731665304828056e-08,1.1443054503956773e-08
1876,6.16693476285235e-08,1.0882826639857512e-08
1877,2.1028374708187414e-08,3.0924081073635534e-09
1878,2.5364172762110115e-08,4.831270883354222e-09
1879,1.7717042943843353e-08,1.7717043832021773e-08
1880,2.7596738449986447e-08,5.776061406947974e-09
1881,1.2550513517339823e-08,1.3247764774071413e-08
1882,2.5290463057103807e-08,1.1314154280128719e-08
1883,2.7805092117638708e-08,1.4534479619854324e-08
1884,1.914492120391742e-08,7.922036360241691e-09
1885,3.931837805337679e-08,1.6114089174124047e-08
1886,4.130216729736347e-08,1.355227396970804e-08
1887,4.178511875396751e-08,9.79338704576449e-09
1888,2.1558089979833994e-08,2.0924028731883482e-08
1889,2.6940088715399213e-08,8.144677599020156e-09
1890,4.194807196045147e-08,1.9663159989136147e-09
1891,5.0993758771156195e-08,1.0198752065093686e-08
1892,4.701384459515623e-08,6.8953636134239105e-09
1893,2.5249507429325746e-08,1.29326747089209e-08
1894,2.9617235108858608e-08,4.4110775032635274e-09
1895,4.6343330728504384e-08,9.629783193076946e-09
1896,5.071444997284402e-08,1.47425724961181e-08
1897,2.4472196047398143e-08,6.992056045262984e-09
1898,3.734514275599565e-08,1.584339370808152e-08
1899,3.59292577911674e-08,1.7688250864011934e-08
1900,3.9971108201086736e-08,6.22926377147337e-09
1901,3.297355899434251e-08,1.3412973398629902e-08
1902,3.731815834129293e-08,7.365425824801264e-09
1903,4.104167294904926e-08,7.020286352243943e-09
1904,5.159640092955442e-08,2.0961037350275546e-08
1905,2.3223415412942927e-08,1.3934049469810361e-08
1906,5.452835516450705e-08,1.1831624346925196e-08
1907,2.2114226339020604e-08,1.6971383742792057e-08
1908,5.549869519505535e-08,8.840500331785961e-09
1909,3.6306490647231016e-08,1.6502951005747946e-08
1910,3.42025641142385e-08,1.870452770447173e-08
1911,5.32037401912433e-08,1.4365010514438836e-08
1912,6.355493675780366e-08,1.1981668768257236e-08
1913,2.0681660051202755e-08,9.015082513830208e-09
1914,5.0895253012051e-08,2.5447625340291324e-08
1915,1.8849218963445935e-08,1.2958838002674611e-08
1916,4.944358011904626e-08,8.789969418998567e-09
1917,3.728584374584898e-08,4.3865698851064394e-09
1918,6.776962369059447e-08,1.378365155346728e-08
1919,2.1178050757519884e-08,1.749491218561161e-08
1920,4.46761680983343e-08,1.590168663412328e-08
1921,4.240738515903786e-08,1.1359121254717053e-08
1922,3.32007097370024e-08,2.0658220023506146e-08
1923,3.6094222277682775e-08,1.4862327368803108e-08
1924,2.707241186783449e-08,1.9337436318878076e-08
1925,3.849362140151413e-08,2.5295809003011982e-08
1926,3.566764272822098e-08,1.5604593617268847e-08
1927,4.682674314970825e-08,3.5677519605314956e-08
1928,3.8848539829494655e-08,2.627989537096198e-08
1929,3.3421218015305953e-08,2.2280812750352652e-08
1930,5.566909955234678e-08,1.470504518152893e-08
1931,2.3951248984133144e-08,7.983749661377715e-09
1932,4.7126008873021874e-08,1.753525902259412e-08
1933,5.850037565480193e-08,1.9500125958415992e-08
1934,5.990790441501304e-08,1.0783422155213884e-08
1935,6.582556189016486e-08,1.196828414151696e-08
1936,5.698615890281644e-08,1.576212849130343e-08
1937,5.791914281516597e-08,1.76275650742852e-08
1938,3.889564470505036e-08,1.426173557028676e-08
1939,3.8235125288110794e-08,1.2235240376412548e-08
1940,3.803674530900025e-08,1.2678914584896006e-08
1941,7.378756183840096e-08,2.3612020783048138e-08
1942,5.158160121254696e-08,6.068423541449874e-09
1943,2.6129116870166058e-08,1.4516175816936538e-08
1944,3.855823393905666e-08,1.927911696952833e-08
1945,2.6142048525912287e-08,2.178504132643866e-08
1946,4.315542145860718e-08,2.5057988572996237e-08
1947,3.457052732969146e-08,2.8610090296865565e-08
1948,2.3918153901902883e-08,2.717971980814582e-08
1949,5.203014352694879e-08,2.4542521348536184e-08
1950,1.0103593162114066e-07,2.1270723182809093e-08
1951,5.01085888338082e-08,3.6248766654978226e-08
1952,3.796129288691219e-08,2.2144087452602434e-08
1953,5.279175385730639e-08,2.477980221016196e-08
1954,3.811289239763482e-08,2.2476833949625075e-08
1955,3.566531070475776e-08,2.4402580844906652e-08
1956,3.7500909488841216e-08,2.1802854632824165e-08
1957,3.003912851795576e-08,2.738861626383482e-08
1958,4.880623505343351e-08,2.316228081555849e-08
1959,4.960478516835565e-08,2.7127616819555556e-08
1960,7.543708591128961e-08,2.9067499629498172e-08
1961,4.446822099435366e-08,2.779263796881537e-08
1962,5.77118033362467e-08,3.107558699255719e-08
1963,8.082566393952106e-08,3.620989952324294e-08
1964,7.848319272252269e-08,3.163663453431553e-08
1965,7.058936013493167e-08,3.9398710960369954e-08
1966,6.979234279391733e-08,4.818994980837488e-08
1967,7.543413310662217e-08,4.930335562036703e-08
1968,7.051523109868896e-08,4.5363301559575575e-08
1969,1.2626086995370933e-07,4.269252240618471e-08
1970,1.3106366436588246e-07,3.816941651635375e-08
1971,1.3051529534902073e-07,3.031654594032318e-08
1972,1.1132418914483466e-07,5.540558722927358e-08
1973,1.334195335322974e-07,3.859242658776907e-08
1974,1.5020276666888321e-07,4.219178917352906e-08
1975,1.1765649432504688e-07,3.8838065208324224e-08
1976,1.2512623959182179e-07,3.028169176522155e-08
1977,1.569100801512846e-07,4.0549793745014995e-08
1978,1.657425026113657e-07,5.0495025494257106e-08
1979,2.0598946381955585e-07,4.506019335437372e-08
1980,2.0523393451377103e-07,4.207011672363592e-08
1981,1.5371085165805098e-07,4.3013736572561356e-08
1982,3.1720337467788795e-07,4.22110151276911e-08
1983,2.1408921646592916e-07,4.357568172963511e-08
1984,2.696539020963229e-07,4.6392066188616354e-08
1985,3.326603521536242e-07,3.0077789925364584e-08
1986,4.5797868297725586e-07,4.5558088190844614e-08
1987,2.7804215485538464e-07,4.9497617782279235e-08
1988,4.17360150439805e-07,4.197587677445824e-08
1989,3.605696310415851e-07,3.951447813399511e-08
1990,3.639698877844211e-07,5.557624005447792e-08
1991,4.185086017738371e-07,4.161640332345229e-08
1992,3.4051454278483106e-07,4.242657120068216e-08
1993,4.5975422180433156e-07,4.929894537042401e-08
1994,3.6502492362089356e-07,4.536436981616987e-08
1995,5.232664950227672e-07,3.524593150672217e-08
1996,3.9501881499148794e-07,3.79004556627649e-08
1997,4.909971869082597e-07,5.6579754659225046e-08
1998,3.4425893347123093e-07,5.864799090815609e-08
1999,5.246590891738734e-07,5.5756454120370336e-08
2000,3.892285849182997e-07,4.9040148830670205e-08
2001,6.361519561681739e-07,3.7678421271891693e-08
2002,5.555388691291796e-07,6.396583707157788e-08
2003,4.6169506306981134e-07,7.375453758839967e-08
2004,3.9731216042171447e-07,8.281007418675657e-08
2005,5.17480829742567e-07,6.215174352952602e-08
2006,5.270899150477959e-07,7.741632757074512e-08
2007,4.841309169112407e-07,6.590891454827386e-08
2008,4.849223698144556e-07,1.1111917269657212e-07
2009,4.0481954499682615e-07,1.0251614002143583e-07
2010,3.80265337884822e-07,1.3793475739376504e-07
2011,5.74360592808798e-07,2.523821440725271e-07
2012,4.54808154914943e-07,2.508934258405038e-07
2013,3.7932100527271473e-07,1.6288490911620102e-07
2014,3.6596023633705954e-07,1.8298012327555568e-07
2015,3.6396168223706837e-07,1.6247498046961795e-07
2016,3.5005647902597303e-07,1.6094311772185677e-07
2017,4.857645619082973e-07,1.4666013692377078e-07
2018,4.0451583177558703e-07,1.6650459722100663e-07
2019,3.499955180119585e-07,1.8571190718574826e-07
