year,en_ADP arrière_NOUN,en_ADP barrières_NOUN
1902,5.7757215245146654e-05,6.874397495693074e-09
1903,3.932170500320353e-05,9.1803746826713e-09
1904,3.8335589920279745e-05,1.0749250378694342e-08
1905,3.57222595539497e-05,7.2250627702885595e-09
1906,3.657875299722946e-05,4.115347618238729e-09
1907,3.363213886586891e-05,5.65712765521198e-09
1908,3.293773875157058e-05,3.437972351250096e-09
1909,3.655898785837053e-05,4.950885035270858e-09
1910,3.294775603990274e-05,2.67207544979442e-09
1911,3.708566816840175e-05,0.0
1912,3.424777673899371e-05,2.6047106693738442e-09
1913,3.755418129003374e-05,4.772690687104841e-09
1914,3.8573915276174375e-05,4.68772043404897e-09
1915,3.814374963440059e-05,1.5314990164938536e-08
1916,3.800013928412227e-05,2.197492410260793e-09
1917,3.904156710632378e-05,1.0966424435210342e-09
1918,3.440744029603593e-05,2.2972752589112133e-09
1919,3.188585668567612e-05,3.6831393490643904e-09
1920,3.3632824170126696e-05,4.543339038320937e-09
1921,3.6114433214606834e-05,8.330022005509363e-09
1922,3.542884621765552e-05,7.377935484775833e-10
1923,3.1206641097014653e-05,4.246379248229459e-09
1924,3.0221835174870648e-05,1.0313299547703991e-08
1925,3.139869880897095e-05,4.399271169575059e-09
1926,2.923743556948466e-05,0.0
1927,3.135942392873403e-05,0.0
1928,2.7395075960612303e-05,6.8556245125250825e-09
1929,2.8601878909739753e-05,6.684243825105796e-09
1930,2.5229656614556006e-05,3.1510811737689437e-09
1931,3.015234210579365e-05,2.2810713318222042e-09
1932,2.959074936370598e-05,3.287861094491973e-09
1933,2.6502965340569062e-05,3.4411986593596566e-09
1934,2.9806576435476018e-05,4.7926320689839486e-09
1935,3.1129506737670454e-05,0.0
1936,2.897685521929816e-05,8.487299751891442e-09
1937,2.787925348002318e-05,5.0364472592434595e-09
1938,2.557777486345003e-05,1.2965214457594243e-09
1939,2.6143650472931768e-05,1.5294050470515685e-09
1940,2.8712669973174343e-05,2.5357829169792012e-09
1941,3.451782424690464e-05,8.854508237732261e-09
1942,3.329137280161376e-05,9.102635090130207e-09
1943,2.9276224381646898e-05,1.1612940831184915e-08
1944,2.9516327685996657e-05,6.4263723231761105e-09
1945,2.7135446885040437e-05,4.357008087652048e-09
1946,2.528211672370162e-05,9.744772988540262e-09
1947,2.5552387455718417e-05,1.0728784083369192e-08
1948,3.4909632631752174e-05,4.348755133776194e-09
1949,2.7396324412620743e-05,1.9634016634739737e-09
1950,2.6913845317722007e-05,1.0635361480382244e-09
1951,3.2358419502998004e-05,6.396841278899501e-09
1952,3.099434229625331e-05,7.381362632230548e-09
1953,2.2974109867845982e-05,3.232148326759443e-09
1954,2.667022761215776e-05,8.795282724349818e-09
1955,2.2834245044123236e-05,1.5016972554349195e-08
1956,2.287380942789241e-05,7.849027205963921e-09
1957,2.2376500680820754e-05,2.6505113659425206e-09
1958,2.303323464047935e-05,3.3088973783179654e-09
1959,2.4669855349657155e-05,5.425523585955716e-09
1960,1.9435775584497605e-05,2.7683333403416555e-09
1961,2.1159924187941215e-05,8.33779090214648e-09
1962,1.9823053662548773e-05,4.43936931660005e-09
1963,2.0353195907318877e-05,3.879631726988464e-09
1964,1.9252717152085097e-05,3.6503808864551957e-09
1965,1.898963222402017e-05,3.2832261354087677e-09
1966,2.064856255401537e-05,2.769537488234164e-09
1967,1.9237677122418972e-05,3.451234853457663e-09
1968,1.796656118813189e-05,7.186265360559219e-09
1969,1.957724725798471e-05,4.541757636644661e-09
1970,1.6199469087041507e-05,3.6789800095249348e-09
1971,1.576563070671e-05,7.193756701440179e-09
1972,1.6872026606051804e-05,3.5911027485013847e-09
1973,1.6924983469834842e-05,2.205281512956958e-09
1974,1.4570793155144202e-05,5.625571564138454e-09
1975,1.3832634039090408e-05,9.138368284311582e-09
1976,1.4452366372097458e-05,3.9994687561772935e-09
1977,1.4659632540769962e-05,3.526069214387917e-09
1978,1.4632270449510543e-05,5.940591130126904e-09
1979,1.493072508651494e-05,4.096381456264453e-09
1980,1.529760365315269e-05,3.97960553399912e-09
1981,1.5218639845215876e-05,6.325549417596221e-09
1982,1.5149409421155724e-05,8.690503427999374e-09
1983,1.537400561346658e-05,3.157658134966823e-09
1984,1.4125224737426834e-05,5.219107812592938e-09
1985,1.4804890213326871e-05,8.421781494405423e-09
1986,1.4923271976385877e-05,2.3977941854269602e-09
1987,1.4003547704533048e-05,4.277571630240118e-09
1988,1.379327284212195e-05,6.596209356501959e-09
1989,1.3493097611672056e-05,6.036934507847036e-09
1990,1.3204805384248175e-05,1.0352437129768077e-08
1991,1.4442649813872777e-05,7.6199047072123e-09
1992,1.3832163716642754e-05,7.713921945651236e-09
1993,1.3573274316058814e-05,8.308811416668505e-09
1994,1.3025376517816767e-05,3.6924485691258724e-09
1995,1.2908685988577417e-05,2.2232049090575856e-08
1996,1.3366049188334728e-05,8.007138063703678e-09
1997,1.2957243512801142e-05,9.110299181713799e-09
1998,1.345899806892703e-05,7.152193948201102e-09
1999,1.2770513507120995e-05,4.113180906983871e-09
2000,1.2426597436387965e-05,6.627047355323157e-09
2001,1.3268937635757538e-05,2.3220422917802352e-08
2002,1.5172608016200684e-05,3.9430991805033955e-09
2003,1.4177954966498874e-05,7.083769126836614e-09
2004,1.4266678476815287e-05,6.166707589017051e-09
2005,1.4567377775165369e-05,4.954124666056714e-09
2006,1.5524856451065716e-05,8.235780057930242e-09
2007,1.7753863858160912e-05,9.18730247434496e-09
2008,1.7964267300385472e-05,8.089135583588813e-09
2009,1.9784183962201496e-05,6.675469510497578e-09
2010,2.4596789842235012e-05,7.463592766043803e-08
2011,2.867711225462699e-05,8.030340836739924e-09
2012,3.372048547589657e-05,5.7872298064864935e-09
2013,3.3866394801407296e-05,7.2517249982695375e-09
2014,3.504339790083577e-05,6.063246349441442e-09
2015,3.625342037594237e-05,5.319781060109108e-09
2016,3.7486905455352826e-05,7.45682449121432e-09
2017,3.728940924929702e-05,4.779661555431858e-09
2018,4.0834158170355295e-05,6.195520096952123e-09
2019,3.7967369536318074e-05,5.612172948588068e-09
