year,en_ADP are_NOUN,en_ADP barres_NOUN
1800,5.65949598296811e-08,5.439404731077957e-07
1801,5.9529563944948904e-08,9.405671335116494e-07
1802,6.713520406265161e-09,8.190494895643496e-07
1803,4.4857801695386e-08,6.748173859705275e-07
1804,2.719036085174764e-08,5.092012997920392e-07
1805,8.528633133053631e-09,4.1221727542506414e-07
1806,2.881669125542885e-08,1.930718269704812e-07
1807,1.1387820464392462e-08,3.4448157748556696e-07
1808,5.211970233176544e-08,3.874986589380569e-07
1809,1.355418288717658e-08,5.941250265095732e-07
1810,5.8503168531842675e-08,7.535207942055422e-07
1811,1.7549536934780008e-08,1.1206633416804834e-06
1812,3.467370746079723e-08,2.0884240257146303e-06
1813,1.150296680130225e-08,5.377636966841237e-07
1814,1.2586708564299443e-08,1.1013370340151596e-06
1815,2.9669458667669346e-08,8.145615311150323e-07
1816,1.1819780176836048e-07,3.290997483418323e-07
1817,2.8023721343473085e-08,2.3664475179430156e-07
1818,1.9073883805731384e-08,4.875761305811466e-07
1819,5.175525008560555e-08,9.315945135313086e-07
1820,1.542642635854463e-08,5.197518930799561e-07
1821,3.94459531705138e-09,2.031466550533878e-07
1822,1.303330066093622e-08,4.190707443285646e-07
1823,3.162459771832715e-08,6.838819217591663e-07
1824,1.0105335235266466e-08,5.650566663462087e-07
1825,1.0566531427613768e-08,3.918422066817584e-07
1826,1.0569580766173203e-08,7.407514885926503e-07
1827,3.2260455640198415e-08,1.1263507531111827e-06
1828,1.1923991571904935e-08,5.310762389854062e-07
1829,1.0287811491593857e-08,7.638699912604352e-07
1830,1.2524202563923836e-08,1.2200661103634047e-06
1831,1.4032085715598441e-08,8.731075240575592e-07
1832,1.3529969256076413e-08,4.464889968858188e-07
1833,9.266902800675325e-09,7.645194841643388e-07
1834,1.773560875939495e-08,5.42336238140706e-07
1835,1.5882484660778573e-08,7.691660357522778e-07
1836,7.392825018825988e-09,5.168257075638394e-07
1837,1.3219993100221927e-08,8.252058592006506e-07
1838,8.2058102535143e-09,6.469965683209011e-07
1839,1.3982950020086093e-08,8.893156291378546e-07
1840,2.611572358368619e-08,6.834675900790899e-07
1841,2.3756030032018316e-08,4.783308895639493e-07
1842,1.341653010911159e-08,9.485486884841521e-07
1843,1.1223130869097986e-08,6.946527264517499e-07
1844,1.152597856046711e-08,8.293216069432674e-07
1845,1.1718478631905782e-08,4.6706509237992577e-07
1846,7.025401593807601e-09,8.787606589066854e-07
1847,9.707802561820245e-09,6.784675292692555e-07
1848,2.735375304041554e-08,7.361377925008128e-07
1849,1.3407064125559032e-08,3.335007079385832e-07
1850,3.4623880651452055e-08,7.013032927716267e-07
1851,1.3543821175687754e-08,7.842517675271665e-07
1852,2.7344290387532055e-08,8.086097409432114e-07
1853,4.478948767427937e-08,1.121528839576058e-06
1854,1.2989161413123895e-08,6.915429366927128e-07
1855,2.4942604426314574e-08,6.352403829623654e-07
1856,1.6049286344355096e-08,8.216199489652354e-07
1857,2.0990488902583593e-08,8.7037307139326e-07
1858,2.6425850618849722e-08,6.865827231194999e-07
1859,1.680417205385254e-08,7.017014809207467e-07
1860,1.5562426014525954e-08,8.559333650737244e-07
1861,2.075024119196911e-08,1.1747465578082483e-06
1862,2.25899317307654e-08,8.484778390993597e-07
1863,1.498386242859695e-08,7.157291861403792e-07
1864,2.1096803859421698e-08,6.496856599369494e-07
1865,1.1767110841276462e-08,6.754321475455072e-07
1866,2.578774882522339e-08,4.2184862536487344e-07
1867,2.6690463172940326e-08,7.609208410030988e-07
1868,4.2482916740027576e-08,8.545982268515218e-07
1869,2.0510780074367574e-08,5.240016207608278e-07
1870,3.2110673231500186e-08,5.0746331226037e-07
1871,3.611200227737754e-08,4.779529945153627e-07
1872,3.9912439575573444e-08,5.043481223765411e-07
1873,3.890902905423488e-08,5.423320317277103e-07
1874,6.870800672853505e-08,6.219568149390398e-07
1875,2.0025345548457807e-08,6.991706413828069e-07
1876,4.897271921322499e-08,8.446282890872681e-07
1877,2.535774612510977e-08,7.57021496156085e-07
1878,4.5293163830617544e-08,7.023460284472094e-07
1879,3.42122213892182e-08,6.133762440185819e-07
1880,3.850707597230496e-08,7.41261260372994e-07
1881,1.4642266066289267e-08,6.763332294212887e-07
1882,3.0614771162618126e-08,5.344274427443452e-07
1883,3.5388296737437486e-08,6.508919341285946e-07
1884,2.3105939384038265e-08,5.624646064461558e-07
1885,3.7384687345820566e-08,7.766990961499687e-07
1886,2.8395241713496944e-08,6.885845778015209e-07
1887,5.4842967500690065e-08,5.001156182515842e-07
1888,2.980088953385973e-08,4.432089610872936e-07
1889,3.5084767091575486e-08,5.550911055252072e-07
1890,5.112421624930974e-08,5.623663810183643e-07
1891,3.250852154135231e-08,6.049135095054226e-07
1892,3.19694137829174e-08,5.165254037819977e-07
1893,1.9091091374434654e-08,5.333188823897217e-07
1894,4.6631390526741257e-08,6.786758035559615e-07
1895,2.5278181325916194e-08,5.242213205747248e-07
1896,2.7716035688740703e-08,5.490134071806096e-07
1897,2.3306854779470143e-08,5.401363409873738e-07
1898,3.112095303681173e-08,6.512766503874445e-07
1899,2.984892333302014e-08,5.704461045752396e-07
1900,1.8168686111152965e-08,6.649739248132391e-07
1901,2.514932445629725e-08,5.890530587748799e-07
1902,2.1114220150053598e-08,6.128034328867216e-07
1903,2.8081145186931167e-08,6.939283139217878e-07
1904,3.6009990544982884e-08,6.078701062506298e-07
1905,3.3028859480754846e-08,6.34773357433005e-07
1906,2.777859631208912e-08,6.954937248337956e-07
1907,1.851423608867364e-08,5.327985945768887e-07
1908,2.2101251717643322e-08,5.24045219663094e-07
1909,2.53045246978445e-08,6.150099807200604e-07
1910,2.618633831996675e-08,5.525851634047285e-07
1911,1.54290848985994e-08,6.581302613994922e-07
1912,1.8753916974922902e-08,5.417797979134775e-07
1913,2.969674284258872e-08,5.9287424392096e-07
1914,2.678697441638178e-08,5.230156716606871e-07
1915,1.0602685840410686e-08,7.044895369290316e-07
1916,3.40611328031315e-08,7.636286341039522e-07
1917,2.52227767560953e-08,7.292672421499447e-07
1918,4.020231614276781e-08,8.442486318926967e-07
1919,2.4861191438851904e-08,6.150842750685115e-07
1920,3.028892692213958e-08,7.39807035188278e-07
1921,1.5145495135815423e-08,6.436835064960178e-07
1922,1.6231458566107193e-08,7.997682018867636e-07
1923,1.8047112249064412e-08,6.412032576008642e-07
1924,1.6759112098085893e-08,4.885925477537967e-07
1925,1.0998178145982251e-08,5.653063226418453e-07
1926,1.560459372829115e-08,4.982323957847257e-07
1927,1.5608915049369898e-08,4.3704960717150243e-07
1928,2.8565102283550914e-08,4.787511329595873e-07
1929,1.2254446790649354e-08,4.823796189157292e-07
1930,2.2057568216382606e-08,4.705614458089258e-07
1931,1.1405356659111021e-08,5.873758937013918e-07
1932,2.4110979879310435e-08,5.403051659413904e-07
1933,9.176529758292418e-09,4.7373833922392805e-07
1934,1.4377896206951846e-08,4.2534608724054124e-07
1935,1.555876849579363e-08,4.5838527285013697e-07
1936,8.487299751891442e-09,5.237876621322357e-07
1937,8.813782481631449e-09,4.230615786582348e-07
1938,2.593042824905467e-08,4.408173026604345e-07
1939,1.988226472349197e-08,5.444682074084994e-07
1940,7.607348528892999e-09,6.060521400286234e-07
1941,1.4757512545315876e-08,4.250163669894391e-07
1942,6.068423541449874e-09,2.730790527039062e-07
1943,8.709705845433291e-09,2.0903293318497163e-07
1944,6.4263723231761105e-09,2.69907644678824e-07
1945,4.357008087652048e-09,2.570634762832924e-07
1946,1.8097434661967782e-08,3.466354883130407e-07
1947,1.4305045148432782e-08,2.6106707196049683e-07
