year,en_ADP are_NOUN,en_ADP barres_NOUN
1948,6.523132700664291e-09,3.3376696251252724e-07
1949,4.908504269707237e-09,4.0053393490779854e-07
1950,3.190608444114673e-09,4.860360149905318e-07
1951,1.2793681780642885e-08,4.573741421154409e-07
1952,1.1599284199803606e-08,4.555355417323881e-07
1953,5.386913581872932e-09,3.6523275070976524e-07
1954,8.795282724349818e-09,3.4106150792467815e-07
1955,1.0324168187025862e-08,3.613459114149009e-07
1956,1.22095984433912e-08,3.5146200616509304e-07
1957,7.951533653738352e-09,3.525180147789797e-07
1958,9.099467845885556e-09,3.962404662161134e-07
1959,5.425523585955716e-09,3.0150408747431356e-07
1960,4.844583401109048e-09,3.882587407133542e-07
1961,6.25334317660986e-09,3.043293759219523e-07
1962,5.7077609305622445e-09,2.765092972367711e-07
1963,7.1126584622049904e-09,2.2501865259982878e-07
1964,1.3384730601639916e-08,2.816877326949907e-07
1965,8.755269065297e-09,2.3310904850859515e-07
1966,3.046491048319666e-08,2.5368962042193743e-07
1967,1.2818872185960117e-08,2.267954357648705e-07
1968,8.982831700699023e-09,2.5017186544573633e-07
1969,4.541757636644661e-09,4.7098029654080165e-07
1970,1.241655755990223e-08,4.359591230240767e-07
1971,4.624557625731995e-09,2.8775025384675246e-07
1972,1.0773308800615666e-08,2.441949789044884e-07
1973,8.269805840122046e-09,1.819357180465886e-07
1974,8.438357568252286e-09,2.7846579087054124e-07
1975,3.998036124386317e-09,1.9990180533113744e-07
1976,5.713526873840635e-09,1.8568962900644692e-07
1977,5.876781727920388e-09,1.5632240035756695e-07
1978,5.346532105932056e-09,1.6633656230169436e-07
1979,3.511183899185255e-09,2.2939735799809569e-07
1980,6.253665585376211e-09,1.603212496092965e-07
1981,5.060439622894819e-09,1.669945106641535e-07
1982,5.586751949948621e-09,1.8994957429185888e-07
1983,3.78918940668882e-09,1.4398921166502987e-07
1984,1.7397025486864948e-09,2.0702459835320042e-07
1985,3.007779025843149e-09,1.774589577507868e-07
1986,5.3950369172106605e-09,1.7803621688017301e-07
1987,4.277571852284723e-09,1.411598731237973e-07
1988,4.797243047249822e-09,1.5471108838482905e-07
1989,3.292873196336643e-09,1.5641148820577655e-07
1990,4.90378582185258e-09,1.3676114463123668e-07
1991,2.9307326565586322e-09,1.559149751528821e-07
1992,1.65298330578878e-09,1.5317644397327967e-07
1993,2.2156829704300662e-09,1.3294098266669607e-07
1994,8.439882570598911e-09,1.4875293175009574e-07
1995,3.795715741716776e-09,1.355612653242133e-07
1996,2.135236876199542e-09,1.259789712548809e-07
1997,3.835915585170824e-09,1.7021875464706682e-07
1998,1.43043876743576e-09,1.597323233681891e-07
1999,2.2851006253876704e-08,1.1334098815041216e-07
2000,4.859834423776022e-09,1.1265980504049367e-07
2001,3.5049693702937645e-09,1.2355016565379628e-07
2002,3.9430991805033955e-09,1.0032997010966938e-07
2003,6.667076501987168e-09,1.245909970748471e-07
2004,1.761916529341434e-09,1.22012721703868e-07
2005,4.9541245550344115e-09,1.2520423808837222e-07
2006,1.6471559671771274e-09,1.0006472450641013e-07
2007,7.589511019645556e-09,9.027523617533006e-08
2008,2.5544638071473003e-09,9.536665146470114e-08
2009,1.430457752249481e-09,7.915199518038207e-08
2010,7.085689812669216e-09,1.0392344762522043e-07
2011,5.735957819830162e-09,9.598169725677508e-08
2012,3.063827413996023e-09,1.211913911447482e-07
2013,2.2313000336282585e-09,1.414086341355869e-07
2014,2.3819897165822113e-09,8.770052772888448e-08
2015,2.881548027966474e-09,1.0750390799785237e-07
2016,1.86420612280358e-09,1.3484424243870308e-07
2017,2.515611413622665e-09,8.200893120147157e-08
2018,3.0977600484760615e-09,9.55142667180553e-08
2019,3.826481576041374e-09,9.464164918426832e-08
