year,en_ADP art_NOUN,en_ADP bar_NOUN
2003,1.5580125136693823e-06,7.375453758839967e-08
2004,1.553569848766756e-06,8.281007418675657e-08
2005,1.5398320449833136e-06,6.215174352952602e-08
2006,1.6945116705358032e-06,7.741632757074512e-08
2007,1.7495819939483681e-06,6.590891454827386e-08
2008,1.8762536164729227e-06,1.1111917269657212e-07
2009,1.4280737055116788e-06,1.0251614002143583e-07
2010,1.3184106713026722e-06,1.3793475739376504e-07
2011,1.4022505183675094e-06,2.523821440725271e-07
2012,1.1901267917835412e-06,2.508934258405038e-07
2013,1.1544188609491357e-06,1.6288490911620102e-07
2014,1.065832080371365e-06,1.8298012327555568e-07
2015,1.3982158009184786e-06,1.6247498046961795e-07
2016,1.0690185696660137e-06,1.6094311772185677e-07
2017,1.122214264626109e-06,1.4666013692377078e-07
2018,1.205803044967979e-06,1.6650459722100663e-07
2019,1.2114640455251902e-06,1.8571190718574826e-07
