year,en_ADP art_NOUN,en_ADP bar_NOUN
1800,3.5529058095562505e-07,1.8864986905953174e-08
1801,2.3335590038087162e-07,1.6668278313147766e-08
1802,2.528759353026544e-07,8.951360541686881e-09
1803,2.96451567294298e-07,1.950339179046523e-08
1804,3.5347467886026607e-07,4.943701892301533e-09
1805,4.3780317948716174e-07,1.1371510844071508e-08
1806,1.2679343619481642e-07,1.729001475325731e-08
1807,4.0711458382247656e-07,3.701041606518629e-08
1808,1.994145080175258e-07,2.039466551195801e-08
1809,3.478907117937524e-07,1.1295152813062259e-08
1810,3.1591712490453006e-07,4.446240886579744e-08
1811,3.133846036007526e-07,2.5070766795920463e-08
1812,2.347143261971496e-07,1.3336041604361526e-08
1813,3.163315744902917e-07,5.751483289628823e-09
1814,2.1082736223476672e-07,1.8880062846449164e-08
1815,3.425474046636623e-07,2.1577788444915313e-08
1816,1.9931394135142e-07,1.3905623319487859e-08
1817,1.7125607354451233e-07,2.0239354192597148e-08
1818,2.0027577329884139e-07,9.536941902865692e-09
1819,2.856889746993829e-07,4.864993563558073e-08
1820,2.9191542783024715e-07,1.7799721696576398e-08
1821,3.4416593208685953e-07,7.88919063410276e-09
1822,3.448811725093037e-07,9.023054303725075e-09
1823,2.5793813007712885e-07,2.3718448982634754e-08
1824,2.080014889216386e-07,2.6105449357771704e-08
1825,2.3246369362794894e-07,7.484626962650509e-08
1826,1.98179641364149e-07,2.6423951915433008e-08
1827,2.1199727545662128e-07,1.3825909750408982e-08
1828,1.6601865127086057e-07,1.1006761280185628e-08
1829,1.3974277424111392e-07,1.2002446703185399e-08
1830,1.6281463843803579e-07,1.461157017601522e-08
1831,2.2451337100548585e-07,1.2472964439069756e-08
1832,2.0565553371376666e-07,8.11798162025923e-09
1833,2.3283092964732077e-07,8.108540172635514e-09
1834,2.1936147609480372e-07,1.4935249481595747e-08
1835,2.102538445569735e-07,3.403389570166837e-08
1836,2.5337227693711384e-07,1.0753200108126748e-08
1837,2.5048406193661776e-07,2.0177884252348122e-08
1838,1.956770185884693e-07,3.7241755457273484e-08
1839,1.8527408773838516e-07,2.0974424863595686e-08
1840,2.465069468549075e-07,1.528725279698051e-08
1841,2.3499206980304166e-07,8.346713098461578e-09
1842,1.6837745286935046e-07,7.379091560011375e-09
1843,2.72308605886451e-07,5.906910960362666e-09
1844,1.816713766089606e-07,1.3721403568922597e-08
1845,2.310214348710815e-07,3.9061596734946136e-09
1846,2.3418005912212436e-07,1.1123552967617911e-08
1847,2.448523579445805e-07,7.011190739092399e-09
1848,2.0273959022709676e-07,5.63165514222419e-09
1849,1.458018203948086e-07,1.4245005841573288e-08
1850,2.0570657888185906e-07,8.82569484161877e-09
1851,2.2121575149469663e-07,1.7413484876271923e-08
1852,2.500049509635005e-07,1.2370036106545967e-08
1853,1.9587936606058065e-07,1.7318602552052198e-08
1854,2.51989728639046e-07,1.1950028078189234e-08
1855,3.5874894521725764e-07,7.960405667972736e-09
1856,2.4746964832900176e-07,1.9673318418789165e-08
1857,1.9965372066721443e-07,1.4644526924456613e-08
1858,2.1630048152587733e-07,1.4191660291373864e-08
1859,2.3373075563881685e-07,6.110608241627347e-09
1860,2.0093836816670319e-07,1.2816114725033856e-08
1861,1.876953561463779e-07,1.7449065525809715e-08
1862,2.218331287551223e-07,8.132375661773494e-09
1863,2.497310411797571e-07,1.0988165932701577e-08
1864,3.1213678575170434e-07,9.109982990196386e-09
1865,2.4051974989447444e-07,1.1296426682960714e-08
1866,2.4182096414193666e-07,1.3623716599298064e-08
1867,3.2174139263929646e-07,2.1837651686951176e-08
1868,3.606107963349814e-07,1.7289559117728004e-08
1869,2.6224497418070314e-07,1.5627261706896434e-08
1870,3.314280263566616e-07,9.17447851023212e-09
1871,2.570324895145859e-07,5.310588635509816e-09
1872,2.9087701491903317e-07,7.861541306830588e-09
1873,2.9690581726526943e-07,1.735941301816979e-08
1874,2.8976854693496534e-07,8.364452908082853e-09
1875,3.684663383296538e-07,1.1443054503956773e-08
1876,4.867041951683859e-07,1.0882826639857512e-08
1877,2.9996358463790784e-07,3.0924081073635534e-09
1878,3.9314468480711184e-07,4.831270883354222e-09
1879,4.1726692145971356e-07,1.7717043832021773e-08
1880,3.651754560962672e-07,5.776061406947974e-09
1881,4.288092299020718e-07,1.3247764774071413e-08
1882,5.623800376497456e-07,1.1314154280128719e-08
1883,5.579976374292528e-07,1.4534479619854324e-08
1884,7.189247916983277e-07,7.922036360241691e-09
1885,5.343431936921661e-07,1.6114089174124047e-08
1886,5.97590766204803e-07,1.355227396970804e-08
1887,5.490825607523675e-07,9.79338704576449e-09
1888,6.73373254045373e-07,2.0924028731883482e-08
1889,6.641044763000536e-07,8.144677599020156e-09
1890,6.757572421633995e-07,1.9663159989136147e-09
1891,7.272985200756921e-07,1.0198752065093686e-08
1892,8.07384399337252e-07,6.8953636134239105e-09
1893,8.917387077644889e-07,1.29326747089209e-08
1894,8.86626551732661e-07,4.4110775032635274e-09
1895,8.925605605725195e-07,9.629783193076946e-09
1896,1.0325697559210312e-06,1.47425724961181e-08
1897,1.0447297391635857e-06,6.992056045262984e-09
1898,1.0603756770422024e-06,1.584339370808152e-08
1899,9.557183062725016e-07,1.7688250864011934e-08
1900,1.077143508609879e-06,6.22926377147337e-09
1901,9.802648186507668e-07,1.3412973398629902e-08
1902,1.0051350756157262e-06,7.365425824801264e-09
1903,1.1864283351314953e-06,7.020286352243943e-09
1904,1.1963915405033276e-06,2.0961037350275546e-08
1905,1.253032266390619e-06,1.3934049469810361e-08
1906,1.1188601689582356e-06,1.1831624346925196e-08
1907,1.1509683268684512e-06,1.6971383742792057e-08
1908,1.2754877047882474e-06,8.840500331785961e-09
1909,1.3389394126761545e-06,1.6502951005747946e-08
1910,1.2344987538881469e-06,1.870452770447173e-08
1911,1.2891266258918677e-06,1.4365010514438836e-08
1912,1.4065436957366728e-06,1.1981668768257236e-08
1913,1.456200919847106e-06,9.015082513830208e-09
1914,1.4284154019605921e-06,2.5447625340291324e-08
1915,8.281875860660648e-07,1.2958838002674611e-08
1916,1.1295111193021512e-06,8.789969418998567e-09
1917,1.1646342876758808e-06,4.3865698851064394e-09
1918,1.202623650442547e-06,1.378365155346728e-08
1919,1.480621982352659e-06,1.749491218561161e-08
1920,1.7787172410521634e-06,1.590168663412328e-08
1921,1.535753170855969e-06,1.1359121254717053e-08
1922,1.690285010624848e-06,2.0658220023506146e-08
1923,1.5531132007140513e-06,1.4862327368803108e-08
1924,1.5805131141632955e-06,1.9337436318878076e-08
1925,1.452859351047664e-06,2.5295809003011982e-08
1926,1.4512271810929178e-06,1.5604593617268847e-08
1927,1.5765004022227913e-06,3.5677519605314956e-08
1928,1.5619398716637534e-06,2.627989537096198e-08
1929,1.3279364559082296e-06,2.2280812750352652e-08
1930,1.3287059026367842e-06,1.470504518152893e-08
1931,1.2374812570215e-06,7.983749661377715e-09
1932,1.0203328280056212e-06,1.753525902259412e-08
1933,1.2457138822696834e-06,1.9500125958415992e-08
1934,1.0028582657639618e-06,1.0783422155213884e-08
1935,1.18845058949546e-06,1.196828414151696e-08
1936,1.0851619407503676e-06,1.576212849130343e-08
1937,1.1344597474760576e-06,1.76275650742852e-08
1938,1.1318632360257652e-06,1.426173557028676e-08
1939,9.925838426738665e-07,1.2235240376412548e-08
1940,9.357038877055857e-07,1.2678914584896006e-08
1941,1.4167212469828883e-06,2.3612020783048138e-08
1942,1.225821534944771e-06,6.068423541449874e-09
1943,1.1903264542922898e-06,1.4516175816936538e-08
1944,1.1374679331765947e-06,1.927911696952833e-08
1945,1.4225631375097691e-06,2.178504132643866e-08
1946,1.3238969991391514e-06,2.5057988572996237e-08
1947,1.391165618258583e-06,2.8610090296865565e-08
1948,1.3133240273077718e-06,2.717971980814582e-08
1949,1.2585404540743639e-06,2.4542521348536184e-08
1950,1.1039505167786956e-06,2.1270723182809093e-08
1951,1.1610266525963198e-06,3.6248766654978226e-08
1952,1.1198581582050338e-06,2.2144087452602434e-08
1953,1.0515255262077972e-06,2.477980221016196e-08
1954,1.300724580488577e-06,2.2476833949625075e-08
1955,1.2773812763100523e-06,2.4402580844906652e-08
1956,1.3317183018557444e-06,2.1802854632824165e-08
1957,1.03369938386777e-06,2.738861626383482e-08
1958,1.0174859284006743e-06,2.316228081555849e-08
1959,1.1137824067475321e-06,2.7127616819555556e-08
1960,1.0035208433123444e-06,2.9067499629498172e-08
1961,1.0102623697605395e-06,2.779263796881537e-08
1962,1.0527647802405227e-06,3.107558699255719e-08
1963,1.2725192561902077e-06,3.620989952324294e-08
1964,1.0665196583659053e-06,3.163663453431553e-08
1965,1.329159285745618e-06,3.9398710960369954e-08
1966,1.118893070639615e-06,4.818994980837488e-08
1967,1.0669246464090065e-06,4.930335562036703e-08
1968,1.8221673983020992e-06,4.5363301559575575e-08
1969,1.1640525485745457e-06,4.269252240618471e-08
1970,1.3313308500073617e-06,3.816941651635375e-08
1971,1.4998982180713938e-06,3.031654594032318e-08
1972,1.1804468265097512e-06,5.540558722927358e-08
1973,1.2057376821417165e-06,3.859242658776907e-08
1974,9.659106261494799e-07,4.219178917352906e-08
1975,1.1057425517435604e-06,3.8838065208324224e-08
1976,1.086712789089006e-06,3.028169176522155e-08
1977,1.1935744268498638e-06,4.0549793745014995e-08
1978,1.2011875334394517e-06,5.0495025494257106e-08
1979,1.1095341534428371e-06,4.506019335437372e-08
1980,1.4355005859556513e-06,4.207011672363592e-08
1981,1.0557342129402514e-06,4.3013736572561356e-08
1982,1.0844506803664444e-06,4.22110151276911e-08
1983,1.2851667960944724e-06,4.357568172963511e-08
1984,1.1731394771175019e-06,4.6392066188616354e-08
1985,1.1537839981201614e-06,3.0077789925364584e-08
1986,1.330775774022186e-06,4.5558088190844614e-08
1987,1.3517126618012298e-06,4.9497617782279235e-08
1988,1.2676715250847792e-06,4.197587677445824e-08
1989,1.3648960042189628e-06,3.951447813399511e-08
1990,1.3212978799970188e-06,5.557624005447792e-08
1991,1.3698244174520369e-06,4.161640332345229e-08
1992,1.3493852826229613e-06,4.242657120068216e-08
1993,1.5487623485910262e-06,4.929894537042401e-08
1994,1.4384725339766646e-06,4.536436981616987e-08
1995,1.3306693880110743e-06,3.524593150672217e-08
1996,1.4834557653387037e-06,3.79004556627649e-08
1997,1.4499760467856504e-06,5.6579754659225046e-08
1998,1.420425721931906e-06,5.864799090815609e-08
1999,1.4492107993646641e-06,5.5756454120370336e-08
2000,1.4049340499866503e-06,4.9040148830670205e-08
2001,1.5636544645758477e-06,3.7678421271891693e-08
2002,1.7196294628263331e-06,6.396583707157788e-08
