year,en_ADP arrière_NOUN,en_ADP barrière_NOUN
1891,4.3501500954334915e-05,9.561329950003028e-09
1892,3.737663030278782e-05,1.567128071755519e-08
1893,3.978521715453098e-05,7.3900996988562895e-09
1894,4.014836804344668e-05,1.1342770278588432e-08
1895,4.4671964133158326e-05,1.2639090662958097e-08
1896,3.933907964892569e-05,2.0639602027472392e-08
1897,4.1792685010477726e-05,6.992056267307589e-09
1898,4.045214382131235e-05,7.921697076085366e-09
1899,4.083774808805174e-05,2.7637891975018647e-09
1900,3.640433692453371e-05,8.824790675987515e-09
1901,4.100345904589631e-05,1.2854099229464566e-08
1902,5.7757215245146654e-05,4.419255517085219e-09
1903,3.932170500320353e-05,6.480264325148255e-09
1904,3.8335589920279745e-05,1.827372564378038e-08
1905,3.57222595539497e-05,9.805441791854719e-09
1906,3.657875299722946e-05,4.629766015007419e-09
1907,3.363213886586891e-05,7.714264949054694e-09
1908,3.293773875157058e-05,7.858222517143076e-09
1909,3.655898785837053e-05,1.5952851484257735e-08
1910,3.294775603990274e-05,6.412981035097687e-09
1911,3.708566816840175e-05,8.51259862599818e-09
1912,3.424777673899371e-05,7.814131730565776e-09
1913,3.755418129003374e-05,6.893886794756554e-09
1914,3.8573915276174375e-05,1.8081208197351373e-08
1915,3.814374963440059e-05,3.5342285764627945e-09
1916,3.800013928412227e-05,1.538244731591476e-08
1917,3.904156710632378e-05,7.676497326691845e-09
1918,3.440744029603593e-05,2.756730310693456e-08
1919,3.188585668567612e-05,2.4861190439651182e-08
1920,3.3632824170126696e-05,4.543339038320937e-09
1921,3.6114433214606834e-05,8.330022005509363e-09
1922,3.542884621765552e-05,8.853522359686394e-09
1923,3.1206641097014653e-05,6.369568872344189e-09
1924,3.0221835174870648e-05,9.02413699321869e-09
1925,3.139869880897095e-05,5.499089184013428e-09
1926,2.923743556948466e-05,1.5604593173179637e-08
1927,3.135942392873403e-05,8.919380012351041e-09
1928,2.7395075960612303e-05,6.8556245125250825e-09
1929,2.8601878909739753e-05,6.684243825105796e-09
1930,2.5229656614556006e-05,1.1553964007759987e-08
1931,3.015234210579365e-05,1.2545892325022123e-08
1932,2.959074936370598e-05,0.0
1933,2.6502965340569062e-05,4.588264879146209e-09
1934,2.9806576435476018e-05,7.188948103475923e-09
1935,3.1129506737670454e-05,8.377798899061872e-09
1936,2.897685521929816e-05,2.9099314957647948e-08
1937,2.787925348002318e-05,1.76275650742852e-08
1938,2.557777486345003e-05,5.186085783037697e-09
1939,2.6143650472931768e-05,1.5294050470515685e-09
1940,2.8712669973174343e-05,0.0
1941,3.451782424690464e-05,8.854508237732261e-09
1942,3.329137280161376e-05,1.2136847082899749e-08
1943,2.9276224381646898e-05,2.6129116870166058e-08
1944,2.9516327685996657e-05,6.4263723231761105e-09
1945,2.7135446885040437e-05,2.832055256973831e-08
1946,2.528211672370162e-05,1.9489545977080525e-08
1947,2.5552387455718417e-05,1.7881307101674793e-08
1948,3.4909632631752174e-05,1.522064252412747e-08
1949,2.7396324412620743e-05,2.1597418964347526e-08
1950,2.6913845317722007e-05,1.0635361036293034e-08
1951,3.2358419502998004e-05,9.595261585282344e-09
1952,3.099434229625331e-05,7.381362632230548e-09
1953,2.2974109867845982e-05,6.464296653518886e-09
1954,2.667022761215776e-05,1.3681550115052232e-08
1955,2.2834245044123236e-05,1.3139850985055546e-08
1956,2.287380942789241e-05,1.9186511934776718e-08
1957,2.2376500680820754e-05,1.3252556385623393e-08
1958,2.303323464047935e-05,4.9633461784992505e-09
1959,2.4669855349657155e-05,9.300897829689347e-09
1960,1.9435775584497605e-05,2.7683333403416555e-09
1961,2.1159924187941215e-05,9.03260666262895e-09
1962,1.9823053662548773e-05,1.3952304200870458e-08
1963,2.0353195907318877e-05,1.0345685197421517e-08
1964,1.9252717152085097e-05,8.517555549758526e-09
1965,1.898963222402017e-05,6.0192477668863376e-09
1966,2.064856255401537e-05,1.2185964570754493e-08
1967,1.9237677122418972e-05,1.3804939413830652e-08
1968,1.796656118813189e-05,7.186265360559219e-09
1969,1.957724725798471e-05,9.083515273289322e-09
1970,1.6199469087041507e-05,1.1956685419534097e-08
1971,1.576563070671e-05,6.679916619845017e-09
1972,1.6872026606051804e-05,9.74727870639569e-09
1973,1.6924983469834842e-05,1.4334330167287135e-08
1974,1.4570793155144202e-05,9.563471792262135e-09
1975,1.3832634039090408e-05,8.567220266542108e-09
1976,1.4452366372097458e-05,1.7711933253394818e-08
1977,1.4659632540769962e-05,1.1753563455840776e-08
1978,1.4632270449510543e-05,1.1881182260253809e-08
1979,1.493072508651494e-05,1.345953837272873e-08
1980,1.529760365315269e-05,1.193881615790815e-08
1981,1.5218639845215876e-05,2.213942273954217e-08
1982,1.5149409421155724e-05,1.6139505731871395e-08
1983,1.537400561346658e-05,1.6419821946556112e-08
1984,1.4125224737426834e-05,8.698512410365566e-09
1985,1.4804890213326871e-05,1.2632671797518924e-08
1986,1.4923271976385877e-05,7.1933827783254856e-09
1987,1.4003547704533048e-05,1.2221633483022742e-08
1988,1.379327284212195e-05,8.395175221664886e-09
1989,1.3493097611672056e-05,1.9757239400064464e-08
1990,1.3204805384248175e-05,2.0160008773473237e-08
1991,1.4442649813872777e-05,1.2309077312977479e-08
1992,1.3832163716642754e-05,1.8182815253453555e-08
1993,1.3573274316058814e-05,1.994114740000441e-08
1994,1.3025376517816767e-05,8.967375286772494e-09
1995,1.2908685988577417e-05,1.5182862411755593e-08
1996,1.3366049188334728e-05,1.6548084902368032e-08
1997,1.2957243512801142e-05,1.5823152565985765e-08
1998,1.345899806892703e-05,1.4781200263769279e-08
1999,1.2770513507120995e-05,9.140402212892695e-09
2000,1.2426597436387965e-05,1.678851901942835e-08
2001,1.3268937635757538e-05,1.1391150411821371e-08
2002,1.5172608016200684e-05,1.0953053575235572e-08
2003,1.4177954966498874e-05,1.2084076683738232e-08
2004,1.4266678476815287e-05,1.5416770082765652e-08
2005,1.4567377775165369e-05,9.007498746882447e-09
2006,1.5524856451065716e-05,1.0294725072412803e-08
2007,1.7753863858160912e-05,1.9173502258107433e-08
2008,1.7964267300385472e-05,1.4049550856043425e-08
2009,1.9784183962201496e-05,1.3827758271744983e-08
2010,2.4596789842235012e-05,1.5588517143783065e-08
2011,2.867711225462699e-05,1.2619107536693264e-08
2012,3.372048547589657e-05,1.4297861561374248e-08
2013,3.3866394801407296e-05,1.589801357226861e-08
2014,3.504339790083577e-05,1.4725027419615344e-08
2015,3.625342037594237e-05,1.219116452233493e-08
2016,3.7486905455352826e-05,1.2635173934905097e-08
2017,3.728940924929702e-05,1.8112402244696568e-08
2018,4.0834158170355295e-05,1.4198066722315161e-08
2019,3.7967369536318074e-05,1.224474122096808e-08
