year,en_ADP ail_NOUN,en_ADP bail_NOUN
1838,6.754013526233393e-08,8.079567237473384e-08
1839,1.2095251933352813e-07,4.1249702320556025e-08
1840,1.031889566571742e-07,1.1146955358753985e-07
1841,1.3097919682181214e-07,8.860357070261671e-08
1842,1.2745704225380905e-07,5.809357617181377e-07
1843,1.3763102491015644e-07,5.198081609592009e-08
1844,1.4764229661068384e-07,7.299786375369877e-08
1845,1.5345627124574435e-07,8.928364536586741e-08
1846,1.042101231973902e-07,5.1519613464279246e-08
1847,1.6341467112823693e-07,9.923531507638472e-08
1848,8.447483018647617e-08,9.895622810063287e-08
1849,1.2233945301254323e-07,6.871120206142223e-08
1850,1.1677072819793466e-07,8.825694663983086e-08
1851,1.2253933023842478e-07,1.2318427877744398e-07
1852,1.608104709394098e-07,3.7305426303646527e-07
1853,1.5228425720437144e-07,1.2302179186463036e-07
1854,1.6158516574771298e-07,5.871100938747986e-08
1855,1.363882802252192e-07,5.7845614520601885e-08
1856,1.1545131700652078e-07,5.7984518520015627e-08
1857,1.4693341654492542e-07,5.027954230740761e-08
1858,9.983099408250595e-08,3.572383633354548e-08
1859,1.2221216127983325e-07,8.147477359443656e-08
1860,9.428998692939672e-08,7.598125506547149e-08
1861,9.903523690013571e-08,5.423358118150645e-08
1862,1.3825037833981035e-07,3.4336697041226216e-08
1863,1.0788380760962113e-07,5.3442441583229083e-08
1864,8.822299402133638e-08,5.178306139441702e-08
1865,1.148470044065597e-07,9.931441269372954e-08
1866,1.19694079148136e-07,7.395731671522299e-08
1867,9.56003880503431e-08,5.095451882652924e-08
1868,5.433861460790723e-08,1.8870318285735266e-07
1869,7.325278816860958e-08,5.323035878745941e-08
1870,3.870482885304227e-07,7.683625113941162e-08
1871,1.125844788507635e-07,8.411972203248297e-07
1872,2.382651729249119e-07,8.526748729309475e-08
1873,8.021246022948958e-08,7.24306516985962e-08
1874,3.017177579445196e-07,1.0156835372754358e-07
1875,6.293679777336081e-08,8.753936242555937e-08
1876,7.859819173283711e-08,7.738898943898675e-08
1877,6.370360772223194e-08,8.34950171224591e-08
1878,5.374788863976576e-08,5.012443438090486e-08
1879,1.1974277769333241e-07,5.987138962382232e-08
1880,6.494860691486082e-07,9.755126484378707e-08
1881,9.273434842249628e-08,5.996356833293248e-08
1882,6.256061846343641e-08,1.211280107327184e-07
1883,6.843844287951484e-07,1.0110942127994349e-07
1884,4.152467445450725e-07,8.912290638818376e-08
1885,6.961286658224708e-08,6.381179673553561e-08
1886,1.109995773074246e-07,5.937186742244194e-08
1887,8.357023439931055e-08,7.834709236931303e-08
1888,4.749120452451905e-07,1.0271795503058456e-07
1889,1.0525430044205919e-07,5.5133202891965993e-08
1890,4.719158097632459e-08,6.619930559281784e-08
1891,4.46195412839856e-08,5.8005401371019616e-08
1892,7.522214851007902e-08,7.334159590755007e-08
1893,7.205347452021726e-08,9.668713829569242e-08
1894,6.49058538026992e-08,7.120739553556632e-08
1895,1.233816031565027e-07,5.1760085995056215e-08
1896,7.489227105139662e-08,6.604672364574071e-08
1897,6.292850474043377e-08,5.651912005077975e-08
1898,6.224190274295438e-08,7.921696720813998e-08
1899,7.793885892226626e-08,1.1552639023193478e-07
1900,7.527026879561305e-08,8.409506335738115e-08
1901,6.594711637886164e-08,7.488910114261671e-08
1902,8.494790937341179e-08,5.008489623037349e-08
1903,1.0638433689535987e-07,3.510143287144274e-08
1904,6.449549871945237e-08,6.23456486437135e-08
1905,6.96702494029644e-08,1.2901897150641162e-07
1906,6.584556022648513e-08,7.407625446376187e-08
1907,8.999975875667587e-08,7.30283744587723e-08
1908,5.009616987905474e-08,6.581261402516247e-08
1909,6.27112152207232e-08,5.005895076237721e-08
1910,6.787071482605711e-08,3.954671612405036e-08
1911,5.267170366529683e-08,4.415910481725405e-08
1912,5.1052326865974607e-08,6.980624789321155e-08
1913,5.356019550095681e-08,5.780258760523793e-08
1914,6.161004267868364e-08,4.553785615257766e-08
1915,2.7095753085681906e-08,5.772573175022444e-08
1916,3.4061131248819265e-08,4.724608615447323e-08
1917,5.812204850741409e-08,2.52227767560953e-08
1918,4.709414280767987e-08,2.6418664589300533e-08
1919,5.616787668305534e-08,2.2098836538475553e-08
1920,8.556621677868748e-08,4.0890050456710014e-08
1921,5.225195764957391e-08,3.180553775905537e-08
1922,9.812654039320634e-08,6.418803621954794e-08
1923,7.218844588763318e-08,8.386599148479945e-08
1924,7.219309572370491e-08,5.414482373566898e-08
1925,9.568414460758845e-08,7.588742789721437e-08
1926,7.690835668316964e-08,8.582526334066642e-08
1927,6.355058124185575e-08,6.689534615134107e-08
1928,9.255093735838216e-08,3.5420729460611255e-08
1929,5.904415290025611e-08,4.790374674712439e-08
1930,4.0964054592862453e-08,4.411513643276521e-08
1931,4.904303452235581e-08,4.334035708097872e-08
1932,7.562080428513696e-08,6.904507898752854e-08
1933,7.226516984815134e-08,1.0553009133218438e-07
1934,9.465448513878982e-08,6.350237669039416e-08
1935,4.906996675657638e-08,5.0266791618014395e-08
1936,8.48730010716281e-08,8.972288867425959e-08
1937,8.687871400070435e-08,6.925115059175369e-08
1938,1.568790929384889e-07,7.519824407609121e-08
1939,1.514110952172132e-07,7.647025057622159e-08
1940,4.564409206153641e-08,5.5787225505810056e-08
1941,4.132103503806661e-08,2.3612020783048138e-08
1942,3.337632992206352e-08,5.76500234217292e-08
1943,3.4838822049465534e-08,4.064529335323641e-08
1944,3.8879553265758204e-07,5.7837350908584995e-08
1945,3.0499057501742755e-08,1.0674669681520754e-07
1946,3.897909017780421e-08,2.0324812055605435e-07
1947,5.8412266579210836e-08,1.6808428426884348e-07
1948,3.696441908118686e-08,1.2176514019301976e-07
1949,4.319483692949433e-08,1.0504199110528134e-07
1950,2.754558749984426e-07,8.401935502888591e-08
1951,5.415991913837459e-07,1.0661401717015906e-07
1952,4.144107842440903e-07,8.857634981040974e-08
1953,1.2993236028213673e-06,9.696444891460487e-08
1954,5.433529979281815e-07,1.006571253014954e-07
1955,8.409504821393909e-07,6.663781704219218e-08
1956,7.290874344256792e-07,9.331621697583614e-08
1957,6.007825775755649e-08,5.47772351922049e-08
1958,5.459680674224643e-08,6.121459961150322e-08
1959,8.370807780266887e-08,7.750747954560211e-08
1960,6.367166593967966e-08,4.429333344546649e-08
1961,3.474079646181849e-08,5.419564175213054e-08
1962,3.868593489997352e-08,6.84931293903901e-08
1963,8.793832662057355e-08,8.147227248400668e-08
1964,7.909158827867913e-08,6.814044439806821e-08
1965,1.3515946983844174e-07,7.004215518691126e-08
1966,1.395846825902325e-07,8.364003178940038e-08
1967,4.831728783738498e-08,4.881032111825334e-08
1968,4.940557485344499e-08,4.6710724177501106e-08
1969,2.9521425970457926e-08,9.492273989053501e-08
1970,6.208278624519892e-08,1.2140634453317034e-07
1971,5.087013565940879e-08,7.245140665190775e-08
1972,5.7970659272932323e-08,8.36213942534414e-08
1973,6.891504811257221e-08,5.733732066914854e-08
1974,2.475251587030769e-08,8.550868813017587e-08
1975,3.0270844941782116e-08,9.309712822869187e-08
1976,3.085304589589555e-08,6.51342091373408e-08
1977,2.8796230511218823e-08,7.228441489814941e-08
1978,2.3762364964596827e-08,7.722768913254185e-08
1979,3.686743144104554e-08,8.309802268513522e-08
1980,5.2303386621765924e-08,8.811983320811123e-08
1981,2.656730796468665e-08,4.933928465788995e-08
1982,7.759377962379688e-08,1.0056153598725359e-07
1983,8.209910984380286e-08,5.683784465304598e-08
1984,7.30675078219889e-08,5.4510678637598176e-08
1985,5.7147801157952927e-08,6.196025026383722e-08
1986,5.454981805153025e-08,8.811893792426417e-08
1987,2.688759526137119e-08,6.721898415662508e-08
1988,2.9982769877978654e-08,7.79551996288319e-08
1989,1.865961507530045e-08,9.933501132763922e-08
1990,3.323677144617676e-08,8.22746315520817e-08
1991,2.2273568323072368e-08,5.978694161967724e-08
1992,2.6998725921600908e-08,8.7057117070799e-08
1993,2.4926433028760187e-08,6.093128490647359e-08
1994,3.797947112360589e-08,8.28163493338252e-08
1995,3.470368564739701e-08,7.971002702333863e-08
1996,2.7758079612638653e-08,5.604996644592575e-08
1997,6.521056805652847e-08,4.938741327009666e-08
1998,7.24755656600351e-08,6.913787586881881e-08
1999,2.0108885889769113e-08,4.935817088380645e-08
2000,1.3695898082310975e-08,4.948195453380322e-08
2001,3.417345248446502e-08,5.9584479572549753e-08
2002,1.7524885320696626e-08,4.644094886430139e-08
2003,2.8751767744417123e-08,1.3084138572594384e-07
2004,3.2595454557693415e-08,9.250061339116655e-08
2005,2.5671371806090804e-08,4.819012033863146e-08
2006,1.6883349385210522e-08,5.188541152278958e-08
2007,1.9972396736456233e-08,4.1942033845998594e-08
2008,1.8306991117489346e-08,4.981204426712793e-08
2009,2.384096253749135e-08,4.529782771101054e-08
2010,8.975206911010503e-09,3.3538931631937885e-08
2011,6.118355155848576e-09,2.2179037273417634e-08
2012,9.531907319004773e-09,2.655317032917992e-08
2013,7.80955033974351e-09,2.872798710029656e-08
2014,4.547434873103384e-09,2.4469530401916018e-08
2015,7.75801378694041e-09,4.078498605508685e-08
2016,9.528164035543796e-09,4.0805399947885235e-08
2017,9.30776167251679e-09,6.138091634966258e-08
2018,4.3884935685412074e-09,3.175204099647999e-08
2019,4.846876677788714e-09,5.025446014883528e-08
