year,en_ADP ans_NOUN,en_ADP bancs_NOUN
1904,4.192207558872951e-08,4.84791200960899e-07
1905,3.818961596957493e-08,4.0821603874974244e-07
1906,4.012464094316215e-08,6.450807177316165e-07
1907,2.108565710923216e-08,5.11712926254404e-07
1908,2.6521501217402488e-08,5.657919928125921e-07
1909,3.685658955809856e-08,5.341454993867956e-07
1910,2.93928290595602e-08,7.706265137130686e-07
1911,2.873001958558774e-08,4.830899911212327e-07
1912,2.2400511667797218e-08,6.09502308179799e-07
1913,3.2348237311019545e-08,4.3749665223913325e-07
1914,3.147469573860917e-08,4.915410158901068e-07
1915,2.591767644943843e-08,3.3692978718136146e-07
1916,2.7468654462126096e-08,2.4172416601686564e-07
1917,2.960934575302332e-08,1.6668964519794827e-07
1918,2.5270027848023346e-08,3.101321510712296e-07
1919,5.893022841929607e-08,6.776976420042047e-07
1920,3.7861158652674476e-08,5.111256200507341e-07
1921,3.937828690903089e-08,7.375855943791976e-07
1922,2.9511741217458365e-08,5.858080953657918e-07
1923,4.671017128643484e-08,8.163664233507006e-07
1924,1.675911143195208e-08,1.2053668569933507e-06
1925,3.2994533993857544e-08,7.885693662501581e-07
1926,2.2292277579438746e-08,5.049200808571186e-07
1927,4.236705530846763e-08,5.18438980634528e-07
1928,2.627989537096198e-08,9.152258826361503e-07
1929,1.893869105984436e-08,6.071521738704178e-07
1930,1.8906487042613662e-08,4.169930605257832e-07
1931,2.9653928201867075e-08,7.15115845650871e-07
1932,3.0686703178517405e-08,7.518241886828037e-07
1933,2.40883908375622e-08,9.29123643800267e-07
1934,1.7972370258689807e-08,8.015676939976402e-07
1935,3.351119381989065e-08,7.025382728897966e-07
1936,2.667437160042141e-08,1.6162244946826831e-06
1937,1.6368453148452033e-08,7.063617317726312e-07
1938,4.926781471681352e-08,8.466284953101422e-07
1939,2.2941075705773528e-08,9.77289801085135e-07
1940,2.7893612752905028e-08,7.024118531262502e-07
1941,6.493305493293633e-08,1.3222731922724051e-06
1942,1.517105907566929e-08,9.072293210010685e-07
1943,2.6129116648121453e-08,1.074197029993229e-06
1944,2.5705489292704442e-08,2.355265451114974e-06
1945,2.6142048081823077e-08,8.082250246843614e-07
1946,2.645009899993056e-08,9.897904647004907e-07
1947,2.7418003201162833e-08,5.304787578097603e-07
1948,1.1959077061973744e-08,7.371140213763283e-07
1949,2.552422173618396e-08,5.742949724663049e-07
1950,2.339779547888554e-08,8.359394314538804e-07
1951,2.345508343104541e-08,8.102665560727473e-07
1952,2.741649052229178e-08,1.3634431752507226e-06
1953,2.5857185836919427e-08,9.405551395502698e-07
1954,1.3681550781186047e-08,1.052502170750813e-06
1955,1.5016972554349195e-08,1.0333553746022517e-06
1956,1.3953826982771034e-08,1.7093437918447307e-06
1957,1.855357895097498e-08,1.5699862387918984e-06
1958,2.2335056470978998e-08,8.048892823353526e-07
1959,1.9376869220266713e-08,1.107581852011208e-06
1960,1.3841666590685975e-08,1.7315925333605264e-06
1961,2.0149661827950638e-08,1.010957134894852e-06
1962,8.87873902177816e-09,8.491879839311878e-07
1963,2.069137072790994e-08,8.205421409002156e-07
1964,2.737785814721505e-08,7.763143798911187e-07
1965,3.1190647065137966e-08,8.695076871845231e-07
1966,2.3818021666066613e-08,7.560836934317194e-07
1967,3.3526280418527676e-08,9.096469284486375e-07
1968,3.1439911063468884e-08,5.183093776395253e-07
1969,1.9529559247555284e-08,5.386525003814313e-07
1970,2.7132478319646935e-08,6.369234029079962e-07
1971,2.6205827285963323e-08,6.597702508770453e-07
1972,3.231992518060167e-08,7.915816695458489e-07
1973,3.087394190304238e-08,5.546282864088425e-07
1974,2.418995898034737e-08,5.985608027003764e-07
1975,2.1703624231150798e-08,3.855249133266625e-07
1976,1.199840671262109e-08,4.776508717441175e-07
1977,2.056873571465445e-08,4.7249326939891034e-07
1978,2.6732660640682582e-08,5.471284794111853e-07
1979,1.5215130599877114e-08,4.377276070499647e-07
1980,1.9898026615283726e-08,1.1194061926289578e-06
1981,2.3404533255888538e-08,4.579697758799739e-07
1982,1.3035755141999061e-08,5.903334567847196e-07
1983,1.7682884045910896e-08,5.146982857695548e-07
1984,2.2036232061317662e-08,5.509057814379048e-07
1985,2.0452897042666507e-08,6.605082489841152e-07
1986,2.2779044428489215e-08,3.590696735500387e-07
1987,3.727598285596656e-08,4.7053291041265766e-07
1988,4.2575532321897924e-08,7.351774797825783e-07
1989,1.7013179198777095e-08,3.55081510861055e-07
1990,4.685839771756406e-08,3.7922609408269636e-07
1991,1.69982495301646e-08,2.649382224717556e-07
1992,3.361065836759991e-08,2.1158186314096383e-07
1993,1.606370203521834e-08,2.69759397042435e-07
1994,1.8989735672825248e-08,1.6088526422208815e-07
1995,2.60277633890027e-08,1.5996229763004521e-07
1996,2.829188883168854e-08,2.268689200946028e-07
1997,2.733089898843133e-08,2.378267680569479e-07
1998,2.9085588382216088e-08,3.299545312529517e-07
1999,2.1479946238356362e-08,3.0346134849423834e-07
2000,1.8555731395863972e-08,1.572819172679374e-07
2001,1.7962967807649832e-08,1.3713193425246573e-07
2002,2.0591740479414256e-08,2.9178934823903546e-07
2003,2.2501383034612132e-08,1.0125622651457888e-07
2004,3.479785087856513e-08,7.091713882800832e-08
2005,2.3869873078119497e-08,6.710586575309208e-08
2006,1.7295138099449048e-08,8.318137645346724e-08
2007,5.951774256773845e-08,8.907689164061594e-08
2008,2.2138686828210297e-08,8.898049230765537e-08
2009,1.4781396995289242e-08,5.960240656577298e-08
2010,8.030448139795254e-09,3.637320489247031e-08
2011,6.500752353089112e-09,6.65371118202529e-08
2012,6.468080182564506e-09,6.60425030218903e-08
2013,6.972812660599459e-09,5.996619023562744e-08
2014,2.165445156521173e-09,8.272000684428349e-08
2015,4.876465897751814e-09,5.563604332792238e-08
2016,4.556948124401217e-09,5.3440572855834034e-08
2017,1.4590545660553289e-08,4.528100561174142e-08
2018,1.032586693927584e-08,5.395265390006898e-08
2019,1.989770437305083e-08,7.678472968564165e-08
