year,en_ADP os_NOUN,en_ADP bosses_NOUN
1847,6.358610562529066e-07,1.941560512364049e-08
1848,4.738635652756784e-07,1.528592186161859e-08
1849,6.234284910533461e-07,9.217356655710773e-09
1850,5.607710704680358e-07,9.504594444820214e-09
1851,4.849977699450392e-07,2.8377531435808123e-08
1852,5.240988798504986e-07,1.9531636752390114e-08
1853,5.840549306412868e-07,1.970737528722566e-08
1854,5.756796213063353e-07,1.8184826089395756e-08
1855,7.169671789597487e-07,1.4859423913549108e-08
1856,5.896818606743182e-07,1.2425253714809514e-08
1857,1.0446429996591178e-06,1.0251168802710708e-08
1858,6.342203846543271e-07,5.3830437884982985e-09
1859,6.925355933162791e-07,1.2221216039165483e-08
1860,1.3466075188262039e-06,8.696649622663699e-09
1861,7.696452826166933e-07,1.1789909493131745e-08
1862,7.662504799554881e-07,1.2198563048571032e-08
1863,9.100199349632021e-07,1.4983863039219614e-08
1864,1.2792334018740803e-06,1.8699438442126848e-08
1865,1.4708888329550973e-06,1.1767110841276462e-08
1866,1.6144103938131593e-06,8.75810357570117e-09
1867,1.7868052282210556e-06,1.2132028714972876e-08
1868,1.891477722892887e-06,1.333765986544222e-08
1869,1.260924591406365e-06,2.2952539424636598e-08
1870,1.7953307178686373e-06,1.3188312664169644e-08
1871,1.2352429621387273e-06,2.8677177965619194e-08
1872,1.782755589374574e-06,1.5118347462816928e-08
1873,2.064572981907986e-06,2.7535620006347017e-08
1874,1.7983574025492999e-06,2.9873046258899194e-09
1875,1.916711653393577e-06,1.94531928343622e-08
1876,2.0629001937777502e-06,1.0278225381910033e-08
1877,1.9092526599706616e-06,1.6699003069220453e-08
1878,1.9518333829182666e-06,1.3285995414946683e-08
1879,1.9195499589841347e-06,2.016077260691418e-08
1880,1.634625391488953e-06,1.0910338410496934e-08
1881,1.981586592592066e-06,2.5101027034679646e-08
1882,1.451539446861716e-06,8.652000893505374e-09
1883,2.0809582110814517e-06,4.2971503688704615e-08
1884,1.7375666629959596e-06,2.5746619058963915e-08
1885,1.6913347735680873e-06,1.933690718658454e-08
1886,1.7714758087095106e-06,2.452316216761119e-08
1887,1.6929501498452737e-06,7.1818169189441505e-09
1888,2.4303576537931804e-06,2.53624587998047e-08
1889,1.9603612599894404e-06,1.8795409673089125e-08
1890,1.46162813052797e-06,1.6385966361553983e-08
1891,1.4412111113415449e-06,2.4859458491732767e-08
1892,1.853599087553448e-06,8.149066310636499e-09
1893,1.7884041199067724e-06,1.23168328869383e-08
1894,1.7833356196206296e-06,2.5836310868498913e-08
1895,1.5913216202534386e-06,1.444467478961542e-08
1896,1.3616239584735013e-06,1.6511680911435178e-08
1897,1.5236855688272044e-06,2.6220211779559577e-08
1898,1.4841864413028816e-06,1.584339415217073e-08
1899,1.4493310800389736e-06,1.2160672469008205e-08
1900,1.8064864661937463e-06,3.5818267463127995e-08
1901,1.459778559365077e-06,3.856229824350521e-08
1902,1.4377311572388862e-06,2.0132164380015638e-08
1903,1.72645036400354e-06,2.9161189019077938e-08
1904,1.5914265532046556e-06,3.7622376325430196e-09
1905,1.4604947864427231e-06,1.5482276793932215e-08
1906,1.8668246184461168e-06,1.4918134283448126e-08
1907,1.940394895427744e-06,1.2342823652033985e-08
1908,2.131051815013052e-06,1.3751889405000384e-08
1909,1.4412577229450108e-06,1.4302557360679202e-08
1910,1.7742580666890717e-06,2.3514262537105424e-08
1911,1.6152655462065013e-06,1.4897047151407605e-08
1912,1.5742871255497448e-06,2.6047105805560022e-08
1913,1.6083968148450367e-06,1.590896836489719e-08
1914,1.6286480786220636e-06,2.4777952134513725e-08
1915,2.628288029882242e-06,1.6493066468115103e-08
1916,9.11959375571314e-07,1.4283700444650549e-08
1917,1.1854705235236906e-06,3.838248474608008e-08
1918,1.0027606549556367e-06,2.412139110674616e-08
1919,1.5091663954081014e-06,1.2890987832747669e-08
1920,1.2925800092489226e-06,1.1358347151713133e-08
1921,1.58724787979736e-06,2.499006690470651e-08
1922,1.3804117315885378e-06,2.2133805899215986e-08
1923,1.8471749854143127e-06,1.9108707505210987e-08
1924,1.562464831295074e-06,3.351822286390416e-08
1925,1.5947357496770564e-06,5.49908882874206e-08
1926,2.298333811268094e-06,4.2355324580967135e-08
1927,2.244338929813239e-06,2.3413372574054847e-08
1928,1.814455345083843e-06,3.313552099371009e-08
1929,1.4972706594562624e-06,3.78773812315103e-08
1930,1.6627204786345828e-06,3.361153133596417e-08
1931,1.6400903177782311e-06,3.877821086462063e-08
1932,1.604476210559369e-06,1.9727165678773417e-08
1933,1.584098413331958e-06,3.326492148403304e-08
1934,1.6510617797393934e-06,3.1152108448395666e-08
1935,1.3943050589659833e-06,4.906996409204112e-08
1936,1.487702434133098e-06,2.424942913137329e-08
1937,1.6204769508476602e-06,5.5400921183945684e-08
1938,1.5869422895775642e-06,1.8151300906765755e-08
1939,1.838344815041637e-06,3.6705721129237645e-08
1940,1.6482589444422047e-06,6.339457314652464e-08
1941,1.3931091871199897e-06,4.7224041566096275e-08
1942,1.2743689694616478e-06,3.3376331032286544e-08
1943,1.669360244704876e-06,7.548411673496958e-08
1944,1.7319073322141776e-06,9.639558484764166e-09
1945,1.6099145341286203e-06,3.485606470121638e-08
1946,1.3489550383383175e-06,3.6194869323935563e-08
1947,1.1050647117372137e-06,5.602809238780537e-08
1948,1.6818810308905086e-06,4.022598432129598e-08
1949,1.218290776705544e-06,2.3560819073509265e-08
1950,1.3102765024086693e-06,4.5732054587688253e-08
1951,1.4904640011081938e-06,3.944718685033877e-08
1952,1.6270632841042243e-06,3.374337254058446e-08
1953,1.6160740869963774e-06,3.124409886368085e-08
1954,1.3603370234704926e-06,4.202190595492539e-08
1955,1.6969179341685958e-06,2.9095383879962355e-08
1956,1.3953826965007465e-06,3.662879421995058e-08
1957,1.729900418467878e-06,2.47381048978923e-08
1958,1.5030666418169858e-06,3.060729980575161e-08
1959,1.4470646192421555e-06,2.2477168570844697e-08
1960,1.4928237987987814e-06,3.3220000972278285e-08
1961,1.2847146990679903e-06,1.876002997391879e-08
1962,1.4466002085100627e-06,2.8538803320543593e-08
1963,1.5596120874761255e-06,1.6165133231993423e-08
1964,1.1669051218632376e-06,2.7377858202726202e-08
1965,1.4916789723429247e-06,1.7510538796727815e-08
1966,1.5581417756038718e-06,3.0464910594218964e-08
1967,1.3967641052659019e-06,2.3172576746333107e-08
1968,1.371678422401601e-06,2.245707975134792e-08
1969,1.8117071931555984e-06,2.0892086283197386e-08
1970,1.222800960931636e-06,1.5635665207014426e-08
1971,1.7599011243873974e-06,2.1067430466814585e-08
1972,1.5575126326439204e-06,1.6416469961200164e-08
1973,1.1406818885006942e-06,2.3706776985932265e-08
1974,1.7388641708748764e-06,1.912694358452427e-08
1975,1.2902233947897912e-06,7.996072248772634e-09
1976,1.7266278291572235e-06,1.656922776760439e-08
1977,1.6167026615221403e-06,1.4104276857551667e-08
1978,2.081583261315245e-06,2.0198010375338527e-08
1979,1.7778295386960963e-06,1.6970723493159312e-08
1980,1.6083291711765924e-06,3.2973872521324665e-08
1981,1.7300377521678456e-06,2.0241758491579276e-08
1982,1.5655321021768032e-06,2.0484757001781873e-08
1983,1.5497785170737188e-06,2.3998200759933752e-08
1984,1.8377057813268038e-06,2.667543874679268e-08
1985,1.6422472981503233e-06,1.8648229627160617e-08
1986,1.8061384707834804e-06,3.1770774455708306e-08
1987,1.6627532204438467e-06,1.7721369260925712e-08
1988,1.8031637409876566e-06,1.6190695006912392e-08
1989,1.5630172356395633e-06,2.469655058234821e-08
1990,1.671101244937745e-06,1.961514328741032e-08
1991,1.4284390772445477e-06,1.934283488935762e-08
1992,1.8645650925463997e-06,3.0855687782604946e-08
1993,1.60249271630164e-06,3.877445209354846e-08
1994,1.7618255014895112e-06,1.4242301560329906e-08
1995,1.6858399476404884e-06,1.2471637056421514e-08
1996,1.672958092058252e-06,2.5622842514394506e-08
1997,1.7808238226280082e-06,1.6782131240233866e-08
1998,1.567284130032931e-06,1.4304387896402204e-08
1999,1.5643798860764946e-06,1.828080442578539e-08
2000,1.7544002730573993e-06,1.8113929911578452e-08
2001,1.42038891226548e-06,1.270551397425379e-08
2002,1.5364943237727857e-06,2.059174164514843e-08
2003,1.513426354904368e-06,1.0417307017007715e-08
2004,1.4469738971456536e-06,1.1011977996133737e-08
2005,1.4461539876720053e-06,1.7114247796712334e-08
2006,1.469674884901906e-06,1.317724773741702e-08
2007,1.6013867707442841e-06,9.98619853476157e-09
2008,1.9469271137495525e-06,1.3623806971452268e-08
2009,1.8090522644342855e-06,1.2397300963584712e-08
2010,1.752527168719098e-06,2.3146585093059002e-08
2011,1.8171514284404111e-06,1.3001504761689375e-08
2012,1.9441686163190752e-06,2.382976838077866e-08
2013,1.9507140223140595e-06,2.0360612751346707e-08
2014,1.99026067093655e-06,2.8367331594836287e-08
2015,2.0600850803020876e-06,1.994917830927534e-08
2016,1.974815631911042e-06,1.822779260862717e-08
2017,1.9020537820324535e-06,1.0565567976072998e-08
2018,2.1023465706093702e-06,1.7812119779136992e-08
2019,1.9823726233880734e-06,2.0663000199760972e-08
