year,un_DET are_NOUN,un_DET bar_NOUN
1800,2.3266816917555388e-07,3.772997558826319e-08
1801,1.9287579511306774e-07,1.4287095950749062e-08
1802,2.215461734067503e-07,3.1329761895904085e-08
1803,2.788984960755414e-07,5.851017448321727e-09
1804,1.7797326279378467e-07,1.2359254952798437e-08
1805,7.675769686521505e-08,3.695740957709859e-08
1806,1.2391176706927354e-07,3.7461699520235925e-08
1807,9.679647661187119e-08,3.701041695336471e-08
1808,1.6768947030953996e-07,2.7192887941396293e-08
1809,8.132509665692567e-08,1.3554183553310395e-08
1810,7.254393041833396e-08,2.8081521108447305e-08
1811,1.2033968266322859e-07,1.0028307073639553e-08
1812,9.601949502169305e-08,2.400487453257938e-08
1813,1.6966876126289776e-07,3.738464116054274e-08
1814,7.237357690925705e-08,2.8320094713762956e-08
1815,9.170560133497929e-08,5.394447111228828e-09
1816,9.965696534663948e-08,4.6352077731626196e-09
1817,1.0275364747958093e-07,1.401186100480345e-08
1818,7.867977047659735e-08,1.0729059418679299e-08
1819,4.761483052284632e-08,5.175524897538253e-09
1820,5.814575754214957e-08,5.933240565525466e-09
1821,5.522433432769702e-08,1.4792232216898071e-08
1822,4.210758675071702e-08,1.804610860745015e-08
1823,4.051901758561627e-08,6.9178810457870554e-09
1824,5.3895122142932905e-08,1.9368560089105813e-08
1825,4.6668849673636714e-08,7.924898959288385e-09
1826,8.631824399696342e-08,2.201995996653494e-08
1827,7.558163994669798e-08,2.488663763955401e-08
1828,6.879225594724758e-08,5.870272801189458e-08
1829,4.372319883927389e-08,3.6007340942223465e-08
1830,8.975679155476257e-08,1.6698937344017395e-08
1831,4.2096254482260065e-08,2.8064171431196883e-08
1832,1.3259370146290195e-07,1.7588959622116818e-08
1833,8.571884757557768e-08,3.4750886612755494e-08
1834,7.747660801804557e-08,2.240287422239362e-08
1835,7.109302657681837e-08,2.7227116561334697e-08
1836,9.677879853065008e-08,1.8818100855355624e-08
1837,7.86241648453867e-08,1.2524203896191466e-08
1838,6.690891618532646e-08,1.4517972601879592e-08
1839,8.45968473051073e-08,1.6080392573059044e-08
1840,7.771020305025189e-08,1.2102408852854296e-08
1841,6.292137255670127e-08,1.7977536792557203e-08
1842,9.391570809924588e-08,1.9453969102301016e-08
1843,7.265500523434554e-08,1.3585895075607368e-08
1844,1.5971713107632013e-07,8.781698035420504e-09
1845,1.2332303644946307e-07,2.6785095030845696e-08
1846,1.176754762521881e-07,2.4588905356281998e-08
1847,9.384208876639377e-08,2.0494250740910047e-08
1848,1.3274615284775138e-07,2.735375348450475e-08
1849,1.6339858888159142e-07,1.5920888385423382e-08
1850,1.3442211965752904e-07,1.2899092460827433e-08
1851,1.0125618654655e-07,1.096404567135778e-08
1852,1.2825774886593422e-07,1.5625309268685328e-08
1853,1.1406389655022053e-07,1.911018188138769e-08
1854,8.988499344830814e-08,2.2860923654111076e-08
1855,1.1091498564042013e-07,4.988520885262915e-08
1856,1.0199063016358423e-07,1.967331869634492e-08
1857,9.226052422039999e-08,2.587199809944707e-08
1858,9.102237541469549e-08,2.7404585933865633e-08
1859,1.1202781236008263e-07,2.189634562554943e-08
1860,9.245911714028665e-08,1.7851017775072364e-08
1861,9.290448810261864e-08,1.8392258660515637e-08
1862,1.418647754825031e-07,1.581295272501393e-08
1863,1.683187182965895e-07,1.7980634148262453e-08
1864,1.4096500455806904e-07,2.349416661218129e-08
1865,1.0637468372820535e-07,2.58876440284439e-08
1866,8.417510199976164e-08,3.016679939182865e-08
1867,1.640250335555038e-07,3.494024269912188e-08
1868,1.353525531655464e-07,2.371139617984852e-08
1869,9.962379388106513e-08,1.2208797528501236e-08
1870,9.28915917519646e-08,2.3509600044491208e-08
1871,1.2108142133371302e-07,2.2304472935275044e-08
1872,1.1066630656308973e-07,3.1446163006876304e-08
1873,6.644465111449449e-08,3.052862351804464e-08
1874,7.946230157207523e-08,2.8080663128093875e-08
1875,9.440519954662108e-08,3.833423178889461e-08
1876,9.371322651219316e-08,3.808989457176892e-08
1877,8.102109150254222e-08,2.906863472151855e-08
1878,8.213160263004227e-08,2.5968081462934833e-08
1879,1.2646303693131244e-07,2.4437300960578057e-08
1880,9.370055242818864e-08,2.759673956020947e-08
1881,9.203710221727945e-08,3.2770785196589713e-08
1882,1.1513815967312269e-07,5.058092678034143e-08
1883,1.4471285614270357e-07,4.17076375658354e-08
1884,9.242376020068832e-08,5.479408660136187e-08
1885,1.6371914757229433e-07,1.0313017129170987e-07
1886,1.2777858227064343e-07,6.711602651421344e-08
1887,1.2404956895029073e-07,5.876031994311859e-08
1888,1.0905857417142784e-07,9.574328330153037e-08
1889,1.2655575876152625e-07,8.645888893710207e-08
1890,1.5075088288796223e-07,7.340912944187039e-08
1891,1.3832057632612305e-07,6.692930787366436e-08
1892,1.1095266749805432e-07,5.8297164207132823e-08
1893,1.114673375823827e-07,8.683367314077373e-08
1894,1.0586585896810163e-07,9.830400959920382e-08
1895,9.509410947572405e-08,9.208480244993211e-08
1896,7.135404911373655e-08,9.199365202938736e-08
1897,1.1303824309916166e-07,7.108590482918231e-08
1898,1.216546299254162e-07,8.883617352850592e-08
1899,1.1055156967643143e-07,9.286331525970581e-08
1900,1.225088535061758e-07,1.479450126851134e-07
1901,1.2798212334352854e-07,1.0562716590278853e-07
1902,1.0164287767011615e-07,9.722362381836547e-08
1903,9.34238104655094e-08,1.317653719468126e-07
1904,9.835564274141007e-08,7.685714198402138e-08
1905,1.0115087789586141e-07,1.2127783577398077e-07
1906,1.1471531824458481e-07,1.0288369267641428e-07
1907,8.948547225440251e-08,1.35771058396017e-07
1908,9.478980600441389e-08,1.1247080755616423e-07
1909,1.2102164137495208e-07,1.1056976817469533e-07
1910,1.1810572808634845e-07,1.1757131379575014e-07
1911,1.3354139472010473e-07,1.2662489767834018e-07
1912,1.224213976858124e-07,1.6878524533581185e-07
1913,1.4477161336401423e-07,1.5961999100255753e-07
1914,1.151839890134454e-07,1.3192585068821927e-07
1915,9.778032228346945e-08,8.010918151057922e-08
1916,1.109733647197686e-07,1.6041694372859183e-07
1917,1.0966424524028184e-07,1.0966424213165737e-07
1918,1.7344428826504554e-07,3.2965900231829437e-07
1919,1.390385036548203e-07,1.7402834062707484e-07
1920,1.4462962916184097e-07,3.044037018007373e-07
1921,1.0223209084836427e-07,2.7716255868170947e-07
1922,1.2690049722152708e-07,2.8700170062734287e-07
1923,1.1040586356259041e-07,2.8026103571221483e-07
1924,1.2118126879734348e-07,3.28736422083864e-07
1925,9.348451457391604e-08,3.7833732990932845e-07
1926,9.697140512798796e-08,3.276964797294113e-07
1927,9.69982593135299e-08,4.727271267768174e-07
1928,1.4625332145357106e-07,3.09645721507934e-07
1929,8.021092501309113e-08,3.5426491251655534e-07
1930,1.3654684727359978e-07,3.959858609903222e-07
1931,1.1405356659111021e-07,3.193499731324323e-07
1932,1.0630750701956515e-07,2.4549361699044425e-07
1933,8.029463227643419e-08,3.0741373535647654e-07
1934,8.626737901806791e-08,2.971431776188638e-07
1935,1.089113839114475e-07,3.566548762989896e-07
1936,1.4185915464537402e-07,2.6553124143902096e-07
1937,1.0324717014675855e-07,4.180251309549021e-07
1938,1.335417136871797e-07,3.746946886096225e-07
1939,9.482311291719725e-08,3.303514954922093e-07
1940,1.217175815693139e-07,1.6229011290391782e-07
1941,2.1841119535181974e-07,3.3351980199824993e-07
1942,3.4590012876201115e-07,3.8837910198985526e-07
1943,2.4096852158095317e-07,3.7451734336002573e-07
1944,1.6065930807940276e-07,4.4663288356616704e-07
1945,1.1546071476686848e-07,5.881960980502754e-07
1946,1.2946627681031941e-07,5.526678137357521e-07
1947,8.344609869759267e-08,5.280945813979088e-07
1948,1.1632919849624557e-07,5.664253581727507e-07
1949,8.344457014253237e-08,5.114661485450256e-07
1950,1.6059396301670859e-07,6.242957013569139e-07
1951,1.1194472115949594e-07,6.24758129674774e-07
1952,1.2970109430909815e-07,5.462208383377742e-07
1953,1.3144069577197826e-07,6.593582568825695e-07
1954,1.1042966008290023e-07,6.782139934102815e-07
1955,9.76103229355374e-08,7.44278683129096e-07
1956,1.2558444195676088e-07,6.453644632031796e-07
1957,1.4401111131379096e-07,6.361227242734913e-07
1958,8.520411026724517e-08,7.759364457626816e-07
1959,9.533419831342371e-08,6.766403082281158e-07
1960,9.82758352474633e-08,7.273796054363402e-07
1961,8.685198760183255e-08,7.462322848539316e-07
1962,6.659053974900075e-08,6.84931304562042e-07
1963,1.1315593217986475e-07,7.675205360158088e-07
1964,6.449006278996805e-08,7.538036790322167e-07
1965,6.073968217279457e-08,5.98641550553225e-07
1966,4.3758689449724386e-08,6.497334883448502e-07
1967,4.6345153603688516e-08,7.548343656793577e-07
1968,4.715986617886969e-08,7.550069902606538e-07
1969,3.9059117246109665e-08,6.667300596063797e-07
1970,4.2308268943802574e-08,6.677348665107274e-07
1971,3.596878195288866e-08,6.849483717985549e-07
1972,4.719735197111774e-08,5.884278486689709e-07
1973,5.182411616511118e-08,6.781240600162164e-07
1974,3.825388633638127e-08,7.785791069636616e-07
1975,3.655347269315712e-08,6.985140341697615e-07
1976,4.228009747864192e-08,6.416290787569778e-07
1977,3.702372453062708e-08,7.522280931482328e-07
1978,3.742572596276972e-08,7.116828300013367e-07
1979,5.617894283105329e-08,7.607565351008816e-07
1980,3.4679418559058206e-08,8.129765447506543e-07
1981,3.668818771007665e-08,9.437719974414449e-07
1982,3.9728013434547904e-08,8.516693181803703e-07
1983,5.052252782800082e-08,9.820316222430847e-07
1984,2.145633087868859e-08,9.243619789600643e-07
