year,en_ADP honneurs_NOUN,en_ADP bonheur_NOUN
1951,2.0256663901818683e-08,1.0021717855579482e-07
1952,1.2653764258629963e-08,5.166953798152463e-08
1953,3.016671712430252e-08,3.2321481602259894e-08
1954,1.3681550115052232e-08,3.9090146231046674e-08
1955,1.8771215692936494e-08,4.974372203037092e-08
1956,1.9186511934776718e-08,4.273359266449006e-08
1957,2.297109880089465e-08,6.007825703591152e-08
1958,2.6471179026543723e-08,6.121459961150322e-08
1959,2.7902691712711203e-08,5.348016074435691e-08
1960,9.689166802218097e-09,4.9137916846575536e-08
1961,2.084447814354462e-08,6.600751589758147e-08
1962,1.331810839388936e-08,7.800606316443748e-08
1963,1.4871922360271128e-08,6.918677142309093e-08
1964,2.8594651979574337e-08,8.15251758323754e-08
1965,2.5171399187229326e-08,6.019247678068496e-08
1966,2.326411419062424e-08,7.2561876063304e-08
1967,2.7116845657815247e-08,7.592716855242543e-08
1968,2.6948494991074767e-08,5.659183821560276e-08
1969,2.5433843475752838e-08,5.5409444144061126e-08
1970,2.575285940054073e-08,5.978342665358127e-08
1971,1.4387513402880359e-08,7.142372804302966e-08
1972,2.257264597460562e-08,4.2580218462262565e-08
1973,1.7642252103655665e-08,5.623467913551394e-08
1974,1.1813700240281833e-08,5.6818272753389465e-08
1975,2.227477224892027e-08,4.11226563912237e-08
1976,1.199840671262109e-08,5.1421743085811045e-08
1977,1.7630345183761165e-08,5.230335986539103e-08
1978,2.3762364520507617e-08,4.811879095178995e-08
1979,1.404473604083023e-08,6.612730063526584e-08
1980,2.8994268319593175e-08,4.43441763309238e-08
1981,1.3283654176632353e-08,4.99718417756867e-08
1982,1.738100685599875e-08,5.648827183790672e-08
1983,1.515675762675528e-08,5.3048656467602484e-08
1984,1.3917620833581168e-08,4.755186822080759e-08
1985,1.804667348892508e-08,4.090579608373446e-08
1986,1.3787316177626963e-08,4.675698678235918e-08
1987,8.555143260480236e-09,6.049708867195136e-08
1988,8.395175221664886e-09,5.816657017154725e-08
1989,6.585746614717891e-09,4.225854088879544e-08
1990,1.0352437129768077e-08,6.374921884821916e-08
1991,1.2309077312977479e-08,5.978694161967724e-08
1992,1.597883780846132e-08,5.840540900914348e-08
1993,2.6034275180109034e-08,9.139692025428303e-08
1994,1.0549853435293244e-08,3.9034457444131476e-08
1995,1.8978578708583882e-08,5.368226396740283e-08
1996,1.4412848692302305e-08,6.032043842196799e-08
1997,1.1987236092636522e-08,4.4592519121700036e-08
1998,1.0966696883940585e-08,7.438281679483794e-08
1999,1.3253583119876566e-08,4.7530093305603316e-08
2000,1.4579503826439577e-08,6.096883709005851e-08
2001,1.5334240544007116e-08,6.878502850637958e-08
2002,2.7601695151702188e-08,6.48420810378525e-08
2003,1.750107614384433e-08,7.208776670042383e-08
2004,1.4535810777260849e-08,6.739330765670459e-08
2005,1.170974872621855e-08,5.4044996034008363e-08
2006,1.7706927479821388e-08,6.094477100759832e-08
2007,1.5977917655618512e-08,7.38978727099493e-08
2008,1.7455501932772677e-08,5.960415450090295e-08
2009,1.0013204487790972e-08,6.723151346754719e-08
2010,9.447585824773341e-09,7.558068998436696e-08
2011,9.55992973672437e-09,7.418505276746146e-08
2012,1.3617010630184723e-08,7.217016101401796e-08
2013,1.3666713094551142e-08,6.63811784984425e-08
2014,1.515811653973742e-08,8.72674438545662e-08
2015,1.684597350504191e-08,9.28745091943739e-08
2016,2.278474120487317e-08,8.430354028754472e-08
2017,1.2074934829797712e-08,7.647458721837808e-08
2018,1.2391040193904246e-08,7.563697518309098e-08
2019,1.198964216797549e-08,1.1887602996418778e-07
