year,en_ADP honneurs_NOUN,en_ADP bonheur_NOUN
1800,2.5153315874604232e-08,1.8864986373046122e-07
1801,4.286128785224719e-08,1.3572740442668874e-07
1802,1.1189200677108602e-08,2.0364345232337655e-07
1803,2.7304748684287006e-08,8.581492494386112e-08
1804,4.2021465418429216e-08,7.662737999680758e-08
1805,6.254330742194725e-08,7.391481915419718e-08
1806,4.610670600868616e-08,6.916005901302924e-08
1807,5.4092147649953404e-08,1.4234775846944103e-07
1808,1.8128591960930862e-08,1.2690014727922971e-07
1809,2.0331274441787173e-08,7.228897658251299e-08
1810,7.020380277111826e-09,9.828532654410083e-08
1811,4.262030373070047e-08,1.5293167621166504e-07
1812,4.800974906515876e-08,1.4936365744233626e-07
1813,6.039057609541487e-08,1.7254449824477547e-07
1814,1.0698702368472368e-07,2.4858749725353846e-07
1815,2.966945977789237e-08,1.1058616422587875e-07
1816,2.5493642752394408e-08,9.733936501277185e-08
1817,2.80237220096069e-08,1.0742426326260102e-07
1818,1.4782260393531033e-07,1.5497530014840777e-07
1819,9.419455437864599e-08,1.1179133885264037e-07
1820,1.0323838495196469e-07,2.041034825595034e-07
1821,1.1636556251914953e-07,1.5088076565916708e-07
1822,7.619468078701175e-08,1.2832788343075663e-07
1823,1.2847492314449482e-07,1.1068609107045546e-07
1824,7.242157096243318e-08,1.1200079974571509e-07
1825,1.937197424695114e-07,1.64661777546371e-07
1826,1.2155018680459762e-07,1.3828535561088984e-07
1827,1.1337245808817897e-07,9.585964144687154e-08
1828,9.539193257523948e-08,1.1281930767381709e-07
1829,9.687688873327716e-08,1.4231472855730232e-07
1830,7.097048637660919e-08,6.575206867864836e-08
1831,2.3386808933878456e-08,1.1693404444734767e-07
1832,5.953186388296672e-08,1.1094574858816486e-07
1833,9.03523016404506e-08,1.2857827336176797e-07
1834,9.521221500108368e-08,1.1761508744712046e-07
1835,1.3840451629221207e-07,1.7621994174987776e-07
1836,1.6936290592184378e-07,1.3911952123635274e-07
1837,1.2385045522478322e-07,1.551609614125482e-07
1838,1.04781889831429e-07,8.521418237705802e-08
1839,8.94908822601792e-08,9.08891772954945e-08
1840,8.917564287003188e-08,1.7198159268927427e-07
1841,6.035315891494974e-08,1.9646878968160308e-07
1842,8.251166150330391e-08,9.861149408152414e-08
1843,7.619915010081968e-08,1.0986854825922876e-07
1844,9.111011678442082e-08,1.1690635659533655e-07
1845,9.653794563746487e-08,9.653794497133106e-08
1846,4.3323311160747835e-08,9.250111965286578e-08
1847,9.060615724365562e-08,8.521293093366467e-08
1848,3.861706332486392e-08,1.665360857550091e-07
1849,1.248532868203256e-07,1.131220983552339e-07
1850,9.504594800091581e-08,8.622024871840495e-08
1851,4.70809027319774e-08,5.9334836377544775e-08
1852,6.119912399071836e-08,7.161599713256805e-08
1853,7.285756709052293e-08,8.838458809279359e-08
1854,9.50806580135577e-08,1.1118721809921794e-07
1855,5.253867740862006e-08,1.0666943239812099e-07
1856,1.0509694448046503e-07,1.0250834492353533e-07
1857,8.933161410595858e-08,1.0885765533430458e-07
1858,7.38945047373818e-08,9.88522543821091e-08
1859,5.3467818617036755e-08,1.0031581609837303e-07
1860,6.31651388971477e-08,1.1259872678692773e-07
1861,5.7063161307269183e-08,1.3676294435827074e-07
1862,9.216692120617154e-08,1.1701584501366824e-07
1863,8.191177869321109e-08,9.839403275480052e-08
1864,7.911300770047092e-08,1.1747083727975394e-07
1865,5.271665770578693e-08,9.790236421558518e-08
1866,8.320198219280428e-08,1.0363755365006e-07
1867,4.901339423213358e-08,9.948263368642074e-08
1868,6.86642493974432e-08,9.089367969394857e-08
1869,6.348574999037737e-08,7.813630575892461e-08
1870,8.142349372519675e-08,9.289159041969697e-08
1871,5.3105885911008954e-08,8.921789174110017e-08
1872,5.805445724149649e-08,8.829115216713035e-08
1873,5.8662845248136364e-08,5.566984029314881e-08
1874,5.436894312538243e-08,6.870800772773578e-08
1875,5.263805036292979e-08,8.410645102596703e-08
1876,3.748529309177684e-08,8.706261667157378e-08
1877,2.783167118991514e-08,6.67960161626624e-08
1878,3.744235144154118e-08,6.220261350442513e-08
1879,4.7041805117942204e-08,6.781351102880251e-08
1880,3.786529134686134e-08,6.73873861156693e-08
1881,4.671580100534811e-08,6.414706632540401e-08
1882,3.261138559196297e-08,5.457415808152177e-08
1883,4.044376922252013e-08,6.951272679689424e-08
1884,8.054070121943369e-08,9.308392989737513e-08
1885,5.1565084646654213e-08,5.027595945117369e-08
1886,3.9366128135043255e-08,6.453464201916503e-08
1887,4.6355363991779086e-08,3.917354896021408e-08
1888,5.452928775184773e-08,5.2627100899371726e-08
1889,5.450668894013688e-08,6.390439410974835e-08
1890,4.9813337454907014e-08,4.915789730830511e-08
1891,4.5894385181100006e-08,6.437961985739094e-08
1892,4.576013878931917e-08,4.137218212463267e-08
1893,3.87980243488073e-08,4.618812360357438e-08
1894,4.663139208105349e-08,5.1672621736997826e-08
1895,3.4306101071024386e-08,5.11582243234443e-08
1896,4.1868904787634165e-08,4.540712339462516e-08
1897,3.204692333724779e-08,5.4188436848789934e-08
1898,3.395012981854961e-08,5.771521927044887e-08
1899,3.15071986278781e-08,6.080336234504102e-08
1900,4.464305547458025e-08,8.617148239409289e-08
1901,4.750427962108006e-08,7.2653605798223e-08
1902,2.4060391012881155e-08,5.597723462535953e-08
1903,3.0781254878320397e-08,7.88432146237028e-08
1904,3.923476299405593e-08,6.288311116264822e-08
1905,3.251278357652154e-08,4.0253920918775776e-08
1906,3.806696469155213e-08,5.401393821102829e-08
1907,4.937129460813594e-08,6.222840198688573e-08
1908,3.437972395659017e-08,5.8445529305117816e-08
1909,3.355599886845084e-08,7.371318133664317e-08
1910,4.5959694716657395e-08,8.28343381664709e-08
1911,2.926205766584644e-08,1.0800359717677566e-07
1912,3.64659484830554e-08,7.084812914115446e-08
1913,2.2802856491921375e-08,6.575706890110666e-08
1914,3.616241528447972e-08,4.7546880210802556e-08
1915,2.4739600590351074e-08,2.9451904026700504e-08
1916,1.538244731591476e-08,4.504859418830165e-08
1917,1.315970976634162e-08,7.128176093829097e-08
1918,2.986458014220261e-08,7.351280828515883e-08
1919,3.867296172188617e-08,6.261336615853708e-08
1920,1.741613253614105e-08,5.5277290300637105e-08
1921,1.9689142760626055e-08,5.1494683295238985e-08
1922,2.0658220023506146e-08,7.820611358511087e-08
1923,3.290944050604594e-08,6.263409391138453e-08
1924,2.3204924204378585e-08,6.961477083677892e-08
1925,3.299453510408057e-08,7.14881565055947e-08
1926,1.7833821530643945e-08,6.910605776511147e-08
1927,2.1183527820767267e-08,9.588333527155157e-08
1928,1.1426041446327417e-08,6.055801549109674e-08
1929,1.7824650200282122e-08,5.3473951044935575e-08
1930,3.2561171536826805e-08,7.667630907981504e-08
1931,1.596749932275543e-08,4.5621426636444085e-08
1932,1.6439305028370654e-08,4.493409921924041e-08
1933,1.261772819560747e-08,5.6206243215228824e-08
1934,3.2350264689284813e-08,5.99079026386562e-08
1935,4.4282650435434334e-08,6.702239119249498e-08
1936,3.394919900756577e-08,4.001155939903356e-08
1937,2.5182236740306507e-08,4.280980192561401e-08
1938,4.537825049055755e-08,3.1116513810047763e-08
1939,2.4470480752825097e-08,4.282334131744392e-08
1940,2.7893612752905028e-08,3.803674530900025e-08
1941,2.6563522936839945e-08,3.836953510472085e-08
1942,3.034211815133858e-08,3.6410540360520827e-08
1943,1.4516175816936538e-08,5.8064703267746154e-08
1944,1.927911696952833e-08,7.390327994016843e-08
1945,1.5249527862692958e-08,6.317661416233022e-08
1946,1.5313215584455975e-08,7.238973864787113e-08
1947,2.0265479960812627e-08,7.510148947176276e-08
1948,1.9569398546082084e-08,4.67491183542279e-08
1949,2.1597418964347526e-08,7.951776836989666e-08
1950,2.3397795700930146e-08,6.912985250906445e-08
