year,bien_ADV ôter_VERB,bien_ADV oter_VERB,bien_ADV botter_VERB
1800,2.829747991484055e-08,0.0,0.0
1801,6.191074675143682e-08,0.0,0.0
1802,5.370816325012129e-08,0.0,0.0
1803,1.1702034896643454e-08,0.0,0.0
1804,2.4718509905596875e-08,0.0,0.0
1805,1.1371510844071508e-08,0.0,0.0
1806,5.76333825108577e-09,0.0,0.0
1807,1.1387820464392462e-08,2.8469551160981155e-09,0.0
1808,3.3991110370834576e-08,0.0,0.0
1809,1.581321384946932e-08,0.0,0.0
1810,3.978215445954447e-08,0.0,0.0
1811,0.0,0.0,0.0
1812,1.600324850414836e-08,0.0,0.0
1813,2.300593315851529e-08,0.0,0.0
1814,6.293354282149721e-09,0.0,0.0
1815,1.6183340889597275e-08,0.0,0.0
1816,2.0858434979231788e-08,0.0,0.0
1817,5.60474440192138e-08,0.0,0.0
1818,2.98029441125891e-08,0.0,0.0
1819,3.622867339458935e-08,0.0,0.0
1820,3.085285271708926e-08,0.0,0.0
1821,3.0570614484304315e-08,0.0,0.0
1822,2.2056354964661296e-08,0.0,0.0
1823,4.15072847204101e-08,0.0,0.0
1824,3.03160057057994e-08,0.0,0.0
1825,1.937197424695114e-08,0.0,0.0
1826,4.051672775062798e-08,1.7615968683770689e-09,0.0
1827,1.6591091167583727e-08,0.0,0.0
1828,2.109629271274116e-08,0.0,0.0
1829,6.858540846366168e-09,0.0,0.0
1830,2.1917355041978226e-08,1.0436835840010872e-09,0.0
1831,4.2096257146795324e-08,0.0,0.0
1832,1.488296597074168e-08,0.0,0.0
1833,1.7375443306377747e-08,0.0,0.0
1834,2.42697808516823e-08,0.0,0.0
1835,1.8907719834260206e-08,0.0,0.0
1836,3.36037508930076e-08,2.016224964762614e-09,0.0
1837,2.365682938432201e-08,0.0,0.0
1838,8.2058102535143e-09,0.0,0.0
1839,2.516931019158619e-08,0.0,0.0
1840,1.7198159341091923e-08,0.0,0.0
1841,1.5409316489467528e-08,6.420548537278137e-10,0.0
1842,1.1404051036834062e-08,6.708265054555795e-10,0.0
1843,8.860366662588604e-09,0.0,0.0
1844,3.841992946007622e-09,0.0,0.0
1845,6.696273757711424e-09,0.0,0.0
1846,9.367202125076801e-09,0.0,0.0
1847,1.3483059113639229e-08,0.0,0.0
1848,1.528592186161859e-08,0.0,0.0
1849,5.02764896381791e-09,0.0,0.0
1850,1.6293590476834652e-08,0.0,0.0
1851,2.579775504329973e-09,0.0,0.0
1852,5.208436348880241e-09,6.510545436100301e-10,0.0
1853,1.3138249599364826e-08,0.0,0.0
1854,9.352196350675968e-09,0.0,0.0
1855,1.0083180512765466e-08,0.0,0.0
1856,2.0708757375587084e-08,0.0,0.0
1857,1.9526035899275485e-08,0.0,0.0
1858,6.361778659424999e-09,0.0,0.0
1859,1.8331824946926645e-08,0.0,0.0
1860,1.0985241161165504e-08,0.0,0.0
1861,3.206855225812433e-08,0.0,0.0
1862,1.671654992208005e-08,0.0,0.0
1863,7.491931519609807e-09,0.0,0.0
1864,1.965838514195184e-08,9.589455896019672e-10,0.0
1865,8.943004559114343e-09,4.706844358715045e-10,0.0
1866,6.3252967308358166e-09,0.0,0.0
1867,2.038180824115443e-08,0.0,0.0
1868,1.778354707937524e-08,0.0,0.0
1869,1.3185501579471293e-08,0.0,0.0
