year,en_ADP ailes_NOUN,en_ADP belles_NOUN
1853,1.1107793085329831e-07,3.421916858759033e-07
1854,5.975014261139222e-08,3.79803083205843e-07
1855,9.021793090369101e-08,1.7937447083227198e-07
1856,7.403380664072756e-08,2.257254489990146e-07
1857,8.64027143165913e-08,2.0258262622974144e-07
1858,5.627727261980908e-08,1.967257787782728e-07
1859,6.670747154657874e-08,1.812813650303724e-07
1860,8.467790024724309e-08,2.847008469808454e-07
1861,6.272231445336729e-08,3.131399820555103e-07
1862,6.46072066956549e-08,2.783079438295477e-07
1863,7.841554605647616e-08,2.2675578065234347e-07
1864,8.822299690791624e-08,2.8864263290628855e-07
1865,7.530950796308389e-08,3.6101496747598105e-07
1866,5.93604774223877e-08,2.3306286500712758e-07
1867,9.851207494193659e-08,3.2659421123071297e-07
1868,7.16281718382561e-08,2.6082534532179125e-07
1869,6.788091866383184e-08,2.808023414901939e-07
1870,9.346499751927695e-08,3.0849181120728986e-07
1871,9.240424247991541e-08,2.984550870888114e-07
1872,5.624025689598966e-08,3.725161031864488e-07
1873,1.2091729217900138e-07,3.7113227335794363e-07
1874,9.081406204813902e-08,2.9932793060849505e-07
1875,1.0813685946686746e-07,3.2097768132288707e-07
1876,1.0580525611203484e-07,3.452274497384167e-07
1877,6.741449709579683e-08,2.7955368542276204e-07
1878,5.072834596830944e-08,3.5751404409145593e-07
1879,7.331190232662266e-08,3.3479102512501413e-07
1880,1.0396910710142038e-07,3.5490690430961536e-07
1881,7.181682804002776e-08,4.2253395715619035e-07
1882,8.984770261122321e-08,4.918329445935399e-07
1883,8.467914369703067e-08,3.450358972978407e-07
1884,1.0694748908690599e-07,3.6837468275763285e-07
1885,1.0313016929330843e-07,4.196108784881858e-07
1886,1.206797719532915e-07,3.4332429166283873e-07
1887,1.0185122079064968e-07,3.904297014578617e-07
1888,1.0525420179874345e-07,3.233713590233833e-07
1889,9.397705014180247e-08,2.781720653821651e-07
1890,8.651790039948537e-08,2.8904845505994814e-07
1891,7.01164211136529e-08,3.8819000192091835e-07
1892,1.0280360385195308e-07,3.196941325001035e-07
1893,1.1947328459882556e-07,2.284772482319397e-07
1894,1.5690832810832944e-07,3.509957398062369e-07
1895,1.3842813473274873e-07,2.3231851620231225e-07
1896,1.0909503345146732e-07,3.7858924617495404e-07
1897,1.4974654050092795e-07,2.6336744918253885e-07
1898,8.261198303216588e-08,2.3651923108936046e-07
1899,5.417026827103655e-08,2.3381656077958723e-07
1900,8.66905907059845e-08,2.0660391708560155e-07
1901,7.824234415920728e-08,2.6099412064883865e-07
1902,1.0508007619591808e-07,1.9101003800869876e-07
1903,8.262337303222012e-08,2.2356911744125796e-07
1904,7.255744094436523e-08,2.04235762524263e-07
1905,1.0063480004873782e-07,2.0694643088070563e-07
1906,8.076369795162464e-08,2.2582969422257904e-07
1907,1.1262827115388063e-07,1.9337091705651233e-07
1908,8.152905905944863e-08,2.0971631409238967e-07
1909,1.0176819387197611e-07,1.68330092975566e-07
1910,1.0902067515417002e-07,1.811667056372812e-07
1911,6.118430206925041e-08,1.2290064743680773e-07
1912,8.335074141996301e-08,1.8441351024023334e-07
1913,7.901454779357664e-08,1.7711985833557264e-07
1914,8.571831955350717e-08,1.921965484541488e-07
1915,1.1309531089409575e-07,1.5432797617620508e-07
1916,1.1097336738430386e-07,1.60416941952235e-07
1917,9.211796481167767e-08,9.979445891872274e-08
1918,9.418828739171659e-08,1.975656704900075e-07
1919,7.550436009751138e-08,1.0496947155935743e-07
1920,7.799398815677705e-08,1.3251405794889592e-07
1921,5.9067428281878165e-08,1.3252307518030193e-07
1922,9.22241909506738e-08,1.3649180097274893e-07
1923,8.811237250938575e-08,1.59239216035445e-07
1924,7.86389122708897e-08,1.2375959368426948e-07
1925,7.808706214973427e-08,1.319781373076978e-07
1926,1.1480522488227507e-07,1.5493132732302684e-07
1927,8.473411128306907e-08,1.2933101345424802e-07
1928,8.798051709391075e-08,1.4168290496385794e-07
1929,8.912324744869693e-08,1.4036912321380157e-07
1930,9.033099246380516e-08,1.2709359964446776e-07
1931,1.2203732069338002e-07,1.0378874737426713e-07
1932,8.87722464426588e-08,1.4576184037551343e-07
1933,9.061822936473618e-08,1.2617728550878837e-07
1934,9.824896096688462e-08,1.3059922032709892e-07
1935,1.0891138657598276e-07,1.2087967160567814e-07
1936,7.1535815493462e-08,1.0669748595759643e-07
1937,8.310137644684801e-08,1.0954272511298768e-07
1938,7.649476430060531e-08,8.81634558691502e-08
1939,1.1470537941704606e-07,1.4223467204033113e-07
1940,1.6736167651743017e-07,1.6736167451902872e-07
1941,1.0625409174735978e-07,1.5938113806512888e-07
1942,1.061974117533282e-07,1.5474480141719482e-07
1943,8.709705667797607e-08,1.3645205854118103e-07
1944,1.124615138792251e-07,1.3174063262511027e-07
1945,8.496165548876888e-08,1.1110370934375169e-07
1946,8.07424029858339e-08,6.96055186821809e-08
1947,9.417487945029279e-08,1.1920870934822858e-07
1948,1.2611390332040173e-07,8.153916053466048e-08
1949,7.362756093698408e-08,5.98837510690231e-08
1950,7.232046073113452e-08,7.976520932650999e-08
1951,9.595261474260042e-08,8.315893440524746e-08
1952,1.0439355691005403e-07,7.381362965297456e-08
1953,8.942276963352924e-08,1.0127397587211817e-07
1954,8.502106396690579e-08,8.59983160239608e-08
1955,8.91632723210023e-08,7.133062140951552e-08
1956,8.023449993288523e-08,7.761816167572988e-08
1957,1.0513694803648832e-07,7.244730826361234e-08
1958,8.851300492551673e-08,8.768577774986852e-08
1959,7.673240531858028e-08,7.440718086115794e-08
1960,9.412333668024075e-08,8.85866637823085e-08
1961,8.893643865803824e-08,5.697490479406042e-08
1962,8.688480335194981e-08,6.278536934800627e-08
1963,7.241979460559378e-08,7.047997918618876e-08
1964,6.38816644027429e-08,3.650380953068577e-08
1965,1.1710172742596114e-07,1.1819613598973433e-07
1966,7.090015685662365e-08,5.4836840845950974e-08
1967,1.0255097748768094e-07,7.444806593426279e-08
1968,8.354033553814588e-08,8.893003289323076e-08
1969,7.175977145834622e-08,6.085955606138782e-08
1970,7.265985857429769e-08,5.6104445200766406e-08
1971,7.656212375195537e-08,7.450676076103946e-08
1972,7.951727809540898e-08,6.515286798958186e-08
1973,6.340184199871146e-08,4.85161943952761e-08
1974,4.387946006545462e-08,4.837991474104797e-08
1975,8.681449514824635e-08,6.453972467568292e-08
1976,5.656391621755574e-08,4.113739193734034e-08
1977,6.581995393162288e-08,5.994317442414854e-08
1978,5.8811853165252614e-08,4.871284886576177e-08
1979,6.437170441131457e-08,5.5008550381430155e-08
1980,7.504399235358505e-08,6.139962671625199e-08
1981,6.958104137311238e-08,5.566483496366459e-08
1982,6.393727147724348e-08,4.407326503752529e-08
1983,8.525676520321213e-08,4.483874516125752e-08
1984,7.364740639559386e-08,6.726850010352337e-08
1985,8.181159216746892e-08,4.451512836123328e-08
1986,6.773768745915731e-08,4.016305288345734e-08
1987,6.171924837872211e-08,5.2553025486901106e-08
1988,6.056519197272792e-08,5.157036309100249e-08
1989,7.408964819433095e-08,5.707646977270997e-08
1990,6.865300150593612e-08,5.067245512080376e-08
1991,7.67851915384199e-08,4.865016178801085e-08
1992,6.06093877308922e-08,4.0773585840980786e-08
1993,5.760775678709251e-08,6.813225006396806e-08
1994,5.960666982218754e-08,4.6946847298556804e-08
1995,5.476675468685244e-08,4.9886546449329217e-08
1996,4.750901894112758e-08,5.978663075723034e-08
1997,6.041567246484192e-08,2.9728346229163094e-08
1998,7.438281812710557e-08,4.24363495454827e-08
1999,6.078367675854679e-08,4.067478975855465e-08
2000,6.892128823210442e-08,4.241310413988231e-08
2001,6.966126875340706e-08,2.9792240119341784e-08
2002,5.301277994362863e-08,4.0745359086713506e-08
2003,5.75035379313249e-08,3.875238441253259e-08
2004,8.104815663045883e-08,4.184551594121899e-08
2005,6.845699118684934e-08,4.143449716664804e-08
2006,6.218013481884554e-08,5.7238670692072446e-08
2007,5.0330442036283785e-08,6.031663968286693e-08
2008,5.704969296971285e-08,4.512885931617916e-08
2009,6.103286409597786e-08,5.245011847065939e-08
2010,7.227403386877995e-08,6.377120920220136e-08
2011,7.533224533062821e-08,4.321088187264621e-08
2012,9.123397148869117e-08,4.663826158601836e-08
2013,7.80955033974351e-08,4.406817510904659e-08
2014,7.600712592648051e-08,5.3919585241146706e-08
2015,7.226035592111657e-08,5.563604350833362e-08
2016,8.078226443331005e-08,6.876848629433496e-08
2017,5.509188838459522e-08,4.779661699760851e-08
2018,5.627597587931632e-08,4.2336053440727994e-08
2019,5.255034807305492e-08,5.0509558091604845e-08
