year,en_ADP art_NOUN,en_ADP barres_NOUN
1842,1.6837745286935046e-07,9.485486884841521e-07
1843,2.72308605886451e-07,6.946527264517499e-07
1844,1.816713766089606e-07,8.293216069432674e-07
1845,2.310214348710815e-07,4.6706509237992577e-07
1846,2.3418005912212436e-07,8.787606589066854e-07
1847,2.448523579445805e-07,6.784675292692555e-07
1848,2.0273959022709676e-07,7.361377925008128e-07
1849,1.458018203948086e-07,3.335007079385832e-07
1850,2.0570657888185906e-07,7.013032927716267e-07
1851,2.2121575149469663e-07,7.842517675271665e-07
1852,2.500049509635005e-07,8.086097409432114e-07
1853,1.9587936606058065e-07,1.121528839576058e-06
1854,2.51989728639046e-07,6.915429366927128e-07
1855,3.5874894521725764e-07,6.352403829623654e-07
1856,2.4746964832900176e-07,8.216199489652354e-07
1857,1.9965372066721443e-07,8.7037307139326e-07
1858,2.1630048152587733e-07,6.865827231194999e-07
1859,2.3373075563881685e-07,7.017014809207467e-07
1860,2.0093836816670319e-07,8.559333650737244e-07
1861,1.876953561463779e-07,1.1747465578082483e-06
1862,2.218331287551223e-07,8.484778390993597e-07
1863,2.497310411797571e-07,7.157291861403792e-07
1864,3.1213678575170434e-07,6.496856599369494e-07
1865,2.4051974989447444e-07,6.754321475455072e-07
1866,2.4182096414193666e-07,4.2184862536487344e-07
1867,3.2174139263929646e-07,7.609208410030988e-07
1868,3.606107963349814e-07,8.545982268515218e-07
1869,2.6224497418070314e-07,5.240016207608278e-07
1870,3.314280263566616e-07,5.0746331226037e-07
1871,2.570324895145859e-07,4.779529945153627e-07
1872,2.9087701491903317e-07,5.043481223765411e-07
1873,2.9690581726526943e-07,5.423320317277103e-07
1874,2.8976854693496534e-07,6.219568149390398e-07
1875,3.684663383296538e-07,6.991706413828069e-07
1876,4.867041951683859e-07,8.446282890872681e-07
1877,2.9996358463790784e-07,7.57021496156085e-07
1878,3.9314468480711184e-07,7.023460284472094e-07
1879,4.1726692145971356e-07,6.133762440185819e-07
1880,3.651754560962672e-07,7.41261260372994e-07
1881,4.288092299020718e-07,6.763332294212887e-07
1882,5.623800376497456e-07,5.344274427443452e-07
1883,5.579976374292528e-07,6.508919341285946e-07
1884,7.189247916983277e-07,5.624646064461558e-07
1885,5.343431936921661e-07,7.766990961499687e-07
1886,5.97590766204803e-07,6.885845778015209e-07
1887,5.490825607523675e-07,5.001156182515842e-07
1888,6.73373254045373e-07,4.432089610872936e-07
1889,6.641044763000536e-07,5.550911055252072e-07
1890,6.757572421633995e-07,5.623663810183643e-07
1891,7.272985200756921e-07,6.049135095054226e-07
1892,8.07384399337252e-07,5.165254037819977e-07
1893,8.917387077644889e-07,5.333188823897217e-07
1894,8.86626551732661e-07,6.786758035559615e-07
1895,8.925605605725195e-07,5.242213205747248e-07
1896,1.0325697559210312e-06,5.490134071806096e-07
1897,1.0447297391635857e-06,5.401363409873738e-07
1898,1.0603756770422024e-06,6.512766503874445e-07
1899,9.557183062725016e-07,5.704461045752396e-07
1900,1.077143508609879e-06,6.649739248132391e-07
1901,9.802648186507668e-07,5.890530587748799e-07
1902,1.0051350756157262e-06,6.128034328867216e-07
1903,1.1864283351314953e-06,6.939283139217878e-07
1904,1.1963915405033276e-06,6.078701062506298e-07
1905,1.253032266390619e-06,6.34773357433005e-07
1906,1.1188601689582356e-06,6.954937248337956e-07
1907,1.1509683268684512e-06,5.327985945768887e-07
1908,1.2754877047882474e-06,5.24045219663094e-07
1909,1.3389394126761545e-06,6.150099807200604e-07
1910,1.2344987538881469e-06,5.525851634047285e-07
1911,1.2891266258918677e-06,6.581302613994922e-07
1912,1.4065436957366728e-06,5.417797979134775e-07
1913,1.456200919847106e-06,5.9287424392096e-07
1914,1.4284154019605921e-06,5.230156716606871e-07
1915,8.281875860660648e-07,7.044895369290316e-07
1916,1.1295111193021512e-06,7.636286341039522e-07
1917,1.1646342876758808e-06,7.292672421499447e-07
1918,1.202623650442547e-06,8.442486318926967e-07
1919,1.480621982352659e-06,6.150842750685115e-07
1920,1.7787172410521634e-06,7.39807035188278e-07
1921,1.535753170855969e-06,6.436835064960178e-07
1922,1.690285010624848e-06,7.997682018867636e-07
1923,1.5531132007140513e-06,6.412032576008642e-07
1924,1.5805131141632955e-06,4.885925477537967e-07
1925,1.452859351047664e-06,5.653063226418453e-07
1926,1.4512271810929178e-06,4.982323957847257e-07
1927,1.5765004022227913e-06,4.3704960717150243e-07
1928,1.5619398716637534e-06,4.787511329595873e-07
1929,1.3279364559082296e-06,4.823796189157292e-07
1930,1.3287059026367842e-06,4.705614458089258e-07
1931,1.2374812570215e-06,5.873758937013918e-07
1932,1.0203328280056212e-06,5.403051659413904e-07
1933,1.2457138822696834e-06,4.7373833922392805e-07
1934,1.0028582657639618e-06,4.2534608724054124e-07
1935,1.18845058949546e-06,4.5838527285013697e-07
1936,1.0851619407503676e-06,5.237876621322357e-07
1937,1.1344597474760576e-06,4.230615786582348e-07
1938,1.1318632360257652e-06,4.408173026604345e-07
1939,9.925838426738665e-07,5.444682074084994e-07
1940,9.357038877055857e-07,6.060521400286234e-07
1941,1.4167212469828883e-06,4.250163669894391e-07
1942,1.225821534944771e-06,2.730790527039062e-07
1943,1.1903264542922898e-06,2.0903293318497163e-07
1944,1.1374679331765947e-06,2.69907644678824e-07
1945,1.4225631375097691e-06,2.570634762832924e-07
1946,1.3238969991391514e-06,3.466354883130407e-07
1947,1.391165618258583e-06,2.6106707196049683e-07
1948,1.3133240273077718e-06,3.3376696251252724e-07
1949,1.2585404540743639e-06,4.0053393490779854e-07
1950,1.1039505167786956e-06,4.860360149905318e-07
1951,1.1610266525963198e-06,4.573741421154409e-07
1952,1.1198581582050338e-06,4.555355417323881e-07
1953,1.0515255262077972e-06,3.6523275070976524e-07
1954,1.300724580488577e-06,3.4106150792467815e-07
1955,1.2773812763100523e-06,3.613459114149009e-07
1956,1.3317183018557444e-06,3.5146200616509304e-07
1957,1.03369938386777e-06,3.525180147789797e-07
1958,1.0174859284006743e-06,3.962404662161134e-07
1959,1.1137824067475321e-06,3.0150408747431356e-07
1960,1.0035208433123444e-06,3.882587407133542e-07
1961,1.0102623697605395e-06,3.043293759219523e-07
1962,1.0527647802405227e-06,2.765092972367711e-07
1963,1.2725192561902077e-06,2.2501865259982878e-07
1964,1.0665196583659053e-06,2.816877326949907e-07
1965,1.329159285745618e-06,2.3310904850859515e-07
1966,1.118893070639615e-06,2.5368962042193743e-07
1967,1.0669246464090065e-06,2.267954357648705e-07
1968,1.8221673983020992e-06,2.5017186544573633e-07
1969,1.1640525485745457e-06,4.7098029654080165e-07
1970,1.3313308500073617e-06,4.359591230240767e-07
1971,1.4998982180713938e-06,2.8775025384675246e-07
1972,1.1804468265097512e-06,2.441949789044884e-07
1973,1.2057376821417165e-06,1.819357180465886e-07
1974,9.659106261494799e-07,2.7846579087054124e-07
1975,1.1057425517435604e-06,1.9990180533113744e-07
1976,1.086712789089006e-06,1.8568962900644692e-07
1977,1.1935744268498638e-06,1.5632240035756695e-07
1978,1.2011875334394517e-06,1.6633656230169436e-07
1979,1.1095341534428371e-06,2.2939735799809569e-07
1980,1.4355005859556513e-06,1.603212496092965e-07
1981,1.0557342129402514e-06,1.669945106641535e-07
1982,1.0844506803664444e-06,1.8994957429185888e-07
1983,1.2851667960944724e-06,1.4398921166502987e-07
1984,1.1731394771175019e-06,2.0702459835320042e-07
1985,1.1537839981201614e-06,1.774589577507868e-07
1986,1.330775774022186e-06,1.7803621688017301e-07
1987,1.3517126618012298e-06,1.411598731237973e-07
1988,1.2676715250847792e-06,1.5471108838482905e-07
1989,1.3648960042189628e-06,1.5641148820577655e-07
1990,1.3212978799970188e-06,1.3676114463123668e-07
1991,1.3698244174520369e-06,1.559149751528821e-07
1992,1.3493852826229613e-06,1.5317644397327967e-07
1993,1.5487623485910262e-06,1.3294098266669607e-07
1994,1.4384725339766646e-06,1.4875293175009574e-07
1995,1.3306693880110743e-06,1.355612653242133e-07
1996,1.4834557653387037e-06,1.259789712548809e-07
1997,1.4499760467856504e-06,1.7021875464706682e-07
1998,1.420425721931906e-06,1.597323233681891e-07
1999,1.4492107993646641e-06,1.1334098815041216e-07
2000,1.4049340499866503e-06,1.1265980504049367e-07
2001,1.5636544645758477e-06,1.2355016565379628e-07
2002,1.7196294628263331e-06,1.0032997010966938e-07
2003,1.5580125136693823e-06,1.245909970748471e-07
2004,1.553569848766756e-06,1.22012721703868e-07
2005,1.5398320449833136e-06,1.2520423808837222e-07
2006,1.6945116705358032e-06,1.0006472450641013e-07
2007,1.7495819939483681e-06,9.027523617533006e-08
2008,1.8762536164729227e-06,9.536665146470114e-08
2009,1.4280737055116788e-06,7.915199518038207e-08
2010,1.3184106713026722e-06,1.0392344762522043e-07
2011,1.4022505183675094e-06,9.598169725677508e-08
2012,1.1901267917835412e-06,1.211913911447482e-07
2013,1.1544188609491357e-06,1.414086341355869e-07
2014,1.065832080371365e-06,8.770052772888448e-08
2015,1.3982158009184786e-06,1.0750390799785237e-07
2016,1.0690185696660137e-06,1.3484424243870308e-07
2017,1.122214264626109e-06,8.200893120147157e-08
2018,1.205803044967979e-06,9.55142667180553e-08
2019,1.2114640455251902e-06,9.464164918426832e-08
