year,bon_ADJ an_NOUN,bon_ADJ banc_NOUN
1800,1.3834323553396644e-07,0.0
1801,1.166779455274991e-07,0.0
1802,8.056224487518193e-08,1.3427040812530322e-08
1803,3.120542824142092e-08,1.5602713787643552e-08
1804,6.673997243744623e-08,0.0
1805,5.685755466444675e-08,8.528632911009026e-09
1806,1.0662176119780042e-07,0.0
1807,3.9857372513552036e-08,0.0
1808,3.852325791697808e-08,4.5321479902327155e-09
1809,3.6144488291256494e-08,6.7770917766551975e-09
1810,3.510190227373755e-08,0.0
1811,2.507076715119183e-07,0.0
1812,2.400487453257938e-08,0.0
1813,5.1763349162570194e-08,0.0
1814,1.0069366851439554e-07,0.0
1815,3.5063905334808965e-08,0.0
1816,1.8540831092650478e-08,0.0
1817,3.425121486433369e-08,0.0
1818,5.364529798157491e-08,0.0
1819,1.8631889808773394e-08,1.035105001712111e-09
1820,1.1629151686065597e-07,0.0
1821,7.49473095806863e-08,0.0
1822,5.6143449000956025e-08,0.0
1823,1.126626291148014e-07,0.0
1824,2.0210670470532932e-08,5.052667617633233e-09
1825,4.6668849229547504e-08,7.924898959288385e-09
1826,4.84439142134363e-08,0.0
1827,3.871254605769536e-08,0.0
1828,2.9351363395324626e-08,9.172301251858528e-10
1829,5.915491474439705e-08,1.2002446148073886e-08
1830,8.140731755368336e-08,6.262101504006523e-09
1831,8.57516342378517e-08,0.0
1832,1.4612366427968482e-07,1.0823975493678972e-08
1833,9.614411311531512e-08,1.0425265983826648e-08
1834,6.720862266718086e-08,0.0
1835,1.3916081798015512e-07,7.563087933704082e-10
1836,1.0753200463398116e-07,0.0
1837,1.2385046099794295e-07,0.0
1838,1.1425013313193233e-07,6.312161904276081e-10
1839,9.857980054484017e-08,3.4957374772659477e-09
1840,9.681926937954444e-08,0.0
1841,1.4061001163412357e-07,0.0
1842,1.2007794580881637e-07,1.341653010911159e-09
1843,1.1754752771153676e-07,0.0
1844,7.629100307049441e-08,1.097712254427563e-09
1845,1.4285383187484513e-07,1.674068439427856e-09
1846,1.5865699154460344e-07,8.196302303531411e-09
1847,9.977463655275187e-08,3.775256551818984e-09
1848,1.5044565060406967e-07,0.0
1849,1.3742240234648762e-07,8.379414939696517e-10
1850,1.249175332063146e-07,0.0
1851,1.3285843669663677e-07,1.2898877521649865e-09
1852,1.0351766932537032e-07,1.1718981340891332e-08
1853,1.8632428044895732e-07,1.1943863675867306e-09
1854,1.4963514161081548e-07,0.0
1855,1.841507177857693e-07,3.1841622671890946e-09
1856,1.972509142689205e-07,5.177189232874468e-10
1857,1.6938836022717396e-07,0.0
1858,1.9770451054057503e-07,3.4255731584664773e-09
1859,1.680417205385254e-07,0.0
1860,1.6386318502092934e-07,4.577183909670879e-10
1861,2.0703080760853254e-07,5.187560159214399e-09
1862,2.5571801476331757e-07,0.0
1863,1.8530042567022065e-07,4.994620828036034e-10
1864,1.8459702566531178e-07,1.4384183844029508e-09
1865,1.74623919768635e-07,0.0
1866,1.6494427779178977e-07,0.0
1867,2.052739329627684e-07,4.367530337390235e-09
1868,1.9808895634909618e-07,4.44588676984381e-09
1869,2.3538562921032735e-07,6.348574999037737e-09
1870,1.5883315729325886e-07,4.587239033071455e-09
1871,1.6887672416032729e-07,0.0
1872,1.4815981774773945e-07,6.047339295989218e-10
1873,1.711997255071651e-07,1.7958012854535355e-09
1874,1.7087382664371376e-07,5.974609140757536e-10
1875,2.6662317065273555e-07,0.0
1876,1.6324239293652454e-07,1.813804439976252e-09
1877,1.8987384420299236e-07,1.1132669008873108e-08
1878,1.8117265554451478e-07,6.039088673581716e-10
1879,2.1138265182685245e-07,6.10932526790009e-10
1880,2.413110191668011e-07,0.0
1881,3.012123261925126e-07,6.972507571312292e-10
1882,2.881781799857208e-07,0.0
1883,2.3507941193656734e-07,5.687405213450347e-09
1884,2.535051635277341e-07,6.601696966868076e-10
1885,2.7329495377870217e-07,0.0
1886,2.342607352545656e-07,1.936039106809062e-09
1887,2.6246276618735465e-07,1.9586774424595887e-09
1888,3.436613038587666e-07,6.340614699951175e-10
1889,2.7503950406071453e-07,3.257871128425904e-08
1890,2.680744151106751e-07,4.0637196718762425e-08
1891,2.728166226262374e-07,1.2748440081367107e-09
1892,2.7706824035078625e-07,1.9432388143059143e-08
1893,2.758970669702876e-07,1.2932674486876294e-08
1894,1.865255701005708e-07,6.301539290376468e-10
1895,2.3592969533581254e-07,4.814891596538473e-09
1896,2.677251256244517e-07,0.0
1897,3.0007575269053177e-07,5.826713556089658e-10
1898,2.7103521205162906e-07,5.6583548957434e-10
1899,3.012530243040601e-07,2.7637891975018647e-09
1900,2.9952377644804073e-07,2.595526460424935e-09
1901,2.755248198482718e-07,4.470991132876634e-09
1902,2.4011288601855085e-07,4.910283846193408e-10
1903,2.781113366268073e-07,4.320176216765503e-09
1904,3.009790034980142e-07,2.1498500757388683e-09
1905,3.2925641590964005e-07,5.676835002077496e-09
1906,3.6369383238366026e-07,2.0576738091193647e-09
1907,3.4765621848009687e-07,1.131425531042396e-08
1908,3.811238045159371e-07,3.437972351250096e-09
1909,3.6306490969195693e-07,5.500983557560346e-10
1910,3.5004185860998405e-07,3.206490406526541e-09
1911,3.7774655936573254e-07,2.606983251496331e-08
1912,3.88622819258444e-07,1.1460726589973547e-08
1913,3.128763985671412e-07,2.6514948014977335e-09
1914,3.1407729039756305e-07,6.696743715117748e-10
1915,3.4399824500042087e-07,0.0
1916,3.603887535064132e-07,1.0987462051303964e-09
1917,3.739550784587209e-07,1.0966424435210342e-09
1918,3.216185433529972e-07,8.040463406189247e-09
1919,3.0201743328461816e-07,9.207848372660976e-10
1920,2.377680798915094e-07,1.514446346106979e-09
1921,2.6125978003221917e-07,3.0290989716519334e-09
1922,3.187268049487102e-07,0.0
1923,3.7898936255942317e-07,1.0615948120573648e-08
1924,2.7974824057253045e-07,3.867487219366694e-09
1925,3.51941690013291e-07,4.399271169575059e-09
1926,3.689371688153642e-07,1.1146138456652466e-09
1927,3.523155118756449e-07,1.1149224876660924e-09
1928,3.1307351910925263e-07,0.0
1929,3.408964310835927e-07,0.0
1930,3.3296424462037066e-07,1.0503603542488804e-09
1931,3.7181461642887825e-07,0.0
1932,3.5399303754957145e-07,4.383814644626227e-09
1933,3.4526692971326156e-07,2.2941324395731044e-09
1934,2.7318003148479875e-07,0.0
1935,3.1237222941626896e-07,1.196828414151696e-09
1936,2.970555197379099e-07,0.0
1937,3.2107350023125036e-07,0.0
1938,2.813451409622303e-07,0.0
1939,3.3799850740479087e-07,0.0
1940,3.37259137950241e-07,0.0
1941,3.9254984329772924e-07,2.9515025978810172e-09
1942,3.974817524010632e-07,0.0
1943,4.238723398941602e-07,0.0
1944,3.663032099865404e-07,5.7837350908584995e-08
1945,3.3113261110884196e-07,0.0
1946,3.522039477843464e-07,0.0
1947,3.409369035978216e-07,2.3841741914054637e-09
1948,3.065872427043814e-07,5.435944139264848e-09
1949,4.044607422315494e-07,1.9634016634739737e-09
1950,3.243785364759333e-07,0.0
1951,2.686673177265675e-07,1.0661401761424827e-09
1952,3.1528962907145797e-07,2.1089607837865287e-09
1953,3.7277442999084087e-07,0.0
1954,2.9806235346541143e-07,0.0
1955,2.9376953492032953e-07,9.385607846468247e-10
1956,3.409966424783306e-07,0.0
1957,3.3838194823943013e-07,0.0
1958,3.6149703319665605e-07,3.3088973783179654e-09
1959,3.363824632174328e-07,7.750747821333448e-10
1960,2.858304277708612e-07,3.460416619915918e-09
1961,3.355960913609124e-07,0.0
1962,3.443682317083585e-07,2.5367825617905737e-09
1963,3.427008294920597e-07,2.5864212993553792e-09
1964,3.218419166728381e-07,6.083968329129164e-10
1965,3.316058290181445e-07,4.377634699181954e-09
1966,3.60593755743821e-07,1.6617224263271169e-09
1967,3.135693482647639e-07,5.916402479044791e-09
1968,3.817703593256283e-07,4.4914158503495116e-10
1969,3.283690830357955e-07,3.6334062425424918e-09
1970,3.4996297770817364e-07,1.8394900047624674e-09
1971,3.776722223847173e-07,0.0
1972,3.621883664095549e-07,5.130146862875051e-10
1973,4.156955561995801e-07,6.615844760915479e-09
1974,3.3865940096688973e-07,1.1251143350321513e-09
1975,3.7181735734748145e-07,5.711480177694739e-10
1976,4.3079992906314146e-07,1.142705374768127e-09
1977,4.807207574231143e-07,0.0
1978,4.669304871640634e-07,1.1881182704343018e-09
1979,4.2075688000409173e-07,5.851973350345929e-10
1980,5.037043635525151e-07,5.685150683554241e-10
1981,4.2760715501799496e-07,2.5302198114474095e-09
1982,4.89771920797466e-07,4.966001831974154e-09
1983,4.8754240111748e-07,1.89459470334441e-09
1984,4.5290255457075546e-07,5.799008495621649e-10
1985,4.6079174609303664e-07,6.015558051686298e-10
1986,4.915478086786607e-07,6.593933843390687e-09
1987,4.772548081177774e-07,0.0
1988,5.211005245087108e-07,5.996553809062277e-10
1989,5.389335981931254e-07,5.488122178931576e-10
1990,5.301537271407142e-07,1.089730194969718e-09
1991,4.7067565844827186e-07,3.5168792322792797e-09
1992,4.771611585852042e-07,0.0
1993,4.769257699877016e-07,1.661762283333701e-09
1994,4.757983802505805e-07,2.637463358823311e-09
1995,5.151328252850362e-07,1.626735190995987e-09
1996,5.076525582126123e-07,1.6014276571496566e-09
1997,4.814074046066708e-07,9.58978896292706e-10
1998,4.691839166071077e-07,3.337690568372409e-09
1999,4.263997794851093e-07,3.1991407301035224e-09
2000,4.2634002994645925e-07,1.3254094488601709e-09
2001,3.859847694798191e-07,1.7524847129024579e-09
2002,4.521420677860988e-07,3.066854992184176e-09
2003,4.125253738607171e-07,1.6667691671301554e-09
2004,4.0832416203784305e-07,1.3214374039449694e-09
2005,3.9137584195714226e-07,9.007499190971657e-10
2006,4.307312764240123e-07,1.2353669198716943e-09
2007,4.122302854625559e-07,9.586750948642475e-09
2008,3.746546965999187e-07,1.7029758714315335e-09
2009,3.9957454589512054e-07,4.76819250749827e-10
2010,3.5900826844681433e-07,9.447586046817946e-10
2011,3.491286300061347e-07,5.7359579308524644e-09
2012,3.788933327086852e-07,8.851056776393307e-09
2013,3.313480654298928e-07,1.3945624655065103e-09
2014,3.47337412165416e-07,1.7323561474213989e-09
2015,3.1719193316348537e-07,3.103205470367243e-09
2016,3.35971343190522e-07,1.4499380585064614e-09
2017,3.0237647052899774e-07,2.264050280587071e-09
2018,2.9196389306207493e-07,2.581466596041082e-09
2019,2.961696701220262e-07,3.3162841361900064e-09
