year,un_DET art_NOUN,un_DET bar_NOUN
1800,1.1168072575173937e-05,3.772997558826319e-08
1801,7.662645380435151e-06,1.4287095950749062e-08
1802,7.964473468291544e-06,3.1329761895904085e-08
1803,8.7375199058215e-06,5.851017448321727e-09
1804,9.917066250864082e-06,1.2359254952798437e-08
1805,9.119951471348031e-06,3.695740957709859e-08
1806,1.022704354625148e-05,3.7461699520235925e-08
1807,8.512396107107634e-06,3.701041695336471e-08
1808,9.005377933135605e-06,2.7192887941396293e-08
1809,6.908115224746325e-06,1.3554183553310395e-08
1810,9.894055466475038e-06,2.8081521108447305e-08
1811,8.571695602199725e-06,1.0028307073639553e-08
1812,7.65488776011125e-06,2.400487453257938e-08
1813,1.0131237729638087e-05,3.738464116054274e-08
1814,6.513621855219753e-06,2.8320094713762956e-08
1815,6.527280870471941e-06,5.394447111228828e-09
1816,6.739592166127295e-06,4.6352077731626196e-09
1817,8.013227336789441e-06,1.401186100480345e-08
1818,7.951425367025422e-06,1.0729059418679299e-08
1819,7.476563290254035e-06,5.175524897538253e-09
1820,7.450963330768445e-06,5.933240565525466e-09
1821,7.815229349006358e-06,1.4792232216898071e-08
1822,7.141246328501438e-06,1.804610860745015e-08
1823,6.724180103390154e-06,6.9178810457870554e-09
1824,6.650152876375159e-06,1.9368560089105813e-08
1825,7.5770836218680415e-06,7.924898959288385e-09
1826,6.366410921998522e-06,2.201995996653494e-08
1827,6.3562316690024545e-06,2.488663763955401e-08
1828,6.462803479934109e-06,5.870272801189458e-08
1829,7.83331104514673e-06,3.6007340942223465e-08
1830,6.491711690870261e-06,1.6698937344017395e-08
1831,5.743800198132476e-06,2.8064171431196883e-08
1832,7.032878123425235e-06,1.7588959622116818e-08
1833,6.752097103657206e-06,3.4750886612755494e-08
1834,6.67512324170616e-06,2.240287422239362e-08
1835,6.156353670405679e-06,2.7227116561334697e-08
1836,5.654167104296448e-06,1.8818100855355624e-08
1837,5.981698816270864e-06,1.2524203896191466e-08
1838,5.291485216218916e-06,1.4517972601879592e-08
1839,5.60506542868211e-06,1.6080392573059044e-08
1840,6.562690131772797e-06,1.2102408852854296e-08
1841,5.781062075271848e-06,1.7977536792557203e-08
1842,6.143428995741829e-06,1.9453969102301016e-08
1843,6.781133954802954e-06,1.3585895075607368e-08
1844,6.17408274194986e-06,8.781698035420504e-09
1845,6.4596719866472085e-06,2.6785095030845696e-08
1846,6.343351984128276e-06,2.4588905356281998e-08
1847,6.225937603687726e-06,2.0494250740910047e-08
1848,5.6598133788554605e-06,2.735375348450475e-08
1849,5.643535970989433e-06,1.5920888385423382e-08
1850,5.885380794268258e-06,1.2899092460827433e-08
1851,5.546517435561782e-06,1.096404567135778e-08
1852,6.8842505598354364e-06,1.5625309268685328e-08
1853,6.757838090010182e-06,1.911018188138769e-08
1854,6.481591505291817e-06,2.2860923654111076e-08
1855,7.038590624119934e-06,4.988520885262915e-08
1856,6.83285424329938e-06,1.967331869634492e-08
1857,7.0039892534623505e-06,2.587199809944707e-08
1858,6.85310406112194e-06,2.7404585933865633e-08
1859,7.935642678091881e-06,2.189634562554943e-08
1860,7.1083663968352084e-06,1.7851017775072364e-08
1861,7.852079310310955e-06,1.8392258660515637e-08
1862,7.5603982736538455e-06,1.581295272501393e-08
1863,8.289572635433728e-06,1.7980634148262453e-08
1864,8.288645942045036e-06,2.349416661218129e-08
1865,7.466937692157671e-06,2.58876440284439e-08
1866,7.100875549781449e-06,3.016679939182865e-08
1867,7.793614898332635e-06,3.494024269912188e-08
1868,7.773385497955587e-06,2.371139617984852e-08
1869,7.6246385170009034e-06,1.2208797528501236e-08
1870,6.912396038671886e-06,2.3509600044491208e-08
1871,5.039748625534912e-06,2.2304472935275044e-08
1872,7.0294273974980115e-06,3.1446163006876304e-08
1873,6.679183893965046e-06,3.052862351804464e-08
1874,6.2494411317004506e-06,2.8080663128093875e-08
1875,8.08165676602357e-06,3.833423178889461e-08
1876,8.238299557206119e-06,3.808989457176892e-08
1877,7.516406924423791e-06,2.906863472151855e-08
1878,7.8333017654586e-06,2.5968081462934833e-08
1879,6.890097115075378e-06,2.4437300960578057e-08
1880,7.050646072315203e-06,2.759673956020947e-08
1881,7.180288136510171e-06,3.2770785196589713e-08
1882,8.049688602795868e-06,5.058092678034143e-08
1883,7.63755318899939e-06,4.17076375658354e-08
1884,7.465858949728954e-06,5.479408660136187e-08
1885,7.142409039317954e-06,1.0313017129170987e-07
1886,7.1943216610748095e-06,6.711602651421344e-08
1887,6.997048593859745e-06,5.876031994311859e-08
1888,7.101488641581e-06,9.574328330153037e-08
1889,8.031278930786812e-06,8.645888893710207e-08
1890,7.159356407271389e-06,7.340912944187039e-08
1891,7.288282994011297e-06,6.692930787366436e-08
1892,7.113507944467301e-06,5.8297164207132823e-08
1893,7.298955111423311e-06,8.683367314077373e-08
1894,8.112601548759812e-06,9.830400959920382e-08
1895,7.5918802338037494e-06,9.208480244993211e-08
1896,7.587707173684066e-06,9.199365202938736e-08
1897,7.34923391121356e-06,7.108590482918231e-08
1898,8.097671347684354e-06,8.883617352850592e-08
1899,7.98348141728411e-06,9.286331525970581e-08
1900,8.474912910116927e-06,1.479450126851134e-07
1901,7.828146571853267e-06,1.0562716590278853e-07
1902,6.832168899961744e-06,9.722362381836547e-08
1903,7.733115403141255e-06,1.317653719468126e-07
1904,8.474171977468359e-06,7.685714198402138e-08
1905,8.49254552548473e-06,1.2127783577398077e-07
1906,7.982230862069173e-06,1.0288369267641428e-07
1907,8.111292416401739e-06,1.35771058396017e-07
1908,8.415174256981572e-06,1.1247080755616423e-07
1909,8.778469819503698e-06,1.1056976817469533e-07
1910,8.612098561400217e-06,1.1757131379575014e-07
1911,8.73924638256085e-06,1.2662489767834018e-07
1912,8.946659853847905e-06,1.6878524533581185e-07
1913,9.786667455102815e-06,1.5961999100255753e-07
1914,8.86380991715896e-06,1.3192585068821927e-07
1915,5.1906037725757415e-06,8.010918151057922e-08
1916,6.625439695540081e-06,1.6041694372859183e-07
1917,7.173138129701329e-06,1.0966424213165737e-07
1918,7.832560150689005e-06,3.2965900231829437e-07
1919,8.605655082760677e-06,1.7402834062707484e-07
1920,1.0781343306121016e-05,3.044037018007373e-07
1921,1.0497342714188562e-05,2.7716255868170947e-07
1922,1.1065427905521119e-05,2.8700170062734287e-07
1923,1.0293222842960859e-05,2.8026103571221483e-07
1924,1.0095431349554929e-05,3.28736422083864e-07
1925,1.0925590103738614e-05,3.7833732990932845e-07
1926,1.0488516423379224e-05,3.276964797294113e-07
1927,1.0802484148086933e-05,4.727271267768174e-07
1928,1.0258299795395942e-05,3.09645721507934e-07
1929,9.840320664977753e-06,3.5426491251655534e-07
1930,1.0834467317977214e-05,3.959858609903222e-07
1931,9.405997921874132e-06,3.193499731324323e-07
1932,9.19505090024586e-06,2.4549361699044425e-07
1933,9.15358801023558e-06,3.0741373535647654e-07
1934,8.17143792630759e-06,2.971431776188638e-07
1935,9.916920632235815e-06,3.566548762989896e-07
1936,8.903177786123706e-06,2.6553124143902096e-07
1937,8.593438366233386e-06,4.180251309549021e-07
1938,9.5138746161183e-06,3.746946886096225e-07
1939,9.352311550969716e-06,3.303514954922093e-07
1940,7.571847717713354e-06,1.6229011290391782e-07
1941,8.990277237330702e-06,3.3351980199824993e-07
1942,1.036486735017661e-05,3.8837910198985526e-07
1943,1.128487546964152e-05,3.7451734336002573e-07
1944,1.0616366864724114e-05,4.4663288356616704e-07
1945,1.0435034148770228e-05,5.881960980502754e-07
1946,1.1479342958864436e-05,5.526678137357521e-07
1947,1.1393968762263285e-05,5.280945813979088e-07
1948,1.0808830552377913e-05,5.664253581727507e-07
1949,9.97309909678279e-06,5.114661485450256e-07
1950,9.638827997093813e-06,6.242957013569139e-07
1951,1.0027048617189394e-05,6.24758129674774e-07
1952,8.826001177908438e-06,5.462208383377742e-07
1953,9.958248675445702e-06,6.593582568825695e-07
1954,1.0155619889928857e-05,6.782139934102815e-07
1955,1.0169306236207376e-05,7.44278683129096e-07
1956,1.022292221364296e-05,6.453644632031796e-07
1957,1.0124953632839606e-05,6.361227242734913e-07
1958,9.349289385340853e-06,7.759364457626816e-07
1959,9.679133810891472e-06,6.766403082281158e-07
1960,1.0014445692263507e-05,7.273796054363402e-07
1961,1.0281191698879866e-05,7.462322848539316e-07
1962,9.445709537203584e-06,6.84931304562042e-07
1963,1.0498930947733243e-05,7.675205360158088e-07
1964,9.463613011462257e-06,7.538036790322167e-07
1965,1.0740526633412628e-05,5.98641550553225e-07
1966,9.136703866374773e-06,6.497334883448502e-07
1967,9.731989237593552e-06,7.548343656793577e-07
1968,1.267836856300164e-05,7.550069902606538e-07
1969,8.701553596779377e-06,6.667300596063797e-07
1970,9.001084904980416e-06,6.677348665107274e-07
1971,1.0431460566451278e-05,6.849483717985549e-07
1972,9.407663185356796e-06,5.884278486689709e-07
1973,8.632574804323667e-06,6.781240600162164e-07
1974,7.68003064166578e-06,7.785791069636616e-07
1975,8.199400625130693e-06,6.985140341697615e-07
1976,7.75668409858099e-06,6.416290787569778e-07
1977,8.221029759170051e-06,7.522280931482328e-07
1978,8.805144304346868e-06,7.116828300013367e-07
1979,8.85813219042575e-06,7.607565351008816e-07
1980,9.459522132715392e-06,8.129765447506543e-07
1981,8.54455267784715e-06,9.437719974414449e-07
1982,8.62966986403535e-06,8.516693181803703e-07
1983,9.102896541435257e-06,9.820316222430847e-07
1984,8.823191151918763e-06,9.243619789600643e-07
1985,9.02333671604083e-06,9.33013030390839e-07
1986,9.28006281242233e-06,1.0652201076766232e-06
1987,9.362993878880843e-06,9.477876830032983e-07
1988,9.172328361728432e-06,1.0829775725085256e-06
1989,9.715622425687798e-06,1.0405480068698125e-06
1990,1.0556761537827697e-05,1.1665561920892742e-06
1991,9.534845162306738e-06,1.0943355128745225e-06
1992,1.0523993040578716e-05,1.1548843410480458e-06
1993,1.044749916445653e-05,1.1056258024666477e-06
1994,9.677908018090875e-06,1.100349688698543e-06
1995,1.0629088421865163e-05,1.228727320778944e-06
1996,1.1026897205113073e-05,1.0841664987992772e-06
1997,1.0505134156346685e-05,1.1603644836100102e-06
1998,1.0831282082790494e-05,1.20919756341209e-06
1999,1.0764194982471054e-05,1.233954353807576e-06
2000,1.0716818650280402e-05,1.2918324010513516e-06
2001,1.0991145984462491e-05,1.2188531641754707e-06
2002,1.1030600958861214e-05,1.3165570180717623e-06
2003,1.070857537399661e-05,1.385501917638976e-06
2004,1.041292688341855e-05,1.3804615264234599e-06
2005,1.095221837488225e-05,1.591625078845027e-06
2006,1.1067652820884177e-05,1.729925557469869e-06
2007,1.1154583475558866e-05,2.3267842834684416e-06
2008,1.037240070900225e-05,3.2501294526809943e-06
2009,9.929760764748607e-06,3.373496213043836e-06
2010,8.722955911366626e-06,4.353920132871281e-06
2011,7.825376272307949e-06,7.295373563920293e-06
2012,6.844250115989325e-06,7.615994377374591e-06
2013,6.392395565768538e-06,5.901230764493448e-06
2014,7.225657689957643e-06,6.3495182018868945e-06
2015,7.595095553369902e-06,6.434496526708244e-06
2016,7.149023232955187e-06,6.183157040595688e-06
2017,6.130293225936612e-06,6.726493040787318e-06
2018,6.241212222590775e-06,6.7856434213808825e-06
2019,6.612160056818084e-06,6.949401040401426e-06
