year,ton_DET aisé_ADJ,ton_DET baiser_NOUN
1972,0.0,3.693705608043274e-08
1973,0.0,3.0322621302758535e-08
1974,0.0,2.1939729366593497e-08
1975,0.0,5.9399393848025284e-08
1976,0.0,2.3425460238257756e-08
1977,0.0,2.5270162185009326e-08
1978,0.0,3.2079193967859965e-08
1979,2.3407893401383717e-09,2.5163485517509798e-08
1980,0.0,2.7857237627770814e-08
1981,0.0,2.0874312722796162e-08
1982,0.0,2.5450758833756026e-08
1983,0.0,4.104955431127877e-08
1984,0.0,4.1172958820112626e-08
1985,0.0,3.368712553353248e-08
1986,2.3977941854269602e-09,3.237022139224166e-08
1987,0.0,1.8943532076320935e-08
1988,0.0,1.9188972077976985e-08
1989,0.0,2.3050112596401107e-08
1990,0.0,3.814055693496243e-08
1991,1.7584396161396398e-09,1.641210245484359e-08
1992,0.0,1.9835798559242335e-08
1993,0.0,2.7142116665324068e-08
1994,0.0,2.0572214043390602e-08
1995,0.0,3.036572504555579e-08
1996,0.0,1.494665791135219e-08
1997,0.0,1.3905193885221934e-08
1998,0.0,2.43174582692518e-08
1999,0.0,2.102292562256025e-08
2000,0.0,2.474097593463398e-08
2001,0.0,1.8839211413101964e-08
2002,0.0,2.7601694929657583e-08
2003,4.1669229178253886e-10,1.8751152852658493e-08
2004,0.0,2.3345392952123234e-08
2005,0.0,1.7564623089327824e-08
2006,0.0,1.8118714972814587e-08
2007,0.0,3.2754732259832053e-08
2008,4.257439678578834e-10,2.2564430657290302e-08
2009,9.53638501499654e-10,3.6715080753424445e-08
2010,0.0,3.542844684290003e-08
2011,0.0,3.441574913942702e-08
2012,0.0,4.5616987520702423e-08
2013,2.789125042035323e-10,4.490491178898992e-08
2014,4.330890368553497e-10,4.915560625207149e-08
2015,0.0,6.982212497064211e-08
2016,6.214020409345267e-10,8.036799581390142e-08
2017,0.0,6.163247778800951e-08
2018,2.5814667070633845e-10,6.272964192532982e-08
2019,0.0,5.1785050914077146e-08
