year,ton_DET aisé_ADJ,ton_DET baiser_NOUN
1800,0.0,3.144164484325529e-09
1801,0.0,4.7623651688866175e-09
1802,0.0,4.475680270843441e-09
1803,0.0,1.755305234496518e-08
1804,2.4718509461507665e-09,1.4831105232815389e-08
1805,0.0,8.528632911009026e-09
1806,0.0,0.0
1807,0.0,3.701041606518629e-08
1808,0.0,0.0
1809,0.0,2.259030518203531e-09
1810,0.0,4.680253518074551e-09
1811,0.0,2.5070767684098882e-09
1812,2.6672082320544632e-09,5.067695418858875e-08
1813,0.0,3.738464116054274e-08
1814,3.1466771410748606e-09,1.2586708120210233e-08
1815,0.0,1.0788894000413052e-08
1816,0.0,2.3176038865813098e-09
1817,0.0,3.113746815941454e-09
1818,1.1921177378582115e-09,1.1921177378582115e-09
1819,0.0,0.0
1820,1.1866481131050932e-09,4.746592452420373e-09
1821,1.97229765852569e-09,5.9168927535324656e-09
1822,0.0,4.010246357211145e-09
1823,9.882686891060644e-10,1.680056804787e-08
1824,0.0,9.263223965660927e-09
1825,0.0,2.289415235168235e-08
1826,0.0,1.7615968683770689e-09
1827,0.0,8.295545805836468e-09
1828,0.0,1.9261833017480967e-08
1829,0.0,1.971830521085849e-08
1830,1.0436835840010872e-09,1.9829987429886842e-08
1831,0.0,6.236482441579483e-09
1832,0.0,1.6235963684607668e-08
1833,0.0,2.4325620628928846e-08
1834,9.334530925997342e-10,7.467624518753269e-09
1835,0.0,8.31939672707449e-09
1836,0.0,1.344150035720304e-08
1837,0.0,9.045257765016856e-09
1838,0.0,1.4517972157790382e-08
1839,2.7965900706306e-09,3.4957375882882502e-09
1840,0.0,9.554532942601668e-09
1841,0.0,1.8619590758106597e-08
1842,0.0,1.7441489585934278e-08
1843,0.0,4.13483786099178e-09
1844,5.488561272137815e-10,5.488561161115513e-09
1845,1.1160455892778032e-09,1.1160455670733427e-08
1846,5.854501328173001e-10,2.4003455223464698e-08
1847,0.0,7.550513103637968e-09
1848,1.6090443422100975e-09,8.04522137798358e-09
1849,0.0,5.865590457787562e-09
1850,0.0,1.0862393651223101e-08
1851,0.0,5.804494884742439e-09
1852,0.0,5.859490892490271e-09
1853,0.0,2.9859659189668264e-09
1854,2.0782657816909023e-09,1.558699302961486e-08
1855,0.0,1.6982198758341838e-08
1856,0.0,5.177189066341015e-09
1857,0.0,9.763017949637742e-09
1858,3.9149408159744326e-09,7.82988140990426e-09
1859,0.0,1.476730293603623e-08
1860,4.577183909670879e-10,3.249800428761773e-08
1861,0.0,2.6409397557713987e-08
1862,4.517986262886353e-10,1.400575744270327e-08
1863,0.0,2.1476870337711063e-08
1864,1.4384183844029508e-09,1.0548401374599337e-08
1865,0.0,1.9768746861714703e-08
1866,3.8924903300596725e-09,1.702964580463373e-08
1867,0.0,2.232293283555009e-08
1868,0.0,1.975949570631741e-08
1869,4.883519144627257e-10,1.70923168951731e-08
1870,0.0,1.9495766778732104e-08
1871,0.0,8.496941816815706e-09
1872,4.8378714367913744e-09,1.9351485747165498e-08
1873,0.0,1.2570608998174748e-08
1874,7.169530746864439e-09,9.559374958278966e-09
1875,0.0,1.0298749131276708e-08
1876,6.04601479992084e-10,1.9951848839738773e-08
1877,0.0,3.2161043828082825e-08
1878,6.039088673581716e-10,2.0532901490177835e-08
1879,0.0,2.0160773384070296e-08
1880,7.059631101924424e-09,1.1552122813895949e-08
1881,6.972507571312292e-10,2.5798277292210514e-08
1882,2.6621540527571597e-09,2.1962771157291172e-08
1883,1.2638677882037541e-09,2.6541223108189627e-08
1884,0.0,2.9047466654219534e-08
1885,6.445635691854079e-10,2.1915161296792718e-08
1886,5.808117542471791e-09,2.774989527054572e-08
1887,3.264462256069578e-09,3.9173546184656516e-08
1888,0.0,4.438430334374743e-08
1889,3.759081934617825e-09,3.007265636512102e-08
1890,6.554386478008212e-10,6.619930670304086e-08
1891,0.0,3.76078996833229e-08
1892,1.2537024751679837e-09,4.952124621482312e-08
1893,1.2316833108982905e-09,3.448713337128595e-08
1894,6.301539290376468e-10,5.356308463433379e-08
1895,0.0,4.513960893959279e-08
1896,1.7691086373616827e-09,5.3662962851142026e-08
1897,0.0,3.729096675897381e-08
1898,0.0,5.771522015862729e-08
1899,5.527578395003729e-10,5.63812978526812e-08
1900,2.07642125715779e-09,3.633737311048435e-08
1901,0.0,4.918090135141995e-08
1902,1.4730852093691738e-09,4.8611809688736685e-08
1903,1.0800440541913758e-09,5.724233620441055e-08
1904,1.0749250378694342e-09,4.568431322127253e-08
1905,0.0,6.141303332540815e-08
1906,0.0,6.790323503480522e-08
1907,0.0,6.119983519958794e-08
1908,0.0,6.335691882242145e-08
1909,4.400786846048277e-09,6.601180135845652e-08
1910,0.0,4.9700602744451317e-08
1911,0.0,5.7992079138813324e-08
1912,0.0,5.105232747659727e-08
1913,0.0,5.249960000064391e-08
1914,3.3483718020477227e-09,3.8841113436660635e-08
1915,0.0,2.7095753085681906e-08
1916,0.0,4.2851103110308486e-08
1917,0.0,3.61891991929042e-08
1918,0.0,4.709414369585829e-08
1919,0.0,6.905886262842387e-08
1920,7.572231730534895e-10,8.93523317557765e-08
1921,0.0,7.421292380627165e-08
1922,0.0,7.599273832425979e-08
1923,0.0,1.0509788239687623e-07
1924,2.578324886925998e-09,8.250639593754272e-08
1925,1.0998177923937646e-09,4.179307633300766e-08
1926,2.229227691330493e-09,6.018914655570029e-08
1927,2.2298449753321847e-09,6.466550095396428e-08
1928,3.4278122562625413e-09,6.284322662253317e-08
1929,3.342121912552898e-09,6.684243603061191e-08
1930,0.0,4.096405525899627e-08
1931,0.0,3.763767697506637e-08
1932,0.0,4.3838147445462994e-08
1933,0.0,5.391211255201256e-08
1934,1.1981580172459871e-09,4.4331844861744685e-08
1935,0.0,4.906996409204112e-08
1936,0.0,3.3949201672101026e-08
1937,0.0,2.266401277761787e-08
1938,0.0,5.575042183458834e-08
1939,0.0,2.2941075705773528e-08
1940,0.0,2.282204625281281e-08
1941,0.0,4.427253941230447e-08
1942,6.068423541449874e-09,4.8547388331598995e-08
1943,0.0,2.6129116648121453e-08
1944,0.0,4.177142010064472e-08
1945,0.0,3.921307367704685e-08
1946,0.0,8.49187351548153e-08
1947,1.1920870957027319e-09,4.5299309414659206e-08
1948,0.0,4.348755133776194e-08
1949,0.0,3.435952899977224e-08
1950,0.0,7.657460088239532e-08
1951,0.0,3.3050346015528476e-08
1952,0.0,3.057993147592697e-08
1953,0.0,5.71012859218456e-08
1954,0.0,5.570345695815604e-08
1955,0.0,4.8805159025278044e-08
1956,0.0,3.0523996219500305e-08
1957,0.0,3.3573142488307894e-08
1958,0.0,3.060730069393003e-08
1959,3.100299128533379e-09,2.712761837386779e-08
1960,6.920833350854139e-10,3.6680417148104993e-08
1961,0.0,3.752005861556995e-08
1962,0.0,3.6783346590851806e-08
1963,0.0,4.84954010282479e-08
1964,1.2167936658258327e-09,5.1713731075153646e-08
1965,0.0,4.268193976031398e-08
1966,0.0,3.54500770960442e-08
1967,2.9582012395223956e-09,4.88103237827886e-08
1968,0.0,8.398947315413352e-08
1969,4.5417578031781147e-10,3.179230412264644e-08
1970,4.5987250119061684e-10,5.472482622614905e-08
1971,0.0,5.1897814934420694e-08
