year,en_ADP are_NOUN,en_ADP barre_NOUN
1800,5.65949598296811e-08,3.3328143445032765e-07
1801,5.9529563944948904e-08,4.548058711861813e-07
1802,6.713520406265161e-09,4.788977889802482e-07
1803,4.4857801695386e-08,2.4184205926758295e-07
1804,2.719036085174764e-08,4.3998946352985513e-07
1805,8.528633133053631e-09,1.9615856672317022e-07
1806,2.881669125542885e-08,1.7290014397985942e-07
1807,1.1387820464392462e-08,1.8505208743135881e-07
1808,5.211970233176544e-08,4.0109509313879244e-07
1809,1.355418288717658e-08,4.3373387370593264e-07
1810,5.8503168531842675e-08,1.825298880930859e-07
1811,1.7549536934780008e-08,4.78851688967552e-07
1812,3.467370746079723e-08,5.787841814708372e-07
1813,1.150296680130225e-08,2.3581081620704936e-07
1814,1.2586708564299443e-08,2.2026739543434815e-07
1815,2.9669458667669346e-08,2.022917726662854e-07
1816,1.1819780176836048e-07,2.688420579488593e-07
1817,2.8023721343473085e-08,2.4131537657012814e-07
1818,1.9073883805731384e-08,2.324629519989685e-07
1819,5.175525008560555e-08,2.7016241688215814e-07
1820,1.542642635854463e-08,2.2190319270976033e-07
1821,3.94459531705138e-09,1.0453177878844144e-07
1822,1.303330066093622e-08,1.7043547018147365e-07
1823,3.162459771832715e-08,1.680056840314137e-07
1824,1.0105335235266466e-08,2.3663326942369167e-07
1825,1.0566531427613768e-08,2.3246369096341368e-07
1826,1.0569580766173203e-08,2.9330587381082296e-07
1827,3.2260455640198415e-08,2.7190955620426394e-07
1828,1.1923991571904935e-08,2.045423173058225e-07
1829,1.0287811491593857e-08,3.2578068953625916e-07
1830,1.2524202563923836e-08,1.847319879288989e-07
1831,1.4032085715598441e-08,2.759643393801525e-07
1832,1.3529969256076413e-08,1.9212556878756004e-07
1833,9.266902800675325e-09,4.0542698798162746e-07
1834,1.773560875939495e-08,2.42697808516823e-07
1835,1.5882484660778573e-08,2.4201881387853064e-07
1836,7.392825018825988e-09,1.7339534963412007e-07
1837,1.3219993100221927e-08,1.6977253380900947e-07
1838,8.2058102535143e-09,2.5501134359728894e-07
1839,1.3982950020086093e-08,2.3001953763923666e-07
1840,2.611572358368619e-08,2.9109477850397525e-07
1841,2.3756030032018316e-08,2.632424980220094e-07
1842,1.341653010911159e-08,2.891262340654066e-07
1843,1.1223130869097986e-08,2.0496980823736521e-07
1844,1.152597856046711e-08,1.9978362786332582e-07
1845,1.1718478631905782e-08,1.953079760141918e-07
1846,7.025401593807601e-09,2.4705994405849196e-07
1847,9.707802561820245e-09,3.0363850100911804e-07
1848,2.735375304041554e-08,2.2928881548978097e-07
1849,1.3407064125559032e-08,1.340706319297169e-07
1850,3.4623880651452055e-08,1.3849552260580822e-07
1851,1.3543821175687754e-08,2.6120227403225726e-07
1852,2.7344290387532055e-08,2.682344586446561e-07
1853,4.478948767427937e-08,3.039713192265481e-07
1854,1.2989161413123895e-08,2.047091811618884e-07
1855,2.4942604426314574e-08,2.3244385261023126e-07
1856,1.6049286344355096e-08,2.464342117036722e-07
1857,2.0990488902583593e-08,2.62625178493181e-07
1858,2.6425850618849722e-08,2.5691798555271816e-07
1859,1.680417205385254e-08,2.597008403881773e-07
1860,1.5562426014525954e-08,2.7142701242155454e-07
1861,2.075024119196911e-08,4.2113555309697404e-07
1862,2.25899317307654e-08,3.623424902343686e-07
1863,1.498386242859695e-08,3.396342265205021e-07
1864,2.1096803859421698e-08,2.1336539646199526e-07
1865,1.1767110841276462e-08,3.840785041120398e-07
1866,2.578774882522339e-08,2.2138539179650252e-07
1867,2.6690463172940326e-08,3.003890185482305e-07
1868,4.2482916740027576e-08,2.69717133960512e-07
1869,2.0510780074367574e-08,2.1780495274015266e-07
1870,3.2110673231500186e-08,2.8727583867294015e-07
1871,3.611200227737754e-08,2.3154166228778195e-07
1872,3.9912439575573444e-08,2.0984266768664384e-07
1873,3.890902905423488e-08,2.7894779464077146e-07
1874,6.870800672853505e-08,3.0709492193636834e-07
1875,2.0025345548457807e-08,3.7704865007981425e-07
1876,4.897271921322499e-08,3.1922957077767933e-07
1877,2.535774612510977e-08,2.0657284949265886e-07
1878,4.5293163830617544e-08,2.560573477694561e-07
1879,3.42122213892182e-08,2.3459809028736345e-07
1880,3.850707597230496e-08,2.400274468072894e-07
1881,1.4642266066289267e-08,2.5658826530161605e-07
1882,3.0614771162618126e-08,2.3227293866057153e-07
1883,3.5388296737437486e-08,3.039602063381608e-07
1884,2.3105939384038265e-08,3.162212749430182e-07
1885,3.7384687345820566e-08,2.0174839221454022e-07
1886,2.8395241713496944e-08,1.9747599822039774e-07
1887,5.4842967500690065e-08,2.1545450579196768e-07
1888,2.980088953385973e-08,1.8958438374738762e-07
1889,3.5084767091575486e-08,2.111351022904273e-07
1890,5.112421624930974e-08,2.942919650195108e-07
1891,3.250852154135231e-08,2.1672347827461635e-07
1892,3.19694137829174e-08,2.2127848353648005e-07
1893,1.9091091374434654e-08,2.081544749898967e-07
1894,4.6631390526741257e-08,2.2496494977986004e-07
1895,2.5278181325916194e-08,3.3102378438343294e-07
1896,2.7716035688740703e-08,2.2880472272390762e-07
1897,2.3306854779470143e-08,2.039349737970042e-07
1898,3.112095303681173e-08,2.3821674233204249e-07
1899,2.984892333302014e-08,2.277362227687263e-07
1900,1.8168686111152965e-08,2.5591893404453003e-07
1901,2.514932445629725e-08,4.2194977822873625e-07
1902,2.1114220150053598e-08,3.005093844876683e-07
1903,2.8081145186931167e-08,2.91611883085352e-07
1904,3.6009990544982884e-08,3.0205393386495416e-07
1905,3.3028859480754846e-08,2.570058086348581e-07
1906,2.777859631208912e-08,3.6986685358897375e-07
1907,1.851423608867364e-08,2.5971360173571156e-07
1908,2.2101251717643322e-08,2.9370107768045273e-07
1909,2.53045246978445e-08,2.6844799094760674e-07
1910,2.618633831996675e-08,2.378147030412947e-07
1911,1.54290848985994e-08,2.516536881103093e-07
1912,1.8753916974922902e-08,2.958951199616422e-07
1913,2.969674284258872e-08,3.1234608854902035e-07
1914,2.678697441638178e-08,2.5380657575624355e-07
1915,1.0602685840410686e-08,2.1676602557363367e-07
1916,3.40611328031315e-08,1.5602195446717815e-07
1917,2.52227767560953e-08,2.1932848426331475e-07
1918,4.020231614276781e-08,1.389851576050205e-07
1919,2.4861191438851904e-08,1.445632165086863e-07
1920,3.028892692213958e-08,1.7567577970112325e-07
1921,1.5145495135815423e-08,1.7265864471482928e-07
1922,1.6231458566107193e-08,1.7928383044818474e-07
1923,1.8047112249064412e-08,1.592392209204263e-07
1924,1.6759112098085893e-08,1.6114530865252163e-07
1925,1.0998178145982251e-08,1.627730341624556e-07
1926,1.560459372829115e-08,6.252983553167724e-07
1927,1.5608915049369898e-08,1.9399651307594468e-07
1928,2.8565102283550914e-08,1.5996457136679965e-07
1929,1.2254446790649354e-08,1.9941327877859294e-07
1930,2.2057568216382606e-08,1.7330945922822139e-07
1931,1.1405356659111021e-08,2.3152874462084583e-07
1932,2.4110979879310435e-08,2.2795836684963433e-07
1933,9.176529758292418e-09,2.1220725443527044e-07
1934,1.4377896206951846e-08,1.4737344145032694e-07
1935,1.555876849579363e-08,1.2327332399308943e-07
1936,8.487299751891442e-09,1.260970350358548e-07
1937,8.813782481631449e-09,1.6368453259474336e-07
1938,2.593042824905467e-08,2.541181913784385e-07
1939,1.988226472349197e-08,1.6211693321110943e-07
1940,7.607348528892999e-09,1.7750480196809804e-07
1941,1.4757512545315876e-08,1.2101160962174617e-07
1942,6.068423541449874e-09,1.5474479653221351e-07
1943,8.709705845433291e-09,2.1193616817072325e-07
1944,6.4263723231761105e-09,1.5423293575622665e-07
1945,4.357008087652048e-09,1.5031677946808486e-07
1946,1.8097434661967782e-08,2.2552188738700352e-07
1947,1.4305045148432782e-08,9.775114051535638e-08
1948,6.523132700664291e-09,1.1198044802540608e-07
1949,4.908504269707237e-09,1.3351130689898127e-07
1950,3.190608444114673e-09,8.508288829034427e-08
1951,1.2793681780642885e-08,2.526752211906569e-07
1952,1.1599284199803606e-08,1.254831687447222e-07
1953,5.386913581872932e-09,1.3898237227749632e-07
1954,8.795282724349818e-09,2.5213142862412496e-07
1955,1.0324168187025862e-08,1.4266123571360367e-07
1956,1.22095984433912e-08,1.3604980608761252e-07
1957,7.951533653738352e-09,1.6609871522632602e-07
1958,9.099467845885556e-09,1.6461764573705295e-07
1959,5.425523585955716e-09,1.2711225849670882e-07
1960,4.844583401109048e-09,1.363404180665384e-07
1961,6.25334317660986e-09,1.3132020626471785e-07
1962,5.7077609305622445e-09,1.1732619498161512e-07
1963,7.1126584622049904e-09,2.1855260001757415e-07
1964,1.3384730601639916e-08,2.1841445629888767e-07
1965,8.755269065297e-09,1.351594676179957e-07
1966,3.046491048319666e-08,1.9331370992858865e-07
1967,1.2818872185960117e-08,1.193141230260153e-07
1968,8.982831700699023e-09,9.387058952370353e-08
1969,4.541757636644661e-09,1.6622833243218338e-07
1970,1.241655755990223e-08,1.3014391697652172e-07
1971,4.624557625731995e-09,1.3719521518851252e-07
1972,1.0773308800615666e-08,1.0516801296489575e-07
1973,8.269805840122046e-09,1.5822894283701316e-07
1974,8.438357568252286e-09,2.407744545962487e-07
1975,3.998036124386317e-09,1.3593323444638372e-07
1976,5.713526873840635e-09,1.2226946921600756e-07
1977,5.876781727920388e-09,1.710143493482974e-07
1978,5.346532105932056e-09,1.4495043387796613e-07
1979,3.511183899185255e-09,1.223062469080105e-07
1980,6.253665585376211e-09,1.4440283280237054e-07
1981,5.060439622894819e-09,1.1069711547406769e-07
1982,5.586751949948621e-09,1.7132705920630542e-07
1983,3.78918940668882e-09,1.6798740887224994e-07
1984,1.7397025486864948e-09,1.432355105634997e-07
1985,3.007779025843149e-09,1.1970961111273937e-07
1986,5.3950369172106605e-09,1.0969908714741905e-07
1987,4.277571852284723e-09,1.1671659905232445e-07
1988,4.797243047249822e-09,1.4391729052931623e-07
1989,3.292873196336643e-09,1.212874991551871e-07
1990,4.90378582185258e-09,1.122422119692601e-07
1991,2.9307326565586322e-09,1.3833057721512887e-07
1992,1.65298330578878e-09,1.124028585763881e-07
1993,2.2156829704300662e-09,1.5343604786721698e-07
1994,8.439882570598911e-09,1.2237829594141658e-07
1995,3.795715741716776e-09,1.3664576670180395e-07
1996,2.135236876199542e-09,9.555184732334965e-08
1997,3.835915585170824e-09,1.3329807302397967e-07
1998,1.43043876743576e-09,1.416134409737424e-07
1999,2.2851006253876704e-08,1.192822480788891e-07
2000,4.859834423776022e-09,1.2723930353786272e-07
2001,3.5049693702937645e-09,1.292457483259568e-07
2002,3.9430991805033955e-09,9.726311844815427e-08
2003,6.667076501987168e-09,1.0500645686306598e-07
2004,1.761916529341434e-09,1.1011977818498053e-07
2005,4.9541245550344115e-09,1.256546084960064e-07
2006,1.6471559671771274e-09,9.512325505056651e-08
2007,7.589511019645556e-09,1.102476332448532e-07
2008,2.5544638071473003e-09,1.3368359930154838e-07
2009,1.430457752249481e-09,1.1968162993980513e-07
2010,7.085689812669216e-09,1.2045671837768168e-07
2011,5.735957819830162e-09,1.2313189756696374e-07
2012,3.063827413996023e-09,1.5455307789125072e-07
2013,2.2313000336282585e-09,1.4363993727783964e-07
2014,2.3819897165822113e-09,1.4291937588950532e-07
2015,2.881548027966474e-09,1.3676270782525535e-07
2016,1.86420612280358e-09,1.4582234086901735e-07
2017,2.515611413622665e-09,1.1571812308375229e-07
2018,3.0977600484760615e-09,1.4352954735841195e-07
2019,3.826481576041374e-09,1.0892717483557135e-07
