year,un_DET anal_ADJ,un_DET banal_ADJ
1913,5.30298971401777e-10,1.1825667423082109e-07
1914,2.0090231700464756e-09,1.0647822445974953e-07
1915,0.0,1.0013647855355856e-07
1916,1.0987462051303964e-09,9.888715868378029e-08
1917,0.0,1.0089110347166752e-07
1918,2.2972752589112133e-09,1.4013378368815665e-07
1919,2.762354567309444e-09,1.15098102382305e-07
1920,0.0,9.086677721370506e-08
1921,3.0290989716519334e-09,1.1813485922829159e-07
1922,2.2133805899215986e-09,1.3649180985453313e-07
1923,0.0,1.0085150403682519e-07
1924,0.0,1.4051871088938128e-07
1925,3.299453377181294e-09,1.1658068643782826e-07
1926,2.229227691330493e-09,1.5270209918760713e-07
1927,1.1149224876660924e-09,8.027441955604786e-08
1928,3.4278122562625413e-09,1.2111603364672874e-07
1929,1.1140406375176326e-09,9.914961740520312e-08
1930,1.0503603542488804e-09,1.1869072236159184e-07
1931,2.2810713318222042e-09,1.1519409959248605e-07
1932,1.0959536611565568e-09,1.1178727499228103e-07
1933,2.2941324395731044e-09,1.0667715755197094e-07
1934,1.1981580172459871e-09,9.824895741417095e-08
1935,1.196828414151696e-09,1.1489552775856282e-07
1936,0.0,1.3337186377526677e-07
1937,1.2591118148108649e-09,1.2842940744217657e-07
1938,6.482607339819424e-09,1.0112867343536891e-07
1939,4.588215141154706e-09,1.1011715983499926e-07
1940,0.0,6.339457314652464e-08
1941,0.0,1.4462362685208063e-07
1942,1.517105907566929e-08,1.061974117533282e-07
1943,0.0,1.422585294008627e-07
1944,6.4263723231761105e-09,1.9279117502435383e-07
1945,6.535512131478072e-09,1.1763922014296213e-07
1946,5.568441707737293e-09,1.517400303185923e-07
1947,1.1920870957027319e-09,1.6212384501557153e-07
1948,2.174377566888097e-09,1.5872955660967136e-07
1949,0.0,9.129818012709734e-08
1950,3.190608444114673e-09,1.3400554776943352e-07
1951,8.529121409139861e-09,1.2153997808184158e-07
1952,2.1089607837865287e-09,1.3286452293925777e-07
1953,1.0773827385790469e-09,1.5945264930650183e-07
1954,3.9090144454689835e-09,1.6320135398650848e-07
1955,0.0,1.5298540922970005e-07
1956,3.488456634670456e-09,1.718064961409027e-07
1957,0.0,1.4224411026830808e-07
1958,1.6544486891589827e-09,1.3483757221877113e-07
1959,3.100299128533379e-09,1.4106361101440257e-07
1960,1.3841666701708277e-09,1.8686249703137037e-07
1961,6.948159270159238e-10,1.8134695078941832e-07
1962,6.341956404476434e-10,1.8581932170746995e-07
1963,6.466053248388448e-10,1.7329022483636436e-07
1964,6.083968329129164e-10,1.4844882434417173e-07
1965,1.0944086747954884e-09,1.597836707389888e-07
1966,5.539074754423723e-10,1.506628350966821e-07
1967,1.4791006197611978e-09,1.824224140634101e-07
1968,4.4914158503495116e-10,1.6528410551330808e-07
1969,3.6334062425424918e-09,1.3398185838564558e-07
1970,9.197450023812337e-10,1.5221780169660803e-07
1971,1.0276794970565106e-09,1.6185952755876087e-07
1972,4.104117490300041e-09,1.800681530550463e-07
1973,3.859242703185828e-09,1.7201195445792905e-07
1974,1.6876715580593782e-09,1.68767145591886e-07
1975,0.0,1.9133458684095217e-07
1976,2.856763492431469e-09,2.1254319504393493e-07
1977,3.526069214387917e-09,1.8100487864103343e-07
1978,3.5643548113029055e-09,1.9306922016681938e-07
1979,2.3407893401383717e-09,2.0189307914364463e-07
1980,1.7055452605774235e-09,1.9727472722053108e-07
1981,2.5302198114474095e-09,2.024175782544546e-07
1982,1.2415004579935385e-09,2.414718376364533e-07
1983,0.0,2.5387571778168194e-07
1984,2.3196033982486597e-09,2.638548952660358e-07
1985,1.8046674155058895e-09,2.616767718066626e-07
1986,4.196139880008332e-09,2.415777702324817e-07
1987,1.8332451112712533e-09,2.70709174188255e-07
1988,5.996553809062277e-10,2.812383708139521e-07
1989,3.2928733073589456e-09,2.749549130598439e-07
1990,1.089730194969718e-09,2.773363387831296e-07
1991,1.7584396161396398e-09,2.790057447299432e-07
1992,0.0,2.865170927179861e-07
1993,0.0,2.8083782499521703e-07
1994,5.274926606624319e-10,2.927584130674177e-07
1995,1.0844901643380922e-09,2.966080741018118e-07
1996,0.0,3.037374556313921e-07
1997,2.3974471297094624e-09,3.0687325835998536e-07
1998,9.536258449571733e-10,3.318617931569179e-07
1999,2.7421207526856506e-09,3.062034750200837e-07
2000,0.0,2.9468269069354847e-07
2001,4.3812117822561447e-10,3.614499632931256e-07
2002,8.76244299341522e-10,3.132573436204211e-07
2003,8.333845835650777e-10,2.796005222904796e-07
2004,1.7619165015858584e-09,3.2199024246892805e-07
2005,2.702249757291497e-09,3.224684750335882e-07
2006,8.235779835885637e-10,3.4507917234805063e-07
2007,1.5977917877663117e-09,3.7588050894044045e-07
2008,4.257439678578834e-10,3.793378757777077e-07
2009,3.337734755248789e-09,3.4187939235152953e-07
2010,4.2514138876015295e-09,4.133318842747258e-07
2011,3.059177577924288e-09,4.6346539051000946e-07
2012,3.404252713057332e-10,4.4119114406271365e-07
2013,2.2313000336282585e-09,4.479334787532707e-07
2014,3.031623174720721e-09,4.980523868880482e-07
2015,4.433150790905671e-10,4.406551958879845e-07
2016,6.214020409345267e-10,4.2379617681831405e-07
2017,2.515611330355938e-10,4.867707943390087e-07
2018,0.0,4.6363141947836084e-07
2019,1.2754939326953263e-09,4.604532968244257e-07
