year,en_ADP art_NOUN,en_ADP barre_NOUN
1800,3.5529058095562505e-07,3.3328143445032765e-07
1801,2.3335590038087162e-07,4.548058711861813e-07
1802,2.528759353026544e-07,4.788977889802482e-07
1803,2.96451567294298e-07,2.4184205926758295e-07
1804,3.5347467886026607e-07,4.3998946352985513e-07
1805,4.3780317948716174e-07,1.9615856672317022e-07
1806,1.2679343619481642e-07,1.7290014397985942e-07
1807,4.0711458382247656e-07,1.8505208743135881e-07
1808,1.994145080175258e-07,4.0109509313879244e-07
1809,3.478907117937524e-07,4.3373387370593264e-07
1810,3.1591712490453006e-07,1.825298880930859e-07
1811,3.133846036007526e-07,4.78851688967552e-07
1812,2.347143261971496e-07,5.787841814708372e-07
1813,3.163315744902917e-07,2.3581081620704936e-07
1814,2.1082736223476672e-07,2.2026739543434815e-07
1815,3.425474046636623e-07,2.022917726662854e-07
1816,1.9931394135142e-07,2.688420579488593e-07
1817,1.7125607354451233e-07,2.4131537657012814e-07
1818,2.0027577329884139e-07,2.324629519989685e-07
1819,2.856889746993829e-07,2.7016241688215814e-07
1820,2.9191542783024715e-07,2.2190319270976033e-07
1821,3.4416593208685953e-07,1.0453177878844144e-07
1822,3.448811725093037e-07,1.7043547018147365e-07
1823,2.5793813007712885e-07,1.680056840314137e-07
1824,2.080014889216386e-07,2.3663326942369167e-07
1825,2.3246369362794894e-07,2.3246369096341368e-07
1826,1.98179641364149e-07,2.9330587381082296e-07
1827,2.1199727545662128e-07,2.7190955620426394e-07
1828,1.6601865127086057e-07,2.045423173058225e-07
1829,1.3974277424111392e-07,3.2578068953625916e-07
1830,1.6281463843803579e-07,1.847319879288989e-07
1831,2.2451337100548585e-07,2.759643393801525e-07
1832,2.0565553371376666e-07,1.9212556878756004e-07
1833,2.3283092964732077e-07,4.0542698798162746e-07
1834,2.1936147609480372e-07,2.42697808516823e-07
1835,2.102538445569735e-07,2.4201881387853064e-07
1836,2.5337227693711384e-07,1.7339534963412007e-07
1837,2.5048406193661776e-07,1.6977253380900947e-07
1838,1.956770185884693e-07,2.5501134359728894e-07
1839,1.8527408773838516e-07,2.3001953763923666e-07
1840,2.465069468549075e-07,2.9109477850397525e-07
1841,2.3499206980304166e-07,2.632424980220094e-07
1842,1.6837745286935046e-07,2.891262340654066e-07
1843,2.72308605886451e-07,2.0496980823736521e-07
1844,1.816713766089606e-07,1.9978362786332582e-07
1845,2.310214348710815e-07,1.953079760141918e-07
1846,2.3418005912212436e-07,2.4705994405849196e-07
1847,2.448523579445805e-07,3.0363850100911804e-07
1848,2.0273959022709676e-07,2.2928881548978097e-07
1849,1.458018203948086e-07,1.340706319297169e-07
1850,2.0570657888185906e-07,1.3849552260580822e-07
1851,2.2121575149469663e-07,2.6120227403225726e-07
1852,2.500049509635005e-07,2.682344586446561e-07
1853,1.9587936606058065e-07,3.039713192265481e-07
1854,2.51989728639046e-07,2.047091811618884e-07
1855,3.5874894521725764e-07,2.3244385261023126e-07
1856,2.4746964832900176e-07,2.464342117036722e-07
1857,1.9965372066721443e-07,2.62625178493181e-07
1858,2.1630048152587733e-07,2.5691798555271816e-07
1859,2.3373075563881685e-07,2.597008403881773e-07
1860,2.0093836816670319e-07,2.7142701242155454e-07
1861,1.876953561463779e-07,4.2113555309697404e-07
1862,2.218331287551223e-07,3.623424902343686e-07
1863,2.497310411797571e-07,3.396342265205021e-07
1864,3.1213678575170434e-07,2.1336539646199526e-07
1865,2.4051974989447444e-07,3.840785041120398e-07
1866,2.4182096414193666e-07,2.2138539179650252e-07
1867,3.2174139263929646e-07,3.003890185482305e-07
1868,3.606107963349814e-07,2.69717133960512e-07
1869,2.6224497418070314e-07,2.1780495274015266e-07
1870,3.314280263566616e-07,2.8727583867294015e-07
1871,2.570324895145859e-07,2.3154166228778195e-07
1872,2.9087701491903317e-07,2.0984266768664384e-07
1873,2.9690581726526943e-07,2.7894779464077146e-07
1874,2.8976854693496534e-07,3.0709492193636834e-07
1875,3.684663383296538e-07,3.7704865007981425e-07
1876,4.867041951683859e-07,3.1922957077767933e-07
1877,2.9996358463790784e-07,2.0657284949265886e-07
1878,3.9314468480711184e-07,2.560573477694561e-07
1879,4.1726692145971356e-07,2.3459809028736345e-07
1880,3.651754560962672e-07,2.400274468072894e-07
1881,4.288092299020718e-07,2.5658826530161605e-07
1882,5.623800376497456e-07,2.3227293866057153e-07
1883,5.579976374292528e-07,3.039602063381608e-07
1884,7.189247916983277e-07,3.162212749430182e-07
1885,5.343431936921661e-07,2.0174839221454022e-07
1886,5.97590766204803e-07,1.9747599822039774e-07
1887,5.490825607523675e-07,2.1545450579196768e-07
1888,6.73373254045373e-07,1.8958438374738762e-07
1889,6.641044763000536e-07,2.111351022904273e-07
1890,6.757572421633995e-07,2.942919650195108e-07
1891,7.272985200756921e-07,2.1672347827461635e-07
1892,8.07384399337252e-07,2.2127848353648005e-07
1893,8.917387077644889e-07,2.081544749898967e-07
1894,8.86626551732661e-07,2.2496494977986004e-07
1895,8.925605605725195e-07,3.3102378438343294e-07
1896,1.0325697559210312e-06,2.2880472272390762e-07
1897,1.0447297391635857e-06,2.039349737970042e-07
1898,1.0603756770422024e-06,2.3821674233204249e-07
1899,9.557183062725016e-07,2.277362227687263e-07
1900,1.077143508609879e-06,2.5591893404453003e-07
1901,9.802648186507668e-07,4.2194977822873625e-07
1902,1.0051350756157262e-06,3.005093844876683e-07
1903,1.1864283351314953e-06,2.91611883085352e-07
1904,1.1963915405033276e-06,3.0205393386495416e-07
1905,1.253032266390619e-06,2.570058086348581e-07
1906,1.1188601689582356e-06,3.6986685358897375e-07
1907,1.1509683268684512e-06,2.5971360173571156e-07
1908,1.2754877047882474e-06,2.9370107768045273e-07
1909,1.3389394126761545e-06,2.6844799094760674e-07
1910,1.2344987538881469e-06,2.378147030412947e-07
1911,1.2891266258918677e-06,2.516536881103093e-07
1912,1.4065436957366728e-06,2.958951199616422e-07
1913,1.456200919847106e-06,3.1234608854902035e-07
1914,1.4284154019605921e-06,2.5380657575624355e-07
1915,8.281875860660648e-07,2.1676602557363367e-07
1916,1.1295111193021512e-06,1.5602195446717815e-07
1917,1.1646342876758808e-06,2.1932848426331475e-07
1918,1.202623650442547e-06,1.389851576050205e-07
1919,1.480621982352659e-06,1.445632165086863e-07
1920,1.7787172410521634e-06,1.7567577970112325e-07
1921,1.535753170855969e-06,1.7265864471482928e-07
1922,1.690285010624848e-06,1.7928383044818474e-07
1923,1.5531132007140513e-06,1.592392209204263e-07
1924,1.5805131141632955e-06,1.6114530865252163e-07
1925,1.452859351047664e-06,1.627730341624556e-07
1926,1.4512271810929178e-06,6.252983553167724e-07
1927,1.5765004022227913e-06,1.9399651307594468e-07
1928,1.5619398716637534e-06,1.5996457136679965e-07
1929,1.3279364559082296e-06,1.9941327877859294e-07
1930,1.3287059026367842e-06,1.7330945922822139e-07
1931,1.2374812570215e-06,2.3152874462084583e-07
1932,1.0203328280056212e-06,2.2795836684963433e-07
1933,1.2457138822696834e-06,2.1220725443527044e-07
1934,1.0028582657639618e-06,1.4737344145032694e-07
1935,1.18845058949546e-06,1.2327332399308943e-07
1936,1.0851619407503676e-06,1.260970350358548e-07
1937,1.1344597474760576e-06,1.6368453259474336e-07
1938,1.1318632360257652e-06,2.541181913784385e-07
1939,9.925838426738665e-07,1.6211693321110943e-07
1940,9.357038877055857e-07,1.7750480196809804e-07
