year,en_ADP art_NOUN,en_ADP barre_NOUN
1941,1.4167212469828883e-06,1.2101160962174617e-07
1942,1.225821534944771e-06,1.5474479653221351e-07
1943,1.1903264542922898e-06,2.1193616817072325e-07
1944,1.1374679331765947e-06,1.5423293575622665e-07
1945,1.4225631375097691e-06,1.5031677946808486e-07
1946,1.3238969991391514e-06,2.2552188738700352e-07
1947,1.391165618258583e-06,9.775114051535638e-08
1948,1.3133240273077718e-06,1.1198044802540608e-07
1949,1.2585404540743639e-06,1.3351130689898127e-07
1950,1.1039505167786956e-06,8.508288829034427e-08
1951,1.1610266525963198e-06,2.526752211906569e-07
1952,1.1198581582050338e-06,1.254831687447222e-07
1953,1.0515255262077972e-06,1.3898237227749632e-07
1954,1.300724580488577e-06,2.5213142862412496e-07
1955,1.2773812763100523e-06,1.4266123571360367e-07
1956,1.3317183018557444e-06,1.3604980608761252e-07
1957,1.03369938386777e-06,1.6609871522632602e-07
1958,1.0174859284006743e-06,1.6461764573705295e-07
1959,1.1137824067475321e-06,1.2711225849670882e-07
1960,1.0035208433123444e-06,1.363404180665384e-07
1961,1.0102623697605395e-06,1.3132020626471785e-07
1962,1.0527647802405227e-06,1.1732619498161512e-07
1963,1.2725192561902077e-06,2.1855260001757415e-07
1964,1.0665196583659053e-06,2.1841445629888767e-07
1965,1.329159285745618e-06,1.351594676179957e-07
1966,1.118893070639615e-06,1.9331370992858865e-07
1967,1.0669246464090065e-06,1.193141230260153e-07
1968,1.8221673983020992e-06,9.387058952370353e-08
1969,1.1640525485745457e-06,1.6622833243218338e-07
1970,1.3313308500073617e-06,1.3014391697652172e-07
1971,1.4998982180713938e-06,1.3719521518851252e-07
1972,1.1804468265097512e-06,1.0516801296489575e-07
1973,1.2057376821417165e-06,1.5822894283701316e-07
1974,9.659106261494799e-07,2.407744545962487e-07
1975,1.1057425517435604e-06,1.3593323444638372e-07
1976,1.086712789089006e-06,1.2226946921600756e-07
1977,1.1935744268498638e-06,1.710143493482974e-07
1978,1.2011875334394517e-06,1.4495043387796613e-07
1979,1.1095341534428371e-06,1.223062469080105e-07
1980,1.4355005859556513e-06,1.4440283280237054e-07
1981,1.0557342129402514e-06,1.1069711547406769e-07
1982,1.0844506803664444e-06,1.7132705920630542e-07
1983,1.2851667960944724e-06,1.6798740887224994e-07
1984,1.1731394771175019e-06,1.432355105634997e-07
1985,1.1537839981201614e-06,1.1970961111273937e-07
1986,1.330775774022186e-06,1.0969908714741905e-07
1987,1.3517126618012298e-06,1.1671659905232445e-07
1988,1.2676715250847792e-06,1.4391729052931623e-07
1989,1.3648960042189628e-06,1.212874991551871e-07
1990,1.3212978799970188e-06,1.122422119692601e-07
1991,1.3698244174520369e-06,1.3833057721512887e-07
1992,1.3493852826229613e-06,1.124028585763881e-07
1993,1.5487623485910262e-06,1.5343604786721698e-07
1994,1.4384725339766646e-06,1.2237829594141658e-07
1995,1.3306693880110743e-06,1.3664576670180395e-07
1996,1.4834557653387037e-06,9.555184732334965e-08
1997,1.4499760467856504e-06,1.3329807302397967e-07
1998,1.420425721931906e-06,1.416134409737424e-07
1999,1.4492107993646641e-06,1.192822480788891e-07
2000,1.4049340499866503e-06,1.2723930353786272e-07
2001,1.5636544645758477e-06,1.292457483259568e-07
2002,1.7196294628263331e-06,9.726311844815427e-08
2003,1.5580125136693823e-06,1.0500645686306598e-07
2004,1.553569848766756e-06,1.1011977818498053e-07
2005,1.5398320449833136e-06,1.256546084960064e-07
2006,1.6945116705358032e-06,9.512325505056651e-08
2007,1.7495819939483681e-06,1.102476332448532e-07
2008,1.8762536164729227e-06,1.3368359930154838e-07
2009,1.4280737055116788e-06,1.1968162993980513e-07
2010,1.3184106713026722e-06,1.2045671837768168e-07
2011,1.4022505183675094e-06,1.2313189756696374e-07
2012,1.1901267917835412e-06,1.5455307789125072e-07
2013,1.1544188609491357e-06,1.4363993727783964e-07
2014,1.065832080371365e-06,1.4291937588950532e-07
2015,1.3982158009184786e-06,1.3676270782525535e-07
2016,1.0690185696660137e-06,1.4582234086901735e-07
2017,1.122214264626109e-06,1.1571812308375229e-07
2018,1.205803044967979e-06,1.4352954735841195e-07
2019,1.2114640455251902e-06,1.0892717483557135e-07
