year,en_ADP an_NOUN,en_ADP banc_NOUN
1852,3.359441413941511e-07,4.101643469311966e-08
1853,5.482233342846143e-07,3.045685281755084e-08
1854,3.3044426805961535e-07,2.234135720868835e-08
1855,4.1022623520348134e-07,1.963566731433275e-08
1856,3.748285001270446e-07,1.4496129963070814e-08
1857,3.656250328054611e-07,2.4895696393301137e-08
1858,3.0976968945495287e-07,7.291577025503315e-08
1859,3.5288760402707453e-07,1.0693564256314403e-08
1860,3.748713676143822e-07,2.654766717569146e-08
1861,3.2870266553075567e-07,3.7256114637784776e-08
1862,3.6189069990699707e-07,2.2138133104476765e-08
1863,3.995696622460798e-07,4.4951588451525026e-08
1864,3.452204173637341e-07,6.904408267338624e-08
1865,3.8266645119300335e-07,3.153585798054692e-08
1866,3.824371657135117e-07,5.741423247940247e-08
1867,3.663872796266787e-07,2.9602150064533816e-08
1868,4.5249248004086695e-07,3.013323279787983e-08
1869,3.8775141508740063e-07,6.25090450512289e-08
1870,4.157185449216172e-07,2.064257564882155e-08
1871,3.887350770170883e-07,6.372706451429622e-08
1872,5.049528292166983e-07,4.172663992108028e-08
1873,5.453249966036466e-07,5.3874039451784483e-08
1874,4.451083851497728e-07,3.584765551067903e-08
1875,3.804815484897972e-07,3.89063856687244e-08
1876,4.885179869518197e-07,5.501873445723504e-08
1877,3.525345166899285e-07,2.7213190256780706e-08
1878,5.398945350232331e-07,4.891661914419032e-08
1879,4.1909971393305767e-07,3.237942536316041e-08
1880,4.3577175246056754e-07,4.2357786611546544e-08
1881,4.2741470163143447e-07,4.113779539238749e-08
1882,4.199548004901743e-07,4.592215674392719e-08
1883,4.069654357952146e-07,4.2971506353239874e-08
1884,3.366865382048445e-07,3.6969503014461225e-08
1885,4.202554444443507e-07,3.0294487030069206e-08
1886,4.491610913204269e-07,4.001147657639592e-08
1887,3.3166937818407405e-07,6.333056745688737e-08
1888,4.7237579248182726e-07,5.57974075832135e-08
1889,3.2265454574798014e-07,4.072338799510078e-08
1890,3.454161583427151e-07,4.063719521996134e-08
1891,3.5823116739663874e-07,3.76078996833229e-08
1892,3.2658949455921515e-07,3.886477606407368e-08
1893,2.7528121826492224e-07,5.6041589147071136e-08
1894,3.610781962315457e-07,5.482339049400764e-08
1895,2.8167116128408054e-07,4.5741469278937075e-08
1896,2.954411550959435e-07,6.191880647099524e-08
1897,3.018237670904256e-07,3.321226815788947e-08
1898,2.8744442459593955e-07,5.262269908712369e-08
1899,2.802482299557596e-07,3.2612710754165164e-08
1900,2.678583330695261e-07,4.100931916273254e-08
1901,2.732893396584224e-07,5.588739071527016e-08
1902,2.7595794294121845e-07,4.566564015817676e-08
1903,2.9323195738228947e-07,3.4021386596805314e-08
1904,2.7410588554488413e-07,6.987012834969164e-08
1905,2.342984628533884e-07,3.0964555197687815e-08
1906,2.453775985733486e-07,3.086510574901169e-08
1907,2.7617068942831224e-07,3.857132691020837e-08
1908,2.1462770916080842e-07,3.830883432698329e-08
1909,2.381925914285432e-07,6.711199773690169e-08
1910,1.9345826018923873e-07,4.702852507421085e-08
1911,2.745313101293334e-07,2.7133908342413804e-08
1912,2.3181924374560126e-07,2.2400510557574194e-08
1913,2.2484676126532932e-07,4.136332054649472e-08
1914,2.276892898667171e-07,1.875088173619588e-08
1915,2.0969756231448144e-07,1.295883844676382e-08
1916,2.64797828997132e-07,2.7468654906215306e-08
1917,2.0836206238161736e-07,1.315970976634162e-08
1918,2.2857889092620098e-07,1.378365155346728e-08
1919,2.1822600482224175e-07,2.5781975665495338e-08
1920,2.4761197181533134e-07,3.180337415642498e-08
1921,2.1203692424087706e-07,2.877644078580488e-08
1922,2.0363102271048206e-07,3.32007097370024e-08
1923,2.2081171513477216e-07,3.503262879789304e-08
1924,1.8950688063235077e-07,4.898817351772777e-08
1925,2.2106337516092367e-07,2.639562701745035e-08
1926,2.5859040508890985e-07,2.6750733184144337e-08
1927,1.4493992472885964e-07,2.4528294062520217e-08
1928,2.1252436988028478e-07,3.313552099371009e-08
1929,2.5511530887811773e-07,2.3394852499691865e-08
1930,2.951512604321138e-07,1.995684684175103e-08
1931,1.8704785009759917e-07,2.8513390759599133e-08
1932,1.5233756045507363e-07,2.4110979879310435e-08
1933,1.5944220788099983e-07,2.867665571670841e-08
1934,2.0009239420915037e-07,4.073737258636356e-08
1935,1.4242258306040867e-07,1.196828414151696e-08
1936,1.624711774006471e-07,2.424942868728408e-08
1937,2.5434058437134865e-07,4.9105361443757545e-08
1938,1.8540257140653438e-07,3.3709559033034964e-08
1939,1.8199920415185034e-07,3.5176316970364496e-08
1940,2.3329202702981888e-07,4.564409294971483e-08
1941,2.6858673107810205e-07,3.836953510472085e-08
1942,5.006449512734434e-07,3.3376331032286544e-08
1943,3.251623377220625e-07,6.096794180621146e-08
1944,1.670856821789357e-07,3.534504600111177e-08
1945,1.7645882843808636e-07,2.6142048525912287e-08
1946,1.767980171152317e-07,3.062642850437669e-08
1947,1.2874540833429649e-07,2.26496545963073e-08
1948,1.7829895648802108e-07,3.261566305923225e-08
1949,1.7277934827308883e-07,5.3011845579931105e-08
1950,2.0845308923433947e-07,1.701657836861159e-08
1951,1.7697927001680824e-07,3.6248767543156646e-08
1952,1.7609822067221614e-07,8.224947123380844e-08
1953,1.8100030263479283e-07,3.447624863373022e-08
1954,1.3192924086524727e-07,3.615838295445428e-08
1955,1.9052783706285936e-07,4.598947711542678e-08
1956,1.7965551646348388e-07,4.273359488493611e-08
1957,2.31477991108342e-07,3.975766915687018e-08
1958,2.556123281927114e-07,4.384289165049182e-08
1959,2.1082034362684965e-07,5.425523552649025e-08
1960,1.986279155596904e-07,5.052208251754564e-08
1961,2.0913959231094736e-07,4.655266749864495e-08
1962,2.416285432849108e-07,3.488076033564269e-08
1963,2.133797532000159e-07,4.6555584276575246e-08
1964,2.293656092833274e-07,3.832899997391337e-08
1965,2.1450410364609596e-07,2.9001829660035838e-08
1966,2.0549968060556978e-07,4.542041409649755e-08
1967,1.9770645359740158e-07,4.042875190179984e-08
1968,1.8280062505371397e-07,4.536330108773079e-08
1969,1.630491064108508e-07,3.133812853661766e-08
1970,1.692330778291229e-07,4.322801672174137e-08
1971,1.6905328026339816e-07,4.213486093362917e-08
1972,1.8468528922843674e-07,4.104117579117883e-08
1973,1.3783009528145485e-07,2.9771300091852027e-08
1974,2.3852424302361896e-07,6.525662854528491e-08
1975,2.2560346923938823e-07,3.255543701286001e-08
1976,1.5255116581069927e-07,3.0853046284473606e-08
1977,1.4280580318271063e-07,2.5857840313392444e-08
1978,1.188118274875194e-07,2.7326720442033547e-08
1979,1.281582141521298e-07,2.691907674545746e-08
1980,1.5804718556111652e-07,5.628299248883195e-08
1981,1.1449244580186146e-07,3.795329628353272e-08
1982,1.3904804907483026e-07,3.662426206751945e-08
1983,1.3388469954911386e-07,4.16810870262907e-08
1984,1.786094572242547e-07,4.233276129639307e-08
1985,1.0527226579348792e-07,4.511668549866954e-08
1986,1.0190625043815515e-07,4.3160294893596074e-08
1987,1.1305011188289527e-07,4.0942474299754394e-08
1988,2.4645836249614916e-07,4.4374498742172364e-08
1989,1.053719477228654e-07,2.689179900983163e-08
1990,1.0897301572221352e-07,2.7243254763220648e-08
1991,1.1781545167233176e-07,2.4618154625954958e-08
1992,1.4160556649489564e-07,3.7467621893938485e-08
1993,1.0801454858322401e-07,2.9357799136153773e-08
1994,9.283870938681105e-08,2.162719958676007e-08
1995,1.1441371272624679e-07,3.4703686757620034e-08
1996,1.2117468917161034e-07,3.042712393153124e-08
1997,7.719779804293836e-08,4.123609187445254e-08
1998,8.201181977973704e-08,3.480734278582531e-08
1999,8.27206416420534e-08,1.828080442578539e-08
2000,8.350079627739149e-08,3.4018841188476756e-08
2001,1.0339659703428872e-07,4.249775287235025e-08
2002,1.0602556049787992e-07,2.541108423681493e-08
2003,8.500522735710447e-08,2.4584844382502524e-08
2004,1.0263163519041996e-07,2.4666831605069106e-08
2005,9.097574116267992e-08,2.1617998058331978e-08
2006,7.782812000423078e-08,2.4707340173790726e-08
2007,7.869124660220272e-08,2.636356413732166e-08
2008,7.705965823778804e-08,3.7891212278928776e-08
2009,6.53242375747709e-08,2.6701878041990312e-08
2010,8.077686158847186e-08,3.873510223684207e-08
2011,3.7474924913238894e-08,3.785732261007979e-08
2012,3.6765930244708755e-08,4.4255284575855924e-08
2013,2.8727987766430374e-08,3.7653186846231534e-08
2014,3.3131311125145224e-08,4.5257802838705175e-08
2015,2.1722439139115757e-08,4.1893276403470736e-08
2016,2.7548822750800284e-08,3.50056481579486e-08
2017,2.440142932158551e-08,3.7482607823102754e-08
2018,2.0135440093049795e-08,3.975458895411066e-08
2019,4.28565950505444e-08,4.897896432876081e-08
