year,en_ADP eau_NOUN,en_ADP beau_NOUN
1857,1.3028747867793733e-06,4.1102306008733436e-07
1858,1.2777388309626048e-06,3.7974925770623e-07
1859,1.353499639922262e-06,4.1195681577121945e-07
1860,1.8111916695318087e-06,3.858566124392837e-07
1861,1.883084323139883e-06,3.93311379909278e-07
1862,1.8085498547648626e-06,3.8899860843599754e-07
1863,1.7695941867401643e-06,3.5012290711122773e-07
1864,1.517531341921341e-06,3.476177852235196e-07
1865,1.7208223508369258e-06,3.6007360293410784e-07
1866,1.852338885832694e-06,3.3767353002644995e-07
1867,1.6955722994538291e-06,4.2947380585189876e-07
1868,2.0530117073036536e-06,4.5496240774767216e-07
1869,1.8576907141465426e-06,4.082621993806157e-07
1870,2.1290523042338805e-06,4.501228234587984e-07
1871,2.2368199523725707e-06,3.802381580708669e-07
1872,1.9557096111455508e-06,3.465125337775987e-07
1873,2.254329380946274e-06,3.567658706238319e-07
1874,2.2464530360366552e-06,3.9014197561471065e-07
1875,1.9190002786828586e-06,3.993625958820246e-07
1876,2.4728200003210077e-06,3.7062070123994317e-07
1877,2.013776033038539e-06,3.265582881883944e-07
1878,2.335919546680998e-06,3.919368620763919e-07
1879,2.146816937553808e-06,3.757235067514131e-07
1880,2.432363761073475e-06,3.176833998086437e-07
1881,2.5191669088542312e-06,3.988274193122976e-07
1882,2.059841768264903e-06,3.440833986623204e-07
1883,2.4588548654946862e-06,3.7916034223428596e-07
1884,2.280226148343445e-06,3.6177298401440794e-07
1885,2.480925262560163e-06,2.9649925181729486e-07
1886,2.509752055068759e-06,3.5042310031485613e-07
1887,2.944544934990745e-06,3.486445858680298e-07
1888,2.8526426163466567e-06,3.309800811202024e-07
1889,2.7836001859071757e-06,3.364378322601169e-07
1890,2.89048454860108e-06,3.493488121009136e-07
1891,2.7166926770405553e-06,3.607808607419827e-07
1892,3.2270301826287096e-06,3.115450546431475e-07
1893,3.2183885432246484e-06,3.165426116780168e-07
1894,3.520670052381547e-06,3.182277250601828e-07
1895,3.2428293863517865e-06,3.244033113247724e-07
1896,3.2221366303986088e-06,2.683148130344648e-07
1897,3.4051314283800593e-06,1.8703750725990176e-07
1898,3.4408455000800586e-06,2.1162246799377726e-07
1899,3.4834797926208694e-06,2.3271105220601385e-07
1900,3.6404855165983463e-06,2.419030789013732e-07
1901,4.084809301474479e-06,2.2857941717191466e-07
1902,4.2861866802468285e-06,1.8757284170334287e-07
1903,4.779194757276173e-06,2.0952855184219743e-07
1904,4.806527314826781e-06,2.569070955971142e-07
1905,4.8232454261665225e-06,2.3223415368534006e-07
1906,5.007863460804174e-06,1.8724831551963916e-07
1907,4.5509021333600685e-06,2.3811365501558157e-07
1908,4.656979236017378e-06,2.617770316071244e-07
1909,4.872221001761545e-06,2.596464221404915e-07
1910,5.38262861482508e-06,2.709484423490949e-07
1911,4.311099131015794e-06,2.442051600937134e-07
1912,4.8046492082676195e-06,2.7349461184655866e-07
1913,5.361322720887074e-06,2.4871021775396684e-07
1914,5.214084865201585e-06,2.524672320092236e-07
1915,4.38362137167303e-06,1.590402831652682e-07
1916,4.108212152686974e-06,1.604169510560638e-07
1917,4.176014220647062e-06,2.193284860396716e-07
1918,4.414214593850829e-06,2.2972752677929975e-07
1919,5.395798947205321e-06,1.399592939321792e-07
1920,4.749303581519371e-06,2.1050803722388878e-07
1921,5.319854864183071e-06,2.430851910872889e-07
1922,5.671419106789699e-06,1.8739955720548096e-07
1923,5.074423363282676e-06,2.5372115830535336e-07
1924,5.249469680279617e-06,1.7661525564260927e-07
1925,5.724551691344004e-06,2.309617370688244e-07
1926,6.046779901680566e-06,2.964872845012678e-07
1927,5.221181787362639e-06,3.3447674896436297e-07
1928,5.745013311297953e-06,2.753675985012194e-07
1929,6.141706258233626e-06,2.3506258117755863e-07
1930,6.183471313647715e-06,2.1322315468808029e-07
1931,7.438573604190424e-06,2.3266928206311377e-07
1932,7.076572863695674e-06,2.312462279441263e-07
1933,7.257488171319437e-06,2.0532485400792666e-07
1934,6.84747317336587e-06,1.7373290894795446e-07
1935,8.338303565835758e-06,1.3404478238498996e-07
1936,8.8195175464989e-06,1.1760973128716046e-07
1937,8.696685426912154e-06,1.4605696874170349e-07
1938,7.62354610372995e-06,1.905886497510778e-07
1939,8.986784109765722e-06,1.6823455872838622e-07
1940,8.90566941080806e-06,1.6736167651743017e-07
1941,8.515085184512827e-06,1.8594465700516594e-07
1942,9.093532824522299e-06,2.0936060707299475e-07
1943,9.513901794377944e-06,2.2064587490433496e-07
1944,8.685242278261285e-06,2.088571005032236e-07
1945,7.61169307139653e-06,1.459597709363436e-07
1946,6.964728676450704e-06,1.0719250553847814e-07
1947,7.451736657060337e-06,1.6689218806931194e-07
1948,8.904076075566536e-06,1.2393951620559562e-07
1949,1.0255828883032336e-05,1.3940152221447732e-07
1950,1.000255775096548e-05,1.4889506605442193e-07
1951,9.75518294410449e-06,1.1834155977386018e-07
1952,1.1146911987225394e-05,1.5395413077712305e-07
1953,1.0788910842052246e-05,1.3790499253651944e-07
1954,1.1238416121273076e-05,1.6320134932357178e-07
1955,1.0398314707060763e-05,1.5016973042847326e-07
1956,1.0689503376681841e-05,1.0901426827913951e-07
1957,1.202006853873172e-05,7.598132190089757e-08
1958,1.2178396730178065e-05,1.1250251219507845e-07
1959,1.144552912535346e-05,9.610927631520383e-08
1960,1.12657321125198e-05,1.3011167354637365e-07
1961,1.199738642299053e-05,1.3340466331612788e-07
1962,1.1731351079902197e-05,1.8201415558083411e-07
1963,1.2621735876905404e-05,9.957722291176196e-08
1964,1.2107096566182918e-05,1.4297325268142203e-07
1965,1.113451425283074e-05,1.4008431747924988e-07
1966,1.1951107566687824e-05,1.0635023395266785e-07
1967,1.2112848139622656e-05,1.5136130526727243e-07
1968,1.1193955401722633e-05,1.783092098417427e-07
1969,1.2181448965975505e-05,1.1990240356141157e-07
1970,1.1858732534619776e-05,1.4623945654435033e-07
1971,1.1779776514231344e-05,1.3308449486881813e-07
1972,1.1121132260427657e-05,1.2927969805787143e-07
1973,1.302163599348205e-05,9.758370911328029e-08
1974,1.202128431998517e-05,8.438357679274588e-08
1975,1.197583124223911e-05,7.767613308118371e-08
1976,1.2197808473501937e-05,8.798831152567743e-08
1977,1.330797223886293e-05,7.404745155925596e-08
1978,1.1307915684710679e-05,1.0990093768370457e-07
1979,1.2330693010653704e-05,1.0123913951609609e-07
1980,1.1343581405753866e-05,9.096241404549232e-08
1981,1.1329692057415741e-05,5.8827609450418095e-08
1982,1.2385828924266207e-05,6.579952094298847e-08
1983,1.1197686518471528e-05,6.946847719291327e-08
1984,1.1788224739461839e-05,6.320919104796374e-08
1985,1.2007053783236188e-05,6.617114145512915e-08
1986,1.1037047073614303e-05,7.792830780672944e-08
1987,1.193320315451274e-05,7.149655945060118e-08
1988,1.1320294731831382e-05,7.315795524931445e-08
1989,1.021778618337521e-05,8.232183290601824e-08
1990,1.128688012386192e-05,8.227462844345723e-08
1991,1.1207707771632158e-05,9.143886059437278e-08
1992,1.0600581731523562e-05,6.50173441751889e-08
1993,1.0196573356324734e-05,6.425480347793666e-08
1994,1.0445936752034868e-05,8.809127627351643e-08
1995,1.04306267019183e-05,8.67592164222053e-08
1996,9.974224809639054e-06,8.380804494834138e-08
1997,1.0570824201749929e-05,7.144392899505192e-08
1998,1.0249570138398667e-05,7.772050913956718e-08
1999,9.188846185281818e-06,7.586533845582721e-08
2000,9.242522168051437e-06,6.582867140281223e-08
2001,9.386308008174638e-06,8.368114590151521e-08
2002,8.724764299472554e-06,6.790892975727658e-08
2003,1.0066451999080073e-05,8.083830815852622e-08
2004,8.588902609574234e-06,1.0307211883997525e-07
2005,9.093971073070861e-06,8.422011832376342e-08
2006,9.61403758381607e-06,9.306431036915086e-08
2007,8.219840257339683e-06,6.750670067390274e-08
2008,9.740596006224678e-06,7.450519778906539e-08
2009,9.427669930062166e-06,6.246332429071799e-08
2010,8.433387488793187e-06,6.755024140048249e-08
2011,8.046019292606843e-06,5.200601804755678e-08
2012,7.813440756621048e-06,6.808505315092361e-08
2013,6.205802995040699e-06,7.921114941744634e-08
2014,4.880263917428351e-06,8.18538314906192e-08
2015,4.7656369064341675e-06,1.1792181187075812e-07
2016,4.501021731329047e-06,1.4768654743591014e-07
2017,4.617656377270407e-06,5.307939920928817e-08
2018,5.414368375866729e-06,1.277826027212825e-07
2019,4.471881438483649e-06,9.617223611924075e-08
